"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","imagecode","identifiedBy","recordNumber","day","stateProvince","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"15","2020-11-04 11:06:43-03","ESALQ","ESA","91654","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Guedes, C.R.F. et al.",NA,"Brasil",NA,NA,NA,NA,"ESA091654","Magnoliophyta",NA,NA,"1982","09","ESA091654_1 ESA091654_2",NA,NA,"30","São Paulo","-46.5299987792969","-23.6599998474121","Santo André","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:35:10-03","UFJF","CESJ","47341","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"P.L. Viana; N.F.O. Mota; F.S. Souza; O.J. Bastos Neto; A.L.Santiago","América do Sul","Brasil","Serra Negra, Burro de Ouro.",NA,NA,"Arbusto em borda de mata em regeneração. Flores vermelhas.","CESJ047341","Angiosperma",NA,"Cham. & Schltdl.","2006","05",NA,"G.O.Romão","2042","20","Minas Gerais","-43.8278007507324","-22.0891990661621","Rio Preto","20815","auto",NA,NA,"2008","09",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:35:10-03","UFJF","CESJ","48452","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C.N. Matozinhos; F.S. Souza; B.F.Mello","América do Sul","Brasil","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.",NA,NA,"Arbusto, ca. 1,5m alt., campo rupestre. Frutos verdes.","CESJ048452","Angiosperma",NA,"Cham. & Schltdl.","2005","11",NA,"G.O.Romão","136","13","Minas Gerais","-43.8278007507324","-22.0891990661621","Rio Preto","20815","auto",NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:35:10-03","UFJF","CESJ","65724","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"L.L. Justino; F.R.G. Salimena; P.H. Nobre; M.C.A. Mota; J.H.C. Ribeiro","América do Sul","Brasil","Sítio do Neném Roque, Trilha para a Antena",NA,NA,"Arvoreta, 1,5 m no interior do arbustal latifoliado. Área parcialmente sombreada com solo quartizítico. Flores de cor rosa intenso, folhas discolores e frutos nigrescentes","CESJ065724","Angiosperma",NA,"Cham. & Schltdl.","2014","11",NA,"A. Cabral","117","23","Minas Gerais","-43.8278007507324","-22.0891990661621","Rio Preto","20815","auto",NA,NA,"2014","12","10",NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:35:10-03","UFJF","CESJ","65248","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"V.A.O. Dittrich; L.V. Lima; E.J.O. Furtado","América do Sul","Brasil","Serra da Bandeira, Altitude e coordenadas geográficas aproximadas",NA,NA,"Arvoreta de aproximadamente 3m de altura com flores cor-de-rosa em vegetação predominantemente campestre, em ambiente pedregoso","CESJ065248","Angiosperma",NA,"Cham. & Schltdl.","2014","09",NA,"A. Cabral","1910","14","Minas Gerais","-44.003194","-22.014583","Bom Jardim de MInas",NA,NA,NA,NA,"2014","10","06","-44.003194","-22.014583","1500","1500",NA,NA
"20","2020-06-30 18:32:14-03","UFJF","CESJ","65642","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"A. Cabral; L. Menini Neto; S.G. Furtado; C. Nardy","América do Sul","Brasil","Parque Estadual do Ibitipoca, Próximo ao Pico do Pião",NA,NA,"Arbusto, ca. 2 m atl., em campo rupestre. Folhas levemente discolores. Corola rósea, cálice verde, brácteas róseas. Fruto imaturo verde. Ca. 1760 m.s.m.","CESJ065642","Angiosperma",NA,"Cham. & Schltdl.","2014","08",NA,"G.O. Romão; A. Cabral","78","02","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2014","11","13",NA,NA,NA,NA,NA,NA
"21","2020-06-30 18:32:14-03","UFJF","CESJ","66109","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C. Nardy; L. Menini Neto; S.G. Furtado","América do Sul","Brasil","Parque Estadual do Ibitipoca, Trilha do Peão, 1670 m.s.m.",NA,NA,"Arbusto á arvoreta, ca. 1,5 á 2 m. Flores alvas com traços rósea clara.","CESJ066109","Angiosperma",NA,"Cham. & Schltdl.","2014","09",NA,"A. Cabral","31","06","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA
"22","2020-06-30 18:32:14-03","UFJF","CESJ","66338","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C. Nardy; L. Menini Neto; S.G. Furtado","América do Sul","Brasil","Parque Estadual do Ibitipoca, Trilha do Peão, 1670 m.s.m.",NA,NA,"Arbusto á arvoreta, ca. 1,5 á 2 m. Flores alvas com traços rósea clara.","CESJ066338","Angiosperma",NA,"Cham. & Schltdl.","2014","09",NA,"A. Cabral","31","06","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA
"23","2020-06-30 18:32:14-03","UFJF","CESJ","66337","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C. Nardy; L. Menini Neto; S.G. Furtado","América do Sul","Brasil","Parque Estadual do Ibitipoca, Trilha do Peão, ca. 1670 m.s.m.",NA,NA,"Arbusto, ca 1 m. Flores róseas escuras. Folhas do ápice avermelhada e folha da base verde.","CESJ066337","Angiosperma",NA,"Cham. & Schltdl.","2014","09",NA,"A. Cabral","30","06","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA
"24","2020-06-30 18:32:14-03","UFJF","CESJ","66108","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C. Nardy; L. Menini Neto; S.G. Furtado","América do Sul","Brasil","Parque Estadual do Ibitipoca, Trilha do Peão, ca. 1670 m.s.m.",NA,NA,"Arbusto, ca 1 m. Flores róseas escuras. Folhas do ápice avermelhada e folha da base verde.","CESJ066108","Angiosperma",NA,"Cham. & Schltdl.","2014","09",NA,"A. Cabral","30","06","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA
"25","2020-06-30 18:32:14-03","UFJF","CESJ","66107","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C. Nardy; L. Menini Neto; S.G. Furtado","América do Sul","Brasil","Parque Estadual do Ibitipoca, Trilha do Peão, perto da antena, ca. 1670 m.s.m.",NA,NA,"Arbusto ca. 1 m. Flores na base alva, no ápice róseo com traços róseos ao longo.","CESJ066107","Angiosperma",NA,"Cham. & Schltdl.","2014","09",NA,"A. Cabral","29","06","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA
"26","2020-06-30 18:32:14-03","UFJF","CESJ","66350","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C. Nardy; L. Menini Neto; S.G. Furtado; A. Cabral","América do Sul","Brasil","Parque Estadual do Ibitipoca, Trilha do Peão, perto da antena, ca. 1670 m.s.m.",NA,NA,"Arbusto, ca 1 m. Flores róseas escuras. Folhas do ápice avermelhada e folha da base verde.","CESJ066350","Angiosperma",NA,"Cham. & Schltdl.","2014","11",NA,"A. Cabral","43","02","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA
"27","2020-06-30 18:32:14-03","UFJF","CESJ","66336","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C. Nardy; L. Menini Neto; S.G. Furtado","América do Sul","Brasil","Parque Estadual do Ibitipoca, Trilha do Peão, perto da antena, ca. 1670 m.s.m.",NA,NA,"Arbusto ca. 1 m. Flores na base alva, no ápice róseo com traços róseos ao longo.","CESJ066336","Angiosperma",NA,"Cham. & Schltdl.","2014","09",NA,"A. Cabral","29","06","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA
"28","2020-06-30 18:32:14-03","UFJF","CESJ","66121","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"C. Nardy; L. Menini Neto; S.G. Furtado; A. Cabral","América do Sul","Brasil","Parque Estadual do Ibitipoca, Trilha do Peão, perto da antena, ca. 1670 m.s.m.",NA,NA,"Arbusto, ca 1 m. Flores róseas escuras. Folhas do ápice avermelhada e folha da base verde.","CESJ066121","Angiosperma",NA,"Cham. & Schltdl.","2014","11",NA,"A. Cabral","43","02","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:29:17-03","UNICAMP","UEC","121772","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Romão, GO; Herrerias, C; Pereira, M; Zevallos, P; Rodrigues, RR; Souza, VC; et al.",NA,"Brazil","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo.",NA,NA,"Arbusto, ca. 1,5m alt.; frutos castanho-escuros a negros. Campo.; Floresta de neblina om campo adjacente.","UEC027635","Magnoliopsida",NA,"Cham. & Schltdl.","2001","04","UEC027635","Romão, GO","550","10","São Paulo","-46.733333","-23.983333","São Paulo",NA,NA,NA,NA,"2005","05",NA,"-46.733333","-23.983333","800","800",NA,NA
"30","2021-03-01 16:29:17-03","UNICAMP","UEC","121773","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Meireles, LD; Gonçalves, APS; Soares Júnior, FJ; Meneghetti, GIP; Rodrigues, RR; et al.",NA,"Brazil","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo.",NA,NA,"Arbusto, 1m alt., Frutos negros. Campo.; Floresta de neblina om campo adjacente.","UEC027634","Magnoliopsida",NA,"Cham. & Schltdl.","2001","04","UEC027634","Romão, GO","88","11","São Paulo","-46.733333","-23.983333","São Paulo",NA,NA,NA,NA,"2005","05",NA,"-46.733333","-23.983333","800","800",NA,NA
"31","2021-03-01 16:29:17-03","UNICAMP","UEC","139458","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Garcia, RJF; Ferreira, GMP; Pimentel, CMA",NA,"Brazil","Distrito de Marsilac. Parque Estadual da Serra do Mar. Núcleo Curucutu.",NA,NA,"Arbusto, 1,7m alt., frutos verdes a pretos.; Trilha do Campo.Campo.","UEC027633","Magnoliopsida",NA,"Cham. & Schltdl.","1996","03","UEC027633","Romão, GO","771","27","São Paulo","-46.743333","-23.991111","São Paulo",NA,NA,NA,NA,"2005","05",NA,"-46.743333","-23.991111",NA,NA,NA,NA
"32","2019-08-20 10:10:55-03","UNICAMP","UEC","85830","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Rossi, L; Kiyama, CY; Simão-Bianchini, R; Shirasuna, RT",NA,"Brazil","Estrada de manutenção da Petrobrás",NA,NA,"Arbusto, folhas jovens verde rosado, corola alva. Em barranco.",NA,"Magnoliopsida",NA,"Cham. & Schltdl.","1994","09",NA,"Romão, GO","1671","06","São Paulo","-45.8400001525879","-23.5300006866455","Salesópolis","18032","auto",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:10:52-03","UNICAMP","UEC","170437","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Rossi, L; Kiyama, CY; Simão-Bianchini, R; Shirasuna, RT",NA,"Brazil","Estrada de manutenção da Petrobrás",NA,NA,"Arbusto, folhas jovens verde rosado, corola alva. Em barranco.","UEC027631","Magnoliopsida",NA,"Cham. & Schltdl.","1994","09","UEC027631","Romão, GO","1671","06","São Paulo","-45.8400001525879","-23.5300006866455","Salesópolis","18032","auto",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:10:55-03","UNICAMP","UEC","82179","S","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Simão-Bianchini, R; Garcia, RJF; Godoy, SAP; Sordi, SJ",NA,"Brazil","Parque Estadual da Serra do Mar, Núcleo Curucutu, Campo",NA,NA,"Arbusto 1m alt. Cálice verde, corola alva, anteras amarelas. Frutos imaturos verdes.","UEC027632","Magnoliopsida",NA,"Cham. & Schltdl.","1996","01","UEC027632","Romão, GO","890","18","São Paulo","-46.6300010681152","-23.5400009155273","São Paulo","53584","auto",NA,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:23:27-03","MBM","MBM","39349","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Hatschbach, G.","Southern America","Brazil","Capivari",NA,NA,NA,"MBM039349",NA,NA,"Cham. & Schltdl.","1949","10","MBM039349","Silva, R.R.","1543","16","Paraná","-49.1150016784668","-25.2061004638672","Bocaiúva do Sul","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 15:45:49-03","MNHN","RECOLNAT_MNHN_P","P04471472","PreservedSpecimen",NA,"Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Burchell",NA,"Brasil",NA,"hb",NA,"Donné par la Direction du Jardin Royal de Kew 1874 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471472' target='other'> <mi>dwc_moreinfo</mi></a>","P04471472",NA,NA,"Cham. & Schltdl.",NA,NA,"P04471472_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3762",NA
"37","2015-09-26 21:08:47-03","MNHN","RECOLNAT_MNHN_P","P00647812","PreservedSpecimen",NA,"Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron","isotype","Sellow, F.",NA,"Brésil","Brasilia merid.: Rio das Pedras","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647812' target='other'> <mi>dwc_moreinfo</mi></a>","P00647812",NA,NA,"Cham. & Schltdl.",NA,NA,"P00647812_01","Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-04 15:45:49-03","MNHN","RECOLNAT_MNHN_P","P04471470","PreservedSpecimen",NA,"Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Lund",NA,"Brasil","Ad Santos","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471470' target='other'> <mi>dwc_moreinfo</mi></a>","P04471470",NA,NA,"Cham. & Schltdl.",NA,NA,"P04471470_01",NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 15:45:49-03","MNHN","RECOLNAT_MNHN_P","P04471471","PreservedSpecimen",NA,"Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Glaziou",NA,"Brasil","Fazenda do Rio Preto","hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471471' target='other'> <mi>dwc_moreinfo</mi></a>","P04471471",NA,NA,"Cham. & Schltdl.","1876","11","P04471471_01",NA,NA,"21","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8788",NA
"40","2015-01-25 12:34:00-02","MO","MOBOT","2457564","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Lyman B. Smith|et al.","South America","Brazil","Jaguariaiva. Rio Jaguariaiva, Barra do Rio das Mortes",NA,NA,NA,NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"Sleumer, H. O.","Smith 14742",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"810.00000000",NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","2859996","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"O. Handro","South America - Neotropics","Brazil","Paranapiacaba, Estação Biológica.",NA,NA,NA,"US02986866",NA,"Ericales","Cham. & Schltdl.","1962","11","US02986866_01",NA,"1039",NA,"São Paulo",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2579965","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"O. Handro","South America - Neotropics","Brazil","Paranapiacaba, Estação Biológica.",NA,NA,NA,"US02986867",NA,"Ericales","Cham. & Schltdl.","1962","11","US02986867_01",NA,"1039",NA,"São Paulo",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"3",NA,NA,"1"
"43","2020-09-02 16:24:12-03","Cenargen","CEN","21912","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Rosana Romero",NA,"Brasil","Fazenda Intervales. Trilha do Mirante.","Exsicatas",NA,NA,"CEN00021912",NA,NA,"Cham. & Schltdl.","1991","12","CEN00021912","G. O. Romão","449","03","SP","-48.3400001525879","-24","CAPAO BONITO","39505","auto",NA,NA,"2005","12",NA,NA,NA,NA,NA,NA,"1"
"44","2021-03-15 18:26:42-03","USP","SPF","213265","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","rhododendron","Gaylussacia rhododendron",NA,"Fonseca, LHM",NA,"Brasil","Beira do Rio das Cinzas.",NA,NA,"Arbusto ca. 1 m alt. Folhas discolores. Flores vermelhas.","SPF00213265",NA,NA,"Cham. & Schltdl.","2008","03",NA,"Cabral, A","96","19","Paraná","-49.933111","-24.206722","Arapoti",NA,NA,NA,NA,"2017","07",NA,"-49.933111","-24.206722","680","680",NA,NA
