"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","coordinatePrecision","occurrenceRemarks","geoFlag","locality","continentOcean","imagecode","class","order","individualCount","typeStatus","phylum","sex"
"11","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","45462",NA,"Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.","Leme/29-04-2008",NA,NA,NA,"A. P. Fontana; L. Kollmann, E. Leme, M. Zanoni & O. Ribeiro","5126","2008","04","29","Brasil","Espírito Santo","Vila Pavão","-40.619583","-18.619528","40W37'10,5","18S37'10,3","270","270","MBML045462",NA,"Rupícola no sol. Folhas e brácteas escapais com tricomas brancos. Brácteas florais e botões verdes. Em cultivo JR",NA,"Todos os Santos, Córrego Bom Jesus, afloramento rochoso granítico",NA,"MBML045462_1 MBML045462_2",NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","46192",NA,"Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.","A. P. Fontana/13-04-2013",NA,NA,NA,"A. P. Fontana; L. Kollmann","7521","2013","04","13","Brasil","Espírito Santo","Baixo Guandu","-40.973056","-19.550556","40W58'23","19S33'2","167","167","MBML046192",NA,"Rupícola, ca. 1m. Folhas avermelhadas cobertas por tricomas brancos. Brácteas florais verdes",NA,"Rodovia ES 446. afloramento rochoso granítico",NA,"MBML046192_1 MBML046192_2",NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","35051",NA,"Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.","P. Louzada/09-09-2010",NA,NA,NA,"L. Kollmann; A.P. Fontana, E. Leme & M. Zanoni","10991","2008","04","29","Brasil","Espírito Santo","Vila Pavão","-40.611400604248","-18.6149997711182",NA,NA,NA,NA,"MBML035051","19647","Rupestre no sol, folhas com tricomas brancas, brácteas florais verdes.","auto",NA,NA,"MBML035051",NA,NA,NA,NA,NA,NA
"14","2020-09-12 05:00:02-03","US","US","3084680","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.",NA,NA,NA,NA,"P. C. Hutchison","8455","1983","9","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petra Azul, below Petra Azui and Teofilo, probably Padre Paraiso.","South America - Neotropics",NA,"Monocotyledonae","Bromeliales","1",NA,NA,NA
"15","2020-09-12 05:00:02-03","US","US","2519304","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.",NA,NA,NA,NA,"M. Magalhães","12035","1958","9","8","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mun. Ataleia: Ouro Verde.","South America - Neotropics",NA,"Monocotyledonae","Bromeliales","1",NA,NA,NA
"16","2020-09-12 05:00:02-03","US","US","3084678","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.",NA,NA,NA,NA,"P. C. Hutchison","8455","1983","9","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petra Azul, below Petra Azui and Teofilo, probably Padre Paraiso.","South America - Neotropics",NA,"Monocotyledonae","Bromeliales","1",NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","3084677","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.",NA,NA,NA,NA,"P. C. Hutchison","8455","1983","9","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petra Azul, below Petra Azui and Teofilo, probably Padre Paraiso.","South America - Neotropics",NA,"Monocotyledonae","Bromeliales","1",NA,NA,NA
"18","2020-09-12 05:00:02-03","US","US","2544381","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.",NA,NA,NA,NA,"M. Magalhães","19187","1958","5","9","Brazil","Minas Gerais","Itambacuri","-41.685001373291","-18.031099319458",NA,NA,NA,NA,"US00091421","58342",NA,"auto","Ouro Verde.","South America - Neotropics","US00091421_01","Monocotyledonae","Bromeliales","1","Type fragment",NA,NA
"19","2019-10-07 09:20:39-03","UEFS","HUEFS","16021","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B.Sm.","M.G.L.Wanderley","1999","01",NA,"Ganev, W.","2482","1993","11","14","Brasil","Bahia","Rio de Contas","-41.8","-13.383333","41W48'","13S23'","800","800","HUEFS0016021",NA,NA,NA,NA,NA,"HUEFS0016021","Lilianae","Poales",NA,NA,"Angiospermae",NA
"20","2019-11-01 15:13:19-03","UnB","UB","190995","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B. Sm.",NA,NA,NA,NA,"Magalhães, M","12035","1958","08","08","Brasil","Minas Gerais","Ataléia","-41.1100006103516","-18.0436000823975",NA,NA,NA,NA,"UB0036746","53540","Herbácea 0,3-0,8m. Flor alva; Afloramento de rocha - caatinga circundante","auto","Ouro Verde","Southern America","UB0036746",NA,NA,NA,"isotype","Monocotyledonae",NA
"21","2021-04-05 12:31:14-03","UNIVASF","HVASF","16671","PreservedSpecimen","Plantae","Bromeliaceae","Orthophytum","aff. magalhaesii","Orthophytum aff. magalhaesii","L.B.Sm.","J.A. Siqueira Filho","2012","07","30","J.A. Siqueira Filho","2855","2012","07","30","Brasil","Espírito Santo","Barra de São Francisco",NA,NA,"9999.000000","9999.000000","424","424","HVASF016671",NA,"Erva rupícola. Folhas vináceas com densas escamas sobre ambas as superfícies foliares. Inflorescência ca. 50cm alt.. Flores diminutas alvas. Coletado por Marcos Zanoni em 10/2005. Bromeliário Biouniverso 795. Em cultivo no VIVASF 45. Data de coleta original: 01/10/2005.",NA,"Estrada Barra de São Francisco, Vila Pavão","América do Sul","HVASF016671_v01 HVASF016671_v02 HVASF016671_v03",NA,NA,NA,NA,NA,"U"
"22","2019-11-21 10:02:41-03","IBt","SP","413013","S","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B.Sm.","Louzada, RB",NA,NA,NA,"Louzada, RB","131","2009","04","02","Brasil","Espírito Santo","Vila Pavão","-40.654167","-18.598889","-40.654167","-18.598889","232","232","SP052354",NA,NA,NA,"Cabeceira do Córrego Socorro",NA,"SP052354",NA,NA,NA,NA,NA,NA
"23","2019-11-21 10:02:41-03","IBt","SP","442387","S","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B.Sm.","Louzada, RB","2009",NA,NA,"Louzada, RB; Medeiros, MCMP","144","2009","07","17","Brasil","Espírito Santo","Vila Pavão","-40.560306","-18.631917","-40.560306","-18.631917","133","133","SP052355",NA,NA,NA,NA,NA,"SP052355",NA,NA,NA,NA,NA,NA
"24","2019-11-21 10:02:41-03","IBt","SP","442387a","Extra","Plantae","Bromeliaceae","Orthophytum","magalhaesii","Orthophytum magalhaesii","L.B.Sm.","Louzada, RB","2009",NA,NA,"Louzada, RB; Medeiros, MCMP","144","2009","07","17","Brasil","Espírito Santo","Vila Pavão","-40.560306","-18.631917","-40.560306","-18.631917","133","133","SP052356",NA,NA,NA,NA,NA,"SP052356",NA,NA,NA,NA,NA,NA
