"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","coordinatePrecision","imagecode","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","minimumElevationInMeters","maximumElevationInMeters"
"49","2019-06-10 10:10:21-03","FZB-BH","BHZB","6146","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora",NA,"A.M.Teles","Echternacht, L.A. et al.","109","2003","11","02",NA,"Brasil","MG","Carmópolis de Minas","Estação Ecológica da Mata do Cedro","-44.6349983215332","-20.5414009094238",NA,"BHCB 89894.",NA,"18828",NA,"auto",NA,"2006","01","31",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-25 10:11:42-03","CVRD","CVRD","12546","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don","Marcelo Monge","Luz, A.A. da","511","2009","09","24","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.025355","-19.624559",NA,"<ll>dwc_commonname:</ll> Pincel branco","CVRD012546",NA,NA,NA,"Magnoliopsida","2011","08","17","-41,025355","-19,624559",NA,NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","1424341","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","parviflora","Stifftia parviflora","D. Don",NA,"D. Lemos & F. C. Hoehne","17110","1923","8",NA,"South America - Neotropics","Brazil","São Paulo",NA,"Piassaguera, S. Caulo [interpreted]",NA,NA,NA,NA,"US01616060",NA,"US01616060_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","1691629","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","parviflora","Stifftia parviflora","D. Don",NA,"Riedel, -- & Luschnath","s.n.","1832","8",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"In coll syer [interpreted]",NA,NA,NA,NA,"US01616057",NA,"US01616057_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2905860","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","parviflora","Stifftia parviflora","D. Don",NA,"D. Sucre","7062",NA,NA,NA,"South America","Brazil",NA,NA,"Estado da Guanabara, Mata de encosta rupicola do Recreio dos Bandeirantes",NA,NA,NA,NA,"US01616059",NA,"US01616059_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","1423787","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","parviflora","Stifftia parviflora","D. Don",NA,"E. Schwebel & F. C. Hoehne","1290","1917","10",NA,"South America","Argentina",NA,NA,"Raiz da Serra S. Caub [interpreted]",NA,NA,NA,NA,"US01616058",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2858811","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","racemosa","Stifftia racemosa","H. Rob.",NA,"N. T. Silva","2428","1969","7","22","South America - Neotropics","Brazil","Pará",NA,"Jari, estrada do Munguba, km 4. Mata de terra firme",NA,NA,NA,NA,"US01616092",NA,"US01616092_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","2124135","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","racemosa","Stifftia racemosa","H. Rob.",NA,"M. Magalhães","974","1941","9","27","South America - Neotropics","Brazil","Minas Gerais","Betim","Capoeira, Ibirite.","-44.198299407959","-19.9678001403809",NA,NA,"US00048918","15199","US00048918_01","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1","Holotype","600","600"
"57","2020-09-12 05:00:02-03","US","US","3395383","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","racemosa","Stifftia racemosa","H. Rob.",NA,"M. Barreto","11206","1941","9","27","South America","Brazil",NA,NA,"Restos de capoeira, Fazenda do Rosario - Sociedade Pestalozzi Ibirete, Municipio Betim",NA,NA,NA,NA,"US01616093",NA,"US01616093_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","3395382","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","racemosa","Stifftia racemosa","H. Rob.",NA,"M. Barreto","11199","1941","9","13","South America","Brazil",NA,NA,"Restos de capoeira, Borges, Municipio Santa Luzia",NA,NA,NA,NA,"US01616094",NA,"US01616094_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","3239117","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stifftia","racemosa","Stifftia racemosa","H. Rob.",NA,"H. T. Beck, M. J. Pires & N. T. Silva","BECK38","1987","10","10","South America - Neotropics","Brazil","Amapá",NA,"Mun. Mazagao. Morros do Felipe. Right side of Rio Jari. In primary forest",NA,NA,NA,NA,"US01616091",NA,"US01616091_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"60","2019-01-25 15:34:00-02","IAC","IAC","20232","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","H.F. Leitão Filho","H.F. Leitão Filho","504","1968","08","28",NA,"Brasil","São Paulo","Itapira","estrada para Lindoia","-46.8217","-22.4361",NA,NA,NA,NA,NA,NA,NA,"1968","08","28","-46.8217","-22.4361",NA,NA,NA,NA,NA
"61","2019-01-25 15:38:48-02","IAC","IAC","26082","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","M. Monge","W. Hoehne","6221","1968","08","14",NA,"Brasil","São Paulo","Águas de Lindóia",NA,"-46.6328","-22.4764",NA,"Doação (plantas coletadas por Wilson Hoehne nº6221)",NA,NA,NA,NA,NA,"2010","06","14","-46.6328","-22.4764",NA,NA,NA,NA,NA
"62","2019-11-01 14:54:34-03","UnB","UB","123925","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don",NA,"Heringer, EP","7680","1960","07","31","Southern America","Brasil","Minas Gerais","Cordisburgo",NA,"-44.32080078125","-19.125",NA,"Árvore.; Mata ciliar",NA,"32963",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 14:54:34-03","UnB","UB","112831","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don",NA,"Leitão Filho, HF","504","1968","08","28","Southern America","Brasil","São Paulo","Itapira",NA,"-46.8199996948242","-22.4300003051758",NA,"Árvore 4m. Flor branca",NA,"19933",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2018-12-06 13:43:18-02","UFMT","UFMT","19051","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don","Amorim Neto, L.","Macedo, M.; Somavilla, N.; Ferreira, A.; Lopes, I.C.","6505","1997","06","20",NA,"Brasil","Mato Grosso",NA,"BR-070 próximo a Vila Paredão.",NA,NA,NA,"Árvore 3 metros, folhas simples alternas, inflorescência, capítulos flores alvas, melífera aromática.; solo areno argiloso, área de capoeira.",NA,NA,NA,NA,NA,"2007","09","19",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-04 15:42:41-03","IF","SPSF","47471","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D. Don","N.Roque","G.D.Colletta & G.A.Aguirre & J.Teixeira","1291","2013","08","29","América do Sul","Brasil","SP","Ilhabela","Norte da Ilha","-45.3499984741211","-23.7700004577637",NA,"COLETA: Árvore, 9metros, tronco fissurado, casca interna preta.; GEOGRAFIA: Perto da Armação, altura 7609, Floresta Ombrófila Densa.;",NA,"23719",NA,"auto","Magnoliopsida","2016","07","04",NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Riedel, L","s.n.",NA,NA,NA,NA,"?",NA,NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Riedel, L","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,NA,"?",NA,NA,"prope Campos Novos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Riedel, L","s.n.",NA,NA,NA,NA,"?",NA,NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"prope Rio das Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Prope Rio das Contas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"prope Campos Novos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"prope Rio das Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8897","-19.6272",NA,"Habitat in campis Brasiliae orientalis.; HABITAT: Habitat in campis Brasiliae orientalis.",NA,"12338",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Campos Novos","Prope Campos Novos.","-51.225","-27.4017",NA,NA,NA,"43319",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in campis Brasiliae orientalis; e. gr. in prov. Minas Geraes ad Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:08:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in campis Brasiliae orientalis; e. gr. in prov. Minas Geraes ad Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:01:26-03","IBt","SP","17110","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Monge, M","Lemos, D","s.n.","1923","08",NA,NA,"Brasil","São Paulo",NA,"Piassaguera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:01:26-03","IBt","SP","179385","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Monge, M","Kawasaki, ML; Pirani, JR; Furlan, A; Cordeiro, I","CFSC7584","1981","10","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Atalho para Morro do Calcáreo","-43.7144012451172","-19.1688995361328",NA,NA,NA,"26557",NA,"auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:01:26-03","IBt","SP","119637","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Monge, M","Hoehne, W","6221","1968","08","14",NA,"Brasil","São Paulo","Águas de Lindóia","Perto das Termas de Lindóia","-46.6300010681152","-22.4699993133545",NA,NA,NA,"8148",NA,"auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:01:26-03","IBt","SP","201477","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Souza-Buturi, FO","Romaniuc Neto, S; Kirizawa, M","189","1984","08","21",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,"37574",NA,"auto",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:01:26-03","IBt","SP","1290","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Monge, M","Schwebel, E","s.n.","1917","06",NA,NA,"Brasil","São Paulo","Cubatão","Raiz da Serra","-46.4199981689453","-23.8899993896484",NA,NA,NA,"15123",NA,"auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:01:26-03","IBt","SP","1270","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Monge, M","Schwebel, E","s.n.","1917","12",NA,NA,"Brasil","São Paulo","Cubatão","Raiz da Serra","-46.4199981689453","-23.8899993896484",NA,NA,NA,"15123",NA,"auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:01:26-03","IBt","SP","268898","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Monge, M","Leitão Filho, HF","504","1968","08","28",NA,"Brasil","São Paulo","Itapira","Beira de estrada para Lindóia","-46.8199996948242","-22.4300003051758",NA,NA,NA,"19933",NA,"auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:01:26-03","IBt","SP","16986","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Monge, M","Loefgren, A","CGG1358","1889","08","24",NA,"Brasil","São Paulo","Itapira","Fazenda S. Jeronymo","-46.8199996948242","-22.4300003051758",NA,NA,"SP023719","19933","SP023719","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:01:26-03","IBt","SP","258714","S","Plantae",NA,NA,"Asteraceae","Stifftia","parviflora","Stifftia parviflora","D.Don","Monge, M","Romaniuc Neto, S; Godoi, JV","1330","1992","09","22",NA,"Brasil","São Paulo","Mogi Guaçu","Fazenda Catagua","-46.9421997070312","-22.372200012207",NA,NA,NA,"39309",NA,"auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
