"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","594257","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"F. C. Hoehne","1918","01","20","Brazil","São Paulo","Sao Paulo","-46.724373","-23.565521",NA,NA,"NY00594257","NY00594257_01","Butantan",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642218' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01019988","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","B. G. Schubert",NA,NA,NA,"H. S. Irwin","1972","01","24","Brazil","Goiás","Niquelândia","-48.45","-14.67595",NA,NA,"NY01019988","NY01019988_01","ca. 25 km S. of Niquelândia","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139069' target='other'> <mi>dwc_moreinfo</mi></a>","34929","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01019962","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"E. P. Heringer","1980","03","24","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY01019962","NY01019962_01","Fazenda Agua Limpa",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139062' target='other'> <mi>dwc_moreinfo</mi></a>","4056","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01019966","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"R. C. de Mendonça","1989","03","01","Brazil","Minas Gerais","Patrocínio","-47.1406","-18.9325",NA,NA,"NY01019966","NY01019966_01","BR-365- Fazenda Chalé",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139077' target='other'> <mi>dwc_moreinfo</mi></a>","1245","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01019969","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","B. G. Schubert",NA,NA,NA,"J. M. Pires","1963","04","18","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY01019969","NY01019969_01","Córrego Vicente Pires- Zoobotânico",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139083' target='other'> <mi>dwc_moreinfo</mi></a>","9207","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","594256","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","R. S. Cowan",NA,NA,NA,"S. M. de Campos","1960","03","15","Brazil","São Paulo","Itapetininga","-48.0497","-23.5903",NA,NA,"NY00594256","NY00594256_01","Km. 125, estrada Sao Paulo-Itapetininga",NA,NA,"Pollen sample removed - Paulo De Oliveira - Ohio State Univ. - 4/11/92 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642211' target='other'> <mi>dwc_moreinfo</mi></a>","185","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01019970","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","R. C. Barneby",NA,NA,NA,"R. R. Brooks","1988","04","08","Brazil","Goiás","Hidrolândia","-49.23","-16.92",NA,NA,"NY01019970","NY01019970_01","Morro Feio, 5 km N Hidrolandia.","875","875","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139086' target='other'> <mi>dwc_moreinfo</mi></a>","BRASPEX #17","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01019991","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","R. S. Cowan",NA,NA,NA,"P. Clausen",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY01019991",NA,"Minas Geraes",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139079' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","594261","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","A. E. Burkart",NA,NA,NA,"R. Reitz","1956","04","13","Brazil","Santa Catarina",NA,"-49.534691","-27.013976",NA,NA,"NY00594261","NY00594261_01","Ibirama","150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642217' target='other'> <mi>dwc_moreinfo</mi></a>","3978","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01019987","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","M. Blasco Capdevila",NA,NA,NA,"H. S. Irwin","1969","02","25","Brazil","Minas Gerais",NA,"-43.44586","-16.83155",NA,NA,"NY01019987","NY01019987_01","Serra do Espinhaço, Serra dos Três Irmãos, ca. 48 km west of Montes Claros, road to Agua Boa.","950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139067' target='other'> <mi>dwc_moreinfo</mi></a>","23886","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01019968","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","G. O. A. Malme",NA,NA,NA,"Y. E. J. Mexia","1931","04","10","Brazil","Minas Gerais","Corinto","-44.4564","-18.3808",NA,NA,"NY01019968","NY01019968_01","Corinto. Fazenda de Diamante. North of buildings.","590","590","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139074' target='other'> <mi>dwc_moreinfo</mi></a>","5539a","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01019964","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","B. G. Schubert",NA,NA,NA,"E. P. Heringer","1965","03","29","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY01019964","NY01019964_01","Norte do Lago I. Pinheiro",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139065' target='other'> <mi>dwc_moreinfo</mi></a>","10309","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01019989","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"L. Riedel","1834","02",NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY01019989","NY01019989_01","Ytú",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139075' target='other'> <mi>dwc_moreinfo</mi></a>","2040","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","885159","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"H. C. de Lima","1979","03","09","Brazil","Rio de Janeiro","Petrópolis","-43.1783","-22.505",NA,NA,"NY00885159","NY00885159_01","Serra da estrela, antiga estrada de ferro p/Petrópolis.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980749' target='other'> <mi>dwc_moreinfo</mi></a>","281","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01019963","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","B. G. Schubert",NA,NA,NA,"E. P. Heringer","1960","04","04","Brazil",NA,NA,NA,NA,NA,NA,"NY01019963","NY01019963_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139064' target='other'> <mi>dwc_moreinfo</mi></a>","9227/1440","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01019975","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"J. A. Ratter","1968","04","10","Brazil","Mato Grosso",NA,"-51.87","-12.9",NA,NA,"NY01019975","NY01019975_01","8 km NE of the base camp of the expedition (close to the Xavantina-São Felix road).",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139090' target='other'> <mi>dwc_moreinfo</mi></a>","R953","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01019971","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","R. C. Barneby",NA,NA,NA,"R. R. Brooks","1988","04","14","Brazil","Goiás","Cromínia","-49.4","-17.33",NA,NA,"NY01019971","NY01019971_01","Crominia-Mairipotaba, Site 2A.","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139087' target='other'> <mi>dwc_moreinfo</mi></a>","#92","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","594255","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","N. M. de S. C. Costa",NA,NA,NA,"L. Coradin","1987","08","25","Brazil","São Paulo","Paraty","-44.75","-23.3",NA,NA,"NY00594255","NY00594255_01","Rodovia Ubatuba - Paraty (BR-101) Km 51","180","180","Interesse Econômico Melhoramento Forrageiras. Material Coletado Exsicatas/Sementes. Cod Produto 2318S. Cod do Acesso BRA-011339 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642213' target='other'> <mi>dwc_moreinfo</mi></a>","8245","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","594262","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","R. C. Barneby",NA,NA,NA,"P. G. Crawshaw","1979","06",NA,"Brazil","Mato Grosso",NA,"-57.62","-17.75",NA,NA,"NY00594262","NY00594262_01","Fazenda Acurizal, Rio Paraguai",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642212' target='other'> <mi>dwc_moreinfo</mi></a>","9","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01019986","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","M. Blasco Capdevila",NA,NA,NA,"H. S. Irwin","1966","05","07","Brazil","Distrito Federal","Brasília","-47.78472222","-15.6555",NA,NA,"NY01019986","NY01019986_01","Côrrego Landim, ca. 20 km N.E. of Brasília","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139066' target='other'> <mi>dwc_moreinfo</mi></a>","15690","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01019994","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","A. K. Schindler",NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","-43.8894","-19.6272",NA,NA,"NY01019994","NY01019994_01","Ad Lagoa Sta.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139082' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01019998","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"D. O. Norris","1964","04","30","Brazil","São Paulo","Matao","-48.36","-21.6003",NA,NA,"NY01019998","NY01019998_01","near city of Matao",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139099' target='other'> <mi>dwc_moreinfo</mi></a>","233","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01019967","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","G. O. A. Malme",NA,NA,NA,"Y. E. J. Mexia","1930","04","12","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"NY01019967","NY01019967_01","Viçosa. Railroad track to the east, near km 378½","675","675","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139070' target='other'> <mi>dwc_moreinfo</mi></a>","4605","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","594258","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"W. Hoehne","1942","03","03","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,"NY00594258","NY00594258_01","Prox. ao Jaraguá",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642219' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","594259","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1966","03","03","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00594259","NY00594259_01","Jaguariaiva",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642215' target='other'> <mi>dwc_moreinfo</mi></a>","Ha.13951","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01019999","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel",NA,NA,NA,NA,"D. O. Norris","1964","04","30","Brazil","São Paulo","Matao","-48.36","-21.6003",NA,NA,"NY01019999","NY01019999_01","near city of Matao",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139101' target='other'> <mi>dwc_moreinfo</mi></a>","233","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01019997","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","B. G. Schubert",NA,NA,NA,"Z. A. Trinta","1964","03","29","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY01019997","NY01019997_01","Estrada BR-58, próximo Caxambú",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139084' target='other'> <mi>dwc_moreinfo</mi></a>","662","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01019974","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","G. M. Barroso",NA,NA,NA,"E. Pereira","1957","03","15","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY01019974","NY01019974_01","Benfica, 13 km de Juiz de Fóra","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139088' target='other'> <mi>dwc_moreinfo</mi></a>","2332","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","594260","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1966","03","03","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,"NY00594260","NY00594260_01","Jaguariaiva","880","880","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642216' target='other'> <mi>dwc_moreinfo</mi></a>","13951","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01019965","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","B. A. S. Pereira",NA,NA,NA,"R. C. de Mendonça","1989","03","21","Brazil","Goiás","Silvânia","-48.65","-16.6",NA,NA,"NY01019965","NY01019965_01","Estação Florestal e Experimental- EFLEX",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139076' target='other'> <mi>dwc_moreinfo</mi></a>","1350","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01019993","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","A. K. Schindler",NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY01019993","NY01019993_01","Olho d'Agua",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139080' target='other'> <mi>dwc_moreinfo</mi></a>","1294","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01019996","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","A. E. Burkart",NA,NA,NA,"A. Macedo","1949","03","26","Brazil","Minas Gerais","Ituiutaba","-49.465","-18.9692",NA,NA,"NY01019996","NY01019996_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139098' target='other'> <mi>dwc_moreinfo</mi></a>","1789","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01019992","PreservedSpecimen","Plantae","Fabaceae","Desmodium","discolor","Desmodium discolor","Vogel","G. O. A. Malme",NA,NA,NA,"Y. E. J. Mexia","1930","02","14","Brazil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"NY01019992","NY01019992_01","Viçosa; Agricultural College lands; northeast of water reservoir","680","680","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139073' target='other'> <mi>dwc_moreinfo</mi></a>","4352","South America","sheet",NA,"Magnoliophyta","Fabales","13937","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02707154","PreservedSpecimen","Plantae","Fabaceae","Desmodium","subsecundum","Desmodium subsecundum","Vogel",NA,NA,NA,NA,"J. R. Pirani","2009","02","02","Brazil","Minas Gerais","Congonhas do Norte","-43.7097","-18.7992",NA,NA,"NY02707154","NY02707154_01","Serra Talhada (setor nordeste da Serra do Cipó), estrada vicinal saindo da estrada Congonhas do Norte - Gouveia, ca. 3,7 km NW de Congonhas do Norte, perto da ponte sobre o Rio Preto.","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990512' target='other'> <mi>dwc_moreinfo</mi></a>","5780","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
