"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount"
"11","2020-12-21 16:33:24-03","MBM","MBM","217588","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Krapovickas, A.","Werneck, Q.L.; et al.; et al.","926",NA,NA,NA,"Southern America","Brazil","Goiás","Flores de Goiás","Flores de Goiás","-47.0503005981445","-14.4485998153687",NA,NA,"MBM217588","MBM217588",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86423","auto",NA,NA,NA
"12","2020-12-21 16:33:24-03","MBM","MBM","13297","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Esteves, G.L.","Hatschbach, G.","23559",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Bataguaçu","Córrego Feio",NA,NA,NA,NA,"MBM013297","MBM013297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:33:24-03","MBM","MBM","217609","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Krapovickas, A.","Krapovickas, A.","46954",NA,NA,NA,"Southern America","Brazil","Goiás","Divinópolis","Ca. 4km W de Divinópolis",NA,NA,NA,NA,"MBM217609","MBM217609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:33:24-03","MBM","MBM","242531","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Fryxell, P.","Krapovickas, A.; et al.; et al.","34494",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul",NA,"Ponte do Grego",NA,NA,NA,NA,"MBM242531","MBM242531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:33:24-03","MBM","MBM","280350","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Krapovickas, A.","Arbo, M.M.; et al.; et al.","5169","1991","02","15","Southern America","Brazil","Minas Gerais",NA,"s",NA,NA,NA,NA,"MBM280350","MBM280350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:33:24-03","MBM","MBM","384738","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Cordeiro, J.","Santos, P.M.; Ariati, V.; Sampaio, A.C.F.; Bianchin, J.E.; Ariati, V.; Sampaio, A.C.F.; Bianchin, J.E.","365","2013","05","09","Southern America","Brazil","Maranhão","Tasso Fragoso",NA,"-45.858817","-8.671567",NA,"Herbácea; flor branca com o centro roxo e botões florais rosa.; Cerrado.","MBM384738","MBM384738",NA,"300","300",NA,"-45.858817","-8.671567",NA,"2013","08",NA,NA,"26",NA,NA
"17","2020-12-21 16:33:24-03","MBM","MBM","384738","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Cordeiro, J.","Santos, P.M.; Ariati, V.; Sampaio, A.C.F.; Bianchin, J.E.; Ariati, V.; Sampaio, A.C.F.; Bianchin, J.E.","365","2013","05","09","Southern America","Brazil","Maranhão","Tasso Fragoso",NA,"-45.858817","-8.671567",NA,"Herbácea; flor branca com o centro roxo e botões florais rosa.; Cerrado.","MBM384738","MBM384738",NA,"300","300",NA,"-45.858817","-8.671567",NA,"2013","08",NA,NA,"26",NA,NA
"18","2020-12-21 16:33:24-03","MBM","MBM","60293","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"Irwim, H.S.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.","26416","1970","02","20","Southern America","Brazil","Distrito Federal",NA,"Cachoeira Piripiripau, ca 15 km S of Planaltina",NA,NA,NA,"Viscous shrub to ca 2.5m tall. Corolla pink, dark red at base within; stames crem. Common in disturbed gallery. Gallery and adjacent cerrado. Sandy soil; Viscous shrub to ca. 2.5m tall. Corolla pink, dark red at base within; stamens","MBM060293","MBM060293","ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:33:24-03","MBM","MBM","68374","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Krapovickas, A.","Buttura, E.","426",NA,NA,NA,"Southern America","Brazil","Paraná","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,"MBM068374","MBM068374",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA
"20","2015-09-04 19:32:31-03","MNHN","RECOLNAT_MNHN_P","P06607758","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"Heringer, E.P.",NA,"1975","1","21",NA,"Brasil","Distrito Federal","Brasília","Sobradinho. Piriripau. Próximo ao rio Piriripau.","-47.9296989440918","-15.7797002792358","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06607758' target='other'> <mi>dwc_moreinfo</mi></a>","P06607758","P06607758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,"14315",NA
"21","2020-10-01 14:23:19-03","JBB","HEPH","301","S","Plantae","Dicotyledon","Malvales","Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Esteves, GL","Heringer, EP","8894","1961","02","14","Southern America","Brasil","Distrito Federal","Brasília","Barragem do Paranoá","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","09","70570","auto",NA,NA,NA
"22","2014-08-23 05:35:00-03","MO","MOBOT","1893785","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 26416","1970","2","20","South America","Brazil","Distrito Federal",NA,"Common in disturbed gallery. Cachoeira Piripiripau, ca. 15 km. S. of Planaltina. Gallery and adjacent cerrado. Sandy soil.",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-15 05:15:00-02","MO","MOBOT","2070677","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","P. A. Fryxell (TEX)","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 36433","1980","4","22","South America","Bolivia","Santa Cruz","Chiquitos","1 km NE of Roboré, quebrada del rio Roboré.","-59.7666667","-18.3333333",NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"24","2016-11-15 05:15:00-02","MO","MOBOT","2458658","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Krapovickas, A., //","Antonio C. Krapovickas|et al.","Krapovickas 46954","1997","1","19","South America","Brazil","Goiás",NA,"Camino Campos Belos a São Domingos, 54 Km E de la BR-010, (4 Km W de Divinopolis)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","2458674","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"BUTTURA","BUTTURA 426",NA,NA,NA,"South America","Brazil","Paraná",NA,"Guaira. Sete Quedas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","3050118","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","P.A. Fryxell","Ezechias P. Heringer","Heringer 6641","1981",NA,NA,"South America","Brazil","Distrito Federal",NA,"Bacia do Rio São Bartolomeu, adjacências da Cachoeira do Pipiripau.","-47.5913889","-15.5905555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2014-08-23 05:35:00-03","MO","MOBOT","3050224","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","P.A. Fryxell","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 27556","1970","3","15","South America","Brazil","Minas Gerais",NA,"Cerrado on steep slopes ca. 25km E. of Diamamtina, near Rio Jequiti.",NA,NA,NA,NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2957703","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Fryxell, P. A.","E. P. Heringer, T. S. Figueiras, R. C. Mendonça & B. A. S. Pereira","6641","1981","3","30","South America - Neotropics","Brazil","Federal District",NA,"Distrito Federal, Bacia do Rio Sao Bartolomeu, adjacencias da Cachoeira do Pipiripau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"29","2020-09-12 05:00:02-03","US","US","2849331","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"H. S. Irwin","26416","1970","2","20","South America - Neotropics","Brazil","Distrito Federal",NA,"Cachoeira Piripiripau.",NA,NA,NA,NA,"US00098011","US00098011_01","Isotype",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"30","2020-09-02 16:32:41-03","Cenargen","CEN","61021","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","G. L. Esteves","Anderson Cássio Sevilha","3864","2004","03","27",NA,"Brasil","TO","PARANA","Fazenda São João. Prop. Aldair Freire. Ponto 11.","-47.600277","-12.889722","Unicata",NA,"CEN00061021","CEN00061021",NA,"374","374",NA,"-47.600277","-12.889722",NA,"2008","10",NA,NA,NA,NA,"1"
"31","2019-11-13 11:24:54-03","USP","SPF","139369","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Fryxell, PA","Krapovickas, A","34494","1979","01","31",NA,"Brasil","Mato Grosso do Sul",NA,"Ponte do Grego, río Aquidauana, 48 km N de Terenos.",NA,NA,NA,NA,"SPF00139369",NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:24:54-03","USP","SPF","139370","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Fryxell, PA","Krapovickas, A","36433","1980","04","22",NA,"Bolívia","Santa Cruz",NA,"Chiquitos. 1 km NE de Roboré, quebrada del río Roboré.","-59.766667","-18.333333",NA,NA,"SPF00139370",NA,NA,"300","300",NA,"-59.766667","-18.333333",NA,"1999",NA,NA,NA,NA,NA,NA
"33","2020-03-05 14:13:11-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Malvales","Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Carniello, MA","Carniello, MA; Santos-Silva, R; Cruz, WJA; Figueredo, JPS; Silva, SB; Serafim, AM","4075","2012","05","12","América","Brasil","Mato Grosso","Cáceres","Bairro Santos Dumont, Cidade Universitária, em frente a COVEST","-57.650833","-16.160889",NA,NA,NA,NA,NA,NA,NA,NA,"-57.650833","-16.160889",NA,"2012","05",NA,NA,"12",NA,NA
"34","2015-03-13 18:50:30-03","F","FMNH-SEEDPLANTS","V0241213F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","biflora","Pavonia biflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241213F","V0241213F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-09-04 20:04:00-03","F","FMNH-SEEDPLANTS","V0063000F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","biflora","Pavonia biflora",NA,NA,"H. S. Irwin et al.","26416","1970","2","20","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0063000F","V0063000F_01","Isotype",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-03-13 18:50:30-03","F","FMNH-SEEDPLANTS","V0241212F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","biflora","Pavonia biflora",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0241212F","V0241212F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-10 11:38:43-03","UNILA","EVB","878","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Hatschbach, G.","Buttura, E.","426","1980","02","06",NA,"Brasil","Paraná","Guaíra","Parque Nacional Sete Quedas. Parque Nacional das Sete Quedas","-54.295556","-24.068889",NA,NA,"EVB000878","EVB000878",NA,NA,NA,NA,"54º17'44''W","24º4'8''S",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-01 15:03:37-03","UnB","UB","199393","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Esteves, GL","Heringer, EP","14315","1975","01","21","Southern America","Brasil","Distrito Federal","Sobradinho",NA,NA,NA,NA,"Planta ereta 2m. Flores róseas, grandes, vistosas; Transição de mata de galeria e cerradão",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","09",NA,NA,NA,NA,NA
"39","2019-11-01 15:03:37-03","UnB","UB","1959","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell","Fryxell, PA","Irwin, HS; Fonsêca, SF; Santos, RR; Souza, R","26416","1970","02","20","Southern America","Brasil","Distrito Federal","Brasília","Ca. 15km de Planaltina, Cachoeira do Pipiripau","-47.9296989440918","-15.7797002792358",NA,"Tipo. Viscoso.; Arbusto 2,5m. Flor rosa; Floresta de galeria.","UB0040057","UB0040057","holotype",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"40","2021-02-23 13:22:40-03","MN","R-TIPOS","138167","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"Irwin, H.S.; Fonsêca, S.F.; Souza, R.; Santos, R.R. & Ramos J.","26416","1970","02","20",NA,"Brasil","Brasília","Planaltina","Cachoeira de Piripiripau","-47.614200592041","-15.4527997970581",NA,NA,"R000138167","R000138167_001","Isotypus",NA,NA,NA,NA,NA,NA,NA,NA,"61159","auto",NA,NA,NA
"41","2020-08-26 10:49:37-03","MCN-FZBRS","HAS","23906","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxeel","Krapovickas, A.","Meyer, S. T.","s.n.","1986","03",NA,NA,"Brasil","Minas Gerais","Patrocínio","Ribeirão Santo Antônio","-46.9925003051758","-18.9438991546631",NA,"QAPEM 533 - flor rosa-claro. Arbusto","HAS0023906",NA,NA,NA,NA,NA,NA,NA,NA,"1988","05","44638","auto",NA,NA,NA
"42","2020-09-10 10:18:30-03","IBt","SP","314772","S","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"Werneck, W","926","1997","01","16",NA,"Brasil","Goiás","Flores de Goiás",NA,"-47.0503005981445","-14.4485998153687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86423","auto",NA,NA,NA
"43","2020-09-17 08:58:29-03","IBt","SP","316292","S","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"Werneck, WL","926","1967","01","16",NA,"Brasil","Goiás","Flores de Goiás",NA,"-47.0503005981445","-14.4485998153687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86423","auto",NA,NA,NA
"44","2020-12-10 11:27:37-03","IBt","SP","390394","S","Plantae",NA,NA,"Malvaceae","Pavonia","biflora","Pavonia biflora","Fryxell",NA,"Weiser, VL","666","2006","02","02",NA,"Brasil","São Paulo","Bauru",NA,"-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA
