"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","eventTime","fieldNumber","individualCount"
"11","2016-02-02 14:38:41-02","BGBM","B","B 10 0001957","S","Plantae",NA,NA,"Myrsinaceae","Rapanea","villosissima","Rapanea villosissima",NA,"F. Sellow","828",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100001957 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100001957","B100001957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-30 18:32:50-03","UFJF","CESJ","68243","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","L.V.V. Cruz; T.R. Fonseca","173","2016","07","23","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Entorno Lagoa Seca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto, ca. 1m, caule com muitos tricomas castanhos, flores alvas, dispostas no caule, anteras castanhas, em nanofloresta próxima a campo encharcável","CESJ068243",NA,NA,"L.C. Bernacci","2016","30417","auto","10",NA,NA,NA,NA,"10",NA,NA,NA
"13","2019-11-21 14:44:02-03","UFJF","CESJ","61836","PreservedSpecimen","Plantae","Angiosperma",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","J. Cordeiro; J.M. Silva","3505","2010","03","06","América do Sul","Brasil","São Paulo","São José do Barreiro","Serra da Bocaina, Alt.: 1640m.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arbusto, 1,60m. Frutos imaturos verdes, flor creme.","CESJ061836",NA,NA,"V.C. Martins",NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:38:37-03","UNICAMP","UEC","122125","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Souza, FM; et al.","119","2001","04","13",NA,"Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu","-46.775417","-23.989083","750","750",NA,"Liana, botões creme, frutos negros.; Floresta Ribeirinha ao longo do Rio Mambu.",NA,NA,NA,"Freitas, MF","2010",NA,NA,"08","-46.775417","-23.989083",NA,NA,"02",NA,NA,NA
"15","2021-03-01 16:38:37-03","UNICAMP","UEC","116613","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Souza, JP; Souza, VC; et al.","3480","2000","04","25",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba - Estrada Intermediária km 41.","-45.666667","-23.466667","1200","1200",NA,"Liana (Arbusto volúvel); flores creme rosadas. Beira de Estrada.; Floresta Ombrófila Densa Montana mata de altitude",NA,NA,NA,"Scarpa, FM",NA,NA,NA,NA,"-45.666667","-23.466667",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:38:37-03","UNICAMP","UEC","90879","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Martins, E; et al.","26502","1992","06","08",NA,"Brazil","São Paulo","Campos do Jordão","Caminho para São José dos Alpes","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Arbusto, frutos pretos.",NA,NA,NA,"Freitas, MF","2005","21048","auto","06",NA,NA,NA,NA,"30",NA,NA,NA
"17","2021-03-01 16:38:37-03","UNICAMP","UEC","84649","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Rossi, L; Catharino, ELM","1552","1994","07","16",NA,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Bocaina, Trilha para Cachoeira de Santo Isidro.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arvoreta, 3m alt., frutos imaturos verdes passando a negros.",NA,NA,NA,"Freitas, MF","2000","30784","auto","02",NA,NA,NA,NA,"18",NA,NA,NA
"18","2021-03-01 16:38:37-03","UNICAMP","UEC","84650","S","Plantae","Magnoliopsida",NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Rossi, L; Catharino, ELM","1551","1994","07","16",NA,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Bocaina, Trilha para Cachoeira de Santo Isidro.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arvoreta, 3m alt., caule e ramos ferrugíneos com pêlos densos voltados para baixo, flores velhas; mata próxima à cachoeira.",NA,NA,NA,"Freitas, MF","2000","30784","auto","02",NA,NA,NA,NA,"21",NA,NA,NA
"19","2019-11-06 09:57:17-03","UFOP","OUPR","25758","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Cardoso, R.C.; Da Silva, T.C.","37","2011","09","30",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.520556","-20.363889",NA,NA,NA,NA,NA,NA,NA,"Cardoso, R.C.","2012",NA,NA,"07","-43.520556","-20.363889",NA,NA,"06",NA,NA,NA
"20","2019-12-18 15:50:53-03","UFOP","OUPR","25998","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Silva, T.C. da; Cardoso, R.C.","30","2011","12","21",NA,"Brasil","Minas Gerais","Ouro Preto","Serra da Brígida","-43.517","-20.365056","1586","1586",NA,"Erva, ca. 40cm, flores esbranquiçadas. Campo rupestre, ferruginoso, sombreado.",NA,NA,NA,"Silva, T.C.",NA,NA,NA,NA,"-43.517","-20.365056",NA,NA,NA,NA,NA,NA
"21","2019-12-18 15:50:53-03","UFOP","OUPR","25999","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Silva, T.C. da; Cardoso, R.C.","92","2012","03","22",NA,"Brasil","Minas Gerais","Ouro Preto","Serra da Brígida","-43.517","-20.365056","1586","1586",NA,"Erva, ca. 40cm, com frutos verdes. Campo rupestre, ferruginoso, sombreado.",NA,NA,NA,"Silva, T.C.",NA,NA,NA,NA,"-43.517","-20.365056",NA,NA,NA,NA,NA,NA
"22","2019-11-06 10:17:17-03","UFOP","OUPR","30708","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Pira, J.C.; Echternacht, L.; Pedrosa, L.G. & Dias, J.V.","29","2018","10","02",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Próximo ao mirante principal do Pico do Itacolomi.","-43.4742","-20.430769","1735","1735",NA,"Arbusto, ca. 1,5 - 2,0 m. Caule ferrugineo. Fruto maduro roxo.; Fragmento de floresta nebular, entre afloramentos quartzíticos.",NA,NA,NA,"Pedrosa, L.G.","2018",NA,NA,"10","-43.4742","-20.430769",NA,NA,"02",NA,NA,NA
"23","2020-03-12 10:29:28-03","UFOP","OUPR","35077","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Pira, J.C.; Rosa, R.M.S.","33","2019","01","18",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Próximo ao mirante do Pico itacolomi.","-43.474167","-20.430556","1732","1732",NA,"Arvoreta terrícola, ca de 1,5-2m, caule ferrugíneo, flores amarelo esverdeadas, pintalgadas em laranja. Encontrada em ragmento de Floresta Nebular entre afloramentos quartiziticos",NA,NA,NA,"Pira, J.C.","2019",NA,NA,"01","-43.474167","-20.430556",NA,NA,"18",NA,NA,NA
"24","2020-03-12 10:29:28-03","UFOP","OUPR","35087","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Pira, J.C.; Echternacht, L. & Rosa, R.M.S.","43","2019","03","07",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha para o Itacolomi,entre a Pedra do Porco e Lagoa Seca.","-43.483056","-20.429167","1596","1596",NA,"Arvoreta terrícola, ca 1,5-2m, caule ferrugíneo, flores amarelos esverdeadas, pintalgadas em laranja",NA,NA,NA,"Pira, J.C.","2019",NA,NA,"03","-43.483056","-20.429167",NA,NA,"07",NA,NA,NA
"25","2020-03-12 10:29:28-03","UFOP","OUPR","35096","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Pira, J.C.; Rosa, R.M.S.","52","2019","04","12",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do Pico Itacolomi próxima a Pedra do Porco.","-43.488611","-20.433056","1613","1613",NA,"Arvoreta terrícola, ca de 1,5-2m, caule puberulento e ferrugíneo. Em afloramento rochoso cercado por capim",NA,NA,NA,"Pira, J.C.","2019",NA,NA,"04","-43.488611","-20.433056",NA,NA,"12",NA,NA,NA
"26","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Marçal, C.L.","s.n.","1938",NA,NA,NA,"Brasil","Minas Gerais",NA,"Curral de Pedra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freitas, M.F.","1998",NA,NA,"09",NA,NA,NA,NA,"17",NA,NA,NA
"27","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Ilegível","s.n.",NA,NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freitas, M.F.","1998",NA,NA,"09",NA,NA,NA,NA,"17",NA,NA,NA
"28","2019-11-06 09:57:17-03","UFOP","OUPR","23701","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Messias, M.C.T.B.","910","2004","10","05",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Serrinha, em campos rupestres de quartzito","-43.4160995483398","-20.377799987793",NA,NA,NA,"Arbusto, 1,5m, flores amarelo-claras",NA,NA,NA,"Messias, M.C.T.B.","2009","33524","auto","11",NA,NA,NA,NA,"19",NA,NA,NA
"29","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Freitas, M.F.","1998","44599","auto","09",NA,NA,NA,NA,"17",NA,NA,NA
"30","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Freitas, M.F.","1998","44599","auto","09",NA,NA,NA,NA,"17",NA,NA,NA
"31","2019-11-06 09:57:17-03","UFOP","OUPR","8312","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Messias, M.C.T.B.","174","1999","01","19",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas, Campo rupestre","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto de 1,2m, flores alvas, frutos verdes",NA,NA,NA,"Messias, M.C.T.B.","1999","44599","auto","01",NA,NA,NA,NA,"19",NA,NA,NA
"32","2019-11-06 09:57:17-03","UFOP","OUPR","9460","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Nogueira, R.E.","195","2000","03","16",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas, Campo rupestre","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, flores brancas",NA,NA,NA,"Messias, M.C.T.B.","2000","44599","auto","03",NA,NA,NA,NA,"16",NA,NA,NA
"33","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Clemem","s.n.","1976","05","24",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas, Mata","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto",NA,NA,NA,"Freitas, M.F.","1998","44599","auto","09",NA,NA,NA,NA,"17",NA,NA,NA
"34","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Badini, J.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas, Terreno pedregoso","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, flor pálida",NA,NA,NA,"Freitas, M.F.","1998","44599","auto","09",NA,NA,NA,NA,"17",NA,NA,NA
"35","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Badini, J.","s.n.","1974","07","31",NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi, Sobre quartzito (fazenda de rochas)","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto de 1,2m de altura, flores pálidas",NA,NA,NA,"Freitas, M.F.","1998","44599","auto","09",NA,NA,NA,NA,"19",NA,NA,NA
"36","2019-11-06 09:57:17-03","UFOP","OUPR","8993","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Silva, J.L.","s.n.","1999","02","15",NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião, Campo","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto",NA,NA,NA,"Freitas, M.F.","2010","44599","auto","03",NA,NA,NA,NA,"15",NA,NA,NA
"37","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Badini, J.","s.n.","1971","07","31",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Sobre fendas de itacolomito","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Freitas, M.F.","1998","44599","auto","09",NA,NA,NA,NA,"17",NA,NA,NA
"38","2019-11-06 09:57:17-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Badini, J.","s.n.","1976","03","21",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto, Cerrado","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, flor avermelhada",NA,NA,NA,"Freitas, M.F.","1998","44599","auto","09",NA,NA,NA,NA,"17",NA,NA,NA
"39","2014-10-14 15:56:32-03","BS","M","M-0164991","S","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Martius, C.F.P. von",NA,"1817","11","30",NA,"Brasil",NA,NA,"Habitat in campis ad Ypanema; Provinciae S. Pauli",NA,NA,NA,NA,NA,NA,"M0164991",NA,"TYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA
"40","2020-04-27 16:11:19-03","UFES","VIES","30590","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Zorzanelli, J.P.F.; Pereira, C.","1184","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim. Trilha para o Colossus, no trecho do 'nariz' com vegetação baixa","-41.474167","-20.331667","1556","1556",NA,NA,"VIES030590","VIES030590",NA,"T.T. Carrijo","2015",NA,NA,"01","41º28'27''W","20º19'54''S",NA,NA,"26",NA,NA,NA
"41","2019-06-27 10:26:30-03","UFES","VIES","40562","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Luber, J.; Alves-Araújo, A.; Souza, W.O.; Sossai, B.G.; Silva, L.A. & Freitas, J.","147","2015","07","09",NA,"Brasil","Espírito Santo","Pancas","Monumento Natual dos Pontões Capixabas.","-40.8513984680176","-19.2250003814697",NA,NA,NA,NA,"VIES040562","VIES040562",NA,"Luber, J.",NA,"32475","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-04-27 16:11:19-03","UFES","VIES","25614","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","D. Sucre","5779","1969","08","16",NA,"Brasil","Minas Gerais","Minas Gerais","Subida para Aguhlas Negras.",NA,NA,"2220","2220",NA,NA,"VIES025614","VIES025614",NA,"M.F. Freitas","2001",NA,NA,"03",NA,NA,NA,NA,"01",NA,NA,NA
"43","2020-04-27 16:11:19-03","UFES","VIES","25613","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","J.M.A. Braga; et al.","4516","1997","12","03",NA,"Brasil","Rio de Janeiro","Itatiaia","Macieiras, estrada para o Abrigo Macieiras, Mirante. Parque Nacional de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"VIES025613","VIES025613",NA,"M.F. Freitas","2006","19648","auto","08",NA,NA,NA,NA,"21",NA,NA,NA
"44","2020-04-27 16:11:19-03","UFES","VIES","25615","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","G. Martinelli; et al.","13247","1988","12","20",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Pedra do Desengano, vertente. Parque Estadual do Desengano","-42.0080986022949","-21.9552993774414","1800","1800",NA,NA,"VIES025615","VIES025615",NA,"M.F. Freitas","2001","30526","auto","03",NA,NA,NA,NA,"01",NA,NA,NA
"45","2019-08-16 08:40:46-03","UTFPR","HCF","19247","S","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","J. Cordeiro","3505","2010","03","06",NA,"Brasil","SP","São José do Barreiro","Serra da Bocaina","-44.5699996948242","-22.6399993896484","1640","1640",NA,"arbusto, 1,69 m, frutos imaturos verdes com flores creme.",NA,NA,NA,"V.C. Martin","2010","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:42:07-03","MBM","MBM","425794","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Sucre, D.","5779","1969","08","16","Southern America","Brazil","Minas Garais",NA,"Subida para Agulhas Negras",NA,NA,"2100","2220",NA,"Arbusto com cerca de 4 metros de altura, semi umbrófila, crescendo em formação boscosa, flor esverdeada.","MBM425794",NA,NA,"Freitas, M.F.","2001",NA,NA,"03",NA,NA,NA,NA,"01",NA,NA,NA
"47","2020-12-21 16:42:07-03","MBM","MBM","251519","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","villosissima","Myrsine villosissima","Mart.","Souza, J.P.; et al.; et al.","3480",NA,NA,NA,"Southern America","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"MBM251519","MBM251519",NA,"Scarpa, F.M.",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-09-04 16:08:24-03","MNHN","RECOLNAT_MNHN_P","P04533095","PreservedSpecimen",NA,NA,NA,"Primulaceae","Rapanea","villosissima","Rapanea villosissima","(Mart.) Mart.","Gardner",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04533095' target='other'> <mi>dwc_moreinfo</mi></a>","P04533095","P04533095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4492",NA
"49","2015-09-04 16:08:24-03","MNHN","RECOLNAT_MNHN_P","P04533097","PreservedSpecimen",NA,NA,NA,"Primulaceae","Rapanea","villosissima","Rapanea villosissima","(Mart.) Mart.","Glaziou",NA,"1879","9","7",NA,"Brasil","São Paulo",NA,"Campos da Bocaina.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04533097' target='other'> <mi>dwc_moreinfo</mi></a>","P04533097","P04533097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11139",NA
