"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00918374","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","J. G. Rohwer",NA,NA,NA,"E. P. Heringer","4259","1980","04","07","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918374","NY00918374_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","537926","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","14059","1912","04","26","Brazil","Paraná","Morretes","Ad praedium Marumby","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537926","NY00537926_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02423564","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"M. L. Brotto","682","2011","05","14","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito.","-48.5492","-25.5889",NA,NA,"20",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669055' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423564","NY02423564_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1551661","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Collector unspecified","A","1972",NA,NA,"Brazil","Rio de Janeiro",NA,"Friburgo.",NA,NA,NA,NA,NA,NA,"Rec'd for identification from Produtos Farmaceuticos Simes do Brazil, São Paulo, Brazil. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275284' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551661","NY01551661_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02423572","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"M. L. Brotto","623","2011","04","17","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.699456","-24.187106",NA,NA,"897",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669078' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423572","NY02423572_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","537928","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"W. A. Ducke","s.n.","1929","04","05","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada Gumare-Tijuca","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537928","NY00537928_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02423573","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"M. L. Brotto","610","2011","04","16","Brazil","Paraná","Ponta Grossa","Capão da Fortaleza","-49.987856","-25.229828",NA,NA,"1040",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669082' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423573","NY02423573_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1183871","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","A. Quinet",NA,NA,NA,"S. de V. A. Pessôa","1200","2007","06","01","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas, remanescente próximo à represa.FG 310.","-42.2553","-22.5806",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1457610' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183871","NY01183871_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02423590","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"M. L. Brotto","683","2011","05","14","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito.","-48.5467","-25.5867",NA,NA,"20",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669231' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423590","NY02423590_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00537924","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","J. G. Rohwer",NA,NA,NA,"H. S. Irwin","18244","1966","07","16","Brazil","Distrito Federal","Brasília","30 km S. of Brasilia, D. F., on road to Belo Horizonte","-47.9296989440918","-15.7797002792358",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537924","NY00537924_01","Magnoliophyta","Laurales","South America","sheet","70570","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00918373","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","J. G. Rohwer",NA,NA,NA,"H. S. Irwin","18244","1966","07","16","Brazil","Distrito Federal","Brasília","30 km S. of Brasilia, D. F., on road to Belo Horizonte","-47.9296989440918","-15.7797002792358",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918373","NY00918373_01","Magnoliophyta","Laurales","South America","sheet","70570","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02841591","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"J. A. Lira Neto","84","1995","07","12","Brazil","Rio de Janeiro","Rio de Janeiro","Botafogo, Morro Mundo Novo, Campus da Universidade Santa Ursula.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3165764' target='other'> <mi>dwc_moreinfo</mi></a>","NY02841591","NY02841591_01","Magnoliophyta","Laurales","South America","sheet","57442","auto",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","537925","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","J. B. Baitello",NA,NA,NA,"A. C. Cervi","3092","1990","05","08","Brazil","Paraná","Ponta Grossa","Parque Estadual Vila Velha","-49.97","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537925","NY00537925_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00918375","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","J. G. Rohwer",NA,NA,NA,"E. P. Heringer","4451","1980","04","22","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918375","NY00918375_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","537930","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"A. F. M. Glaziou","18449","1891",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537930","NY00537930_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","537929","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"A. F. M. Glaziou","18449","1891","04",NA,"Brazil","Rio de Janeiro",NA,"Alto Marabí",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537929","NY00537929_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1551662","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Collector unspecified","B",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Tijuca.","-43.274528","-22.95583",NA,NA,NA,NA,"Rec'd for identification from Produtos Farmaceuticos Simes do Brazil, São Paulo, Brazil. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275551' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551662","NY01551662_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1039674","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","M. L. Brotto",NA,NA,NA,"M. L. Brotto","441","2010","05","07","Brazil","Paraná","Morretes","Serra da Prata, Torre da Prata.","-48.7086","-25.6108",NA,NA,"850",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488764' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039674","NY01039674_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","537927","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","J. B. Baitello",NA,NA,NA,"A. C. Filho","2330","1984","03","29","Brazil","São Paulo","Salesópolis","Biritiba Mirim; Estaçao Biológica de Boracéia","-45.875","-23.642",NA,NA,"890","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537927","NY00537927_01","Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-25 11:47:35-03","UNESP-IBB","BOTU","33371","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Moraes, P.","2014","06","18","Moraes, P.L.R","3666","2014","06","18","Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.066111","-19.151667","40°03'58w","19°09'06s",NA,NA,NA,"BOTU033371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:02-03","UFRJ","RFA","39623","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Alexandre Quinet",NA,NA,NA,"Finotti R.; Caruzo J.","56","2008","07","00","Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal cujo o entorno é ocupado por propriedades particulares pequenas e pela Fazenda Recanto","-42.795278","-22.499722","42º47'43''W","22º29'59''S","50","50","Arvore de 12 metros de altura e PAP de 41cm.","RFA24625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:31:02-03","UFRJ","RFA","5376","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","A. Quinet","2006","02","22","E. Pereira","4305","1958","09","23","Brasil","Rio de Janeiro","Rio de Janeiro","Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore com fruto","RFA43241",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-24 17:10:47-03","UTFPR","DVPR","3174","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, ML","2014","09","09","Brotto, ML; Silva, JM; Mello, MCH","1785","2014","08","28","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, estrada","-48.4201","-24.5113","-48.4201","-24.5113","895","895","Árvore 18m, pedúnculo da infrustescência vermelho e frutos imaturos verdes.; Floresta Ombrófila Densa Montana","DVPR003174",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:10:47-03","UTFPR","DVPR","3137","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, ML","2014","08","04","Brotto, ML","1614","2014","04","21","Brasil","Paraná","Piraquara","Recreio da Serra","-49.0056","-25.2651","-49.0056","-25.2651","990","990","Árvore 7 m, flores de cor creme com odor moderado e agradável e frutos imaturos, flor pistilada.; Transição entre Floresta Ombrófila Densa e Floresta Ombr[ofila Mista","DVPR003137",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:39:19-03","EAO","IAN","198023","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Moraes, P","2014","06","23","Moraes, PLR de; Folli, DA; Vergne, MC; Cruz, M","3700","2014","06","23","Brasil","Espirito Santo","Linhares","Linhares-ES. Reserva Natural Vale, aceiro c/ Baldo Faé.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore 18 m, início de frutificação.","IAN198023",NA,"Dicotiledônea",NA,"Southern America",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-01-20 14:40:31-03","UPM","MACK","2865","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","(Meisn.) Mez.","J. A. C. Curado","2017",NA,NA,"G. A. Vergara","7","2015","10","02","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12135","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-01-20 14:40:31-03","UPM","MACK","2825","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","(Meisn.) Mez.","J. B. Baitello","2005","12",NA,"R. Costa","157","2005","08","23","Brasil","SP","São Paulo","Parque Tizo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:26:06-03","PUCPR","HUCP","11974","S","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Baitello, JB",NA,NA,NA,"Cervi, AC","3092","1990","05","08","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"N° 30735.","HUCP00012819","HUCP00012819","Magnoliidae",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:18:11-03","UFBA","ALCB","97959","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, ML","2008",NA,NA,"Ribas, OS; Silva, JM","7095","2005","10","27","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo, Bernck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"15 m alt. Cálice avermelhado. Fruto imaturo verde brilhante com máculas punctiformes alvas.; densa.","ALCB003147","ALCB003147","Dicotyledon",NA,"Southern America",NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:36:24-03","NBC","NL-BOTANY","L.1804209","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Glaziou AFM",NA,"1891","11","02","Brazil",NA,NA,"Brésil (Rio Jan) alto macabé, grandashe.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804209 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804209","NL-L1804209",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:36:24-03","NBC","NL-BOTANY","L.1804210","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Klein RM",NA,"1955","12","07","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Morro da Fazenda, Itajaí, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804210","NL-L1804210",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:36:24-03","NBC","NL-BOTANY","L.1804211","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","12","10","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Sanga da Areia, Jacinto Machado, Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1804211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1804211","NL-L1804211",NA,"Laurales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:12:03-03","ESALQ","ESA","14781","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Moraes, P.L.R.",NA,NA,NA,"Moraes, P.L.R. Diniz, C.C.","999.0","1994","05","22","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA014781",NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:12:03-03","ESALQ","ESA","57719","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Moraes, P.L.R.",NA,NA,NA,"Moraes, P.L.R.","1211.0","1995","04","08","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"número ESA antigo (duplicado) 67719","ESA057719",NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:12:03-03","ESALQ","ESA","129033","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, M.L.","2017","02","02","Colletta, G.D.","1449.0","2014","04","16","Brasil","São Paulo","Tapiraí","Reserva CBA, Represa","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore, 12m, flores alvas","ESA129033",NA,"Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:12:03-03","ESALQ","ESA","129006","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Brotto, M.L.","2017","02","02","Colletta, G.D.","1422.0","2014","04","15","Brasil","São Paulo","Tapiraí","Reserva CBA","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore 9m, flores alvas","ESA129006",NA,"Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:12:03-03","ESALQ","ESA","98574","PreservedSpecimen","Plantae","Lauraceae","Ocotea","glaziovii","Ocotea glaziovii",NA,"Baitello, J.B.",NA,NA,NA,"Ivanauskas, N.M.","5047.0","2004","01","24","Brasil","São Paulo","São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,"ESA098574","ESA098574","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
