"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"17","2021-03-15 16:37:00-03","NY","NYBG","02282657","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","L. 't Mannetje","H. S. Irwin","8580","1965","09","23","South America","Brazil","Distrito Federal","Brasília","Ca. 10 km S. of Brasília, on road to Belo Horizonte","-47.98","-16","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2527589' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282657","NY02282657_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-25 11:47:34-03","UNESP-IBB","BOTU","34235","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","Valls, J.F.M.","Valls, J.F.M.","9297","1985","10","21",NA,"Brasil","Mato Grosso","Juscimeira","20 km a sudoeste de São Lourenço de Fátima na estrada para o Ribeirão da Prata","-55.098611","-10.372778",NA,NA,"BOTU034235",NA,NA,NA,"1985","10","55°05'55w","10°22'22s",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-25 11:47:34-03","UNESP-IBB","BOTU","34130","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","Costa de Sousa, N.M.","Coradin, L.","8126","1987","08","21",NA,"Brasil","Minas Gerais","Uberaba","Rodovia Uberlândia - Uberaba (BR-050) km 93","-47.966667","-19.683333",NA,NA,"BOTU034130",NA,NA,NA,"2006",NA,"47°58'00w","19°41'00s",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:30:45-03","UFRJ","RFA","8092","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel",NA,"P. Occhioni","3469","1966","11","09",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Flor amarela","RFA27370",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:19:57-03","UFRJ","RFA","17584","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","G.G. Hatschbach","G.G. Hatschbach","35417","1974","11","12",NA,"Brasil","Paraná","Sengés","Rio dos Bugres","-49.4636001586914","-24.1128005981445",NA,"Xilopodifera, flor amarela, campo limpo","RFA14627",NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:44:06-03","UNEB","HUNEB","11555","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel.",NA,"Silva-Lima, Ciro Samuel","PA53208","2008","10","15",NA,"Brasil","Bahia","Alagoinhas","Povoado da Mangueira - Localizado à 20Km da cidade de Alagoinhas - Reserva do Araticum.","-38.4192008972168","-12.1356000900269",NA,"Floresta em estágio secundário e avançado de desenvolvimento.","HUNEB0011555",NA,NA,NA,NA,NA,NA,NA,"24621","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"23","2021-04-08 17:42:01-03","EAO","IAN","4290","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel",NA,"Sellow, F","4734",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN004290","IAN004290_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:42:01-03","EAO","IAN","35907","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","Lima, AS","Lima, AS","7341","1943","11","12","Southern America","Brasil","São Paulo","Itirapina","Campo.","-47.8199996948242","-22.25",NA,"Herbaceo.","IAN035907","IAN035907 IAN035907_e",NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-16 08:18:51-03","EPAMIG","PAMG","5469","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","N.M.S. Costa; M. Brandão, 6928",NA,"1976","05","12",NA,"Brasil","Minas Gerais",NA,"BR-365, limite dos municípios de Campo Alegre e Capitólio",NA,NA,NA,"Unicata",NA,NA,NA,NA,"1976","06","W","S",NA,NA,NA,"10",NA,NA,NA,NA
"26","2020-12-18 15:41:48-03","EPAMIG","PAMG","30260","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","R. Vanni","A. Krapovickas; C.L. Cristóbal","40825","1987","01","12",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha, arredores del camping","-50.163333","-25.094444",NA,"Campestre. Flores amarelas. Doação do Instituto de Botanica Del Nordeste, Argentina, Corrientes (CTES). Unicata",NA,NA,"956","956","1987",NA,"50° 9' 48W","25° 5' 40S",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-16 08:18:51-03","EPAMIG","PAMG","9054","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","E.P. Heringer","17894","1980","10","06",NA,"Brasil","Distrito Federal","Brasília","Catetinho","-47.929167","-15.78",NA,"Erva pequena com 15 cm de altura, partindo de xilopódio que se renova anualmente após os incêndios periódicos. Doação do IBGE, Reserva Ecológica do Roncador. Unicata",NA,NA,"1130","1130",NA,NA,"47° 55' 45W","15° 46' 48S",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-16 08:18:51-03","EPAMIG","PAMG","5462","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","N.M.S. Costa","751","1976","05","26",NA,"Brasil","Distrito Federal",NA,"BR-040, Km 39",NA,NA,NA,"Cerrado. 40 cm de altura, raiz com xilopódio, folhas folíolos pequenos e vilosos, sem flor nem sementes, sem pragas e doenças. Frequente na pastagem. Uma duplicata",NA,NA,NA,NA,"1976","10","W","S",NA,NA,NA,"10",NA,NA,NA,NA
"29","2020-11-16 08:18:51-03","EPAMIG","PAMG","44320","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel",NA,"M.A. Assis; V.T. Rampin; M.A. Farinaccio; M.I.A. Rodrigues, 1041",NA,"1997","10","10",NA,"Brasil","São Paulo","Itirapina",NA,"-47.822778","-22.253611",NA,"Subarbusto de flores amarelas. Doação do Herbarium Rioclarense - HRCB, Rio Claro, SP. Unicata",NA,NA,"771","771",NA,NA,"47° 49' 22W","22° 15' 13S",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-16 08:18:51-03","EPAMIG","PAMG","6614","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","L.C. Costa","H.M. Saturnino","110","1979","01","24",NA,"Brasil","Mato Grosso do Sul","Dourados","Aeroporto de Dourados a 11 Km da estada para Ponta Porã","-54.806389","-22.221667",NA,"Uma duplicata",NA,NA,"448","448","2006","05","54° 48' 23 W","22° 13' 18S",NA,NA,NA,"20",NA,NA,NA,NA
"31","2020-11-16 08:18:51-03","EPAMIG","PAMG","43154","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","A. Furlan","O. Cesar; A. Feddersen, 11","617","1985","08","29",NA,"Brasil","São Paulo","Itirapina",NA,"-47.822778","-22.253611",NA,"Campo natural. Erva, inflorescência verde, flores amarelas, com xilopódio. Doação do Herbarium Rioclarense - HRCB, Rio Claro, SP (HRCB 5945). Unicata",NA,NA,"771","771","1985","08","47° 49' 22W","22° 15' 13S",NA,NA,NA,"29",NA,NA,NA,NA
"32","2020-11-16 08:18:51-03","EPAMIG","PAMG","23203","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel",NA,"N.M.S. Costa",NA,"1982","02","17",NA,"Brasil","Minas Gerais","Prudente de Morais","Fazenda Santa Rita","-44.154167","-19.438889",NA,"Cultivado. Unicata",NA,NA,"699","699",NA,NA,"44° 09' 15W","19° 26' 20S",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-16 08:18:51-03","EPAMIG","PAMG","43153","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","A. Furlan","O. Cesar","268","1984","10","29",NA,"Brasil","São Paulo","Itirapina",NA,"-47.822778","-22.253611",NA,"Campo natural. Herbácea, flores amarelas, com xilopódio. Doação do Herbarium Rioclarense - HRCB, Rio Claro, SP (HRCB 4624). Unicata",NA,NA,"771","771","1984","10","47° 49' 22W","22° 15' 13S",NA,NA,NA,"29",NA,NA,NA,NA
"34","2020-11-16 08:18:51-03","EPAMIG","PAMG","43181","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","R.B.R. Gomes","25","1978","09","20",NA,"Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia, Campo de introdução de Leguminosas Forrageiras","-47.296389","-22.78",NA,"Herbácea de 0,3 a 0,4 m de altura, de flores amarelas. Cultivada. Doação do Instituto de Botânica, São Paulo (162009). Unicata",NA,NA,"580","580",NA,NA,"47° 17' 47 W","22° 46' 48S",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-16 08:18:51-03","EPAMIG","PAMG","5470","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","M. Brandão; N.M.S. Costa, 811","6929","1977","01","07",NA,"Brasil","Minas Gerais","Paracatu","Após Paracatu, 10 Km em direção à Brasília","-46.875278","-17.2225",NA,"Cerrado. Uma duplicata",NA,NA,"696","696","1977","02","46° 52' 31W","17° 13' 21S",NA,NA,NA,"10",NA,NA,NA,NA
"36","2020-11-16 08:18:51-03","EPAMIG","PAMG","9715","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel",NA,"N.M.S. Costa","755","1976","05","12",NA,"Brasil","Minas Gerais",NA,"BR-365, limite dos municípios de Campo Alegre e Capitólio",NA,NA,NA,"Unicata",NA,NA,NA,NA,NA,NA,"W","S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-16 08:18:51-03","EPAMIG","PAMG","5460","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","N.M.S. Costa","752","1976","10","01",NA,"Brasil","Minas Gerais","Uberaba","12 Km após Uberaba em direção à Uberlândia","-47.9325","-19.750278",NA,"Cerrado, muito frequente na área. Três duplicatas",NA,NA,"752","752","1976","10","47° 55' 57W","19° 45' 1S",NA,NA,NA,"10",NA,NA,NA,NA
"38","2020-11-19 15:31:32-03","EPAMIG","PAMG","43160","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","W. Marcondes-Ferreira; C. Müller; L.L. Venturini; R. Belinelo","968","1994","11","12",NA,"Brasil","São Paulo","Pedregulho","Perto da cidade","-47.4775","-20.2575",NA,"Campo com solo pedregoso. Flores amarelas. Projeto Temático Financiado pela FAPESP: Flora Fanerogâmica do Estado de São Paulo. Unicata",NA,NA,"1042","1042",NA,NA,"47° 28' 39 W","20° 15' 27S",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-16 08:18:51-03","EPAMIG","PAMG","39898","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","L.C. Costa","G. Hatschbach","45922","1982","12","12",NA,"Brasil","Mato Grosso do Sul","Ponta Porã","Pacari","-55.726667","-22.536389",NA,"Xilopodífera, flor amarela. Doação do Museu Botânico Municipal da Prefeitura Municipal de Curitiba. Unicata",NA,NA,"655","655","2005","11","55° 43' 36W","22° 32' 11S",NA,NA,NA,"08",NA,NA,NA,NA
"40","2020-11-16 08:18:51-03","EPAMIG","PAMG","6620","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","L.C. Costa","H.M. Saturnino","116","1979","01","24",NA,"Brasil","Mato Grosso do Sul","Dourados","Aeroporto de Dourados a 11 Km da estada para Ponta Porã","-54.806389","-22.221667",NA,"Quatro duplicatas",NA,NA,"448","448","2006","05","54° 48' 23 W","22° 13' 18S",NA,NA,NA,"20",NA,NA,NA,NA
"41","2020-11-16 08:18:51-03","EPAMIG","PAMG","43155","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","A. Furlan; O Cesar","O. Cesar; A. Furlan","237","1984","09","21",NA,"Brasil","São Paulo","Itirapina",NA,"-47.822778","-22.253611",NA,"Campo natural. Herbácea com flores amarelas. Doação do Herbarium Rioclarense - HRCB, Rio Claro, SP (HRCB 4505). Unicata",NA,NA,"771","771","1984","09","47° 49' 22W","22° 15' 13S",NA,NA,NA,"21",NA,NA,NA,NA
"42","2020-11-16 08:18:51-03","EPAMIG","PAMG","5463","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","N.M.S. Costa","752","1976","10","01",NA,"Brasil","Minas Gerais","Uberaba","12 Km após Uberaba em direção à Uberlândia","-47.9325","-19.750278",NA,"Cerrado. Unicata",NA,NA,"752","752","1977","02","47° 55' 57W","19° 45' 1S",NA,NA,NA,"10",NA,NA,NA,NA
"43","2020-11-16 08:18:51-03","EPAMIG","PAMG","5490","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","M. Brandão","M. Brandão; N.M.S. Costa, 755",NA,"1976","05","12",NA,"Brasil","Minas Gerais",NA,"BR-365, limite dos municípios de Campo Alegre e Capitólio",NA,NA,NA,"Unicata",NA,NA,NA,NA,"1977","05","W","S",NA,NA,NA,"05",NA,NA,NA,NA
"44","2020-11-19 15:31:32-03","EPAMIG","PAMG","6400","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel",NA,"L.T.D. Dombrowski; PKDC, 17761","6313","1976","10","11",NA,"Brasil","Paraná","Ponta Grossa","Próximo à Vila Velha","-50.163333","-25.094444",NA,"Em campo baixo, limpo, frequente. Unicata",NA,NA,"956","956",NA,NA,"50° 9' 48W","25° 5' 40S",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-16 08:18:51-03","EPAMIG","PAMG","43152","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","A. Furlan","F.C.P. Garcia","41","1987","08","13",NA,"Brasil","São Paulo","Itirapina",NA,"-47.822778","-22.253611",NA,"Campo natural. Erva de flores amarelas, com xilopódio. Doação do Herbarium Rioclarense - HRCB, Rio Claro, SP (HRCB 8173). Unicata",NA,NA,"771","771","1987","01","47° 49' 22W","22° 15' 13S",NA,NA,NA,"23",NA,NA,NA,NA
"46","2019-12-04 15:25:15-03","PUCPR","HUCP","11967","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","Guimarães, O","Cervi, AC","3874","1992","12","14",NA,"Brasil","Paraná","Cantagalo",NA,"-52.1263999938965","-25.3743991851807",NA,"N° 33629.","HUCP00011980","HUCP00011980",NA,NA,NA,NA,NA,NA,"29583","auto",NA,NA,NA,NA,NA,NA
"47","2019-12-04 15:25:15-03","PUCPR","HUCP","16264","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","Guimarães, O","Cervi, AC","6967","1999","12","13",NA,"Brasil","Paraná","Cantagalo","Rodovia BR 277, Km 417.","-52.1263999938965","-25.3743991851807",NA,NA,"HUCP00011928","HUCP00011928",NA,NA,NA,NA,NA,NA,"29583","auto",NA,NA,NA,NA,NA,NA
"48","2021-03-02 16:28:59-03","CPAN-UFMS","COR","4073","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes","bracteata","Stylosanthes bracteata","Vogel","R.R. Silva","Bortolotto, I.M.; Rodrigues, R.","97","1995","11","10",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum.","-57.608889","-19.194444",NA,"Com Flor: amarela Habito: Erva",NA,NA,"910","910",NA,NA,"57º36'32''W","19º11'40''S",NA,NA,NA,NA,NA,NA,NA,NA
