"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","barcode","typeStatus","locality","occurrenceRemarks","imagecode","identifiedBy","yearIdentified","monthIdentified","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","preparationType","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","order","individualCount"
"13","2020-12-11 11:43:36-03","UFMG","BHCB","56446","PreservedSpecimen","Plantae","Monocotyledon","Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Mota, RC da; Marques, A","s.n.","Southern America","Brasil",NA,NA,"Serra da Piedade","Erva epífita. Inflorescência rósea, flores amarelo-esverdeadas.",NA,NA,NA,NA,"2000","10","15","Minas Gerais","Caeté","-43.6697006225586","-19.8799991607666","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:43:36-03","UFMG","BHCB","56446","PreservedSpecimen","Plantae","Monocotyledon","Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Mota, RC da; Marques, A","s.n.","Southern America","Brasil",NA,NA,"Serra da Piedade","Erva epífita. Inflorescência rósea, flores amarelo-esverdeadas.",NA,NA,NA,NA,"2000","10","15","Minas Gerais","Caeté","-43.6697006225586","-19.8799991607666","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:43:36-03","UFMG","BHCB","53511","PreservedSpecimen","Plantae","Monocotyledon","Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Marques, A","s.n.","Southern America","Brasil",NA,NA,"Serra da Piedade","Mata nebular. epífita, frutos imaturos",NA,NA,NA,NA,"2000","02","27","Minas Gerais","Caeté","-43.6697006225586","-19.8799991607666","22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2009-07-27 09:37:00-03","MO","MOBOT","3019644","PreservedSpecimen","Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Auguste F.M. Glaziou","Glaziou 15474","South America","Brazil",NA,NA,NA,NA,NA,"Carl Mez",NA,NA,"1861",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","35379",NA,"Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","V.C. Manhães","35",NA,"Brasil","MBML035379",NA,"Pedra dos Pontões","Epífita. Escapo verde claro de brácteas com máculas na cor vinho; brácteas florais seca. Fruto verde escuro. Folha com parte adaxial com bainha marrom claro, próximo a lâmina apresenta mancha vinho.; lâmina apresenta máculas somente na","MBML035379","Ludovic Kollmann","2007","09","2007","07","14","Espírito Santo","Mimoso do Sul","-41.550556","-20.939444",NA,NA,"05",NA,NA,"41W33'2","20S56'22",NA,NA,NA,NA,NA
"18","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","36307",NA,"Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","R. C. Forzza; et al","4978",NA,"Brasil","MBML036307",NA,"Parque Estadual do Forno Grande",NA,"MBML036307",NA,NA,NA,"2008","02","12","Espírito Santo","Castelo","-41.083611","-20.516111",NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","1987765","PreservedSpecimen","Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","A. P. Duarte","2233","South America - Neotropics","Brazil","US01914385",NA,"Serra do Cipó, km 132.",NA,"US01914385_01",NA,NA,NA,"1949","12","8","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1330",NA,"Monocotyledonae","Bromeliales","1"
"20","2019-09-04 19:45:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Bromeliaceae","Vriesea","pardalina","Vriesea pardalina",NA,"A. Glaziou","15474","South America","Brazil",NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"21","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Glaziou, AFM","15474","Southern America","Brazil",NA,NA,"Habitat in Brasiliae prov. Rio de Janeiro ad Morro de S. Vicente",NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Warming, JEB","s.n.","Southern America","Brazil",NA,NA,"nec non in prov. Minas Geraes in Serra da Piedade","Floret Junio. (V. s. in herb. Berol. et Warming.)",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 10:02:54-03","IBt","SP","402508","S","Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Trindade Lima, T","109",NA,"Brasil","SP053472",NA,"Serra do Lopo, Trilha para a Pedra das Flores.","Flor fixada em álcool.","SP053472","Trindade Lima, T","2006","10","2006","07",NA,"Minas Gerais","Extrema","-46.3182983398438","-22.854700088501","15223","auto",NA,NA,NA,NA,NA,"1500","1500",NA,NA,NA
"24","2021-02-11 09:24:20-03","IBt","SP","55396","S","Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Kuhlmann, M","2604",NA,"Brasil","SP053473",NA,NA,NA,"SP053473","Smith, LB","1955",NA,"1950","10","27","Minas Gerais","Sapucaí-Mirim","-45.7425003051758","-22.7478008270264","23877","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 10:02:54-03","IBt","SP","55397","S","Plantae",NA,"Bromeliaceae","Vriesea","pardalina","Vriesea pardalina","Mez","Pires, AS","s.n.",NA,"Brasil","SP053474",NA,"Serra do Mar",NA,"SP053474","Handro, O","1956","06","1951","11",NA,"São Paulo","Embu-Guaçu","-46.810001373291","-23.8299999237061","15311","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
