"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","class","typeStatus","relatedCatalogItem"
"11","2019-10-09 11:09:28-03","UFBA","ALCB","66507","PreservedSpecimen","Plantae","Dicotyledon",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Xavier, AB; Guedes, ML; Anjos, BA dos","190","2003","11","29","Southern America","Brasil","Bahia","Luis Eduardo Magalhães","Oeste, .","-45.75","-12.083333",NA,NA,NA,"pequena, sem espinho. Inflorescência passada.","ALCB009833","Xavier, AB","ALCB009833 ALCB009833_1 ALCB009833_2 ALCB009833_3",NA,NA,"2004","-45.75","-12.083333","02",NA,NA,NA,NA,NA
"12","2020-11-04 11:00:30-03","ESALQ","ESA","87344","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"Souza, V.C.; Lorenzi, H.; Medeiros-Costa, J.T.","29911.0","2004","04","16",NA,"Brasil","Bahia","Barreiras","Estrada para Luís Eduardo Magalhães, cerca de 28 km de Barreiras.","-44.9900016784668","-12.1527996063232","650","650",NA,"Planta acaule.","ESA087344","Lorenzi, H.",NA,"152720","auto",NA,"-4,512,516","-1,207,046",NA,NA,NA,NA,NA,NA
"13","2021-03-03 11:03:43-03","UFPI","TEPB","8468","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","L. R. Noblick","4960","1994","08","20",NA,"Brasil","Piauí","Uruçuí","Sitio de Francisco Martins ca. 8 Km de Uruçuí para Ribeiro Gonçalvez.","-44.666667","-7.5","700","800",NA,"20-33 cm long and adaxially channeled and abaxial rounded; female inflorescencia with a 10 cm long rachis and spike like; fruits light gray brown in color and 6 cm long and 4.5 cm in diameter.",NA,NA,NA,NA,NA,NA,"44°40'W","07°30'S",NA,NA,NA,NA,NA,NA
"14","2021-03-03 11:03:43-03","UFPI","TEPB","8467","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","L. R. Noblick","4961","1994","08","20",NA,"Brasil","Piauí","Uruçuí","1 Km E of Sangue Which is ca. 24 Km S from outskirts of Uruçuí, then W ca. 9 Km.","-44.7","-7.45","400","600",NA,"Fruits light brown in color and 6 cm long and 4.5-5 cm in diameter.",NA,NA,NA,NA,NA,NA,"44°42'W","07°27'S",NA,NA,NA,NA,NA,NA
"15","2015-07-02 14:41:57-03","JBP","HPL","11205","S","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"H. Lorenzi","6641","2009","03","05",NA,"Brasil","GO","Mambai","Coletada na estrada para Damianópolis- GO; em Cerrado de solo arenoso.","-46.111389","-14.507278","720","720",NA,NA,NA,"H. Lorenzi",NA,NA,NA,"2009","46° 06' 41 W","14° 30' 26,2 S","03","05",NA,NA,NA,NA
"16","2015-07-02 14:00:35-03","JBP","HPL","6677","S","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"V.C. Souza & H. Lorenzi et al.","29911","2004","04","16",NA,"Brasil","BA","Barreiras","Coletado na estrada para Luís Eduardo Magalhães, ca. 28km de Barreiras. S 12° 07' 04,6; W 45° 12' 51,6 - 650 m.s.m.","-44.99","-12.1528",NA,NA,NA,NA,NA,"H. Lorenzi",NA,"152720","auto","2004",NA,NA,"04","16",NA,NA,NA,NA
"17","2019-02-15 11:33:21-02","IPA","IPA","57801","S","Plantae","Plantae",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Lima, L.","17","1986","03","21","Southern America","Brasil","Bahia","Cocos","Coribe.","-44.5344009399414","-14.1838998794556",NA,NA,NA,"Cerrado.","IPA0057801","Lima, L.",NA,"199742","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:33:21-02","IPA","IPA","57437","S","Plantae","Plantae",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Medeiros-Costa; Frazão; Pereira; Frazão; Pereira","255","1984","12","05","Southern America","Brasil","Goiás","Alvorada do Norte","53 km após a sede do município, em direção a fronteira da Bahia.","-46.333333","-14.25",NA,NA,NA,"Planta acaule com 4-5 folhas, pina em grupo de 2-5. Flor amarela, fruto castanho. Flores masculinas com 6 estames. Frutos com uma amêndoa. Associado com Syagrus sp. e Astrocaryum campestre.; Carrado. Latossolo amarelo. Relevo plano a","IPA0057437",NA,NA,NA,NA,NA,"-46.333333","-14.25",NA,NA,NA,NA,NA,NA
"19","2019-02-15 11:33:21-02","IPA","IPA","57455","S","Plantae","Plantae",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Medeiros-Costa; Frazão; Pereira; Frazão; Pereira","253","1984","12","05","Southern America","Brasil","Goiás","Alvorada do Norte","53 km após a sede do município, em direção a fronteira da Bahia.","-46.333333","-14.25",NA,NA,NA,"Planta acaule com 4-5 folhas, pina em grupo de 2-5. Flor amarela, fruto castanho. Flores masculinas com 6 estames. Frutos com uma amêndoa. Associado com Syagrus sp. e Astrocaryum campestre.; Carrado. Latossolo amarelo. Relevo plano a","IPA0057455","Noblick, L.R.",NA,NA,NA,"1999","-46.333333","-14.25","08","20",NA,NA,NA,NA
"20","2019-02-15 11:33:21-02","IPA","IPA","56987","S","Plantae","Plantae",NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Medeiros-Costa; Frazão; Pereira; Frazão; Pereira","250","1984","12","05","Southern America","Brasil","Goiás","Alvorada do Norte","53 km após a sede do município, em direção a fronteira da Bahia.","-46.333333","-14.25",NA,NA,NA,"Planta acaule com 4-5 folhas, pina em grupo de 2-5. Flores masculinas com 6 estames. Frutos com uma amêndoa. Associado com Syagrus sp. e Astrocaryum campestre.; Carrado. Latossolo amarelo. Relevo plano a suave ondulado.","IPA0056987","Noblick, L.R.",NA,NA,NA,"1999","-46.333333","-14.25","08","20",NA,NA,NA,NA
"21","2012-01-27 16:05:00-02","MO","MOBOT","100445467","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Larry R. Noblick|G. Lôbo","Noblick 4522","1986","1","31","South America","Brazil","Bahia","Coribe","7-8 km sul da cidade na Br-172 (Coribe/Cocos).","-44.4666667","-13.8333333","650.00000000","700.00000000",NA,NA,NA,"L.R. Noblick",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"22","2020-08-31 09:19:02-03","INPA","INPA","246880","S","Plantae","Monocotyledon","Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Santana, FD","3","2012","08","16","Southern America","Brasil","Bahia","Barreiras","Cerrado, Br 242, 15 km após Barreiras","-45.16898","-12.11429","617","617",NA,NA,"INPA0246880","Santana, FD",NA,NA,NA,"2012","-45.16898","-12.11429","08","16",NA,NA,NA,NA
"23","2020-08-31 09:19:02-03","INPA","INPA","246879","S","Plantae","Monocotyledon","Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Santana, FD","2","2012","08","15","Southern America","Brasil","Bahia","Cristópolis","Cerrado, rumo à Vereda Alegre","-41.797","-12.19563","779","779",NA,NA,"INPA0246879",NA,"INPA0246879 INPA0246879_1 INPA0246879_e INPA0246879_e1",NA,NA,NA,"-41.797","-12.19563",NA,NA,NA,NA,NA,NA
"24","2019-07-31 14:32:05-03","CPATSA","HTSA","1249","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"Lima, J.L.S.","138","1988","10","26",NA,"Brasil","Bahia","Barreiras","18 Km Oeste da BR 242, na estrada p/ Taguatinga/GO.","-45.285278","-12.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.285278","-12.166667",NA,NA,NA,NA,NA,NA
"25","2019-07-31 14:32:05-03","CPATSA","HTSA","1250","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"Lima, J.L.S.","139a","1988","10","26",NA,"Brasil","Bahia","Barreiras","18 Km da BR 242 no Posto Cerradão., 66 Km Oeste de Barreiras.","-45.451944","-12.201944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.451944","-12.201944",NA,NA,NA,NA,NA,NA
"26","2019-07-31 14:32:05-03","CPATSA","HTSA","1257","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis",NA,"Lima, J.L.S.","146","1988","10","29",NA,"Brasil","Bahia","Formosa do Rio Preto","A 21 Km Sudeste de São Marcelo., Faz. Cobac.","-45.333333","-11.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.333333","-11.416667",NA,NA,NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","3646940","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","L. R. Noblick & M. Lobo","4522","1986","1","31","South America - Neotropics","Brazil","Bahia",NA,"Coribe, sul da cidade na Br-172",NA,NA,"650","700",NA,NA,"US01104008",NA,"US01104008_01",NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"28","2020-09-12 05:00:02-03","US","US","3646941","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","L. R. Noblick & M. Lobo","4522","1986","1","31","South America - Neotropics","Brazil","Bahia",NA,"Coribe, sul da cidade na Br-172",NA,NA,"650","700",NA,NA,"US01104009",NA,"US01104009_01",NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"29","2020-09-12 05:00:02-03","US","US","3487351","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","L. R. Noblick & M. Lobo","4522","1986","1","31","South America - Neotropics","Brazil","Bahia",NA,"Coribe, sul da cidade na Br-172",NA,NA,"650","700",NA,NA,"US01104010",NA,"US01104010_01",NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"30","2020-09-02 16:20:24-03","Cenargen","CEN","26633","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Larry Ronald Noblick","5104","1996","02","04",NA,"Brasil","GO","POSSE","Near turnoff on main north / south road(BR-020 / Barreiras - Brasília). Now mostly pasture or soybean fields.","-46.319444","-14.112777","840","840","Exsicatas","Doação do Fairchild Tropical Garden - Miami, Florida.","CEN00026633",NA,"CEN00026633 CEN00026633_1 CEN00026633_2",NA,NA,NA,"-46.319444","-14.112777",NA,NA,"1",NA,NA,NA
"31","2020-09-02 16:20:24-03","Cenargen","CEN","87937","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Marcos M. Toledo","5","2014","12","11",NA,"Brasil","MA","SAO RAIMUNDO DAS MANGABEIRAS","Próximo a BR 230.","-45.804444","-7.1922222",NA,NA,"Exsicatas","Planta acaule, folhas com cerca de 1,5 m, com folíolos agrupados; inflorescência masculina com cerca de 45 cm e espata com cerca de 50 cm; inflorescência feminina com raque de cerca de 30 cm e espessura 4 cm. População sinpátrica de A. eichleri, A. speciosa e A. barreirensis, com possibilidade de hibridações interespecíficas. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).","CEN00087937","G. P. Lima","CEN00087937 CEN00087937_1 CEN00087937_2 CEN00087937_3 CEN00087937_4",NA,NA,"2017","-45.804444","-7.1922222","08",NA,"1",NA,NA,NA
"32","2020-09-02 16:20:24-03","Cenargen","CEN","87938","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Marcos M. Toledo","6","2014","12","11",NA,"Brasil","MA","SAO RAIMUNDO DAS MANGABEIRAS","Próximo a BR 230.","-45.811388","-7.1925",NA,NA,"Exsicatas","Planta acaule, folhas com cerca de 2,0 m com folíolos agrupados dispostos em planos diferentes até o ápice; inflorescência masculina com muitas flores abertas, raques e raquíolos de cor esbranquiçada e flores de cor marrom. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).","CEN00087938","G. P. Lima","CEN00087938 CEN00087938_1 CEN00087938_2 CEN00087938_3",NA,NA,"2017","-45.811388","-7.1925","08",NA,"1",NA,NA,NA
"33","2020-09-02 16:20:24-03","Cenargen","CEN","87940","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Marcos M. Toledo","8","2014","12","09",NA,"Brasil","MA","GRAJAU","Entre Grajaú e Formosa de Serra Negra (MA - 06), povoado Imbiruçu ou Pedra de Pau ou João Bacuri.","-46.065","-6.0172222",NA,NA,"Exsicatas","Planta acaule, folhas entre 1,5 - 2,0 m de comprimento; com folíolos agrupados dispostos em diferentes planos por toda a folha. Infrutescência curvada com um dos lados da raque sem frutos, medindo cerca de 30 cm. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).","CEN00087940","G. P. Lima","CEN00087940 CEN00087940_1 CEN00087940_2 CEN00087940_3",NA,NA,"2017","-46.065","-6.0172222","08",NA,"1",NA,NA,NA
"34","2020-09-02 16:20:24-03","Cenargen","CEN","87942","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Marcos M. Toledo","10","2014","12","11",NA,"Brasil","MA","SAO RAIMUNDO DAS MANGABEIRAS","Próximo a BR-230","-45.811111","-7.1922222",NA,NA,"Exsicatas","Planta acaule, folhas com cerca de 2 m, folíolos agrupados e em diferentes planos nos dois terços inferiores da folha, raque da infrutescência com 20 cm, aproximadamente, espata com cerca de 30 cm, fruto arredondado com uma amêndoa. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).","CEN00087942",NA,"CEN00087942 CEN00087942_1 CEN00087942_2 CEN00087942_3",NA,NA,NA,"-45.811111","-7.1922222",NA,NA,"1",NA,NA,NA
"35","2020-09-02 16:20:24-03","Cenargen","CEN","10755","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","José Geraldo Alves Vieira","396","1986","01","19",NA,"Brasil","BA","CORIBE","Ao longo da BA-172 entre as cidades de Coribe e Cocos. Cerca de 8-10 km de Coribe.","-44.4543991088867","-13.8291997909546","600","600","Exsicatas",NA,"CEN00010755","L. R. Noblick","CEN00010755 CEN00010755_1 CEN00010755_2 CEN00010755_3 CEN00010755_4","50456","auto","1992",NA,NA,"04",NA,"6",NA,NA,NA
"36","2020-09-02 16:20:24-03","Cenargen","CEN","13677","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Larry Ronald Noblick","4675","1988","10","29",NA,"Brasil","BA","FORMOSA DO RIO PRETO","Ca de 16 km SE de São Marcelo.","-45.1930999755859","-11.0482997894287","510","510","Exsicatas","4 - 8 leaves in crown, spirally arranged and spreading. Leaf petiole 21 - 51 cm with smooth margins and concave convex in transection. Leaf rachis 124 -225 cm. 72 - 108 pairs of pinnae which are distributed in clusters of 2 - 3 along the rachis in several planes. Middle pinnae32 - 35 cm x 2,9 - 5 cm. Staminate inflorescence with 3 - 14 cm peduncle and 14 - 31 cm rachis. 34 - 59 rachillae with a lenght of 2 - 8 cm.Doação do Field Museum of Natural History - Palmae of Bahia, Brazil.","CEN00013677","L. R. Noblick","CEN00013677 CEN00013677_1 CEN00013677_2 CEN00013677_3 CEN00013677_4","155006","auto","1989",NA,NA,NA,NA,"1",NA,NA,NA
"37","2020-09-02 16:20:24-03","Cenargen","CEN","12545","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Aldicir Osni Scariot","475","1989","04","08",NA,"Brasil","BA","FORMOSA DO RIO PRETO","Cerrado próximo ao Rio Riachão.","-45.1930999755859","-11.0482997894287","540","540","Exsicatas","Inflorescências femininas, masculinas e raramente andróginas; material na carpoteca nº 00068.&nf;Doação do Projeto Biogeografia do Bioma Cerrado. Convênio SEPLAN / FUB / IBGE / EMBRAPA / FZDF.","CEN00012545","L. R. Noblick","CEN00012545 CEN00012545_1 CEN00012545_2 CEN00012545_3","155006","auto","1992",NA,NA,"04",NA,"1",NA,NA,NA
"38","2020-09-02 16:20:24-03","Cenargen","CEN","30116","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Glocimar Pereira-Silva","3432","1996","03","07",NA,"Brasil","MA","BALSAS","Projeto de Balsas, Condomínio Kissy, Lote 23","-46.0355987548828","-7.53249979019165","470","470","Exsicatas",NA,"CEN00030116","A. C. Marcato","CEN00030116 CEN00030116_1 CEN00030116_2 CEN00030116_3","222094","auto","2005",NA,NA,NA,NA,"4",NA,NA,NA
"39","2020-09-02 16:20:24-03","Cenargen","CEN","53319","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Aldicir Osni Scariot","740","2003","09","25",NA,"Brasil","TO","DIANOPOLIS",NA,"-46.8205986022949","-11.627799987793","722","722","Exsicatas",NA,"CEN00053319","G. P. Lima","CEN00053319 CEN00053319_1 CEN00053319_2 CEN00053319_3","77760","auto","2017","-4646917.0","-1161028.0","08",NA,"3",NA,NA,NA
"40","2020-09-02 16:20:24-03","Cenargen","CEN","58019","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Ernestino de S. Gomes Guarino","761","2001","04","18",NA,"Brasil","TO","GOIATINS","A 500 metros do prédio da FUNAI, próximo ao local aonde os índios costumam tomar banho.","-47.3142013549805","-7.71000003814697","339","339","Exsicatas","Cacho com frutos com cerca de 500 gramas de peso.","CEN00058019","R. C. Martins","CEN00058019 CEN00058019_1 CEN00058019_2 CEN00058019_3","92862","auto","2011","-4751444.0","-825778.0","10",NA,"1",NA,NA,NA
"41","2020-09-02 16:20:24-03","Cenargen","CEN","52072","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Aldicir Osni Scariot","629","2002","06","16",NA,"Brasil","TO","MATEIROS","Estrada Mateiros - Ponte Alta.","-46.4211006164551","-10.5474996566772",NA,NA,"Exsicatas","População pequena, com alguns indivíduos próximos à estrada.","CEN00052072","R. C. Martins","CEN00052072 CEN00052072_1 CEN00052072_2 CEN00052072_3","87923","auto","2011",NA,NA,"10",NA,"3",NA,NA,NA
"42","2020-09-02 16:20:24-03","Cenargen","CEN","40839","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Alexandre Bonesso Sampaio","497","2001","05","07",NA,"Brasil","TO","MATEIROS","Região do Jalapão. Pedra da Baliza, divisa entre os estados de TO, MA, PI e BA.","-46.4211006164551","-10.5474996566772",NA,NA,"Exsicatas","Doação.","CEN00040839","L. R. Noblick","CEN00040839","87923","auto","2001",NA,NA,"08",NA,"1",NA,NA,NA
"43","2021-03-15 18:25:07-03","USP","SPF","143086","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Attalea","barreirensis","Attalea barreirensis","Glassman","Forzza, RC; Magenta, MAG; Coffani-Nunes, JV; Kameyama, C","1558","2000","07","29",NA,"Brasil","Goiás","Posse","Estrada Posse - Guarani de Goiás, 15 km da estrada de Posse.","-46.216667","-14.016667",NA,NA,NA,"Planta em solo arenoso, entre gramíneas, formando populações.; Cerrado com solo arenoso ou pedregoso.","SPF00143086","Marcato, AC",NA,NA,NA,"2001","-46.216667","-14.016667","06",NA,NA,NA,NA,NA
