"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","phylum","order","infraspecificEpithet","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","01538647","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"C. R. Sperling","6126","1982","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806828' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538647","Pará","Riverbanks of Rio Itacaiunas near the ferry crossing to AMZA camp 3-Alfa","Magnoliophyta","Myrtales",NA,"DC.","-50.5","-5.88","NY01538647_01","C. E. B. Proença",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01538648","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"C. A. Cid Ferreira","9638","1987","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538648","Pará","Alto rio Erepecuru, próximo à Cachoeira Paciência.","Magnoliophyta","Myrtales",NA,"DC.","-56","0.333333","NY01538648_01","C. E. B. Proença","Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01538681","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"J. Revilla","8295","1983","08","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807065' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538681","Pará","Margem direita do rio Caraipé. Beira da estrada.","Magnoliophyta","Myrtales",NA,"DC.","-49.6933347","-3.9414729","NY01538681_01","L. R. Landrum","Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01538649","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"C. A. Cid Ferreira","9632","1987","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806832' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538649","Pará","Alto rio Erepecuru, próximo à Cachoeira Paciência.","Magnoliophyta","Myrtales",NA,"DC.","-56","0.333333","NY01538649_01","C. E. B. Proença","Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:46:09-03","EAO","IAN","161751","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Daly, DC; Callejas, R","1296","1981","11","08","Southern America","Brasil",NA,NA,"Treelet 2m, fruits green.","IAN161751","Pará","Rio Caraipé, approx. 60km. from Tucurui, SW on road serving Fazendas.","Dicotiledônea",NA,NA,"DC.","-4.916667","-4.066667",NA,"Staggemeier, VG",NA,NA,NA,"2012","08","06","-4.916667","-4.066667",NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:46:09-03","EAO","IAN","51085","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Fróes, RL; Black, GA","24610","1949","06","19","Southern America","Brasil",NA,NA,"Arbusto.","IAN051085","Pará","Surubim. Rio Itacaiunas.","Dicotiledônea",NA,NA,"DC.",NA,NA,NA,"Sobral, M",NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:46:09-03","EAO","IAN","72273","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Black, GA","14060","1951","11","07","Southern America","Brasil",NA,NA,"Arbusto.","IAN072273","Rio Branco","Beira do Rio Branco, entre as Fazendas Capela e Bom Intento.","Dicotiledônea",NA,NA,"DC.",NA,NA,NA,"McVaugh, R",NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:46:09-03","EAO","IAN","29847","PreservedSpecimen","Plantae","Myrtaceae","Psidium","turbiniflorum","Psidium turbiniflorum",NA,"Black, GA","1622","1947","10","03","Southern America","Brasil",NA,NA,"Arbusto, flor branca, 2-4m. de altura.","IAN029847","Amazonas","Beira do lago.","Dicotiledônea",NA,NA,"Mart. ex DC.","-64.7114028930664","-3.35417008399963",NA,"Legrand, CDR","Tefé",NA,NA,NA,NA,NA,NA,NA,"340205","auto",NA,NA,NA,NA
"19","2021-03-30 12:46:09-03","EAO","IAN","166704","PreservedSpecimen","Plantae","Myrtaceae","Psidium","turbiniflorum","Psidium turbiniflorum",NA,"Andrade, ACS","39","1998","11","26","Southern America","Brasil",NA,NA,"Arbusto de 3,5m de altura; fruto verde; ritidoma esfoliante, casca creme.","IAN166704","Pará","Praia-do-violão, margem direita subindo o rio, a 400m do porto. População 01.","Dicotiledônea",NA,NA,"Mart. ex DC.","-55.8661003112793","-1.76556003093719",NA,NA,"Oriximiná",NA,NA,"1999","12",NA,NA,NA,"479450","auto",NA,NA,NA,NA
"20","2021-03-30 12:46:09-03","EAO","IAN","166700","PreservedSpecimen","Plantae","Myrtaceae","Psidium","turbiniflorum","Psidium turbiniflorum",NA,"Andrade, ACS","35","1998","11","26","Southern America","Brasil",NA,NA,"Arbusto de 2,10m de altura, ritidoma esfoliante, casca cinza escura.","IAN166700","Pará","Praia-do-Violão, margem direita subindo o rio, a 400m do porto. População: 01.","Dicotiledônea",NA,NA,"Mart. ex DC.","-55.8661003112793","-1.76556003093719",NA,NA,"Oriximiná",NA,NA,"1999","12",NA,NA,NA,"479450","auto",NA,NA,NA,NA
"21","2019-02-20 13:41:55-03","INPA","INPA-CARPOTECA","155689","Carpo","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Ferreira, CAC","9632","1987","11","19","Southern America","Brasil",NA,NA,NA,"INPA0155689","Pará","Alto rio Erepecuru, próximo á Cachoeira Paciência","Dicotyledon Com-Clade","Myrtales",NA,"Mart. ex DC.","-56","0.333333","INPA0155689 INPA0155689_e INPA0155689_nd","Proença, CEB","Oriximinã",NA,NA,"2007",NA,NA,"-56","0.333333",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:46-03","UFBA","ALCB","94063","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Guedes, ML; Xavier, AB","s/n","2005","10","11","Southern America","Brasil",NA,NA,"ca. 1,5 m alt. Folhas cartáceas, discolores. Frutos imaturos verdes.","ALCB064334","Bahia","Oeste, Fazenda Ingazeira","Dicotyledon",NA,NA,"Mart . & DC.","-44.942778","-10.906111","ALCB064334","Tuler, AC","Formosa do Rio Preto",NA,NA,"2016","11",NA,"-44.942778","-10.906111",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:21:46-03","UFBA","ALCB","124720","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Forzza, RC; Martinelli, G; Costa, D; Moraes, MA; Nadruz, MA; Gallucci, S; Benevides, P","6847","2012","03","21","Southern America","Brasil",NA,NA,"ca. 5 m alt. Frutos verdes.","ALCB060972","Roraima","Rio Branco, próximo a estação ecológica de Niquiá. Floresta de Igapó.","Dicotyledon",NA,NA,"Mart . & DC.","-61.741389","0.3225",NA,"Sobral, M","Caracaraí","27","27","2014",NA,NA,"-61.741389","0.3225",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:07:29-03","NBC","NL-BOTANY","L.2519070","PreservedSpecimen","Plantae","Myrtaceae","Psidium","aquaticum","Psidium aquaticum",NA,"Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2519070",NA,NA,NA,"Myrtales",NA,"Benth.",NA,NA,"NL-L2519070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0424711",NA,NA
"25","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U.1451697","PreservedSpecimen","Plantae","Myrtaceae","Psidium","aquaticum","Psidium aquaticum",NA,"Florschütz PA; Maas PJM",NA,"1964","12","14","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451697",NA,"In montibus Bakhuis inter flum Kabalebo et Coppename Sinistrum Along Kabalebo River near air strip",NA,"Myrtales",NA,"Benth.",NA,NA,"NL-U1451697","McVaugh R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132332",NA,NA
"26","2020-02-08 10:07:34-03","NBC","NL-BOTANY","U.1451698","PreservedSpecimen","Plantae","Myrtaceae","Psidium","aquaticum","Psidium aquaticum",NA,"Lindeman JC; Görts-van Rijn ARA",NA,"1980","09","25","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451698","Nickerie",NA,NA,"Myrtales",NA,"Benth.",NA,NA,"NL-U1451698","Lindeman JC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132333",NA,NA
"27","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519317","PreservedSpecimen","Plantae","Myrtaceae","Psidium","parviflorum","Psidium parviflorum",NA,"Ule EHG",NA,"1908","11","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2519317",NA,"Serra de Caraümoe, Rio Branco.",NA,"Myrtales",NA,"Benth.",NA,NA,"NL-L2519317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"28","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451567","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Forest Department (Guyana)",NA,"1952","11","14","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451567",NA,NA,NA,"Myrtales",NA,"DC.",NA,NA,"NL-U1451567","McVaugh R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132330",NA,NA
"29","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0005188","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum","holotype","Lanjouw J",NA,"1933","09","26","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005188",NA,"Coppename River near Raleighfalls",NA,"Myrtales",NA,"DC.",NA,NA,"NL-U0005188","McVaugh R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","98465 A",NA,NA
"30","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0005189","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum","type","Lanjouw J",NA,"1933","09","26","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005189",NA,"Coppename River near Raleighfalls",NA,"Myrtales",NA,"DC.",NA,NA,"NL-U0005189","McVaugh R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","98464 A",NA,NA
"31","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0005190","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum","isotype","Maguire B",NA,"1944","10","11","Southern America","Surinam",NA,NA,"Common<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005190","Brokopondo","Saramacca RiverGran dam.",NA,"Myrtales",NA,"DC.",NA,NA,"NL-U0005190","McVaugh R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","88049 A",NA,NA
"32","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0284879","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Jansen-Jacobs MJ",NA,"1985","02","10","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284879",NA,NA,NA,"Myrtales",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw30493",NA,NA
"33","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451556","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Riedel L",NA,"1834","07","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451556",NA,"Brasilia Rio Grande.",NA,"Myrtales",NA,"DC.",NA,NA,"NL-U1451556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451557","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Prance GT; Forero E; Pena BS; Ramos JF",NA,"1967","01","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451557 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451557",NA,"Brazilian Amazonia. Territorio do Roraima. Banks of Rio Apiau, 30 km from mouth.",NA,"Myrtales",NA,"DC.",NA,NA,"NL-U1451557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451563","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Hoffman B; Capellaro C; Cole J; Townsend C",NA,"1992","02","19","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451563","Upper Takutu-Upper Essequibo",NA,NA,"Myrtales",NA,"DC.","-59.3","3.816667","NL-U1451563","Landrum LR",NA,NA,NA,NA,NA,NA,"-59.3","3.816667",NA,NA,"Magnoliopsidae","U 0047575",NA,NA
"36","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451565","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Henkel TW; Chin M; Williams (Guyana) R; James R",NA,"1994","03","22","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451565","Upper Takutu-Upper Essequibo","U. Takutu-U. Essequibo. Kassakaityu River 15-20 km from juncture with Essequibo River.",NA,"Myrtales",NA,"DC.","-58.666667","1.816667","NL-U1451565","Landrum LR",NA,NA,NA,NA,NA,NA,"-58.666667","1.816667",NA,NA,"Magnoliopsidae","U 0068719",NA,NA
"37","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451566","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Clarke HD; Watson C; Williams (Guyana) R; Perry C; Clarke J; Hurtubise K",NA,"1997","09","20","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451566 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451566","Upper Takutu-Upper Essequibo",NA,NA,"Myrtales",NA,"DC.","-58.666667","3.166667","NL-U1451566","Landrum LR",NA,NA,NA,NA,NA,NA,"-58.666667","3.166667",NA,NA,"Magnoliopsidae","U 0048664",NA,NA
"38","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451568","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Jansen-Jacobs MJ",NA,"1985","02","10","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451568",NA,NA,NA,"Myrtales",NA,"DC.",NA,NA,"NL-U1451568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132331",NA,NA
"39","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451572","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Henkel TW; Williams (Guyana) R; James V",NA,"1993","10","03","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451572","Upper Takutu - Upper Essequibo","U. Takutu-U. Essequibo region, Upper Essequibo river, 1-4 km upstream from mouth of Kuyuwini river, E. and W of banks.",NA,"Myrtales",NA,"DC.","-58.366667","2.333333","NL-U1451572","Landrum LR",NA,NA,NA,NA,NA,NA,"-58.366667","2.333333",NA,NA,"Magnoliopsidae","U 0158954",NA,NA
"40","2020-11-04 11:15:10-03","ESALQ","ESA","49614","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Nave, A.G. et al.","1670.0","1997","07","19",NA,"Brasil",NA,NA,NA,"ESA049614","Mato Grosso",NA,"Magnoliophyta",NA,NA,"Mart.ex DC.","-55.502498626709","-11.8641996383667",NA,"Tuler, A.C.","Sinop",NA,NA,"2018","08","06",NA,NA,"56293","auto",NA,NA,NA,NA
"41","2020-11-19 10:24:27-03","CPAP","CPAP","8931","PreserverdSpecimen","Plantae","Myrtaceae","Psidium","nigrum","Psidium nigrum",NA,"Salis, S. M.","474","1991","09","07",NA,"Brasil",NA,NA,"Arbóreo, 3m de altura. FLOR: não vista. FRUTO: verde. Frutos com 7 a 8 quinas. INTERESSE: Frutífera. FREQUÊNCIA: Frequente. AMBIENTE: Margem de rio ao lado de campo cerrado. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,"MT","Margem do rio Bento Gomes, na fazenda Modelo da Empa/Embrapa-cpap",NA,NA,NA,"Legr. et Mattos","-56.433333","-16.1",NA,"J. R. de Mattos","Poconé",NA,NA,"1999",NA,NA,"56°26' W","16°06' S",NA,NA,NA,NA,NA,NA
"42","2014-09-25 12:32:43-03","FEMACT","MIRR","3351","S","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Edwards, P.J.","2659","1987","01","01",NA,"Brasil",NA,NA,NA,NA,"Roraima","Ilha de Maracá, SEMA Estação.",NA,NA,NA,"DC.","-61.333333","3.366667",NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:46:33-02","IPA","IPA","41453","S","Plantae","Myrtaceae","Psidium","persicifolium","Psidium persicifolium",NA,"Blanchet","2916",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0041453","Bahia","Serra do Açuruá","Plantae",NA,NA,"O. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-02-15 11:46:33-02","IPA","IPA","87279","S","Plantae","Myrtaceae","Psidium","persicifolium","Psidium persicifolium",NA,"Melo, E.; França, F.; Silva, B.M.; França, F.; Silva, B.M.","2715","1999","06","02","Southern America","Brasil",NA,NA,"Arbusto ca. 3m. Folha membranácea concolor. Lacínios do cálice patente. Fruto imaturo verde. Remanescente de mata antropizada.; Brejo. Vegetação antropizada herbácea.","IPA0087279","Bahia","estrada Barra-Ibotirama, BA-161, ponte sobre o Rio Grande.","Plantae",NA,NA,"O. Berg","-43.369444","-11.156389",NA,"Sobral, M.","Barra","385","385","2003","09",NA,"-43.369444","-11.156389",NA,NA,NA,NA,NA,NA
"45","2020-10-20 14:17:53-03","UFOPA","HSTM","979","PreservedSpecimen","Plantae","Myrtaceae","Psidium","striatulum","Psidium striatulum",NA,"Almeida, T.E.; Giacomin, L.L.; André, T.; Mortati, A.; Gonçalves, D.J.P.","4192","2015","12","10",NA,"Brasil",NA,NA,NA,"HSTM000979","Pará","Estrada que liga a sede do município de Alenquer à Monte Alegre. Margens do rio Maecuru. Floresta Decídua.",NA,NA,NA,"Mart. ex DC.","-54.3725","-1.609722","HSTM000979","Sobral, M.","Monte Alegre","29","29","2016","03","01","54º22'21''W","1º36'35''S",NA,NA,NA,NA,NA,NA
