"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"27","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2648890","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Reitz R; Klein RM","1954","08","20","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2648890","NL-L2648890",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2648890 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Santa Catarina. Braço Joaquim Luis Alves, Itajaí. Mata.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2648891","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Glaziou AFM",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2648891","NL-L2648891",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2648891 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Province de Brésil.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2648892","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Klein RM","1955","11","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2648892","NL-L2648892",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2648892 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Santa Catarina. Morro da Ressacada, Itajaí. Mata.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2648893","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Reitz R","1954","09","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2648893","NL-L2648893",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2648893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Santa Catarina. Limoeiro, Brusque. Mata de várzea.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2648894","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Klein RM","1957","11","28","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2648894","NL-L2648894",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2648894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Santa Catarina. Sabiá, Vidal Ramos. Mata.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2648895","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Klein RM","1955","11","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2648895","NL-L2648895",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2648895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Santa Catarina. Morro da Ressacada, Itajaí. Mata.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2648896","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Reitz R; Klein RM","1954","07","16","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2648896","NL-L2648896",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2648896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Santa Catarina. Estação Florestal I.N.P., Ibirama. Mata.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2648897","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Klein RM","1955","12","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2648897","NL-L2648897",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2648897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Plantas de SANTA CATARINA. Morro da Fazenda, Itajaí.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 09:04:04-03","NBC","NL-BOTANY","L.2649270","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Klein RM","1955","12","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2649270","NL-L2649270",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2649270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Plantas de SANTA CATARINA. Morro da Fazenda, Itajaí.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 09:04:04-03","NBC","NL-BOTANY","U.1596636","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Lourteig A","1967","12","17","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596636","NL-U1596636",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Brasil, Est. Sta. Catarina. Mun. Rio do Sul Matador, selva, 350m.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 09:04:04-03","NBC","NL-BOTANY","U.1596638","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Reitz R; Klein RM","1959","10","30","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1596638","NL-U1596638",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1596638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Plantas de Santa Catarina-Brasil. Sanga da Aria. Jacinto Machado.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:04:04-03","NBC","NL-BOTANY","WAG.1384923","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.",NA,"Hatschbach GG","1968","10","22","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1384923","NL-WAG1384923",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1384923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Rio Sagrado de Cima (mun. Morretes) Paraná.",NA,NA,NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-11-04 11:19:37-03","ESALQ","ESA","128164","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,"Ivanauskas, N.M. & Souza, V.C.","Virillo, C.B.","2013","03","31","Brasil","São Paulo","Tapiraí","-47.34875","-24.03041","-47.34875","-24.03041","ESA128164","ESA128164","2013","04","23","reg","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa",NA,NA,"126.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:19:37-03","ESALQ","ESA","123597","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","2013","04","29","Brasil","São Paulo","Tapiraí","-47.31605","-24.02022","-47.31605","-24.02022","ESA123597","ESA123597","2013","04","29","Árvore, 4","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).","480","480","985.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:19:37-03","ESALQ","ESA","37259","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.","Jarenkow, J.A.","Jarenkow, J.A.","1993","05","25","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,"ESA037259","ESA037259",NA,NA,NA,NA,NA,NA,NA,"2367.0","Magnoliophyta",NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:19:37-03","ESALQ","ESA","34320","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.","Resende, F.C.S.","Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.","1996","12","12","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"ESA034320","ESA034320","2002","06","06",NA,NA,NA,NA,"22.0","Magnoliophyta",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:19:37-03","ESALQ","ESA","13136","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.","Godoy, J.R.L.","Moraes, P.L.R.","1992","11","18","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"ESA013136",NA,NA,NA,NA,NA,NA,NA,NA,"765.0","Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:19:37-03","ESALQ","ESA","33592","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride","Mart. & Eichler ex Miq.","Jarenkow, J.A.","Jarenkow, J.A.","1992","12","05","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ESA033592",NA,NA,NA,NA,NA,NA,NA,NA,"2234.0","Magnoliophyta",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
