"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","typeStatus","recordNumber","locality","imagecode","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1031017","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","J. N. Nakajima","1995","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137893' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031017","Magnoliophyta","Sapindales",NA,"1433","Trilha da parte de baixo da Cachoeira da Casca D'Anta, São Roque de Minas.","NY01031017_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Minas Gerais",NA,"-46.525806","-20.307365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","447639","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","R. M. Harley","1988","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447639","Magnoliophyta","Sapindales",NA,"26588","Pico das almas. Vertente leste. Vale a sudeste do Campo do Queiroz.","NY00447639_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Bahia","Rio de Contas","-41.95","-13.53","1450","1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01354222","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","J. M. Pires","1958","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01354222","Magnoliophyta","Sapindales",NA,"6832","Mata da cia. pirelli, Fazenda Uriboca.","NY01354222_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1030998","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","S. G. da Fonsêca","1968","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137752' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030998","Magnoliophyta","Sapindales",NA,"1213","Arredores do Acampamento da Expedição inglêsa.","NY01030998_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Mato Grosso",NA,"-51.875","-12.906389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01081375","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","R. C. Forzza","1999","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225693' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081375","Magnoliophyta","Sapindales",NA,"1172","Pico das Almas","NY01081375_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Bahia","Rio de Contas","-41.8114","-13.5792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01354210","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","B. V. Rabelo","1984","12","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598423' target='other'> <mi>dwc_moreinfo</mi></a>","NY01354210","Magnoliophyta","Sapindales",NA,"3103","147 km NW of Porto Grande on highway Perimetral Norte (BR210), ca. 7 km before Fazenda Sucupira.","NY01354210_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Amapá","Macapá","-53.5","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","632028","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","W. Ganev","1992","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632028","Magnoliophyta","Sapindales",NA,"1206","Caminho para Cachoeira das Anaguinhas, próximo á Cachoeira.","NY00632028_01","(Benth.) J.D.Mitch.",NA,"Bahia","Abaíra","-41.88","-13.28","1320","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01354213","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","J. M. Pires","1956","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598469' target='other'> <mi>dwc_moreinfo</mi></a>","NY01354213","Magnoliophyta","Sapindales",NA,"6426","Serra do Cachimbo.","NY01354213_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Pará",NA,NA,NA,"425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1031010","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","E. T. Neto","1991","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137851' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031010","Magnoliophyta","Sapindales",NA,"797","Bonsucesso, Faz. Porto Velho - Macaia","NY01031010_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","632030","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","W. Ganev","1993","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632030","Magnoliophyta","Sapindales",NA,"2220","Jambeiro, próximo a Catolés","NY00632030_01","(Benth.) J.D.Mitch.",NA,"Bahia","Abaíra","-41.85","-13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","447646","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","F. C. Hoehne","1931","10","13","South America","Brazil","sheet",NA,"Cleared leaf in U.S. Geological Survey reference coll., No. 9113. Removed by J. A. Wolfe, 1973 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447646","Magnoliophyta","Sapindales",NA,"28352","Jardim Botânico.","NY00447646_01","(Benth.) J.D.Mitch.","J. D. Mitchell","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1031001","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","E. T. Neto","1994","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031001","Magnoliophyta","Sapindales",NA,"1156","Perdizes; Unidade de Conservação do Galheiro - CEMIG.","NY01031001_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01354201","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","C. A. Cid Ferreira","1986","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598409' target='other'> <mi>dwc_moreinfo</mi></a>","NY01354201","Magnoliophyta","Sapindales",NA,"6769","Canteiro de obras da Hidrelétrica de Balbina, estrada para Cachoeira Morena, 11 km a jusante a barragem, margem esquerda do rio Uatumã","NY01354201_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Amazonas","Presidente Figueiredo","-59.4514","-2.0156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01354215","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","G. T. Prance","1965","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598480' target='other'> <mi>dwc_moreinfo</mi></a>","NY01354215","Magnoliophyta","Sapindales",NA,"1859","Road BR 22, Capanema to Maranhão. Vicinity of Cachoeira, km. 96.","NY01354215_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Pará",NA,"-46.537506","-1.765546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","50527","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","S. A. Mori","1995","09","25","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00050527","Magnoliophyta","Sapindales",NA,"24213","Saül and vicinity. Route de Bélizon, S of Eaux Claires.",NA,"(Benth.) J.D.Mitch.","F. Crozier",NA,NA,"-53.2","3.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 13:53:00-03","NY","NYBG","447649","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","L. E. Arévalo A.","1999","04","24","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447649","Magnoliophyta","Sapindales",NA,"52","Localidad de Aduche. Asentamiento del Clan El Sol. A la orilla del Caño Aduche??",NA,NA,"J. Reyes R.; L. E. Arévalo A.","Amazonas",NA,"-72.3208","-0.6583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1030996","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","E. P. Heringer","1959","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137749' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030996","Magnoliophyta","Sapindales",NA,"9451","Paraopeba.","NY01030996_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Minas Gerais",NA,"-44.4001831","-19.2802981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1031007","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","L. V. Costa","1992","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137843' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031007","Magnoliophyta","Sapindales",NA,"s.n.","Peçanha, CENIBRA, Proj. São Pedro","NY01031007_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01354223","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","C. A. Cid Ferreira","1986","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598593' target='other'> <mi>dwc_moreinfo</mi></a>","NY01354223","Magnoliophyta","Sapindales",NA,"7158","Limoeiro. Estação Ecológica Juamí-Japurá. Río Juamí afluente da margem esquerda do rio Japurá a 40 km do Rio Japurá.","NY01354223_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Amazonas",NA,"-67.9161","-1.9217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","03919032","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","J. S. de la Cruz","1922","05","29","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4201557' target='other'> <mi>dwc_moreinfo</mi></a>","NY03919032","Magnoliophyta","Sapindales",NA,"1402","Upper Rupununi River near Dadanawa","NY03919032_01","(Benth.) J.D.Mitch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","447650","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","R. D. Rojas Gonzales","1997","07","24","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447650","Magnoliophyta","Sapindales",NA,"157","Condorcanqui Province. Distrito El Cenepa, Comunidad de Tutino.",NA,"(Benth.) J.D.Mitch.","J. D. Mitchell","Amazonas",NA,"-78.1928","-4.5753","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1031020","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","R. Romero","1994","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031020","Magnoliophyta","Sapindales",NA,"1144","Estrada para a cachoeira da Casca D'Anta, PARNA Serra da Canastra, São Roque de Minas.","NY01031020_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1019619","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","D. Sasaki","2008","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287052' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019619","Magnoliophyta","Sapindales",NA,"2218","Parque Estadual Cristalino. Serra a sudeste da pousada.","NY01019619_01","(Benth.) J.D.Mitch.","D. C. Zappi","Mato Grosso","Novo Mundo","-55.80094","-9.49783","454","454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","632029","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","W. Ganev","1993","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632029","Magnoliophyta","Sapindales",NA,"2384","Catolés de Cima, Brejo de Altino","NY00632029_01","(Benth.) J.D.Mitch.",NA,"Bahia","Abaíra","-41.88","-13.28","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","447640","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","R. M. Harley","1988","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447640","Magnoliophyta","Sapindales",NA,"26588","Pico das almas. Vertente leste. Vale a sudeste do Campo do Queiroz.","NY00447640_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Bahia","Rio de Contas","-41.95","-13.53","1450","1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01354204","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","M. J. P. Pires-O'Brien","1985","11","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1598413' target='other'> <mi>dwc_moreinfo</mi></a>","NY01354204","Magnoliophyta","Sapindales",NA,"726","Margem esquerda do rio Jarí, morro. do Felipe V.","NY01354204_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Amapá","Mazagão","-52.375054","-0.89527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","447636","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","R. M. Harley","1974","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447636","Magnoliophyta","Sapindales",NA,"15294","10 km N of town of Rio de Contas on road to Mato Grosso.","NY00447636_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Bahia","Rio de Contas","-41.83","-13.47","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1031021","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","W. R. Anderson","1972","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137912' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031021","Magnoliophyta","Sapindales",NA,"35251","Serra do Espinhaço, ca. 10 km SW of Diamantina","NY01031021_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Minas Gerais",NA,NA,NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1030993","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","J. Ramos",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137704' target='other'> <mi>dwc_moreinfo</mi></a>","NY01030993","Magnoliophyta","Sapindales",NA,"R.&S.193","Collected near the base camp of the expedition (c. 270 km N of Xavantina).","NY01030993_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","447641","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","R. M. Harley","1988","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447641","Magnoliophyta","Sapindales",NA,"25913","Pico das Almas. Vertente leste. Junco. 9-11 km ao N-O da cidade. Beira da estrada.","NY00447641_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Bahia","Rio de Contas","-41.88","-13.53","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","50502","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","S. A. Mori","1995","09","22","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=135516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00050502","Magnoliophyta","Sapindales",NA,"24186","Iwokrama Rainforest Reserve.",NA,"(Benth.) J.D.Mitch.","F. Crozier",NA,NA,"-53.2","3.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","867446","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","I. F. Rego","1989","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867446","Magnoliophyta","Sapindales",NA,"458","RBO-AC, Estrada Dias Martins, margem esquerda, Chácara Ipê.","NY00867446_01","(Benth.) J.D.Mitch.","J. D. Mitchell","Acre","Rio Branco","-67.8679508","-9.9630282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
