"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"19","2021-01-14 15:26:56-03","MN","R","237222","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Santos, E.; et al.","3180","1972","10","19","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010064700","R010064700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:26:56-03","MN","R","79406","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Netto, L.S.M.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010064696","R010064696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:26:56-03","MN","R","79426","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010064029","R010064029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:26:56-03","MN","R","79425","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Freire, C. V.","Gurgel, L.",NA,"1931","10","28","Brasil","Paraná","Porto Amazonas",NA,"-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,NA,"R010064028","R010064028",NA,NA,NA,NA,"1942",NA,NA,"14684","auto",NA,NA,NA,NA,NA
"23","2021-01-14 15:26:56-03","MN","R","135828","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Santos, E.; et al.","3363","1973","10","17","Brasil","Rio Grande do Sul","Piratini",NA,"-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,NA,"R010065238","R010065238",NA,NA,NA,NA,NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA
"24","2021-01-14 15:26:56-03","MN","R","237217","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Vidal, J.","1047","1947","09","18","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"R010064702","R010064702",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"25","2021-01-14 15:26:56-03","MN","R","237223","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Smith, L. B. ; Klein, R.","8098","1956","12","02","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"R010065318","R010065318",NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"26","2021-01-14 15:26:56-03","MN","R","48895","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Reitz, R.",NA,"1944","10","19","Brasil","Santa Catarina","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,"R010064699","R010064699",NA,NA,NA,NA,NA,NA,NA,"16515","auto",NA,NA,NA,NA,NA
"27","2021-01-14 15:26:56-03","MN","R","237218","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Lessa, E.","Vidal, J.","1158","1947","10","05","Brasil","Rio Grande do Sul","Itaara","Serra do Pinhal","-53.7647018432617","-29.6096992492676",NA,NA,NA,NA,NA,"R010064701","R010064701",NA,NA,NA,NA,"1966","01","03","17818","auto",NA,NA,NA,NA,NA
"28","2015-07-02 14:01:26-03","JBP","HPL","9581","S","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","V.C. Souza","Souza, V. C. & Kinupp, V. F.","30504","2005","01","20","Brasil","RS","Jaquirana","Coletado na Fazenda da Cachoeira (Cascata do Venâncio); Campos de Cima da Serra.","-50.3578","-28.8847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","03","01","31282","auto",NA,NA,NA,NA,NA
"29","2019-02-15 11:36:23-02","IPA","IPA","52671","S","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Bueno, O.","857","1977","09","15","Brasil","Rio Grande do Sul","Montenegro","Polo Petroquimico, em campo limpo.","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Flores amarelo-claro.","IPA0052671",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA
"30","2019-08-27 13:33:58-03","IAP","PACA-AGP","35949","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Hatschbach, G.",NA,"1946","10","13","Brasil","PR","Lapa","Serrinha","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA035949",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","49965","auto","Magnoliatae",NA,NA,NA,NA
"31","2019-08-27 13:33:58-03","IAP","PACA-AGP","8994","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1942","01","16","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA008994",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","55856","auto","Magnoliatae",NA,NA,NA,NA
"32","2019-08-27 13:33:58-03","IAP","PACA-AGP","8507","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1942","01","13","Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA008507",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","55856","auto","Magnoliatae",NA,NA,NA,NA
"33","2019-08-27 13:33:58-03","IAP","PACA-AGP","43309","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1949","09","05","Brasil","RS","Montenegro","Estacao Azevedo","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA043309",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA
"34","2019-08-27 13:33:58-03","IAP","PACA-AGP","32547","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1945","10","10","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in subdumetosis campestribus Fenofase: flor","PACA032547",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","21601","auto","Magnoliatae",NA,NA,NA,NA
"35","2019-08-27 13:33:58-03","IAP","PACA-AGP","62844","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Camargo, O. R.","3076","1957","12","26","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in campestribus Fenofase: flor e fruto","PACA062844",NA,"Magnoliophyta","Violales",NA,NA,"1958","08","25","29946","auto","Magnoliatae",NA,NA,NA,NA
"36","2019-08-27 13:33:58-03","IAP","PACA-AGP","48945","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1950","10","11","Brasil","RS","Porto Alegre","Itapoan - Granja Neugebauer","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA048945",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"37","2019-08-27 13:33:58-03","IAP","PACA-AGP","27280","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1944","10",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA027280",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"38","2019-08-27 13:33:58-03","IAP","PACA-AGP","29008","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1945","08","15","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in saxosis graminosis Fenofase: flor","PACA029008",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
"39","2019-08-27 13:33:58-03","IAP","PACA-AGP","3887","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1941","01","12","Brasil","RS","Santana do Livramento","Morro do Vigia","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,"Habitat: in rupestribus subdumetosis Fenofase: flor e fruto","PACA003887",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","79795","auto","Magnoliatae",NA,NA,NA,NA
"40","2019-08-27 13:33:58-03","IAP","PACA-AGP","32232","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1946","02","15","Brasil","RS","São Francisco de Paula","Azulega","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA032232",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","76715","auto","Magnoliatae",NA,NA,NA,NA
"41","2019-08-27 13:33:58-03","IAP","PACA-AGP","66515","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","O. R. Camargo","Camargo, O. R.","124","1958","09","26","Brasil","RS","São Francisco de Paula","Barragem do Blang","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in campo seco","PACA066515",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA
"42","2019-08-27 13:33:58-03","IAP","PACA-AGP","36529","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","São Francisco de Paula","Cambara","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA036529",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","76715","auto","Magnoliatae",NA,NA,NA,NA
"43","2019-08-27 13:33:58-03","IAP","PACA-AGP","4766","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1941","02","10","Brasil","RS","São Francisco de Paula","Rio Guira","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: fruto","PACA004766",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","76715","auto","Magnoliatae",NA,NA,NA,NA
"44","2019-08-27 13:33:58-03","IAP","PACA-AGP","32264","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1942","02","16","Brasil","RS","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA032264",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","76715","auto","Magnoliatae",NA,NA,NA,NA
"45","2019-08-27 13:33:58-03","IAP","PACA-AGP","8457","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1942","01","08","Brasil","RS","São Jerônimo","Arroio dos Ratos","-51.7221984863281","-29.9591999053955",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: fruto","PACA008457",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","78415","auto","Magnoliatae",NA,NA,NA,NA
"46","2019-08-27 13:33:58-03","IAP","PACA-AGP","38654","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1948","12","10","Brasil","RS","São Leopoldo","Rio dos Sinos","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in subdumetosis arenosis Fenofase: flor e fruto","PACA038654",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","10287","auto","Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:33:58-03","IAP","PACA-AGP","63232","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","A. Spies",NA,"1957",NA,NA,"Brasil","RS","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"Habitat: in campestribus Fenofase: fruto","PACA063232",NA,"Magnoliophyta","Violales",NA,NA,"1958","09","18","93142","auto","Magnoliatae",NA,NA,NA,NA
"48","2019-08-27 13:33:58-03","IAP","PACA-AGP","34692","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1947","01","02","Brasil","RS","Vacaria","Fazenda da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Habitat: in saxosis graminosis Fenofase: flor e fruto","PACA034692",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","63451","auto","Magnoliatae",NA,NA,NA,NA
"49","2019-08-27 13:33:58-03","IAP","PACA-AGP","32053","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Reitz, R.",NA,"1944","09","27","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: in siccis arenosis Fenofase: flor","PACA032053",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","19353","auto","Magnoliatae",NA,NA,NA,NA
"50","2019-08-27 13:33:58-03","IAP","PACA-AGP","8845","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1942","01","15","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor","PACA008845",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","55856","auto","Magnoliatae",NA,NA,NA,NA
"51","2019-08-27 13:33:58-03","IAP","PACA-AGP","31035","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Rambo, B.",NA,"1946","01","04","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor e fruto","PACA031035",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","49662","auto","Magnoliatae",NA,NA,NA,NA
"52","2019-08-27 13:33:58-03","IAP","PACA-AGP","26889","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Emrich-Rambo","Emrich, K.",NA,"1944",NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SEM MATERIAL Habitat: in siccis graminosis Fenofase: flor","PACA026889",NA,"Magnoliophyta","Violales",NA,NA,"1954","05","23","29946","auto","Magnoliatae",NA,NA,NA,NA
