"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"108","2020-12-21 16:20:49-03","MBM","MBM","118070","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Schinini, A.","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","40919","1987","01","16","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM118070","MBM118070",NA,NA,"Southern America",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"109","2020-12-21 16:20:49-03","MBM","MBM","299873","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78299","2004","10","21","Brazil","Rio Grande do Sul","Bom Jesus","Bom Jesus, rodovia para São Joaquim, km 5-8","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,"MBM299873","MBM299873",NA,NA,"Southern America",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"110","2020-12-21 16:20:49-03","MBM","MBM","126065","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, S.F.","Wasum, R.; Wasum, V.; Wasum, V.","4759","1988","10","30","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva, Ilhéus","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM126065","MBM126065",NA,NA,"Southern America",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"111","2020-12-21 16:20:49-03","MBM","MBM","227064","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","3627","1997","11","16","Brazil","Rio Grande do Sul","Vacaria","Estrada para Bom Jesus","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,NA,"MBM227064","MBM227064",NA,NA,"Southern America",NA,NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA
"112","2020-12-21 16:20:49-03","MBM","MBM","15087","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Pabst, G.","Pabst, G.","12841","1961","10","22","Brazil","Santa Catarina","Lages","Lages","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"MBM015087","MBM015087",NA,NA,"Southern America",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"113","2020-12-21 16:20:49-03","MBM","MBM","64219","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Hatschbach, G.","Hatschbach, G.","42649","1979","12","14","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM064219","MBM064219",NA,NA,"Southern America",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"114","2020-12-21 16:20:49-03","MBM","MBM","39220","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Rambo, B.","Curial, O.","493","1946","10","13","Brazil","Paraná","Lapa","Serinha","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"MBM039220","MBM039220",NA,NA,"Southern America",NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"115","2020-12-21 16:20:49-03","MBM","MBM","183327","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Jarenkow, J.A.","Jarenkow, J.A.","1345","1989","10","01","Brazil","Rio Grande do Sul","Capão do Leão","Campus da UFPEL","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,NA,"MBM183327","MBM183327",NA,NA,"Southern America",NA,NA,NA,NA,"28605","auto",NA,NA,NA,NA,NA
"116","2020-12-21 16:20:49-03","MBM","MBM","304783","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Gross.","Smith, S.F.","Marchett, F.","91","2004","11","02","Brazil","Rio Grande do Sul","Jaquirana","Fazenda Vitória","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,NA,"MBM304783","MBM304783",NA,NA,"Southern America",NA,NA,NA,NA,"31282","auto",NA,NA,NA,NA,NA
"117","2020-12-21 16:20:49-03","MBM","MBM","391122","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Gaio, J.","Gaio, J.; Scur, L.; Grizzon, M.; Scur, L.; Grizzon, M.","390","2013","10","26","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Campo nativo, paleáceo.","MBM391122","MBM391122",NA,NA,"Southern America",NA,"2013","11","20","49662","auto",NA,NA,NA,NA,NA
"118","2015-10-08 05:17:48-03","MNHN","RECOLNAT_MNHN_P","P02141021","PreservedSpecimen",NA,"Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","(Lam.) Spach",NA,"Commerson, P.",NA,"1767",NA,NA,"[Uruguay]",NA,NA,"Monte Video, Amer. merid.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02141021' target='other'> <mi>dwc_moreinfo</mi></a>","P02141021","P02141021_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type"
"119","2015-09-04 18:10:57-03","MNHN","RECOLNAT_MNHN_P","P05402431","PreservedSpecimen",NA,"Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Rambo, B.",NA,"1934","9","13","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05402431' target='other'> <mi>dwc_moreinfo</mi></a>","P05402431","P05402431_01",NA,NA,NA,"hb",NA,NA,NA,"29946","auto",NA,NA,NA,"11963",NA
"120","2021-02-11 17:18:31-03","UFPR","UPCB","47324","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","Gross","Cervi, A.C.","Cervi, A.C.","8559","2003","11","26","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Xilopodífera 20cm, flores amarelas, campo..",NA,NA,NA,NA,NA,NA,"2003","12","05","35166","auto",NA,NA,NA,NA,NA
"121","2021-02-11 17:18:31-03","UFPR","UPCB","29239","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","Gross","Cervi, A.C. & Santos, E.P.","Santos, E.P.","224","1996","11","08","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Erva, ca. 20cm, flor amarela. Campo limpo úmido..",NA,NA,NA,NA,NA,NA,"1996","12",NA,"35166","auto",NA,NA,NA,NA,NA
"122","2021-02-11 17:18:31-03","UFPR","UPCB","5131","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","Gross","Hatschbach, G.","Hatschbach, G.","12842","1965","09","29","Brasil","Paraná","Palmeira","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Flor amarela. Campo..",NA,NA,NA,NA,NA,NA,"1965","10",NA,"35166","auto",NA,NA,NA,NA,NA
"123","2021-02-11 17:18:31-03","UFPR","UPCB","50810","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","Gross","Hatschbach, G.","Hatschbach, G.","78299","2004","10","21","Brasil","Rio Grande do Sul","Bom Jesus","Rod. São Joaquim, km 5-8","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Ereta, flor amarela. Campo limpo..",NA,NA,NA,NA,NA,NA,"2004","01","01","55856","auto",NA,NA,NA,NA,NA
"124","2011-03-01 10:04:00-03","MO","MOBOT","3126309","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Balduino Rambo","Rambo 34692","1947","1","13","Brazil","Rio Grande do Sul",NA,"Fazenda B. Velho, Bom Jesus. In campo sicco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2011-03-01 16:45:00-03","MO","MOBOT","2188124","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Nélida M. Bacigalupo|Roberto Kiesling","Bacigalupo 1770","1999","11","19","Argentina","Entre Ríos","Colón","Palmar de Colón, en campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2018-06-22 05:25:00-03","MO","MOBOT","2457147","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Reitz, P. R.","Pe. Raulino Reitz","Reitz 8154","1986","10","25","Brazil","Santa Catarina",NA,"Curitibanos. perto da cidade, campo",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2010-06-18 17:15:00-03","MO","MOBOT","2519023","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Burkart, A.","Arturo E. Burkart|Nélida S. Troncoso","Burkart 29007","1972","10","25","Uruguay","Paysandú",NA,"Entre Trinidad y Young, camino a Paisandú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2008-05-27 22:02:00-03","MO","MOBOT","3126169","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Stephen F. Smith, XII.","Ronaldo Wasum","Wasum 759","2000",NA,NA,"Brazil","Rio Grande do Sul",NA,"São Francisco de Paula-Linha São Paulo. Interior da mata.",NA,NA,NA,NA,"830.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","3126233","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Troels M. Pedersen","Pedersen 4587","1957",NA,NA,"Argentina","Corrientes","Mercedes","Rocky outcrops. Ruta 14 km. 705.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2008-05-27 22:02:00-03","MO","MOBOT","3126430","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Troels M. Pedersen","Pedersen 1851","1952","10","10","Argentina","Corrientes","Empedrado","Estancia Las Tres Marias.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2011-03-01 10:04:00-03","MO","MOBOT","3126504","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Balduino Rambo","Rambo 43579","1949",NA,NA,"Brazil","Rio Grande do Sul",NA,"Portao P.S. Leopoldo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2008-05-27 22:02:00-03","MO","MOBOT","3126602","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Aurelio Schinini","Schinini Cacace 18464","1979",NA,NA,"Argentina","Corrientes","San Martín","3 Cerros, Co. Capará.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2014-02-06 22:46:00-02","MO","MOBOT","3406827","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser","Stephen F. Smith em December.","Ronaldo Wasum|V. Wasum","Wasum 4759","1988","10","30","Brazil",NA,NA,"RS-Caxias do Sul-Criuva-Ilhéus.",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2013-08-23 04:12:00-03","MO","MOBOT","3128071","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"W.G. Herter","Herter 257","1925","11",NA,"Uruguay","Montevideo",NA,"Cerro",NA,NA,NA,NA,"10.00000000","50.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2012-04-05 12:33:00-03","MO","MOBOT","3406923","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.",NA,"Proyecto Ventania","Proyecto Ventania 370","1978","11","29","Argentina","Buenos Aires","Tornquist","Sierra de la Ventana, Cerro de la Ventana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2016-08-26 09:16:19-03","UFSM","HDCF","3092","S","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","Sobral, M.","Marchiori, J. N. C.","712","1986","12","04","Brasil","Rio Grande do Sul","Pinheiro Machado","Tunas","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,"Flores amarelas. Erva",NA,NA,NA,NA,"América",NA,"1989","10","12","70026","auto",NA,NA,NA,NA,NA
"137","2020-09-08 14:21:43-03","FUVATES","HVAT","1535","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","E. Freitas","E. Freitas; J. Spellmeier","s.n.","2004","08","14","Brasil","Rio Grande do Sul","São Francisco de Assis",NA,"-55.131111","-29.550278","55º7'52''W","29º33'1''S",NA,NA,"Espécie campestre. Flor pentâmera.; Encosta com vegetação, solo arenoso.","HVAT00001535",NA,NA,NA,NA,NA,"2004","08","28",NA,NA,NA,NA,NA,NA,NA
"138","2020-06-25 16:06:11-03","FUVATES","HVAT","5421","PreservedSpecimen","Plantae","Cistaceae","Helianthemum","brasiliense","Helianthemum brasiliense","(Lam.) Pers.","P. J. Filho","M. Caumo","199","2017","01","26","Brasil","Rio Grande do Sul","Pantano Grande","Vila Capivarita, Horto Tarumã CMPC.","-52.485833","-30.324444","-52º29'9''W","-30º19'28''S",NA,NA,"Herbácea; APP com vegetação campestre - estágio inicial.","HVAT00005421",NA,NA,NA,NA,NA,"2017","10","29",NA,NA,NA,NA,NA,NA,NA
"139","2021-01-26 14:12:32-03","CPACT","ECT","6338","PreservedSpecimen","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","A.C.Lima","F.Gonzatti; C.Demeda, J.Gaio, O.Link","2112","2015","09","12","Brasil","Rio Grande do Sul","Osório","Fazenda do Arroio.","-50.212778","-29.973611","50º12'46''W","29º58'25''S","3","3",NA,"ECT0006338","ECT0006338","Embryophyta",NA,NA,NA,"2020","11","06",NA,NA,NA,NA,NA,NA,NA
"140","2021-01-26 14:12:32-03","CPACT","ECT","1176","PreservedSpecimen","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","A.C.Lima","G.Heiden; E.R.T.Stumpf","1067","2009","09","09","Brasil","Rio Grande do Sul","Pelotas","Embrapa Clima Temperado.","-52.443889","-31.679722","52º26'38''W","31º40'47''S","50","50",NA,"ECT0001176","ECT0001176","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-01-26 14:12:32-03","CPACT","ECT","1175","PreservedSpecimen","Plantae","Cistaceae","Crocanthemum","brasiliensis","Crocanthemum brasiliensis","Spach","A.C.Lima","L.Scur","906","2001","10","13","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca. Habitat: no campo. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-51.180833","-29.161667","51º10'51''W","29º9'42''S","783","783",NA,"ECT0001175","ECT0001175","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"R. Reitz",NA,"1944","10","19","Brazil","Santa Catarina","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"16515","auto","Dicotyledonae",NA,"1",NA,NA
"143","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"L. Smith & Klein, R.",NA,"1956","12","3","Brazil","Santa Catarina","Lages","51km along the Estrada de Rodagem Federal, south of Lajes","-50.326099395752","-27.8160991668701",NA,NA,"900",NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"70701","auto","Dicotyledonae",NA,"1",NA,NA
"144","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"L. Smith & Klein, R.",NA,"1956","12","2","Brazil","Santa Catarina","Lages","Between Palmeiras and Lajes","-50.326099395752","-27.8160991668701",NA,NA,"800","900",NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"70701","auto","Dicotyledonae",NA,"1",NA,NA
"145","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"B. Rambo",NA,"1951","12","26","Brazil","Rio Grande do Sul","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"63451","auto","Dicotyledonae",NA,"1",NA,NA
"146","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"A. Butzke",NA,"1995","11","16","Brazil","Rio Grande do Sul","Erechim","Quatro Irmãos","-52.2738990783691","-27.6341991424561",NA,NA,"780",NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"46790","auto","Dicotyledonae",NA,"1",NA,NA
"147","2020-09-12 05:00:02-03","US","US","2320241","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"H. H. Bartlett","21136","1943","12","9","Uruguay","Paysandu",NA,"Limestone country north of Quebracho, Departamento de Paysandú.",NA,NA,NA,NA,NA,NA,NA,"US02966412",NA,NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"148","2020-09-12 05:00:02-03","US","US","2370738","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"A. L. Cabrera","13618","1960","11","1","Uruguay","Colonia",NA,"Departamento de Colonia: Riachuelo.",NA,NA,NA,NA,NA,NA,NA,"US02966411",NA,NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"149","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"G. Tessmann",NA,"1947","10","15","Brazil","Paraná",NA,"Faz. Padre Inacio-Estrada Curitiba - Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"150","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"R. Wasum",NA,"2001","11","23","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda Casa Branca","-50.3525","-28.4997",NA,NA,"950",NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"151","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"B. Rambo",NA,NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","Vila Manresa p. P. Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"29946","auto","Dicotyledonae",NA,"1",NA,NA
"152","2020-09-12 05:00:02-03","US","US","1779967","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"N. Troncoso","1249","1937","11","24","Argentina","Buenos Aires",NA,"Bs. Aires, Tandil: Alto de Lucero.",NA,NA,NA,NA,NA,NA,NA,"US02966408","US02966408_01",NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"153","2020-09-12 05:00:02-03","US","US","2170213","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"T. Pederson","1851","1952","10","10","Argentina","Corrientes",NA,"Area by the railway-bridge acros the Arroyo Peguahó. Estancia Las Tres Marias. Dep. Empedrado.",NA,NA,NA,NA,NA,NA,NA,"US02966407",NA,NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"154","2020-09-12 05:00:02-03","US","US","920131","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"W. E. Safford","s.n.","1886","10","24","Uruguay",NA,NA,"Independencia.",NA,NA,NA,NA,NA,NA,NA,"US02966415","US02966415_01",NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"155","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"R. Wasum",NA,"2000","11","19","Brazil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"830",NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"76715","auto","Dicotyledonae",NA,"1",NA,NA
"156","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"R. Wasum & V. Wasum",NA,"1988","10","30","Brazil","Rio Grande do Sul","Caxias do Sul","Criuva - Ilhéus","-51.1794013977051","-29.1681003570557",NA,NA,"800",NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"49662","auto","Dicotyledonae",NA,"1",NA,NA
"157","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"F. Marchett",NA,"2004","11","2","Brazil","Rio Grande do Sul","Jaquirana","Fazenda Vitória","-50.3577995300293","-28.8847007751465",NA,NA,"800",NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"31282","auto","Dicotyledonae",NA,"1",NA,NA
"158","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"R. Reitz & D. Klein",NA,"1962","12","18","Brazil","Santa Catarina","Lages","Morro do Pinheiro","-50.326099395752","-27.8160991668701",NA,NA,"950",NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"70701","auto","Dicotyledonae",NA,"1",NA,NA
"159","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"G. Hatschbach",NA,"1965","9","29","Brazil","Paraná","Palmeira","Rod. do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"35166","auto","Dicotyledonae",NA,"1",NA,NA
"160","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"B. Rambo",NA,"1950","10","11","Brazil","Rio Grande do Sul","Viamão","Toca do Tigre","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,NA,"41667","auto","Dicotyledonae",NA,"1",NA,NA
"161","2020-09-12 05:00:02-03","US","US","2283481","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"T. Pederson","4587","1957","9","10","Argentina","Corrientes",NA,"Ruta 14 Km. 705. Dep. Mercedes.",NA,NA,NA,NA,NA,NA,NA,"US02966406",NA,NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"162","2020-09-12 05:00:02-03","US","US","1344096","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"G. Herter","257 (79648)","1925","11",NA,"Uruguay","Montevideo",NA,"Departamento de Montevideo. República Oriental del Uruguay.",NA,NA,NA,NA,"10","50",NA,"US02966414","US02966414_01",NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"163","2020-09-12 05:00:02-03","US","US","1693939","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"B. Rosengurtt","B1715","1935","10","13","Uruguay","Canelones",NA,"Atlantida.",NA,NA,NA,NA,NA,NA,NA,"US02966413",NA,NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"164","2020-09-12 05:00:02-03","US","US","2604207","PreservedSpecimen","Plantae","Cistaceae","Halimium","brasiliense","Halimium brasiliense","(Lam.) Grosser",NA,"Del Puerto","5392","1965","10","21","Uruguay","Paysandu",NA,"Meseta de Artigas. Dpto. Paysandu.",NA,NA,NA,NA,NA,NA,NA,"US02966410",NA,NA,"Violales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
