"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount"
"11","2021-02-09 10:14:17-03","UENF","HUENF","460","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","277","1995","11","21",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP3; Árvore","HUENF00000462",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"12","2021-02-09 10:14:17-03","UENF","HUENF","472","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","158","1996","04","01",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP2; Árvore","HUENF00000474",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"13","2021-02-09 10:14:17-03","UENF","HUENF","5590","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Souza, T.P.; Nascimento, M.T.","2208","2009","11","19",NA,"Brasil","Rio de Janeiro","Mata do Emboque",NA,"Fértil","HUENF00005593",NA,NA,NA,NA,NA,"São José de Ubá","-41.918056","-21.375556",NA,NA,"41º55'5''W","21º22'32''S","205","205",NA,NA,NA
"14","2021-02-09 10:14:17-03","UENF","HUENF","5162","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.",NA,"2004","01","14",NA,"Brasil","Rio de Janeiro","Mata do Funil",NA,NA,"HUENF00005165",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.204167","-21.554722",NA,NA,"41º12'15''W","21º33'17''S","31","31",NA,NA,NA
"15","2021-02-09 10:14:17-03","UENF","HUENF","8716","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.","14","2003","12","10",NA,"Brasil","Rio de Janeiro","Mata do Funil",NA,"indeterminada sp.6","HUENF00008720",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.204167","-21.554722",NA,NA,"41º12'15''W","21º33'17''S","31","31",NA,NA,NA
"16","2021-02-09 10:14:17-03","UENF","HUENF","469","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","949","1996","08","19",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000471",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"17","2021-02-09 10:14:17-03","UENF","HUENF","4981","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Archanjo, K.M.P.A.; Nascimento, M.T.",NA,"2009","07","30",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Guaxindiba",NA,NA,"HUENF00004984",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"18","2021-02-09 10:14:17-03","UENF","HUENF","462","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","395","1996","01","12",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP3; Árvore","HUENF00000464",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"19","2021-02-09 10:14:17-03","UENF","HUENF","457","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","1116","1996","06","03",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000459",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"20","2021-02-09 10:14:17-03","UENF","HUENF","6569","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Souza, T.P.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,NA,"HUENF00006572",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"21","2021-02-09 10:14:17-03","UENF","HUENF","8376","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","s/c","172","1996","04","01",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP 2","HUENF00008380",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"22","2021-02-09 10:14:17-03","UENF","HUENF","456","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","1055","1996","06","03",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000458",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"23","2021-03-25 12:04:04-03","UENF","HUENF","12341","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","H.B.M. Viana; M.A. Faitanin, N.N. Berriel",NA,"2018","06","08",NA,"Brasil","Rio de Janeiro","Floresta Estacianal semidecidual de tabuleiro. Estação Ecológica Estadual de Guaxindiba",NA,"Arvore, dap 26.1cm, aprox 18m de alt. Parcela 4, indivíduo nº 161.","HUENF00013161",NA,"H.B.M. Viana","2019","04","20","São Francisco de Itabapoana","-41.088056","-21.393611",NA,NA,"41º5'17''W","21º23'37''S","38","38",NA,NA,NA
"24","2021-02-09 10:14:17-03","UENF","HUENF","4345","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Rafaela","1345","2003","10","02",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"50X50m","HUENF00004348",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"25","2021-02-09 10:14:17-03","UENF","HUENF","467","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","291","1996","04","22",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP; Árvore","HUENF00000469",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"26","2021-02-09 10:14:17-03","UENF","HUENF","466","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","903","1996","09","02",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000468",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"27","2021-02-09 10:14:17-03","UENF","HUENF","451","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","141","1996","08","26",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP; Árvore","HUENF00000453",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"28","2021-02-09 10:14:17-03","UENF","HUENF","463","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","450","1996","08","26",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP; Árvore","HUENF00000465",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"29","2021-02-09 10:14:17-03","UENF","HUENF","464","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","505","1996","01","24",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP4; Árvore","HUENF00000466",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"30","2021-02-09 10:14:17-03","UENF","HUENF","453","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","932","1996","09","02",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000455",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"31","2021-02-09 10:14:17-03","UENF","HUENF","454","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","1015","1996","08","19",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000456",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"32","2021-02-09 10:14:17-03","UENF","HUENF","4382","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Rafaela","937","2003","10","01",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"50x50","HUENF00004385",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"33","2021-02-09 10:14:17-03","UENF","HUENF","5172","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.",NA,"2004","01","14",NA,"Brasil","Rio de Janeiro","Mata do Funil",NA,NA,"HUENF00005175",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.204167","-21.554722",NA,NA,"41º12'15''W","21º33'17''S","31","31",NA,NA,NA
"34","2021-02-09 10:14:17-03","UENF","HUENF","6654","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Dan, M.L.; Souza, T.P.; Nascimento M.T.","1790","2008","09","11",NA,"Brasil","Rio de Janeiro","Mata do Emboque",NA,"Fértil","HUENF00006657",NA,NA,NA,NA,NA,"São José de Ubá","-41.918056","-21.375556",NA,NA,"41º55'5''W","21º22'32''S","205","205",NA,NA,NA
"35","2021-02-09 10:14:17-03","UENF","HUENF","4127","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Souza, J.S.","2010","2002","08","14",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"5x5","HUENF00004130",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"36","2021-02-09 10:14:17-03","UENF","HUENF","459","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","359","1996","04","22",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP; Árvore","HUENF00000461",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"37","2021-02-09 10:14:17-03","UENF","HUENF","4982","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Archanjo, K.M.P.A.; Nascimento, M.T.","1163","2008","08","09",NA,"Brasil","Rio de Janeiro","Fazenda Imburi",NA,NA,"HUENF00004985",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.1","-21.325556",NA,NA,"41º6'0''W","21º19'32''S","41","41",NA,NA,NA
"38","2021-02-09 10:14:17-03","UENF","HUENF","5500","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; et al.","174","2002","10","14",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"Fogo","HUENF00005503",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"39","2021-02-09 10:14:17-03","UENF","HUENF","4362","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Rafaela","1094","2003","10","01",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"50x50m","HUENF00004365",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"40","2021-02-09 10:14:17-03","UENF","HUENF","455","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","1037","1996","06","03",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000457",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"41","2021-02-09 10:14:17-03","UENF","HUENF","5132","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.",NA,"2004","01","14",NA,"Brasil","Rio de Janeiro","Mata do Funil",NA,NA,"HUENF00005135",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.204167","-21.554722",NA,NA,"41º12'15''W","21º33'17''S","31","31",NA,NA,NA
"42","2021-02-09 10:14:17-03","UENF","HUENF","9662","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Lima, H.C.; Pennington, T.; Nascimento, M.T; Souza, T.P",NA,"2015","03","18",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Guaxindiba",NA,"Arvoreta com 3 m de altura. Indivíduo jovem, estéril. Frequente. Mata de Tabuleiro. Amostra banco DNA.","HUENF00009666",NA,"Lima, H.C.","2015","03","18","São Francisco de Itabapoana","-41.086667","-21.407222",NA,NA,"41º5'12''W","21º24'26''S","26","26",NA,NA,NA
"43","2021-02-09 10:14:17-03","UENF","HUENF","5517","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; et al.","495","2002","10","30",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"Fogo","HUENF00005520",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"44","2021-02-09 10:14:17-03","UENF","HUENF","4417","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Rafaela","684","2003","10","01",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"50X50","HUENF00004420",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"45","2021-02-09 10:14:17-03","UENF","HUENF","4214","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Souza, J.S.","2625","2002","08","16",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"5x5m","HUENF00004217",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"46","2021-02-09 10:14:17-03","UENF","HUENF","4092","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Souza, J.S.","3241","2002","11","20",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"5x5m","HUENF00004095",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"47","2021-02-09 10:14:17-03","UENF","HUENF","458","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","1117","1996","08","02",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000460",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
