"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2016-09-27 18:44:00-03","NY","NYBG","644797","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum",NA,"J. Kuijt","T. C. Plowman","13426","1984","03","27","South America","Venezuela","Falcón","Distrito Miranda. Road from La Negrita to Curimagua, north-facing slopes of Sierra de San Luis, near La Chapa","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01022379","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","C. T. Rizzini","H. S. Irwin","10394","1965","11","17","South America","Brazil","Goiás","Serra do Rio Preto, ca. 15 km E. of Cabeceiras","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022379","-46.8433","-15.8",NA,"Cabeceiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01022405","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"W. R. Anderson","7483","1973","03","19","South America","Brazil","Goiás","Chapada dos Veadeiros, 9 km by road S of Terezina.","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022405","-47.2647","-13.85775","NY01022405_01","Teresina de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00645008","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"J. C. Lindeman","3159","1966","10","19","South America","Brazil","Paraná","Along road Jaboti-Quatiguá at km 787",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=134946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01022381","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","J. Kuijt","A. P. Duarte","2242","1949","12","09","South America","Brazil","Minas Gerais","Serra do Cipó, km. 129.","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141580' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00644794","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","J. Kuijt","W. R. Anderson","6764","1973","03","09","South America","Brazil","Goiás","Chapada dos Veadeiros. 20 km by road N of Alto Paraíso","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644794","-47.4583015441895","-13.7974996566772","NY00644794_01","Cavalcante","92497","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01022378","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","J. Kuijt","H. S. Irwin","9371","1965","10","20","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 12 km N.W. of Alto Paraíso de Goiás (formerly Veadeiros).","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141573' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022378","-47.5952778","-14.04001","NY01022378_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-24 17:11:02-03","UTFPR","DVPR","4062","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Dettke, GA","Dettke, GA","1410","2013","03","21",NA,"Brasil","Paraná","PR-317.",NA,NA,NA,"hemi-parasita sobre Phoradendron quadrangulare (Kunth.) Griseb. (Santalaceae).","DVPR004062","-52.2691993713379","-23.7971992492676",NA,"Engenheiro Beltrão","20288","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:48:45-03","EAO","IAN","129577","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Rizzini, CT","Irwin, HS; Souza, R","10394","1965","11","17","Southern America","Brasil","Goiás","Cerrado, rocky ridge, ca. 15km E. of Cebeceiras.","1000","1000",NA,"Parasitic in low tree (Irwin et al.10418) (included). Inflorescence brown-orange.","IAN129577","-47","-16",NA,NA,NA,NA,"1970","-47","-16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:48:45-03","EAO","IAN","129859","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13193","1966","02","27","Southern America","Brasil","Distrito Federal","Gallery margin. Gallery forest, ca. 10km N.W. of Planaltina.","950","950",NA,"Parasitizing indet. tree ca. 3m tall (included). Fruit orange.","IAN129859",NA,NA,NA,NA,NA,NA,"2009",NA,NA,"12","09",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:48:45-03","EAO","IAN","138225","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Irwin, HS; Souza, R","9371","1965","10","20","Southern America","Brasil","Goiás","Creek margin, Chapada dos Veadeiros, ca. 12km N.W. of Veadeiros.","1200","1200",NA,"Parasitic on other loranthaceae (Irwin et al. 9370). Leaves brown-orange, margined orange. Fruit white, the distal and orange.","IAN138225","-47","-14",NA,NA,NA,NA,"2009","-47","-14","12","09",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:24:25-03","UFBA","ALCB","00258","PreservedSpecimen","Plantae","Dicotyledon",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Pinto, GCP","s/n","1970","10","25","Southern America","Brasil","Bahia","Piemonte da Diamantina",NA,NA,NA,"Parasita.; Serra em carrasco alto.",NA,"-41.166667","-12",NA,"Morro do Chapéu",NA,NA,"2009","-41.166667","-12","03","03",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:24:25-03","UFBA","ALCB","19708","PreservedSpecimen","Plantae","Dicotyledon",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Caires, CS","Queiroz, LP de; et al.","2091","1987","11","02","Southern America","Brasil","Bahia","Oeste, 68 km W de Barreiras",NA,NA,NA,"Ramos alados verdes e folhas semi-suculentas, concolores. Frutos carnosos branco-alaranjados.",NA,"-45.605278","-12.071944",NA,"Barreiras",NA,NA,"2009","-45.605278","-12.071944","03","03",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:24:25-03","UFBA","ALCB","64133","PreservedSpecimen","Plantae","Dicotyledon",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Stannard, B","Stannard, B; W, Gan; v; Queiroz, RF; iroz","PCD51835","1992","03","09","Southern America","Brasil","Bahia","Chapada Diamantina, Perto do Garimpo do Salão. Estrada Piatã / Abaíra, 10 km de Piatã","1240","1240",NA,"Flores alaranjadas. Hemiparasita sobre Phoradendron 51835.",NA,"-41.75","-13.216667",NA,"Abaíra",NA,NA,"1994","-41.75","-13.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:28:43-03","NBC","NL-BOTANY","WAG.1324132","PreservedSpecimen","Plantae",NA,"Santalales","Santalaceae","Phoradendron","amplexicaule","Phoradendron amplexicaule","Eichler",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"1965","10","20","Southern America","Brazil",NA,"Chapada dos Veadeiros, Estado de Goiás. Ca. 12 km N.W. of Veadeiros, Goiás.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1324132 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1324132","-47","-14","NL-WAG1324132",NA,NA,NA,NA,"-47.0","-14.0",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:28:44-03","NBC","NL-BOTANY","L.1653357","PreservedSpecimen","Plantae",NA,"Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"Splitgerber FL",NA,"1837","12","01","Southern America","Surinam",NA,"Ad ramos arborum varium prope Paramaribo, Tructury albus.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1653357 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1653357",NA,NA,"NL-L1653357",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:28:44-03","NBC","NL-BOTANY","U 0003745","PreservedSpecimen","Plantae",NA,"Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Kuijt JW","Jenman GS",NA,"1886","11","01","Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003745",NA,NA,"NL-U0003745",NA,NA,NA,"1987",NA,NA,"07","01","Magnoliopsidae","isotype","19922 A",NA,NA,NA,NA
"28","2020-02-08 10:28:44-03","NBC","NL-BOTANY","U.1767578","PreservedSpecimen","Plantae",NA,"Santalales","Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"Lindeman JC; Haas JH de",NA,"1966","10","19","Southern America","Brazil",NA,"Est. Paraná. Along road Jaboti - Quatiguá at km 787.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1767578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1767578",NA,NA,"NL-U1767578",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:19:20-03","ESALQ","ESA","83274","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum",NA,"Caires, C.S.","Hatschbach, G. et al.","72134.0","2001","05","16",NA,"Brasil","Minas Gerais","Serra do Cabral",NA,NA,NA,NA,"ESA083274","-44.2341995239258","-17.3150005340576","ESA083274","Francisco Dumont","45152","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:19:20-03","ESALQ","ESA","1932","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum",NA,"Caires, C.S.","Viegas, A.P.",NA,"1945","12","09",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"ESA001932","-47.060001373291","-22.8999996185303","ESA001932","Campinas","23900","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:19:20-03","ESALQ","ESA","22888","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum",NA,"Caires, C.S.","Atkins, S. et al.",NA,"1994","03","01",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"ESA022888","-41.8114013671875","-13.5789003372192","ESA022888","Rio de Contas","49773","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-29 11:33:21-03","IPA","IPA","18276","S","Plantae","Plantae",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Giulietti, A.M.","Reis, C.","s.n.","1970","07","22","Southern America","Brasil","Pernambuco","Jatiúna","1000","1000",NA,"Sobre cafeeiro.","IPA0018276","-38.1016998291016","-7.83805990219116",NA,"Triunfo","14606","auto","1970",NA,NA,"07","25",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-29 11:33:21-03","IPA","IPA","84868","S","Plantae","Plantae",NA,"Santalaceae","Phoradendron","multifoveolatum","Phoradendron multifoveolatum","Eichler","Cano, O.","Carneiro-Torres, D.S.; França, F.; Melo, E.; Rios, L.; França, F.; Melo, E.; Rios, L.","119","1999","08","29","Southern America","Brasil","Bahia","12km de Rio do Pires na estrada para Novo Horizonte.","580","580",NA,"Hemiparasita. Folha coriácea concolor. Fruto maduro laranja e imaturo verde.","IPA0084868","-42.206944","-12.965556",NA,"Ibirapitanga",NA,NA,"2006","-42.206944","-12.965556","06","15",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-29 11:33:21-03","IPA","IPA","84867","S","Plantae","Plantae",NA,"Santalaceae","Phoradendron","multifoveolatum","Phoradendron multifoveolatum","Eichler","Cano, O.","Melo, E.; França, F.; Silva, E.M.; Silva, B.M.; Senna, L.; França, F.; Silva, E.M.; Silva, B.M.; Senna, L.","2795","1999","08","13","Southern America","Brasil","Bahia","Delfino, Cachoeirinha.","850","860",NA,"Hemiparasita. Folha crasso coriácea concolor. Fruto imaturo verde, fruto maduro alaranjado. Comum.; Cerrado. Vegetação arbustiva na beira do rio.","IPA0084867","-41.256111","-10.385278",NA,"Umburanas",NA,NA,"2006","-41.256111","-10.385278","06","15",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-29 11:33:21-03","IPA","IPA","31320","S","Plantae","Plantae",NA,"Santalaceae","Phoradendron","multifoveolatum","Phoradendron multifoveolatum","Eichler",NA,"Bastos, B.C.","33","1980","08","21","Southern America","Brasil","Bahia","Fazenda Guarani, ca. 8 km de Gabriel.",NA,NA,NA,"Erva com frutos laranja, esporos vermelho; parasitando uma árvore de angico.","IPA0031320","-41.8558006286621","-11.3042001724243",NA,"Irecê","19644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:32:34-03","IAP","PACA-AGP","46103","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Greta A. Dettke","Rambo, B.",NA,"1950","03","06",NA,"Brasil","RS","Miraguia.",NA,NA,NA,"Fenofase: fl.","PACA046103","-50.5196990966797","-29.8174991607666",NA,"Santo Antônio da Patrulha","29157","auto","2009",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:32:34-03","IAP","PACA-AGP","39104","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Greta A. Dettke","Rambo, B.",NA,"1948","12","22",NA,"Brasil","RS","Itapoan ad fl. Guaiba.",NA,NA,NA,"Fenofase: fr. Maturo","PACA039104","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre","29946","auto","2009",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:18:07-03","UFV","VIC","2086","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"Kulhmann.;","s.n.","1935","11","02",NA,"Brasil","Minas Gerais","Estrada para São Miguel",NA,NA,NA,NA,"VIC002086","-42.8819007873535","-20.7539005279541",NA,"Viçosa","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:38:24-03","UFJF","CESJ","42612","PreservedSpecimen","Plantae","Angiosperma",NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler",NA,"C.S. Caires; V.C. Mendes","92","2002","03","26","América do Sul","Brasil","Distrito Federal","Rod. DF-180, dentro da Faz. S.D.V.S.A. 098-02. 15º33' S, 48º11' W. Alt. 974m.",NA,NA,NA,"Em árvore próxima a outras dentro do pasto seco. Folhas lineares verde claras, espigas com flores avermelhadas e frutos brancos. <em>Phoradendron emarginatum (0089).</em>","CESJ042612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:38:24-03","UFJF","CESJ","933","PreservedSpecimen","Plantae","Angiosperma",NA,"Loranthaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","C.S. Caires","L. Krieger","CESJ933","1942","12","01","América do Sul","Brasil","São Paulo","Santo Amaro",NA,NA,NA,"Parasita. Folhas verdes, caules quadrados, frutos brancos.","CESJ000933","-46.6300010681152","-23.5400009155273",NA,"São Paulo","53584","auto","2009",NA,NA,"05","13",NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:48:33-03","UFMS","CGMS","11747","PreservedSpecimen","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Greta A. Dettke","C.S. Caires; V.C. Mendes","134","2002","04","09",NA,"Brasil","Distrito Federal","D.F. 280, destino Santo Antônio do Descoberto. Na Chácara Recanto da Samambaia.","1053","1053",NA,"Inflorescência jovens e adultas verdes. Branco rosado. Folha verde escuro. Phoradendron crassifolium 132.","CGMS1041076","-48.1666667","-15.9166667",NA,"Distrito Federal",NA,NA,"2019","-48,1666667","-15,9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:48:33-03","UFMS","CGMS","11744","PreservedSpecimen","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Greta A. Dettke","C.S. Caires; V.C. Mendes","92","2002","03","26",NA,"Brasil","Distrito Federal","DF-180 dentro da Fazenda S.D.V.S.A. 098-02.","974","974",NA,"Flores avermelhadas. Frutos brancos. Phoradendron emarginatum 0089. Árvores próximo a outras dentro de pasto seco. Folhas lineares verdes claras, espigas comFlores e frutos.","CGMS1041073","-48.1833333","-15.55",NA,"Brasília",NA,NA,"2019","-48,1833333","-15,55",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:48:33-03","UFMS","CGMS","11749","PreservedSpecimen","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Greta A. Dettke","C.S. Caires; C.L. Ramalho; V.C. Mendes","67","2002","03","19",NA,"Brasil","Distrito Federal","EPTG entre Guará e Taguatinga.","1082","1082",NA,"Flores pouco vermelhas. Frutos brancos com pontos rosas Phoradendron racemosum (0065). Caule quadrangular, folhas verdes escuras.","CGMS1041078","-48","-15.8",NA,"Distrito Federal",NA,NA,"2019","-48","-15,8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:48:33-03","UFMS","CGMS","11743","PreservedSpecimen","Plantae",NA,NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Greta A. Dettke","C.S. Caires; R. Gonçalves","50","2002","03","07",NA,"Brasil","Distrito Federal","Ribeirão Bananal, BR-007.","1034","1034",NA,"Flor de tons vermelhos. Fruto branco com pontos rosas. Caule quadrangular, folha verde escuro. Phoradendron perrottetti (0048).","CGMS1041071","-47.9","-15.7166667",NA,"Brasília",NA,NA,"2019","-47,9","-15,7166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-27 13:52:44-03","UFS","ASE","40527","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Santalaceae","Phoradendron","dipterum","Phoradendron dipterum","Eichler","Detke, GA","Caxambu, MG; Siqueira, EL; Dettke, GA","7963","2017","10","20","Southern America","Brasil","Paraná","Parque Nacional do Iguaçu","727","727",NA,"Hemi-parasita, heliófita. Frutos imaturos e madurosa alvos.; Floresta Estacional semidecidual submontana.","ASE0042048","-53.40024","-25.04265",NA,"Ceu Azul",NA,NA,"2017","-53.40024","-25.04265","10","20",NA,NA,NA,NA,NA,NA,NA
