"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","568787","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","M. Alves","B. D. Sucre","5615","1969","07","South America","Brazil","Espírito Santo",NA,"Lagoa do Macuco (PH da agua 5), Reserva de Sooretama.","-39.947575","-19.045731",NA,NA,"sheet","Jardim Botanico do Rio de Janeiro. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568787","NY00568787_01","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:52:01-03","EAO","IAN","85478","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeck.",NA,"D'Aage, C","1","1954",NA,NA,"Guiana Francesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN085478",NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:01-03","EAO","IAN","184506","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeck.","Maciel-Silva, JF","Rodrigues, LKM","43","2008","05","Southern America","Brasil","Pará","Maracanã","Ilha de Algodoal. Encontrada em solo arenoso, próximo à curso d'água.","-47.581901550293","-0.595000028610229",NA,NA,NA,"Planta herbácea com cerca de 80cm de altura. Inflorescência terminal.; Restinga.","IAN184506",NA,"23","2015","10","14","48335","auto",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:52:01-03","EAO","IAN","107180","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Lindeman, JC","Lanjouw, J; Lindeman, JC","1423","1948","12","Southern America","Suriname",NA,NA,"Hab. Inter Coppename fluv, ostium et Coronie oppidum Second line, swamp near km 2,7.","-56.5","3.6",NA,NA,NA,NA,"IAN107180",NA,"17","1951","01",NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA
"15","2021-03-30 12:52:01-03","EAO","IAN","11736","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Eiten, LT","Archer, WA","8413","1943","04","Southern America","Brasil","Pará",NA,"Fazenda Urucurituba, no Rio Tapajós. Forming extensive floating islands in igapó. Opposite Fordlandia.",NA,NA,NA,NA,NA,NA,"IAN011736","IAN011736 IAN011736_e IAN011736_e1","17","1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:52:01-03","EAO","IAN","33029","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Gröss","Black, GA","482268","1948","01","Southern America","Brasil","Pará",NA,"Rio Cupari, lago Curuçá, em matupá,",NA,NA,NA,NA,NA,"Verde escuro, inflorescência castanha.","IAN033029","IAN033029 IAN033029_e IAN033029_e1","31","1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:52:01-03","EAO","IAN","74029","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Black, GA","Black, GA","5214300","1952","04","Southern America","Brasil","Pará",NA,"Ilha do Marajó, Rio Ararí, campo nas redondezas da Fazenda Tuiuiú.",NA,NA,NA,NA,NA,"Junco manso, perto de piriazal","IAN074029",NA,"28","1956","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:52:01-03","EAO","IAN","17204","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Eiten, LT","Pires, JM; Black, GA","214","1945","09","Southern America","Brasil","Pará","Belém","Brejo do Utinga.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN017204","IAN017204 IAN017204_e IAN017204_e1 IAN017204_e2","19","1963",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:52:01-03","EAO","IAN","184514","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Maciel-Silva, JF","Rodrigues, LKM","55","2008","05","Southern America","Brasil","Pará","Maracanã","Ilha de Algodoal. Encontrada em solo arenoso, próximo à curso d'água, dentro do lago.","-47.581901550293","-0.595000028610229",NA,NA,NA,"Planta herbácea com aproximadamente 1m de altura.; Restinga.","IAN184514",NA,"24","2015","10","15","48335","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:52:01-03","EAO","IAN","79278","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Black, GA","Sobrinho, V","185",NA,NA,"Southern America","Brasil","Pernambuco","Recife","Terreno de brejo.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IAN079278",NA,NA,"1956","11",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:27:54-03","UFBA","ALCB","026085","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Luceño, M","Guedes, ML; et al.","s/n","1993","08","Southern America","Brasil","Bahia","Cairu","Baixo Sul","-39.033333","-13.483333",NA,NA,NA,"lugares alagadiços.","ALCB016227","ALCB016227","14","1996","02",NA,NA,NA,"-39.033333","-13.483333",NA,NA,NA,NA,NA
"22","2019-10-09 11:27:54-03","UFBA","ALCB","030624","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Guedes, ML; Longa, CM","Silva, BAW da; et al.","04","1997","08","Southern America","Brasil","Bahia","Dias D'Ávila","Região Metropolitana Salvador, Sauípe","-38.283333","-12.6",NA,NA,NA,"inflorescências cremes. Frequente. Aquática.","ALCB016229","ALCB016229","12","1997","09",NA,NA,NA,"-38.283333","-12.6",NA,NA,NA,NA,NA
"23","2021-02-24 18:14:23-03","UFBA","ALCB","39575","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Guedes, ML; Nascimento, AFS","Nascimento, AFS; Guedes, ML; Vilas Bôas-Bastos, SB; Lima, SS dos; Silva, MB da","64","1998","10","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo, Ponto 1, ao lado da Caraiba Metais","-38.483333","-12.5",NA,NA,NA,"50 cm. Folhas filiformes. InflorescÆncia creme. Frequente.; restinga antropizada, com  reas alagadas e mata ciliar.","ALCB016230","ALCB016230","17","1998","11",NA,NA,NA,"-38.483333","-12.5",NA,NA,NA,NA,NA
"24","2019-10-09 11:27:54-03","UFBA","ALCB","043523","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Guedes, ML","Guedes, ML; Santos, JJ dos; Panelli, L","6575","1999","09","Southern America","Brasil","Bahia","Vera Cruz","Região Metropolitana Salvador","-38.75","-12.866667",NA,NA,NA,"30 cm. Inflorescência creme.","ALCB016228","ALCB016228","06","1999","12",NA,NA,NA,"-38.75","-12.866667",NA,NA,NA,NA,NA
"25","2020-02-08 10:13:50-03","NBC","NL-BOTANY","L.1378501","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeckeler",NA,"Hassler E",NA,"1913","04","Southern America","Paraguay",NA,NA,"Paraguaria centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1378501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1378501","NL-L1378501","01",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U 0001523","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeckeler",NA,"Jenman GS",NA,"1889","04","Southern America","Guyana",NA,NA,"Lama Savannah.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001523","NL-U0001523","01",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","101368 B",NA,NA
"27","2020-02-08 10:13:50-03","NBC","NL-BOTANY","U.1296363","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeckeler",NA,"Vianna EC; et al.",NA,"1968","11","Southern America","Brazil",NA,NA,"Terra de Areia - Osorio.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296363","NL-U1296363","07",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1296178","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Strong MT","Hollowell T",NA,"1997","06","Southern America","Guyana","Demerara -Mahaica",NA,"Guyana. Region: Demerara-Mahaic. Yarakabra Cr. near Madewini R. Ceiba Biological Station. Between Linden-Soesdyke Hwy. and Demerara R.","-58.216667","6.483333",NA,NA,NA,"Floating among other vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296178 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296178","NL-U1296178","28",NA,NA,NA,NA,NA,"-58.216667","6.483333","Magnoliopsidae",NA,"U 0248775",NA,NA
"29","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1239557","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"Petersen TM",NA,"1952","05","Southern America","Argentina",NA,NA,"One of the main components of the vegetation on the 'floating islands' covering the surface of the mountains lakes on the estate. New for Corrientes. Estancia 'Santa Teresa', Dep. Mburucuya, Prov. Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1239557 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1239557","NL-U1239557","06",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1296190","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"Harley RM; et al.",NA,"1977","03","Southern America","Brazil",NA,NA,"estado da bahia, morro do chapeu, 19.5 km SE of Morro do Chapeu on the BA 052 road to Mundo Novo by the Rio Ferro Doido. in wet sedge marsh.","-41.033333","-11.633333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296190","NL-U1296190","01",NA,NA,NA,NA,NA,"-41.033333","-11.633333","Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1296191","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"Harley RM; et al.",NA,"1977","03","Southern America","Brazil",NA,NA,"Estado da bahia, serra das almas, middle N.E. of slopes of the Pico das Almas ca. 25 km W.N.W. of the Vila do Rio de Contas. This plant growing at margin of stream.","-41.95","-13.55",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296191","NL-U1296191","18",NA,NA,NA,NA,NA,"-41.95","-13.55","Magnoliopsidae",NA,NA,NA,NA
"32","2020-11-04 11:05:43-03","ESALQ","ESA","12139","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeck.","Faria, A.D.","Souza, V.C. et al.","4447.0","1993","10",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA012139","ESA012139","30",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:23:21-03","CPAP","CPAP","22454","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V. J. Pott","Pott, V. J.","7893","2005","08",NA,"Brasil","MS","Aquidauana","Fazenda Rio Negro, cerca de 5Km leste da sede; sub-região da Nhecolândia, Pantanal","-56.226667","-19.502778","110","110",NA,"Erva aquática formando baceiro (ilha de vegetação flutuante) com Ludwigia nervosa. Planta. Muito frequente.. Lagoa permanente com Nymphaea,. Solo: arenoso,. Relevo: plano.",NA,NA,"15","2005","08",NA,NA,NA,"56°13'36'' W","19°30'10'' S",NA,NA,NA,NA,NA
"34","2020-11-19 10:23:21-03","CPAP","CPAP","9433","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","T. M. Pedersen","Salis, S. M.","672","1992","07",NA,"Brasil","MS","Aquidauana","Fazenda Fazendinha, Pantanal - vazante na invernada São Bento","-56.383333","-19.483333","90","90",NA,"Erva cespitosa. FLOR: esverdeada. Inflorescência com estames brancos. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Lagoa permanente. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"20","1996",NA,NA,NA,NA,"56°23' W","19°29' S",NA,NA,NA,NA,NA
"35","2019-02-15 11:37:31-02","IPA","IPA","185","S","Plantae","Plantae",NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeck.","Luceño, M.","Vasconcelos Sobrinho","s.n.","1936","05","Southern America","Brasil","Pernambuco","Recife","Beberibe","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Terreno de brejo.","IPA0000185",NA,"30","1995","10",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:37:31-02","IPA","IPA","53067","S","Plantae","Plantae",NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeck.","Luceño, M.","Vasconcelos, AC do C","s.n.","1992","08","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, Açude do Meio.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0053067",NA,"14","1995","10",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:37:31-02","IPA","IPA","55755","S","Plantae","Plantae",NA,"Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeck.","Luceño, M.","Luceño, M.; Mendes, A.; Mendes, A.","184",NA,NA,"Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, Açude do Prata","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0055755",NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:37:34-02","IPA","IPA","27319","S","Plantae","Plantae",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Mayo, S.","Harley, R.M.","19212","1977","03","Southern America","Brasil","Bahia","Morro do Chapéu","19,5 km SE of Morro do Chapéu on the BA 052 road to Mundo Novo by the Rio Ferro Doido, with water-worn, horizontally-bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock and waterfall.","-41.033333","-11.633333","900","900",NA,"Stem green subterete, glumes straw-coloured with brown margins.; Vegetation open scrub to closed woodland in the drier areas.","IPA0027319",NA,"01","1978",NA,NA,NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA
"39","2019-02-15 11:37:34-02","IPA","IPA","27345","S","Plantae","Plantae",NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Mayo, S.","Harley, R.M.","19638","1977","03","Southern America","Brasil","Bahia",NA,"Serra das Almas, middle NE slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas.","-41.95","-13.55","1500","1600",NA,"This plant growing at margin of stream.; Sandstone, metamorphic and quartzite rock outcrops with associated marsh, damp flushes and grassland, and some cut-over mixed deciduous woodland by stream and cerrado.","IPA0027345",NA,"18","1978",NA,NA,NA,NA,"-41.95","-13.55",NA,NA,NA,NA,NA
"40","2019-08-27 13:25:33-03","IAP","PACA-AGP","46925","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeck.","M. Barros","Rambo, B.",NA,"1950","04",NA,"Brasil","RS","Palmares do Sul","ad fl. Capivari","-50.5097007751465","-30.2577991485596",NA,NA,NA,"SEM MATERIAL Habitat: in paludosis Fenofase: fruto","PACA046925",NA,"24",NA,NA,NA,"31350","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"41","2019-08-27 13:25:33-03","IAP","PACA-AGP","62981","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Eleocharis","elata","Eleocharis elata","Boeck.","Emrich-Rambo","Camargo, O. R.","3064","1957","01",NA,"Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor","PACA062981",NA,"10","1958","09","24","21657","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"42","2021-04-07 11:42:50-03","UFMS","CGMS","50026","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","V.J. Pott; A. Pott","9177","2007","05",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Rio Sucuriú, ex-Fazenda Beira Rio, futura Usina Hidroelétrica (PCH) Alto Sucuriú, Distrito de Paraíso.","-52.9061111","-19.1880555","442","442",NA,NA,"CGMS1080011",NA,"12","2007","05","13",NA,NA,"-52,9061111","-19,1880555",NA,NA,NA,NA,NA
"43","2021-04-07 11:42:50-03","UFMS","CGMS","51771","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson",NA,"S.N. Moreira; V.J. Pott; A. Pott; E.B. Souza; F.A. Ferreira","472","2012","03",NA,"Brasil","Mato Grosso do Sul","Bandeirantes","25 km depois de Bandeirantes, Rodovia BR-060, Km 234, rumo a Camapuã - Área 2.","-54.2805556","-19.6572222",NA,NA,NA,"Área 2. Habitat: Campo graminoso úmido sem Mauritia flexuosa, em domínio de Cerrado. Solo orgânico. Relevo plano deprimido. Habito: Erva anfíbia, até 50 cm de altura.","CGMS1081758",NA,"06",NA,NA,NA,NA,NA,"-54,2805556","-19,6572222",NA,NA,NA,NA,NA
"44","2021-04-07 11:42:50-03","UFMS","CGMS","41822","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","V.J. Pott; L.C.P. Lima; A. Pott","5823","2002","09",NA,"Brasil","Mato Grosso do Sul","São Gabriel do Oeste","Estrada do Assentamento Campanário, próximo ao Pontilhão da Nascente do Rio Coxim, cerca de 4 Km do asfalto, lado esquerdo.","-54.5997222","-19.2805556","650","650",NA,NA,"CGMS1071811",NA,"16",NA,NA,NA,NA,NA,"-54,5997222","-19,2805556",NA,NA,NA,NA,NA
"45","2021-04-07 11:42:50-03","UFMS","CGMS","53832","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","V.J. Pott","B.A. Coutinho; C. Aoki, B.A. Arrua","132","2015","06",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Baía Grande - Estância Pôr-do-Sol.","-55.8644444","-20.3013889","140","140",NA,"Inflorescência esverdeada. Fruto ausente. Habitat: Pantanal. Habito: Planta aquática emergente, enraizada em histossolo.","CGMS1083800",NA,"29","2015","09","29",NA,NA,"-55,8644444","-20,3013889",NA,NA,NA,NA,NA
