"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"17","2021-03-15 16:37:00-03","NY","NYBG","00997157","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","J. H. Kirkbride Jr.","1982","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997157","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","5088","Goiás","Padre Bernardo","Fazenda Lagoa Santa, ca 7.5 km WSW de Padre Bernardo.","-48.35","-15.2","NY00997157_01","640","640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00997151","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","E. P. Heringer","1980","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997151","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","5496","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797","NY00997151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00997150","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","E. P. Heringer","1979","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997150","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","2275","Goiás","Alto Paraíso de Goiás",NA,"-47.5097","-14.1325","NY00997150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00997141","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","H. S. Irwin","1966","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997141","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","17150","Mato Grosso",NA,"Lower slopes, Serra Azul, ca. 85 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.4","NY00997141_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","680004","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","H. S. Irwin","1970","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680004","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","26266","Minas Gerais","Paracatú","Ca. 10km S.E. of Paracatú","-46.8744","-17.2222","NY00680004_01","675","675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02171829","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","E. Pereira","1955","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2324290' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171829","Magnoliophyta","Malpighiales","Mart.",NA,"1841","Pará",NA,"Serra do Cachimbo.",NA,NA,"NY02171829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1145331","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","P. G. Delprete","2004","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310803' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145331","Magnoliophyta","Malpighiales","Mart.","J. L. da Costa Lima","9078","Goiás","Pirenópolis","Serra dos Pireneus. Córrego da Barriguda.","-48.8842","-15.8175","NY01145331_01","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","387125","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","G. Eiten","1968","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387125","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","8387","Mato Grosso","Barra do Garças","City of Xavantina on the Rio das Mortes. About 1 km SSW of the city along road to airport","-52.35","-14.7","NY00387125_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02171828","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","T. C. Plowman","1980","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2324288' target='other'> <mi>dwc_moreinfo</mi></a>","NY02171828","Magnoliophyta","Malpighiales","Mart.",NA,"8712","Pará","Conceição do Araguaia","Range of low hills ca. 20 km west of Redenção, near Corrego São João and Troncamento Santa Teresa.","-50.17","-8.05","NY02171828_01","350","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00997152","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","J. A. Ratter","1972","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997152","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","R.2419","Goiás","Padre Bernardo","Region of Fazenda Lagoa Santa. Nr Padre Bernardo. About 140 km N of Brasília.","-47.58","-15.5","NY00997152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00997154","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","I. A. Rodrigues","1977","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997154","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","303","Mato Grosso","Campo Grande","Parque dos Jatobas, da Prefeitura Municipal de Campo Grande.",NA,NA,"NY00997154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1182058","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","P. G. Delprete","2004","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396893' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182058","Magnoliophyta","Malpighiales","Mart.","J. L. da Costa Lima","8940","Goiás","Cocalzinho de Goiás","Serra dos Pireneus, Faz. Capitão do Mato. Floresta de galeria aos lados do Córrego Água Fria.","-48.8","-15.8","NY01182058_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1145319","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","P. G. Delprete","2004","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310784' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145319","Magnoliophyta","Malpighiales","Mart.","J. L. da Costa Lima","9056","Goiás","Pirenópolis","Serra dos Pireneus. Córrego da Barriguda.","-48.8842","-15.8175","NY01145319_01","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","387128","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","A. Amaral","1996","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387128","Magnoliophyta","Malpighiales","Mart.",NA,"47","São Paulo","Taubaté","Margem da rodovia Oswaldo Cruz, à 8km de Taubaté","-45.5497","-23.0203","NY00387128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00997156","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","J. H. Kirkbride Jr.","1981","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997156","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","4499","Distrito Federal","Brasília","Perto de DF 2.","-47.9","-15.6","NY00997156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00997143","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","T. C. Plowman","1980","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997143","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","8330","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.62","-8.42","NY00997143_01","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00997147","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","T. C. Plowman","1980","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997147","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","8427","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.62","-8.42","NY00997147_01","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00997142","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","T. C. Plowman","1980","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997142","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","8209","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.62","-8.42","NY00997142_01","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00997144","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","T. C. Plowman","1980","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997144","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","8333","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.62","-8.42","NY00997144_01","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00997146","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","T. C. Plowman","1980","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997146","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","8426","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.62","-8.42",NA,"400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00997145","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","T. C. Plowman","1980","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997145","Magnoliophyta","Malpighiales","Mart.","T. C. Plowman","8335","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.62","-8.42","NY00997145_01","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","26920","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Fonseca, M.L.","2003","10","21",NA,"Brasil",NA,NA,"Arbusto heliófito ca. 2,5 m de altura, folhas discolores, cartáceas, frutos imaturos cor verde","BOTU026920",NA,NA,"Mart.","Amaral Jr., A.","4922","Goiás","Vila Propício",NA,NA,NA,NA,NA,NA,"2010","08","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","26937","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Souza, V.C.","1997","10","07",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m de altura, flores creme, frutos imaturos verdes","BOTU026937",NA,NA,"Mart.","Amaral Jr., A.","20181","Mato Grosso do Sul","Brasilândia",NA,NA,NA,NA,NA,NA,"1999","04","9999","9999","28",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","31437","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Tameirão Neto, E.","1996","09","25",NA,"Brasil",NA,NA,NA,"BOTU031437",NA,NA,"Mart.","Amaral Jr., A.","2103","Minas Gerais","Nova Ponte","EPDA - JACOB/ CEMIG",NA,NA,NA,NA,NA,"1997","09","9999","9999","09",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","9178","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Amaral Jr., A.","1997","02","21",NA,"Brasil",NA,NA,"Arbusto de 3,80 m de altura, suberoso na base e com + ou - 12 cm de DAP","BOTU009178",NA,NA,"Mart.",NA,"47","Mato Grosso do Sul","Selvíria",NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","8069","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Walter, B.M.T.","1991","11","19",NA,"Brasil",NA,NA,"Árvore de 3 m de altura, fruto maduro vermelho, frutos imaturos verdes e alaranjados","BOTU008069",NA,NA,"Mart.","Amaral Jr., A.","726","Goiás","Minacu",NA,NA,NA,NA,NA,NA,"1998","02","9999","9999","18",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","3282","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Gontijo, T.A.","1991","10","10",NA,"Brasil",NA,NA,"Arbusto","BOTU003282",NA,NA,"Mart.","Amaral Jr., A.",NA,"Minas Gerais","Paraopeba",NA,NA,NA,NA,NA,NA,"1998","08","9999","9999","25",NA,NA,NA,NA,NA,NA,NA,NA
