"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-09-23 10:44:29-03","E","E","103848","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Ratter, J.A., Bridgewater, S. & dos Santos, J. Batista","1998","07","22","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:112799","<a href=http://data.rbge.org.uk/herb/E00103848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00103848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:44:29-03","E","E","100016","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Ratter, J.A.; Bridgewater, S. & Filho, J. Fonsêca","1999","04","18","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:109363","<a href=http://data.rbge.org.uk/herb/E00100016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00100016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:44:29-03","E","E","114613","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Fillio, Ary T. de Oliviera","1983","03","17","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:121929","<a href=http://data.rbge.org.uk/herb/E00114613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00114613","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:44:29-03","E","E","114608","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","Gardner, George","1905","01","13","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:121905","<a href=http://data.rbge.org.uk/herb/E00114608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00114608","4127","isotype","Goias","Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","424333","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","M. M. Fernandez","1984","03","19","South America","Brazil","sheet",NA,"Convênio Projecto RADAMBRASIL/IBDF <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424333","6",NA,"Bahia","Estrada Coribe/Côcos. Folha SD.23-X-C. Ponto 09.","Magnoliophyta","Myrtales","Mart.","H. P. Bautista","Coribe","-44.43","-13.9","NY00424333_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","424334","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. C. Solomon","1982","06","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424334","7882",NA,"El Beni","37 km E of Riberalta on road to Guayaramerín","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","Vaca Díez","-65.75","-11.08",NA,"230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00940836","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. A. Rizzo","1970","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940836","5105",NA,"Goiás","Estrada Morrinhos - Caldas Novas, córrego Samambaia.","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","Morrinhos","-49.0992","-17.7311","NY00940836_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00940810","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. A. Ratter","1968","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010068' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940810","R.1290",NA,"Mato Grosso","6 km S of the Base Camp of the Expedition. c. 270 km N of Xavantina.","Magnoliophyta","Myrtales","Mart.","J. A. Ratter",NA,"-51.87","-12.9","NY00940810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00940502","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. A. Rizzo","1974","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940502","9879",NA,"Tocantins","Serra de Natividade, a ca. de 20 km. de Natividade.","Magnoliophyta","Myrtales","Mart.","O. Kosovsky","Natividade","-47.7231","-11.7097","NY00940502_01 NY00940502_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00940842","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa sericea","J. H. Kirkbride Jr.","1983","06","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010417' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940842","5339",NA,"Distrito Federal","2 km NE de Córrego Sítio Novo","Magnoliophyta","Myrtales","(Pohl) Stafleu","C. E. B. Proença","Brasília","-47.52","-15.55","NY00940842_01",NA,NA,"sericea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00940825","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","M. G. da Silva","1983","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940825","5960",NA,"Mato Grosso","Nobres.","Magnoliophyta","Myrtales","Mart.","M. G. da Silva","Nobres","-56.3272","-14.7206","NY00940825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00940511","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","M. L. Fonseca","1996","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940511","877",NA,"Goiás","Estrada de chão com entrada no Km 8 da rodovia Niquelândia/ Uruaçú. Fazenda Traíras.","Magnoliophyta","Myrtales","Mart.","O. Kosovsky","Niquelândia","-48.5572","-14.4886","NY00940511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00940800","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","R. C. de Mendonça","1998","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940800","3492",NA,"Goiás","Reserva Particular do Patrimônio Natural (RPPN), fazenda Volta da Serra, propriedade do Sr. Lauro/Maria Amelia","Magnoliophyta","Myrtales","Mart.","R. C. de Mendonça","Alto Paraíso de Goiás","-47.7283","-14.1483","NY00940800_01","1065","1065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00940840","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa sericea","H. A. Weddell","1844","04",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940840","s.n.",NA,"Goiás","Brésil, Goyaz.","Magnoliophyta","Myrtales","(Pohl) Stafleu","F. A. Stafleu",NA,NA,NA,"NY00940840_01",NA,NA,"sericea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00940529","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","T. de S. Filgueiras","1993","05","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940529","2470",NA,"Goiás",NA,"Magnoliophyta","Myrtales","Mart.","O. Kosovsky","Niquelândia","-48.4594","-14.4742","NY00940529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00940807","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","H. S. Irwin","1966","06","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940807","16580",NA,"Mato Grosso","Ca. 95 km. N. of Xavantina. Serra do Roncador.","Magnoliophyta","Myrtales","Mart.","H. Balslev",NA,"-52.07","-13.85","NY00940807_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00940912","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","G. Martinelli","1985","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940912","11210",NA,"Minas Gerais","Estrada Porto Mandacarú - Grão Mogol.","Magnoliophyta","Myrtales","Mart.",NA,"Grão Mogol","-42.8894","-16.5594","NY00940912_01","600","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00940815","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa sericea","G. C. G. Argent","1967","10","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940815","6595",NA,"Mato Grosso","Base Camp","Magnoliophyta","Myrtales","(Pohl) Stafleu",NA,NA,"-51.77","-12.82","NY00940815_01 NY00940815_02",NA,NA,"sericea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00940913","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","G. M. Magalhaes","1963","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940913","17669",NA,"Minas Gerais","30 km. L. da cidade","Magnoliophyta","Myrtales","Mart.",NA,"São Gonçalo do Abaeté","-45.8331","-18.3383","NY00940913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00940530","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","M. L. M. Azevedo","1996","06","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940530","1019",NA,"Goiás","Km 05 da estrada de chão em direção à Reserva do IBAMA.","Magnoliophyta","Myrtales","Mart.","O. Kosovsky","Niquelândia","-48.45","-14.4961","NY00940530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00940834","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","E. P. Heringer","1978","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010307' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940834","16990",NA,"Goiás",NA,"Magnoliophyta","Myrtales","Mart.","E. P. Heringer","Corumbá de Goiás","-48.8083","-15.9236","NY00940834_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00940809","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. A. Ratter","1968","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940809","R1287",NA,"Mato Grosso","3 km S of the Base Camp of the Expedition (c. 270 km N of Xavantina)","Magnoliophyta","Myrtales","Mart.","J. A. Ratter",NA,"-51.87","-12.9","NY00940809_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00923991","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. M. Felfili","1995","06","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923991","326",NA,"Goiás","PARNA, Chapada dos Veadeiros, Alto Paraíso.","Magnoliophyta","Myrtales","Mart.",NA,"Alto Paraíso de Goiás","-47.6378","-14.0664","NY00923991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00940510","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","M. L. Fonseca","1995","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940510","282",NA,"Goiás","Chapada dos Veadeiros - Estrada de Chao entre Goianesia e Vila Propicio. 18 km de Goianesia. Parcelas 1 e 2","Magnoliophyta","Myrtales","Mart.","O. Kosovsky","Vila Propício","-48.9661","-15.3853","NY00940510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00940830","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","H. S. Irwin","1966","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940830","14344",NA,"Goiás","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","Magnoliophyta","Myrtales","Mart.","H. Balslev","Posse","-46.37","-14.13","NY00940830_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","776984","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","R. C. de Mendonça","2001","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776984","4271",NA,"Bahia","Fazendas Trijunçao","Magnoliophyta","Myrtales","Mart.","R. C. de Mendonça","Cocos","-45.9458","-14.7769","NY00776984_01","830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00940916","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. A. Rizzo","1969","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940916","3944",NA,"Goiás","GOM-22, próximo. ao morro da Serrinha, ligação com GO-7.","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki",NA,NA,NA,"NY00940916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00940909","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. R. Pirani","1990","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940909","CFCR13110",NA,"Minas Gerais","Descida do Morro Papo da Ema, para Jambeiro","Magnoliophyta","Myrtales","Mart.","K. Yamamoto","Grão Mogol","-42.903","-16.563","NY00940909_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00940797","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","J. A. Rizzo","1970","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009929' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940797","4931",NA,"Goiás","Alto da Serra de Caldas Novas","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki",NA,NA,NA,"NY00940797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","424330","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","A. S. L. da Silva","1979","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=424502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424330","341",NA,"Pará","Sa. do Cachimbo, próximo ao acampamento da COMARA","Magnoliophyta","Myrtales","Mart.","M. L. Kawasaki","Itaituba","-55.9833","-4.2761","NY00424330_01","531","531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00940818","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","G. G. Hatschbach","1970","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940818","24322",NA,"Mato Grosso do Sul","Rod. Aquidauana-Miranda.","Magnoliophyta","Myrtales","Mart.","G. G. Hatschbach","Anastácio","-55.8067","-20.4836","NY00940818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00940642","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","M. L. Fonseca","2001","04","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940642","2579",NA,"Goiás","Fazenda Cedro. Estrada de chão para Pouso Alto.","Magnoliophyta","Myrtales","Mart.","D. J. P. Gonçalves","Campos Belos","-46.4442","-12.9839","NY00940642_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00940508","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","R. C. de Mendonça","1995","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=939586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940508","2278",NA,"Goiás","Parque Nacional Chapada dos Veadeiros, trilha que passa atrás do morro da Baleia, entrada para a Fazenda Bonespero.","Magnoliophyta","Myrtales","Mart.","O. Kosovsky","Alto Paraíso de Goiás","-47.6392","-14.06","NY00940508_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00940914","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","rufa","Vochysia rufa","B. Maguire","1960","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940914","49203",NA,"Minas Gerais","Road between Diamantina and Curvelo, near southern terminus of sandstone.","Magnoliophyta","Myrtales","Mart.",NA,NA,NA,NA,"NY00940914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
