"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","individualCount","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem","dayIdentified"
"11","2021-02-11 17:19:50-03","UFPR","UPCB","92310","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba","Ule","Guedes, M.L.","Melo, E. et al.","1211","1994","11","22",NA,"Brasil","Bahia","Lençóis","Morro da Chapadinha. Chapadinha","-41.452778","-12.456667","1000","1000",NA,"Campo rupestre. Afloramentos rochosos. Subarbusto: decumbente sob rochas até 80 cm, caule vináceo. Folhas simples, face inferior das folhas vináceas e a superior cor verde. Flores com pedicelo e cálice vináceo-avermelhado, pétalas de","UPCB0033105","UPCB0033105",NA,"-41.452778","-12.456667","2016","11",NA,NA,NA,NA,NA,NA
"12","2009-08-28 05:31:00-03","MO","MOBOT","3229792","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba","Üle",NA,"Robert M. King|Luther E. Bishop","King 8727","1981","1","31","South America","Brazil","Bahia",NA,"Main valley N of Mucuge from 3-8 Km N of town.",NA,NA,"792.48000000","914.40000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2908385","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","alba","Marcetia alba","Ule",NA,"L. R. M. King & L. E. Bishop","8727","1981","1","31","South America - Neotropics","Brazil","Bahia",NA,"Main valley N of Mucuge from 3-8 km N of town",NA,NA,"2600","3000",NA,NA,"US01900703","US01900703_01 US01900703_02","Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"14","2021-03-15 18:28:45-03","USP","SPF","103636","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba","Ule","Guedes, MLS; Baumgratz, JFA","Carvalho, AMV","PCD1060","1994","10","27",NA,"Brasil","Bahia","Lençóis","Chapadinha.","-41.4375","-12.455833","910","910",NA,NA,"SPF00103636",NA,NA,"-41.4375","-12.455833","1998",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 18:28:45-03","USP","SPF","104259","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba","Ule","Guedes, MLS; Baumgratz, JFA","Melo, E","PCD1312","1994","11","23",NA,"Brasil","Bahia","Lençóis","Morro da Chapadinha","-41.45","-12.45","900","900",NA,NA,"SPF00104259",NA,NA,"-41.45","-12.45","1998",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 18:28:45-03","USP","SPF","111726","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba","Ule","Santos, AKA","Ganev, W","2514","1993","11","20",NA,"Brasil","Bahia","Abaíra",NA,"-41.9","-13.316667","1800","1800",NA,NA,"SPF00111726",NA,NA,"-41.9","-13.316667","2004","12",NA,NA,NA,NA,NA,NA
"17","2021-03-15 18:28:45-03","USP","SPF","123224","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba","Ule","Baumgratz, JFA","Conceição, AA","360","1997","02","11",NA,"Brasil","Bahia","Palmeiras","Morro do Pai Inácio","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"SPF00123224",NA,NA,NA,NA,"2000",NA,NA,"20767","auto",NA,NA,NA
"18","2019-10-07 09:34:19-03","UEFS","HUEFS","243221","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","alba","Marcetia alba","Ule",NA,"Lima, M.R.O.","53","2018","08","04",NA,"Brasil","Bahia","Lençóis","Trilha do Poço Harley.","-41","-12",NA,NA,NA,NA,"HUEFS0243221",NA,"Rosanae","41W","12S",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-07 09:34:17-03","UEFS","HUEFS","15850","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","alba","Marcetia alba","Ule","A.K.A.Santos","Ganev, W.","2311","1993","10","25",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.383333",NA,NA,NA,NA,"HUEFS0015850","HUEFS0015850","Rosanae","41W51'","13S23'","2004","10",NA,NA,NA,NA,NA,NA
"20","2019-10-07 09:34:19-03","UEFS","HUEFS","16053","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","alba","Marcetia alba","Ule",NA,"Ganev, W.","2514","1993","11","20",NA,"Brasil","Bahia","Abaíra","Campo entre Serra do Barbado e Serra do Itobira.","-41.9","-13.316667",NA,NA,NA,"Campo rupestre com solo arenoso com rochas.","HUEFS0016053","HUEFS0016053","Rosanae","41W54'","13S19'",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-07 09:34:19-03","UEFS","HUEFS","20999","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","alba","Marcetia alba","Ule","A.K.A.Santos","Melo, E.","PCD1211","1994","11","22",NA,"Brasil","Bahia","Lençóis","Morro da Chapadinha.","-41.45","-12.45","1000","1000",NA,"Afloramentos rochosos.","HUEFS0020999","HUEFS0020999","Rosanae","41W27'","12S27'","2004","10",NA,NA,NA,NA,NA,NA
"22","2019-10-07 09:34:19-03","UEFS","HUEFS","21063","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","alba","Marcetia alba","Ule","A.K.A.Santos","Melo, E.","PCD1312","1994","11","23",NA,"Brasil","Bahia","Lençóis","Morro da Chapadinha.","-41.45","-12.45","900","900",NA,"Afloramentos rochosos.","HUEFS0021063","HUEFS0021063","Rosanae","41W27'","12S27'","2004","10",NA,NA,NA,NA,NA,NA
"23","2019-10-07 09:34:19-03","UEFS","HUEFS","21533","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","alba","Marcetia alba","Ule",NA,"Carvalho, A.M.de","PCD1060","1994","10","27",NA,"Brasil","Bahia","Lençóis","Chapadinha.","-41.433333","-12.45","910","910",NA,"Formações rochosas da chapadinha. Afloramentos rochosos de arenito.","HUEFS0021533","HUEFS0021533","Rosanae","41W26'","12S27'",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-09-04 19:42:02-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Marcetia","alba","Marcetia alba",NA,NA,"E. H. G. Ule","7329",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA
"25","2020-07-23 12:12:59-03","CEPLAC","CEPEC","68234","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba",NA,"J. F. A. Baumgratz","E. de Melo","1211","1994","11","22",NA,"Brasil","Bahia","LENÇÓIS","Morro da Chapadinha.","-41.452778","-12.456667",NA,NA,NA,NA,NA,NA,NA,"41W27'10","12S27'24",NA,NA,NA,NA,NA,NA,"30/12/1998",NA
"26","2020-07-23 12:12:59-03","CEPLAC","CEPEC","68556","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba",NA,"J. F. A. Baumgratz","A. M. de Carvalho","1060","1994","10","27",NA,"Brasil","Bahia","LENÇÓIS","Chapadinha.","-41.440278","-12.459722",NA,NA,NA,NA,NA,NA,NA,"41W26'25","12S27'35",NA,NA,NA,NA,NA,NA,"30/12/1998",NA
"27","2020-07-23 12:12:59-03","CEPLAC","CEPEC","68677","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","alba","Marcetia alba",NA,"J. F. A. Baumgratz","E. de Melo","1312","1994","11","23",NA,"Brasil","Bahia","LENÇÓIS","Morro da Chapadinha. Chapadinha.","-41.45","-12.45",NA,NA,NA,NA,NA,NA,NA,"41W27'0","12S27'0",NA,NA,NA,NA,NA,NA,"21/01/2010",NA
"28","2019-11-01 15:04:04-03","UnB","UB","112829","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Marcetia","alba","Marcetia alba","Ule","Santos, AKA","Killip, EP; Bishop, LE","8727","1981","01","31","Southern America","Brasil","Bahia",NA,"Main valley N of Mucuge from 3-8km N of town",NA,NA,NA,NA,NA,"Weak subshrub; .",NA,NA,NA,NA,NA,"2017","02",NA,NA,NA,NA,NA,"20"
