"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"147","2019-11-01 15:05:57-03","UnB","UB","190769","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Meireles, LD","Menini Neto, L; Salimena, FRG; Nobre, PH","942","2010","09","25","Brasil","São Paulo","Santo Anastácio","Parque Estadual da Serra do Papagaio. Trilha para o Pico do Papagaio.","-51.6500015258789","-21.9699993133545",NA,NA,"Árvore 2,5m. alt.; folhas discolores; frutos imaturos verdes.; No campo, proximo ao curso d'água.",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,"2017","10",NA,NA,"31681","auto",NA,NA,NA,NA
"148","2019-11-01 15:05:57-03","UnB","UB","131444","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Mattos, J","Hoehne, W","SPF12327","1944","09","12","Brasil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Arbusto.",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,"1963",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"149","2019-10-03 10:04:16-03","UFSCar","SORO","7664","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","J.R.Mattos",NA,"1881","1945","10","05","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584","auto",NA,NA,NA,NA
"150","2019-10-03 10:04:16-03","UFSCar","SORO","7663","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","J.R.Mattos",NA,"1929","1945","09","05","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584","auto",NA,NA,NA,NA
"151","2019-10-03 10:04:16-03","UFSCar","SORO","4769","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"Mazine, F.F.; Capelo, F.A.; Lucas, E.; Silva, J.M.","972","2003","11","02","Brasil","Paraná","Tunas do Paraná","Estrada para serra da Bocaina","-49.0858001708984","-24.9743995666504",NA,NA,"Arbusto, 1m de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA
"152","2019-10-03 10:04:16-03","UFSCar","SORO","7662","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","J.R.Mattos",NA,"1468","1944","09","12","Brasil","São Paulo","São Paulo","Parque do Estado.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"153","2019-12-05 14:48:38-03","UFSCar","SORO","7841","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.)D.Legrand & Kausel","E.H.P. Barretto",NA,"3","2014","10","17","Brasil","Paraná","Rio Branco do Sul","Pedreira Saivá, próximo a corpo d'água. Mata de Araucária.","-49.3142013549805","-25.1900005340576",NA,NA,"Árvore, 4m alt., botões.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","10",NA,NA,"37352","auto",NA,NA,NA,NA
"154","2019-12-05 14:48:38-03","UFSCar","SORO","7789","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","E.H.P.Barretto","Barretto, E.H.P.; Granato, L.; Carvalho, G.S.","612","2015","12","08","Brasil","São Paulo","São Paulo","Sítio Nova Esperança, Estrada do Gramado. Capoeirinha.","-46.6300010681152","-23.5400009155273",NA,NA,"Árvore, 6m alt.; frutos verde-acastanhados. Mesmo exemplar de E.H.P.Barretto 587.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","12",NA,NA,"53584","auto",NA,NA,NA,NA
"155","2019-05-06 12:01:02-03","UFU","HUFU","2830","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Proença, C.","Barbosa, A.A.A.","444","1991","07","06","Brasil","São Paulo","Itirapina","Instituto Florestal","-47.8199996948242","-22.25",NA,NA,"Cerrado.","HUFU00017457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA
"156","2021-03-04 15:45:30-03","IF","SPSF","01712","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"D.Bento Pickel",NA,"1941","09","01","Brasil","SP","Santo Amaro",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"157","2021-03-04 15:45:30-03","IF","SPSF","47711","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L. Meireles","N.M.Ivanauskas & R.T.Polisel & M.C.Assis","6566","2013","11","27","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.266111","-22.526111",NA,NA,"COLETA: Árvore de 7m. Fruto jovem. Indivíduo 7119 do inventário fitossociológico; GEOGRAFIA: Floresta ombrófila mista;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul","1307","1307",NA,"2014","12","15","Magnoliopsida",NA,NA,NA,NA,NA,NA
"158","2021-03-04 15:45:30-03","IF","SPSF","50876","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","N.M. Ivanauskas","M.G.K.Cornia & N.M.Ivanauskas & M.C.Assis & L.N.Gonçalves & V.R. Reis","292","2014","01","14","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.266389","-22.525278",NA,NA,"COLETA: Árvore de 5m. Indivíduo 7738 da fitossociologia. Material infértil.; GEOGRAFIA: Floresta Ombrófila Mista;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul","1307","1307",NA,"2014","01","14","Magnoliopsida",NA,NA,NA,NA,NA,NA
"159","2021-03-04 15:45:30-03","IF","SPSF","51184","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","L. Meireles","A. Maruyama & L. Cicco","550","2016","09","07","Brasil","SP","Cunha",NA,"-45.013889","-23.229167",NA,NA,"COLETA: Árvore ca. 5,3 m alt. Flores maturas, com sépalas e bractéolas com indumentos de coloração ferrugínea.; GEOGRAFIA: Campo Antrópico;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul","1046","1046",NA,"2016","09","14","Magnoliopsida",NA,NA,NA,NA,NA,NA
"160","2021-03-04 15:45:30-03","IF","SPSF","52027","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","A.Maruyama","M.G.K. Cornia & N.M.Ivanauskas & R.Esteves","486","2015","09","12","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.453056","-22.6825",NA,NA,"COLETA: Árvore 5,5m de altura. Indivíduo 70 da fitissociologia. Material infértil.; GEOGRAFIA: Trilha do córrego Galharada.Parcela da fitossociologia, Floresta Ombrófila Mista, (WGS84, Zona 23K).;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul","1467","1467",NA,"2016","06","10","Magnoliopsida",NA,NA,NA,NA,NA,NA
"161","2021-03-04 15:45:30-03","IF","SPSF","52064","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","N.M.Ivanauskas","M.G.K.Cornia et al.",NA,"2015","02","25","Brasil","MG","Delfim Moreira","Fazenda de São Francisco dos Campos do Jordão","-45.302778","-22.592222",NA,NA,"COLETA: Árvore de 7,5m de altura. Indivíduo nº 9926 da Fitossociologia. Material infértil.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul","1623","1623",NA,"2015","11","20","Magnoliopsida",NA,NA,NA,NA,NA,NA
"162","2021-03-04 15:45:30-03","IF","SPSF","52623","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","A.Maruyama","A.Maruyama & L.Cicco","1007","2018","02","11","Brasil","SP","Cunha",NA,"-45.014444","-23.229722",NA,NA,"COLETA: Árvore com aprox. 5m de altura. Frutos maduros amarronzados.; GEOGRAFIA: Floresta Ombrófila Densa. Sítio Vivenda das Meninas, próximo à estrada do Paraibuna. Zona de amortecimento do PESM - Núcleo Cunha.;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul","1120","1120",NA,"2018","02","11","Magnoliopsida",NA,NA,NA,NA,NA,NA
"163","2021-03-04 15:45:30-03","IF","SPSF","09462","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) De Legrand & Kausel","L. Meireles","M.J.Robim","310","1985","10","01","Brasil","SP","Campos do Jordão","Parque Estadual-pinheiro chato","-45.5900001525879","-22.7299995422363",NA,NA,"COLETA: Árvore com cerca de 9m de altura; flores alvas (final de floração).; GEOGRAFIA: Região do Pinheiro- Chato;",NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,NA,"2013","10","10","Magnoliopsida","21048","auto",NA,NA,NA,NA
"164","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","planiramea","Eugenia planiramea","O.Berg",NA,"Pohl, JBE","1013",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad vicum Borda do Campo",NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,"P14P1N0004",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","poeppigiana","Eugenia poeppigiana","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in silvulis humidis prope Mugi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","poeppigiana","Eugenia poeppigiana","O.Berg",NA,"Sellow, F","s.n.",NA,NA,NA,"Uruguay",NA,NA,"in fruticetis reipublicae Montevideo",NA,NA,NA,NA,"Napaea; HABITAT: Napaea",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","rufescens","Eugenia rufescens","DC.",NA,"Martius, C","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in campis prope urbem S. Pauli et villam Mogi das Cruzes in prov.",NA,NA,NA,NA,"M(fr); Dryas; HABITAT: Dryas",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-02-08 12:44:04-03","UFRGS","ICN","094560","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M","Hoehne, W","1881","1945","10","05","Brasil","SP","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,"Arbusto.",NA,NA,"Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,"2017","08",NA,NA,"9448","auto",NA,NA,NA,NA
"169","2020-04-30 16:07:27-03","UFMT","CNMT","6211","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Vieira, F.C.S.","Vieira, F.C.S.","2107","2008","08","18","Brasil","Santa Catarina","Garuva","Serra Quiriri.","-48.857222","-26.288972","48°51'26W","26°17'20,30S","Com cerca de 2 mts de alturaHerbário Joinvillea","CNMT006211",NA,"Angiosperma",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76614","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M.","Hoehne, F.C.","s.n.","1945","12",NA,"Brasil","São Paulo","Belem SPR",NA,NA,NA,NA,NA,NA,"HAS0076614",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76617","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M.","Mattos, N.","s.n.","1960","08",NA,"Brasil","São Paulo","p/ Mogi das Cruzes",NA,NA,NA,NA,NA,"mata secundária; arbu. 3,5m","HAS0076617",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76618","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M.","Mattos, N.","6","1960","08",NA,"Brasil","São Paulo","2km de Mogi das Cruzes",NA,NA,NA,NA,NA,"mata sec. Densa; 7m; infl. Ruiva","HAS0076618",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76621","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M.","Hoehne, F.C.","2327","1944","09",NA,"Brasil","São Paulo","Parque São Paulo",NA,NA,NA,NA,NA,NA,"HAS0076621",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76613","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M.",NA,"s.n.","1945","09",NA,"Brasil","São Paulo","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,NA,"HAS0076613",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9448","auto",NA,NA,NA,NA
"175","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76606","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC) D.Legrand & Kausel","Molz, M.","Mattos, J.","14027",NA,NA,NA,"Brasil","São Paulo","Itararé","Campos de São Pedro, Fazenda Ventania (Horto Florestal).","-49.3400001525879","-24.1100006103516",NA,NA,"Num capão. Arbusto de 3m de altura.","HAS0076606",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"176","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76616","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M.","Mattos, N.","278","1960","10",NA,"Brasil","São Paulo","Mogi das Cruzes",NA,"-46.1883010864258","-23.5228004455566",NA,NA,"fr. Imaturos, 2,5m","HAS0076616",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"177","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76620","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M.","Mattos, N.","241",NA,NA,NA,"Brasil","São Paulo","Mogi das Cruzes","ca. do Leprosário","-46.1883010864258","-23.5228004455566",NA,NA,"4m","HAS0076620",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"178","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76607","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC) D.Legrand & Kausel","Molz, M.","Luederwaldt, H.","s.n.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,"HAS0076607",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"179","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76619","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC) D.Legrand & Kausel","Molz, M.","Mattos, J.","s.n.","1965","02",NA,"Brasil","São Paulo","São Paulo","nativa Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,"HAS0076619",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"180","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76615","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Molz, M.","Mattos, J.","8429",NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,"No bordo da mata nativa fr. pilosos e imaturos, 1,8m","HAS0076615",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"181","2019-11-21 10:11:55-03","IBt","SP","314059","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Kawasaki, ML","Custodio Filho, A; et al.","384/97","1997","07","29","Brasil","São Paulo","Salesópolis","Nascente do rio Tietê, vegetação secundária","-45.583333","-23.583333","-45.583333","-23.583333","Árvore 6m alt., flores claras","SP057697","SP057697",NA,NA,NA,NA,"1105","1105",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-21 10:11:55-03","IBt","SP","338776","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Kawasaki, ML","Pastore, JA; et al.","794","1997","07","29","Brasil","São Paulo","Salesópolis","Nascnte do rio Tietê, vegetação secundária","-45.583333","-23.583333","-45.583333","-23.583333","Arvoreta 3-4m alt., flores brancas",NA,NA,NA,NA,NA,NA,"1105","1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-21 10:11:55-03","IBt","SP","299153B","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Meireles, LD","Árbocz, GF","1539","1995","06","17","Brasil","Rio Grande do Sul","São Roque",NA,NA,NA,NA,NA,"Arbusto 8-10m alt., folhas discolores, frutos imaturos doentes.","SP057698","SP057698",NA,NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-21 10:11:55-03","IBt","SP","348639","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Sobral, M","Krieger, L; Câmara, UC","9248","1970","09","27","Brasil","Minas Gerais","Ibitipoca","Serra de Ibitipoca.",NA,NA,NA,NA,"Árvore pequena, beira da mata,","SP057686","SP057686",NA,NA,NA,NA,"1250","1250",NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-21 10:11:55-03","IBt","SP","348640","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel",NA,"Krieger, L","9237","1970","09","27","Brasil","Minas Gerais","Ibitipoca","Serra de Ibitipoca.",NA,NA,NA,NA,"Arbusto, flores brancas, na mata de encosta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-21 10:11:55-03","IBt","SP","332398","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Kawasaki, ML","Imaguire, N","419","1968","08","21","Brasil","Paraná","Bocaiúva do Sul","Estrada para Campina Grande do Sul.","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore 5m alt.","SP057694","SP057694",NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,"61623","auto",NA,NA,NA,NA
"187","2019-11-21 10:11:55-03","IBt","SP","348043","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel",NA,"Bernacci, LC; et al.","3008","2001","01","11","Brasil","São Paulo","Cotia","Caucaia do Alto","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23869","auto",NA,NA,NA,NA
"188","2019-11-21 10:11:55-03","IBt","SP","338267","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Kawasaki, ML","Simão Bianchini, R; et al.","1345","1999","10","07","Brasil","São Paulo","Cotia","Reserva Florestal de Morro Grande","-46.9099998474121","-23.6000003814697",NA,NA,NA,"SP057685","SP057685",NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,"23869","auto",NA,NA,NA,NA
"189","2019-11-21 10:11:55-03","IBt","SP","343185","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Kawasaki, ML","Catharino, ELM; et al.","2311","1998","09","01","Brasil","São Paulo","Cotia","Reserva Florestal de Morro Grande, Estrada de acesso ao reservatório Pedro Beicht","-46.9099998474121","-23.6000003814697",NA,NA,NA,"SP057684","SP057684",NA,NA,NA,NA,NA,NA,NA,"2000","07","05",NA,"23869","auto",NA,NA,NA,NA
"190","2019-11-21 10:11:55-03","IBt","SP","102677","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, LR","Mattos, J","14027","1966","10","20","Brasil","São Paulo","Itararé","Campos de São Pedro, Fazenda Ventania, Horto Florestal.","-49.3400001525879","-24.1100006103516",NA,NA,"Num capão. Arbusto 3m alt.","SP057695","SP057695",NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"27729","auto",NA,NA,NA,NA
"191","2019-11-21 10:11:55-03","IBt","SP","102666","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, JR","Mattos, J","14106","1966","10","21","Brasil","São Paulo","Itararé","Campos de São Pedro, na Serra de Bom Sucesso. Fazenda Ventania.","-49.3400001525879","-24.1100006103516",NA,NA,"Nos peraus da Serra de Bom Sucesso, numa capoeira. Arbusto 2m alt.","SP057693","SP057693",NA,NA,NA,NA,NA,NA,NA,"1988","03",NA,NA,"27729","auto",NA,NA,NA,NA
"192","2019-11-21 10:11:55-03","IBt","SP","101901","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, LR","Mattos, J; Mattos, N","14888","1966","12","10","Brasil","São Paulo","Itararé","Campos de São Pedro, Serra de Bom Sucesso, Fazenda Ventania.","-49.3400001525879","-24.1100006103516",NA,NA,"Num capão. Arbusto ca. 3m alt., frutos imaturos.","SP057692","SP057692",NA,NA,NA,NA,"1000","1000",NA,"1980",NA,NA,NA,"27729","auto",NA,NA,NA,NA
"193","2019-11-21 10:11:55-03","IBt","SP","7353","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, LR","Brade, AC","7407","1913","10","26","Brasil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,"SP057688","SP057688",NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"31119","auto",NA,NA,NA,NA
"194","2019-11-21 10:11:55-03","IBt","SP","26967","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, LR","Usteri, A","s.n.","1906","09","16","Brasil","São Paulo","São Paulo","Avenida Paulista.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP057690","SP057690",NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"195","2019-11-21 10:11:55-03","IBt","SP","339226","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Kawasaki, ML","Hashimoto, G","16788","1939","10","08","Brasil","São Paulo","São Paulo","Campos de Congonhas.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"196","2019-11-21 10:11:55-03","IBt","SP","26965","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, LR","Luederwaldt, H","s.n.","1913","11",NA,"Brasil","São Paulo","São Paulo","Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP057696","SP057696",NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"197","2019-11-21 10:11:55-03","IBt","SP","27011","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, LR","Luederwaldt, H","s.n.","1907","08",NA,"Brasil","São Paulo","São Paulo","Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,"Arbusto.","SP057689","SP057689",NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"198","2019-11-21 10:11:55-03","IBt","SP","339046","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Kawasaki, ML","Hashimoto, G","16957","1948","10","24","Brasil","São Paulo","São Paulo","Jabaquara.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584","auto",NA,NA,NA,NA
