"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","locality","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","605448","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vogel","V. E. Rudd","L. B. Smith","1957","01","14","Brazil","Santa Catarina","Lajes","-50.3258","-27.8161",NA,NA,"900","950","NY00605448","NY00605448_01","9972","South America","Estrada da Rodagem Federal km 64 south of Lajes.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500984' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1523190","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vogel","A. E. Burkart","J. B. E. Pohl",NA,NA,NA,"Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"NY01523190","NY01523190_01","1323","South America","Corattino. Engenho dos Bois","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792218' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1522891","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia coriifolia","(Vogel) Benth.","M. T. K. Arroyo","W. R. Anderson","1972","02","02","Brazil","Minas Gerais","Diamantina","-43.60083333","-18.24015",NA,NA,"1350","1350","NY01522891","NY01522891_01","35159","South America","Serra do Espinhaço, ca. 7 km W of Diamantina, km 299 on MG-259","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1787567' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","coriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1522896","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia coriifolia","(Vogel) Benth.","V. E. Rudd","W. R. Anderson","1973","03","16","Brazil","Goiás","Teresina de Goiás","-47.32","-13.87",NA,NA,"1500","1500","NY01522896","NY01522896_01","7158","South America","Chapada dos Veadeiros, 31 km by road S of Terezina, ca. 40 km N of Alto Paraíso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1787577' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","coriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 16:52:00-02","NY","NYBG","990661","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia coriifolia","(Vogel) Benth.","R. C. Barneby","A. P. Duarte","1967","02","22","Brazil","Minas Gerais","Barbaçena","-43.7733","-21.2258",NA,NA,NA,NA,"NY00990661","NY00990661_01","10393","South America","Barbaceña, BR-3","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094071' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","coriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","605451","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia latifolia","Vogel","R. C. Barneby","L. Scur","1999","12","01","Brazil","Rio Grande do Sul","Caxias do Sul","-50.973769","-29.068136",NA,NA,"780","780","NY00605451","NY00605451_01","208","South America","Apanhador-Vila Seca.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=44374' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","26747","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia unifoliolata","Rudd",NA,"H. S. Irwin","1968","02","18","Brazil","Minas Gerais",NA,"-43.4","-18.95",NA,NA,"1200","1200","NY00026747","NY00026747_01","20431","South America","Serra do Cipó, ca. km 112 (ca. 135 km N. of Belo Horizonte)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=183703' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","unifoliolata","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","605450","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vogel",NA,"S. Tsugaru","1987","12","14","Brazil","Santa Catarina","Lages","-50.3258","-27.8161",NA,NA,"930","930","NY00605450","NY00605450_01","B-2517","South America","Vicinity of Lajas, along the Rt.BR-116.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500992' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1522901","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia coriifolia","(Vogel) Benth.","V. E. Rudd","W. R. Anderson","1973","04","29","Brazil","Goiás","Caiapônia","-51.8167","-17.2167",NA,NA,"950","1200","NY01522901","NY01522901_01","9393","South America","Serra do Caiapó, ca. 30 km (straight line) S of Caiapônia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1787726' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","coriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02679307","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia coriifolia","(Vogel) Benth.",NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY02679307","NY02679307_01","1178","South America","Chapada","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946991' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","coriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1523082","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vogel","A. P. Fortuna Perez","G. Gardner",NA,NA,NA,"Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"NY01523082","NY01523082_01","3672","South America",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1791402' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1522894","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia coriifolia","(Vogel) Benth.","V. E. Rudd","W. R. Anderson","1973","03","08","Brazil","Goiás","Alto Paraíso de Goiás","-47.4118","-14.0122",NA,NA,"1600","1600","NY01522894","NY01522894_01","6627","South America","Chapada dos Veadeiros, ca. 16-17 km by road N of Alto Paraíso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1787573' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","coriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","33217","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vogel","Mendes, K.R.","Mendes, K.R.","2018","02","19","Brasil","Paraná","Guarapuava",NA,NA,"9999","9999",NA,NA,"BOTU033217",NA,"304",NA,"Nas margens da rua da Unicentro",NA,NA,NA,NA,NA,NA,NA,"2018","02","19",NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:19:54-03","UFRJ","RFA","9044","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vogel","G.G. Hatschbach","G.G. Hatschbach; C. Koczicki","1968","01","25","Brasil","Paraná","Campo do Tenente","-49.6828002929688","-25.978099822998",NA,NA,NA,NA,"RFA27865",NA,"18470",NA,"Ribeirão da Fazenda",NA,NA,"Xilopodífera, flor amarela, 70 cm de altura. Do campo limpo, considerada afrodisíaca.",NA,NA,NA,NA,NA,NA,NA,"17005","auto",NA,NA,NA,NA
"25","2020-06-29 11:30:39-03","UFRJ","RFA","13669","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vogel","A. Burkart","L.Th. Dombrowski; Y.S. Kuniyoshi 1979","1967","01","00","Brasil","Paraná","Mandirituba","-49.326099395752","-25.7789001464844",NA,NA,NA,NA,"RFA12330",NA,"2236",NA,"Fazenda Rio Grande",NA,NA,"Freqüente.",NA,NA,NA,NA,NA,NA,NA,"20385","auto",NA,NA,NA,NA
"26","2021-04-08 17:41:57-03","EAO","IAN","138910","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia coriifolia","Vogel","Rudd, VE","Irwin, HS; Harley, RM","1971","03","15","Brasil","Goiás",NA,NA,NA,NA,NA,"850","850","IAN138910",NA,"31830","Southern America","Serra Geral do Paraná. Gallery forest and adjacent cerrado, ca. 3km S. of São João da Aliança, near riacho.",NA,NA,"Erect subshrub to ca. 1,5m tall. Corolla yellow.","Dicotiledônea",NA,"coriifolia",NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:41:57-03","EAO","IAN","14437","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia","Vogel","Barreto, M","Magalhães, MG","1942","02","17","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"1000","1000","IAN014437","IAN014437 IAN014437_e","1368","Southern America","CAmpo, Serra do Curral, muito frequente.",NA,NA,"Arbusto 1,5m de altura. Flores amarelas.","Dicotiledônea",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"28","2019-10-09 11:16:55-03","UFBA","ALCB","16704","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vog.","Lewis, GP","Noblick, LR","1984","11","16","Brasil","Bahia","Morro do Chapéu","-41.15","-11.55","-41.15","-11.55",NA,NA,"ALCB032148","ALCB032148","3518","Southern America","Piemonte da Diamantina, Sudeste da cidade",NA,NA,"Arbusto de 1-2m de altura. Folhas aromaticas. Corola amarela.&nf;; Local pedregoso.","Dicotyledon",NA,NA,NA,"1986","01",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:16:55-03","UFBA","ALCB","16704","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vog.","Lewis, GP","Noblick, LR","1984","11","16","Brasil","Bahia","Morro do Chapéu","-41.166667","-11.5","-41.166667","-11.5",NA,NA,NA,NA,"s/n","Southern America","Piemonte da Diamantina, Sudeste da cidade",NA,NA,"Arbusto de 1-2m de altura. Folhas aromaticas. Corola amarela.&nf;; Local pedregoso.","Dicotyledon",NA,NA,NA,"1986","01",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:16:55-03","UFBA","ALCB","73636","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vog.","Guedes, ML","Roque, N; Alunos de Botânica III","2006","07","08","Brasil","Bahia","Mucugê","-41.341389","-12.992222","-41.341389","-12.992222","980","980","ALCB032147","ALCB032147","1457","Southern America","Chapada Diamantina, Trilha para as Andorinhas",NA,NA,"ca. de 4m de altura. Cálice verde, pétalas amarelas, face adaxial com tons vernáceos. Fruto imaturo verde.","Dicotyledon",NA,NA,NA,"2006","08",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:16:55-03","UFBA","ALCB","52744","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vog.","Guedes, ML","Bohatczuk, JG","2000","10","28","Brasil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"ALCB032146","ALCB032146","s/n","Southern America",NA,NA,NA,"folíolos membranáceos, discolores. Inflorescência amarelada.","Dicotyledon",NA,NA,NA,"2001","06",NA,"53832","auto",NA,NA,NA,NA
"32","2019-10-09 11:16:55-03","UFBA","ALCB","16704","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vog.","Lewis, GP","Noblick, LR","1984","11","16","Brasil","Bahia","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,"3518","Southern America","Piemonte da Diamantina",NA,NA,NA,"Dicotyledon",NA,NA,NA,"1986","01",NA,"98143","auto",NA,NA,NA,NA
"33","2020-02-08 09:14:18-03","NBC","NL-BOTANY","L.2021404","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia","Vogel",NA,"Pedersen TM","1977","11","05","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2021404","NL-L2021404",NA,"Southern America","Itacuará, Dept. San Javier, Prov. Misiones.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2021404 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 09:14:18-03","NBC","NL-BOTANY","L.2021405","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia","Vogel",NA,"Sparre B; Vervoorst F","1950","11","21","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2021405","NL-L2021405",NA,"Southern America","Paraguay: Dep Paraguari. Col. Pirareta: Canuiro in Valerazeula.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2021405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 09:14:18-03","NBC","NL-BOTANY","U.1308219","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia","Vogel",NA,"Lindeman JC; Irgang BE; Valls JFM","1971","11","02","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1308219","NL-U1308219",NA,"Southern America","Campo, 20 km SE de Santa Rosa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308219 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 09:14:18-03","NBC","NL-BOTANY","U.1308233","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia","Vogel",NA,"Rodriguez","1912","07","03","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1308233","NL-U1308233",NA,"Southern America","Misioines, Santa Ana.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308233 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 09:14:18-03","NBC","NL-BOTANY","U.1308234","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia","Vogel",NA,"Bertoni MB","1945","01","20","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1308234","NL-U1308234",NA,"Southern America","Campo Grande, R14-km184.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308234 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 09:14:18-03","NBC","NL-BOTANY","WAG.1039583","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia","Vogel",NA,"Pedersen TM","1977","11","05","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1039583","NL-WAG1039583",NA,"Southern America","Itacuará, Dept. San Javier, Prov. Misiones.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1039583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 09:14:18-03","NBC","NL-BOTANY","WAG.1039584","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia coriifolia",NA,NA,"Hatschbach GG","1973","05","17","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1039584","NL-WAG1039584",NA,"Southern America","S. Jose da Serra (Mun. Cuiaba) Mato Grosso.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1039584 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales","coriifolia",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 09:14:18-03","NBC","NL-BOTANY","WAG.1039585","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia coriifolia",NA,NA,"Irwin HS; Harley RM; Smith GL","1971","03","15","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1039585","NL-WAG1039585",NA,"Southern America","Plants of the Planalto do Brasil. Estado de Goias. Serra Geral do Parana.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1039585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales","coriifolia",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 09:14:18-03","NBC","NL-BOTANY","U.1308220","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia latifolia",NA,NA,"Harley RM; et al.","1980","05","27","Brazil",NA,NA,"-41.433333","-12.466667","-41.433333","-12.466667",NA,NA,"NL-U1308220","NL-U1308220",NA,"Southern America","Estado do Bahia, Serras dos Lancois, about 7-10 km along the main Seabra-Itaberaba road, W of the Lencois turning, by the Rio Mucugezinho.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308220 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales","latifolia",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 09:14:18-03","NBC","NL-BOTANY","U.1308221","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia latifolia",NA,NA,"Harley RM; et al.","1980","05","31","Brazil",NA,NA,"-41.033333","-11.633333","-41.033333","-11.633333",NA,NA,"NL-U1308221","NL-U1308221",NA,"Southern America","Morro do Chapeu, Rio do Ferro Doido, 19.5 km SE of Morro do Chapeu on the BA 052 highway to Mundo Novo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1308221 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales","latifolia",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 09:14:18-03","NBC","NL-BOTANY","WAG.1039586","PreservedSpecimen","Plantae","Leguminosae-Pap.","Poiretia","latifolia","Poiretia latifolia latifolia",NA,NA,"Hatschbach GG","1974","02","08","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1039586","NL-WAG1039586",NA,"Southern America","Capao Redondo (mun. Camapua) Mato Grosso.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1039586 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Fabales","latifolia",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"44","2020-11-04 11:10:19-03","ESALQ","ESA","100733","PreservedSpecimen","Plantae","Fabaceae","Poiretia","latifolia","Poiretia latifolia","Vogel","Mendes, K.R.","Miotto, S.T.S.","1997","11","23","Brasil","Santa Catarina","Lajes","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"ESA100733","ESA100733","1540.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"2017","07","08","70701","auto",NA,NA,NA,NA
