"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem"
"11","2020-04-22 16:19:02-03","UFPB","JPB","60685","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium","Prance",NA,"Thomas, WW; Barbosa, MR; Piotto, D; Jardim, JG","16426","2014","10","27","Southern America","Brasil","Bahia","Uruçuca","Trail from headquarters of the Conduru State Park, ca. 10 km W of Serra Grande on road to Uruçuca.","-39.1344","-14.4953","158","158",NA,"; HABITAT: Disturbed and mature tropical moist forest.; DESC: Small tree, 4m; buds pale olive.",NA,NA,NA,NA,"-39.1344","-14.4953",NA,NA,NA,NA
"12","2019-08-15 09:03:31-03","UESC","UESC","20199","S","Plantae","Angiospermae","Florideophycidae","Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium","Bail.",NA,"Magalhães, J.C.,","8","2014","09","12",NA,"Brasil","Bahia","Jussari",NA,"-39.4953002929688","-15.1913995742798",NA,NA,NA,"Mata Higrífila; Árvores, cerca de 12m de altura.","UESC0020199",NA,NA,NA,NA,NA,"Dicotyledoneae","21386","auto",NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","2916551","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium","Prance","W.W. Thomas","W. Wayt Thomas","Thomas 8368","1991","7","1","South America","Brazil","Bahia",NA,"Mun. Urucuca, 7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","-39.01666","-14.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-04 11:05:06-03","UFRB","HURB","14618","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium","Prance",NA,"Victor Jr., V.","203","2013","01","18",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000014618",NA,NA,NA,NA,NA,NA,"33549","auto",NA
"15","2021-03-04 11:05:06-03","UFRB","HURB","14619","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium","Prance",NA,"Victor Jr., V.","967","2013","01","11",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000014619",NA,NA,NA,NA,NA,NA,"33549","auto",NA
"16","2021-03-04 11:05:06-03","UFRB","HURB","14620","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium","Prance",NA,"Victor Jr., V.","661","2013","01","11",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000014620",NA,NA,NA,NA,NA,NA,"33549","auto",NA
"17","2021-03-04 11:17:23-03","UEFS","HUEFS","13977","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium","Prance",NA,"Thomas, W.W.","8358","1991","06","01",NA,"Brasil","Bahia","Uruçuca",NA,"-39.016667","-14.416667",NA,NA,NA,NA,"HUEFS0013977","HUEFS0013977",NA,NA,"39W1'","14S25'","Rosanae",NA,NA,NA
"18","2020-07-23 12:04:50-03","CEPLAC","CEPEC","53535","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium",NA,"Sem Informação","W. W. Thomas","8158","1991","07","10",NA,"Brasil","Bahia","URUÇUCA","7,3Km ao N de Serra Grande Rod. P/ Itacaré, Faz. Lagoa.","-39.016667","-14.25",NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S15'",NA,NA,NA,NA
"19","2020-07-23 12:03:01-03","CEPLAC","CEPEC","122648","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium",NA,"Sem Informação","Martini, A.",NA,NA,NA,NA,NA,"Brasil","Bahia","URUÇUCA","Estrada de Serra Grande para Uruçuca. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Torre do Celular.","-39.115","-14.499722","380","380",NA,"Individuo G 9.",NA,NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA,NA
"20","2020-07-23 12:04:50-03","CEPLAC","CEPEC","51952","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium",NA,"G. T. Prance","A. M. de Carvalho","3473","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. 7,3Km na estrada Serra Grande/Itacaré. Faz. Lagoa.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"Paratipo",NA,"39W1'","14S25'",NA,NA,NA,"30/12/1992"
"21","2020-07-23 12:04:50-03","CEPLAC","CEPEC","52174","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium",NA,"G. T. Prance","A. M. de Carvalho","3578","1991","09","11",NA,"Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. 7,3Km na estrada Serra Grande/Itacaré. Faz. Lagoa.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"Holótipo",NA,"39W1'","14S25'",NA,NA,NA,"30/12/1992"
"22","2020-07-23 12:04:50-03","CEPLAC","CEPEC","54216","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium",NA,"Sem Informação","W. W. Thomas","8033","2001","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande, Rod. P/ Itacaré. Faz. Lagoa.","-39.016667","-14.416667",NA,NA,NA,"<ll>dwc_commonname:</ll> Borboleta",NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA
"23","2020-07-23 12:04:50-03","CEPLAC","CEPEC","55478","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium",NA,"G. T. Prance","A. M. de Carvalho","592","1992","07","27",NA,"Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. 7,3Km na estrada Serra Grande/Itacaré. Faz. Lagoa.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"Paratipo",NA,"39W1'","14S25'",NA,NA,NA,"30/12/1992"
"24","2020-07-23 12:04:50-03","CEPLAC","CEPEC","59811","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium",NA,"G. T. Prance","W. W. Thomas","10164","1993","10","26",NA,"Brasil","Bahia","URUÇUCA","7.3Km N de Serra Grande, na Rod. Para Itacaré.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,"Paratipo",NA,"39W1'","14S25'",NA,NA,NA,NA
"25","2020-07-23 12:04:50-03","CEPLAC","CEPEC","83672","PreservedSpecimen","Plantae",NA,NA,"Dichapetalaceae","Stephanopodium","magnifolium","Stephanopodium magnifolium",NA,"P. Fiaschi","A. M. Amorim","3129","1999","09","29",NA,"Brasil","Bahia","URUÇUCA","Serra Grande. Parque estadual da Serra do Condurú. Faz. Oregon.","-39.107222","-14.505278",NA,NA,NA,NA,NA,NA,NA,NA,"39W6'26","14S30'19",NA,NA,NA,"30/12/2002"
