"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","minimumElevationInMeters","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","419466","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","R. M. Harley","18277","1977","01","26","South America","Brazil","Bahia",NA,"6km E of Una along the old road to Pedras, by the sea","-39.02","-15.28","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419466","NY00419466_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","419463","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","A. M. V. de Carvalho","618","1981","04","19","South America","Brazil","Bahia","Ilhéus","Rodovia Ilheus/Canavieiras, km 33","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419463","NY00419463_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","419470","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","L. A. Mattos Silva","341","1979","04","04","South America","Brazil","Bahia","Porto Seguro","Bifurcaçao a direita, no km 17 de estrada que liga os Povoados de Vera Cruz (ex 41) e Vale Verde","-39.0644","-16.4497","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419470","NY00419470_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","642445","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","W. W. Thomas","12108","2000","03","22","South America","Brazil","Bahia","Itacaré","14 km. S of Itacaré on road to Ilhéus then S 6.5 km. from Alto Esperança to Campo Cheiroso.","-39.035","-14.385","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642445","NY00642445_01",NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","419468","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","R. M. Harley","18419","1977","01","30","South America","Brazil","Bahia",NA,"65km NE of Itabuna, at the mouth of the Rio de Contas on the N bank opposite Itacaré","-39","-14.27","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419468","NY00419468_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","413881","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","R. P. Belém","3105","1967","01","13","South America","Brazil","Bahia","Maraú",NA,"-39.0144","-14.1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413881","NY00413881_01",NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","419464","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","G. P. Lewis","2017","1991","05","05","South America","Brazil","Bahia","Salvador","Dunas de Itapua, arredores da Lagoa de Abaeté","-38.37","-12.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419464","NY00419464_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","419461","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","T. S. dos Santos","2761","1974","08","19","South America","Brazil","Bahia","Ilhéus","Cepec plantaçao de cacau Quadra [illegible]","-39.2273659","-14.771874","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419461","NY00419461_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","419478","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","W. W. Thomas","10123","1993","10","22","South America","Brazil","Bahia","Prado","Reserva Florestal da Brasil de Holanda Industrias S.A.; the entrance at Km 18 east of Itamaraju on road to Prado, 8 km from entrance","-39.33","-17.18","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419478","NY00419478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","419473","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","R. P. Belém","3166","1967","01","18","South America","Brazil","Bahia","Maraú",NA,"-39.0144","-14.1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419473","NY00419473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","419476","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","A. M. Amorim","969","1992","12","16","South America","Brazil","Bahia","Itacaré","Estrada Itacaré a Taboquinhas. Ca. 12km de Itacaré","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419476","NY00419476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","469308","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","A. M. Amorim","365","1991","11","06","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. Estrada Serra Grande-Ilheus, a 3km do Distrito","-39.2842","-14.5933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469308","NY00469308_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","778635","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","J. G. Jardim","2956","2000","04","20","South America","Brazil","Bahia","Uruçuca","Parque Estadual Serra do Condurú, face N. Entrada a 7.6 km de Serra Grande, rod. Ilhéus/Itacaré. Viscina para o talhão 6 do Plano de Manejo Sustentado. Margem do rio Tijuípe ca. 7 km da entrada.","-39.08416667","-14.4291667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778635","NY00778635_01",NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","419477","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D.Penn.","W. W. Thomas","9471","1992","11","15","South America","Brazil","Bahia","Itacaré","Campo Cheiroso, 14 km north of Serra Grande off the road to Itacaré","-39.07","-14.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419477","NY00419477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:40:00-03","EAO","IAN","118474","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Belém, RP","245",NA,NA,NA,"Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,NA,"IAN118474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-08-11 00:16:03-03","UFBA","ALCB","020898","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Souza, Padre JP de","s/n","1987","10","21","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,"3,0 m. Folhas semicoriáceas, discolores. Inflorescência em espigas, flores com bractéolas verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:16:16-03","UFBA","ALCB","025722","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; et al.","s/n","1993","11","30","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,"ca. 2,5m de altura. Folhas coriáceas, discolores. Inflorescência com botões de cor verde. Flores alvas. Frutos tomentosos de cor castanha.",NA,NA,NA,"Guedes, ML","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:16:16-03","UFBA","ALCB","027983","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML","s/n","1995","05","07","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,"Folhas de folíolos coriáceos, discolores. Flores com cálice viloso, amarrozado. Frutos marrom, viloso.",NA,NA,NA,"Guedes, ML","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:16:16-03","UFBA","ALCB","043866","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Cabral, L; Lima, SS dos","6756","1999","10","19","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, de ca. 5 m. de altura. Folíolos cori ceos, discolores. Frutos imaturos","-39.016667","-16.266667",NA,"de 2 m. de altura. Folhas cartáceas, discolores, com face abaxial com tomentos ferrugíneos.; borta da mata.",NA,NA,NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:16:16-03","UFBA","ALCB","04612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Costa, AL","s/n","1967","10",NA,"Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapuã. Lagoa do Abaeté","-38.5","-12.966667",NA,NA,NA,NA,NA,"Lewis, GP","-38.5","-12.966667","1982","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:16:16-03","UFBA","ALCB","101562","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Gomes, FS","18747","2011","07","27","Southern America","Brasil","Bahia","Salvador","Ipitanga II.","-38.5","-12.966667",NA,"de ca 4 m de altura. Folhas com folíolos coriáceos, discolores. Frutos com indumento ferrugíneo.","ALCB023231","ALCB023231",NA,"Guedes, ML","-38.5","-12.966667","2011","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:16:16-03","UFBA","ALCB","116742","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Kelmo, F; Alunos de Ecologia","22045a","2014","04","15","Southern America","Brasil","Bahia","Maraú","Litoral Sul, Ponto 21.","-38.948611","-13.972778",NA,"Folhas com folíolos coriáceos, discolores. Inflorescência com brácteas e cálice ferrugíneo, corola e estames alvos.","ALCB023343","ALCB023343",NA,"Guedes, ML","-38.948611","-13.972778","2014","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-11 00:16:03-03","UFBA","ALCB","15829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Souza, Padre JP de; Rocha, Z","s/n","1985","06","17","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunsa de Itapuã, próximo à Lagoa do Abaeté","-38.5","-12.966667",NA,"Folhas membranáceas, discolor. Flores vistosas com cálice piloso, esverdeado. Corola e estames brancos-amarelado. Frutos pilosos, marrons.","ALCB023340","ALCB023340",NA,"Guedes, ML","-38.5","-12.966667","2013","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-11 00:16:03-03","UFBA","ALCB","15898","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Souza, Padre JP de","s/n","1975","02","16","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã, ao lado de Abaeté","-38.5","-12.966667",NA,NA,"ALCB023341","ALCB023341 ALCB023341_1",NA,"Noblick, LR","-38.5","-12.966667","1980","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-08-11 00:16:03-03","UFBA","ALCB","19172","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Souza, Padre JP de; Silva, C","s/n","1985","03","15","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Lagoa do Abaeté. Corôa das dunas","-38.5","-12.966667",NA,NA,"ALCB023344","ALCB023344",NA,"Guedes, ML","-38.5","-12.966667","2013","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-08-11 00:16:03-03","UFBA","ALCB","20118","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Souza, Padre JP de","s/n","1975","12","23","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã","-38.5","-12.966667",NA,NA,"ALCB023354","ALCB023354",NA,"Guedes, ML","-38.5","-12.966667","2013","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-08-11 00:16:03-03","UFBA","ALCB","20898","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Souza, Padre JP de","s/n","1987","10","21",NA,"s/localidade",NA,NA,NA,NA,NA,NA,"ca. 3m de altura. Folhs seicoriáceas, discolores. Flores em espiga (especiformes). Bracteolas verdes.","ALCB023347","ALCB023347",NA,"Guedes, ML",NA,NA,"2013","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:16:16-03","UFBA","ALCB","20929","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML","s/n","1980","07","11","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,"Terrestre. Folhas semicoriáceas, discolores. Flores brancas.","ALCB023352","ALCB023352",NA,"Guedes, ML","-38.5","-12.966667","2013","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:16:16-03","UFBA","ALCB","61207","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Xavier, AB; Anjos, BA dos","10008","2003","02","10","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, RPPN Veracel","-39.016667","-16.266667",NA,"de 4 m., ramos com pêlos ferrugíneos. Folíolos coriáceos, discolores, com tomentos na face abaxial. Frutos com tomentos ferrugínosos.","ALCB023345","ALCB023345",NA,"Guedes, ML","-39.016667","-16.266667","2013","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:16:16-03","UFBA","ALCB","72945","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Oliveira, ALPC de; Guedes, ML; Franco, JP; Casais, VO","s/n","2005","10","22","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,"de ca 2m. Folhas com folíolos coriáceos, discolores. Inflorescência brácteas esverdeadas, flores em botões.","ALCB023339","ALCB023339 ALCB023339_1",NA,"Guedes, ML","-38.5","-12.966667","2013","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-25 16:50:44-03","UFBA","ALCB","98432","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML; Silva, LB da; Oliveira, MAJ de; Silva, MS; Melo, IV de","17939","2011","02","08","Southern America","Brasil","Bahia","Elísio Medrado","Recôncavo Sul, Serra da Jibóia","-39.466667","-12.85",NA,"Folhas compostas com folíolos coriáceos, discolores. Frutos com pêlos ferrugíneos.","ALCB023232","ALCB023232",NA,"Guedes, ML","-39.466667","-12.85","2011","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:16:16-03","UFBA","ALCB","16641","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Noblick, LR; Britto, IC","4428","1985","12","11","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã, Lagoa do Abaeté","-38.35",NA,NA,"3,0 m. Flores com corola coriácea, cálice verde claro, pétalas esverdeadas, com muitos estames brancos. Ocasional.","ALCB023361","ALCB023361",NA,"Guedes, ML","-38.35",NA,"2013","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:16:16-03","UFBA","ALCB","66971","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Guedes, ML","11170","2004",NA,NA,"Southern America","Brasil","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799",NA,"ca. 4 m alt. Folhas com folíolos coriáceos, discolores. Inflorescência terminal, flores com cálice e corola tomentosos.","ALCB024502","ALCB024502 ALCB024502_1",NA,"Guedes, ML",NA,NA,"2013","08",NA,"71281","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:16:16-03","UFBA","ALCB","15122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","pleiogyna","Inga pleiogyna","T.D. Penn.","Gusmão, EF de; Pinto, GCP; Arouck Ferreira, JDC","531","1982","04","10","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Ilha de Tinharé, Morro de São Paulo","-39.0438995361328","-13.4869003295898",NA,"10,0 m. Flores brancas. Frutos marrons, aveludados.","ALCB023233","ALCB023233",NA,"Garcia, FCP",NA,NA,"1999","02",NA,"24756","auto",NA,NA,NA,NA,NA,NA,NA
