"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1019406","PreservedSpecimen","Plantae","Magnoliophyta","Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.",NA,"H. C. de Lima","4593","1993","01","12","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Estrada para Juturnaiba, entre o portao e a trilha Morro do Calcario.","-42.3917","-22.6508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019406","NY01019406_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","440937","PreservedSpecimen","Plantae","Magnoliophyta","Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.",NA,"J. G. Jardim","530","1994","07","28","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-Leao (IBAMA). Entrada no km 46 da Rod BA-001 Ilhéus/Una","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=567715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440937","NY00440937_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1552080","PreservedSpecimen","Plantae","Magnoliophyta","Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","J. A. Lombardi","A. M. Amorim","7092","2008","02","14","South America","Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas. Trilha do Pescador, a margem da represa.","-40.4767","-20.2728","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552080","NY01552080_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02098544","PreservedSpecimen","Plantae","Magnoliophyta","Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","J. A. Lombardi","A. M. Amorim","4750","2005","02","02","South America","Brazil","Bahia",NA,"Camacã. Fazenda Serra Bonita, RPPN Serra Bonita, 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474220' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098544","NY02098544_01","835","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","440936","PreservedSpecimen","Plantae","Magnoliophyta","Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","J. A. Lombardi","R. Reitz","911","1953","08","10","South America","Brazil","Santa Catarina","Araquari","Barra do Sul, Araquarí","-48.7219","-26.3703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=567708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440936","NY00440936_01","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","440939","PreservedSpecimen","Plantae","Magnoliophyta","Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","J. A. Lombardi","E. Pereira","8186","1964","01","12","South America","Brazil","São Paulo",NA,"Entre Iguape e Pariqueraçú",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=567714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440939","NY00440939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02098549","PreservedSpecimen","Plantae","Magnoliophyta","Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","J. A. Lombardi","J. L. Paixão","421","2005","06","05","South America","Brazil","Bahia",NA,"Camacã. RPPN Serra Bonita. 9.7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.5653","-15.3917","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474974' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098549","NY02098549_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:25:45-03","UFBA","ALCB","026452","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, JA","Carvalho, AM de","4428","1994","03","16","Southern America","Brasil","Bahia","Una","Litoral Sul, Ca. 46 km na Rodovia BA 001, Ilhéus/Una.","-39.0752983093262","-15.2932996749878",NA,"Planta volúvel crescendo sobre árvore. Folhas discolores com face superior lúcida e face inferior mais clara. Frutos negros, arroxeados.","ALCB021768","ALCB021768",NA,NA,"1994","07","36070","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:36:53-03","NBC","NL-BOTANY","L.2333730","PreservedSpecimen","Plantae",NA,"Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi JA","Reitz R; Klein RM",NA,"1953","08","10","Southern America","Brazil",NA,NA,"Brazil, Barra do Sul, Araquarí.",NA,NA,NA,"Mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2333730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2333730","NL-L2333730",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0745255",NA,NA,NA,NA,NA
"20","2020-02-08 10:36:53-03","NBC","NL-BOTANY","L.2333731","PreservedSpecimen","Plantae",NA,"Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi JA","Hatschbach GG",NA,"1961","01","31","Southern America","Brazil","Paraná",NA,"Brasil, Parana, Mun. Paranagua, Rio Guaragauçu",NA,NA,NA,"Mata, zona litoranea, terreno semi alagadiço.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2333731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2333731","NL-L2333731",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0745254",NA,NA,NA,NA,NA
"21","2020-02-08 10:36:53-03","NBC","NL-BOTANY","L.2333732","PreservedSpecimen","Plantae",NA,"Vitales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi JA","Hatschbach GG",NA,"1967","07","25","Southern America","Brazil","Paraná",NA,"Brasil, Parana, Mun. Paranagua, Sítio do Maio",NA,NA,NA,"Mata pluvial.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2333732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2333732","NL-L2333732",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0745253",NA,NA,NA,NA,NA
"22","2020-11-04 11:20:46-03","ESALQ","ESA","104163","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vitaceae","Cissus","stipulata","Cissus stipulata",NA,"Lombardi, J.A.","Pinho-Ferreira, M.A.M.","504.0","2006","04","04",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104163","ESA104163",NA,NA,"2013",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:20:46-03","ESALQ","ESA","4796","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, J.A.","Catharino, E.L.M.","659.0","1986","01","24",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA004796","ESA004796",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:20:46-03","ESALQ","ESA","29195","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, J.A.","Ivanauskas, N.M.","753.0","1996","03","29",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029195","ESA029195",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:33:58-03","MN","R","8158","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, J.A.","Glaziou, A.F.M.","10444","1878","12","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008158","R000008158_001 R000008158_002",NA,NA,"1994","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-07-02 14:04:31-03","JBP","HPL","6950","S","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vel.","J.A. Lombardi","R. Tsuji, H. lorenzi, et al.","1527","2007","01","25",NA,"Brasil","ES","Soretama","Coletado na Reserva da Vale do Rio Doce, em vegetação ombrófila.","-40.0978","-19.1969",NA,NA,NA,NA,NA,NA,"2012","02","33715","auto",NA,NA,"09",NA,NA,NA,NA
"27","2019-08-27 13:32:05-03","IAP","PACA-AGP","81566","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","sem det.","M. Leitman","215","1986","09","16",NA,"Brasil","RJ","Santa Maria Madalena","Pedra da Agulha","-42.0080986022949","-21.9552993774414",NA,"cipó, heliofilo, com látex, folhas concolores, fruto verde com máculas verde claro e pontos castanhos","PACA081566",NA,NA,NA,NA,NA,"30526","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"28","2021-03-24 17:10:06-03","UFES","SAMES","5638","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi,J.A.","Giaretta,A.O.; Menezes,L.F.T.;Martins,R.F.A.;Araújo-Filho,P.B.","257","2007","10","06",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga sobre feixes de cordões arenosos. Mata não inundável. Vegetação localizada à direita da estrada principal da vila de Itaúnas, área pertencente ao Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,"Com frutos negros com exsudado incolor. Habito: Liana","SAMES05638",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-24 17:10:06-03","UFES","SAMES","5637","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi,J.A.","Lopes,L.C.M.; Lobão,A.Q.","82","2009","12","07",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Parque Estadual de Itaúnas. Mata de restinga sobre feixe de cordão arenoso. Atrás da fazenda Jequitaia.","-39.7322006225586","-18.5932998657227",NA,"Com frutos verdes. Habito: Trepadeira","SAMES05637",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,"-397191667.0","-184205556.0",NA,NA
"30","2021-03-24 17:10:06-03","UFES","SAMES","5639","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi,J.A.","Ribeiro,M.; Andrade,T.R.C.;Marcarini,L.","761","2012","01","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta sobre tabuleiro, Km4.","-39.7322006225586","-18.5932998657227",NA,"Suculenta, frutos verdes roxos quando maduro. Habito: Liana","SAMES05639",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,"-398050000.0","-182625000.0",NA,NA
"31","2021-03-24 17:10:06-03","UFES","SAMES","5640","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi,J.A.","Martins,R.F.A.; Giaretta,A.O.","21","2007","07","27",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica.","-39.8588981628418","-18.716100692749",NA,"Com caule suculento, frutos jovens verdes que quando maduros adquirem cor roxa quase preto. Habito: Planta terrestre.","SAMES05640",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-24 17:10:06-03","UFES","SAMES","5636","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi,J.A.","Giaretta,A.O.; Monteiro,M.M.;Ribeiro,M.","637","2009","09","27",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227",NA,"Pl. suculenta com frutos negros.","SAMES05636",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-24 17:10:06-03","UFES","SAMES","5635","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi,J.A.","Monteiro,M.M.; Giaretta,A.O.;Lopes,L.C.M.","195","2010","02","06",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Mata seca de restinga à direita da estrada principal, entrando no Bairro Liberdade. Acessível pela estrada de terra adjacente a uma fábrica de tijolos, após o Hospital Américo Silvares no sentido São Mateus-Guriri.","-39.8588981628418","-18.716100692749",NA,"Com botões verdes. Habito: Liana","SAMES05635",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:42:52-03","UNICAMP","UEC","107959","S","Plantae","Magnoliopsida",NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Equipe da disciplina Tx. de c","Sztutman, M; Brito, MCC; Cezare, CHG; Santos, JD; Santos, MJC; Felipim, AP","270","1999","01","12",NA,"Brazil","São Paulo","Sete Barras","Parque estadual Intervales, Núcleo Saibadella. Trilha da encosta, atrás da casa de pesquisa.","-48.214167","-13.516667",NA,"Liana coletada numa clareira.; Floresta Ombrófila Densa. No trecho de Floresta Densa baixo montana (sobre relevo declivoso).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.214167","-13.516667",NA,NA
"35","2021-03-01 16:42:52-03","UNICAMP","UEC","58252","S","Plantae","Magnoliopsida",NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, JA","Grupo B.","058252","1989","11","28",NA,"Brazil","São Paulo","Santos","Distrito de Bertioga, Estrada Rio Santos.","-46.3300018310547","-23.9599990844727",NA,"Liana, Flores cremes.",NA,NA,NA,NA,"1996","05","26836","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:07:05-03","FURB","FURB","19263","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Gasper, AL de","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","90","2009","09","16",NA,"Brasil","Santa Catarina","Porto Belo",NA,"-48.6019444","-27.1494444",NA,"Florística IFFSC e8002a (Liana). Infectado por Mycosyrinx cissi (Poir.) Beck [Basidiomycota,Ustilaginomycetes, Ustilaginales, Mycosyringaceae] - vassoura-de-bruxa bastante comum em Cissus verticillata e C. erosa, mas ocorre também em o","FURB45549","FURB45549","3","3","2010","07",NA,NA,NA,NA,"26","-48.6019444","-27.1494444",NA,NA
"37","2020-10-14 10:07:05-03","FURB","FURB","27750","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, JA","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1591","2010","03","12",NA,"Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667",NA,"Florística IFFSC e8005a (Liana) Infectado por Mycosyrinx cissi (Poir.) Beck [Basidiomycota,Ustilaginomycetes, Ustilaginales, Mycosyringaceae] - vassoura-de-bruxa bastante comum em Cissus verticillata e C. erosa, mas ocorre também em ou","FURB03743","FURB03743","211","211","2010","08",NA,NA,NA,NA,"23","-48.4300000","-27.4791667",NA,NA
"38","2020-10-14 10:07:05-03","FURB","FURB","27758","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","2067","2010","02","19",NA,"Brasil","Santa Catarina","Angelina","Arroio Fagundes.","-48.96","-27.4497222",NA,"Florística IFFSC 387 (Liana) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração; interior do fragmento Habito: liana; Fruto verde; flor roxo","FURB45546","FURB45546","434","434","2010","08",NA,NA,NA,NA,"23","-48.9600000","-27.4497222",NA,NA
"39","2020-10-14 10:07:05-03","FURB","FURB","27762","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Gasper, AL de","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2720","2010","05","05",NA,"Brasil","Santa Catarina","Balneário Camboriú","Entorno do Parque Interpraias.","-48.6","-27",NA,"Florística IFFSC 642 (Liana) Infectado por Mycosyrinx cissi (Poir.) Beck [Basidiomycota,Ustilaginomycetes, Ustilaginales, Mycosyringaceae] - vassoura-de-bruxa bastante comum em Cissus verticillata e C. erosa, mas ocorre também em outra","FURB45547","FURB45547","140","140","2010","08",NA,NA,NA,NA,"23","-48.6000000","-27.0000000",NA,NA
"40","2020-10-14 10:07:05-03","FURB","FURB","30237","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Gasper, AL de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1224","2010","02","01",NA,"Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889",NA,"Florística IFFSC e226a (Liana) - Infectado por Mycosyrinx cissi (Poir.) Beck [Basidiomycota,Ustilaginomycetes, Ustilaginales, Mycosyringaceae] - vassoura-de-bruxa bastante comum em Cissus verticillata e C. erosa, mas ocorre também em o","FURB45548","FURB45548","180","180","2010","10",NA,NA,NA,NA,"13","-48.7619444","-27.8788889",NA,NA
"41","2020-04-27 16:11:52-03","UFES","VIES","47127","S","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Sossai, B.G.","Dutra, S.C.; Nichio-Amaral, R.; Scheidegger, A.F.A.; Nepomuceno, A.; Alves-Araújo, A.; Sossai, B.G.","25","2019","10","29",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha da Sede Abandonada. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES047127","VIES047127",NA,NA,"2020","03","41644","auto",NA,NA,"09",NA,NA,NA,NA
"42","2020-04-27 16:11:52-03","UFES","VIES","17870","S","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, J.A.","Pereira, O.J.; Espindula, E.","6916","2001","03","15",NA,"Brasil","Espírito Santo","Domingos Martins","Rio Jucu.","-40.6591987609863","-20.3633003234863",NA,NA,"VIES017870","VIES017870",NA,NA,"2013","05","48150","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-04-27 16:11:52-03","UFES","VIES","2048","S","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, J.A.","Pereira, O.J.; Milaneze, M.A.; Lorenzoni, D.; Auxiliadora, M. & Vargas, L.","1195","1987","10","21",NA,"Brasil","Espírito Santo","Vila Velha","Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES002048","VIES002048",NA,NA,"2013","05","27156","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:11:52-03","UFES","VIES","9670","S","Plantae",NA,NA,"Vitaceae","Cissus","stipulata","Cissus stipulata","Vell.","Lombardi, J.A.","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","2878","1992","02","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 126 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES009670","VIES009670",NA,NA,"2014","06","41644","auto",NA,NA,NA,NA,NA,NA,NA
