"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","maximumElevationInMeters","imagecode","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"106","2021-02-08 12:41:04-03","UFRGS","ICN","008799","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","10","30","América do Sul","Brasil","RS","Passo Fundo","20km a oeste de Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"Erva com pelos dourados, flor branca.; No campo.",NA,"Sodré, RC",NA,NA,NA,"2018","25060","auto","05","16",NA,NA,NA,NA,NA
"107","2021-02-08 12:41:04-03","UFRGS","ICN","008997","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","11","02","América do Sul","Brasil","RS","Santa Rosa","Campo, 20km SE de Santa Rosa","-54.4813995361328","-27.8708000183105",NA,NA,"Anteras creme.",NA,"Sodré, RC",NA,NA,NA,"2018","19818","auto","05","16",NA,NA,NA,NA,NA
"108","2021-02-08 12:41:04-03","UFRGS","ICN","030273","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Porto, ML; et al.","1808","1975","11","14","América do Sul","Brasil","RS","São Borja",NA,"-56.0043983459473","-28.6606006622314",NA,NA,NA,NA,"Sodré, RC",NA,NA,NA,"2018","75549","auto","05","16",NA,NA,NA,NA,NA
"109","2021-02-08 12:41:04-03","UFRGS","ICN","200627","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Valduga, E","903","2018","11","26","América do Sul","Brasil","RS","Cruz Alta",NA,"-53.505556","-28.808056","449",NA,"Erva prostrada, flores brancas.; Em talude de barranco, beira de estrada.",NA,"Valduga, E","449",NA,NA,NA,NA,NA,NA,NA,"-53.505556","-28.808056",NA,NA,NA
"110","2021-02-08 12:41:04-03","UFRGS","ICN","026907","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Baptista, LMR; Irgang, BE; et al.","s.n.","1974","12","09","América do Sul","Brasil","RS","Ronda Alta","Natalino","-52.8018989562988","-27.7667007446289",NA,NA,NA,NA,"Sodré, RC",NA,NA,NA,"2018","27322","auto","05","16",NA,NA,NA,NA,NA
"111","2021-02-08 12:41:04-03","UFRGS","ICN","026866","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Baptista, LMR; Irgang, BE; et al.","s.n.","1974","12","06","América do Sul","Brasil","RS","Ronda Alta","Natalino","-52.8018989562988","-27.7667007446289","800",NA,NA,NA,"Sodré, RC","800",NA,NA,"2018","27322","auto","05","16",NA,NA,NA,NA,NA
"112","2021-02-08 12:41:04-03","UFRGS","ICN","008831","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","10","30","América do Sul","Brasil","RS","Sarandi","Na entrada do aeroporto, 5km a leste de Sarandi","-52.9230995178223","-27.9438991546631",NA,NA,NA,NA,"Sodré, RC",NA,NA,NA,"2018","20705","auto","05","16",NA,NA,NA,NA,NA
"113","2020-08-26 10:48:43-03","MCN-FZBRS","HAS","81425","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Mattos, J.; Mattos, M.","24344","1983","11",NA,NA,"Brasil","Rio Grande do Sul","Passo Fundo","Km 94. Rodovia para Marau","-52.4067001342773","-28.2628002166748",NA,NA,"Flores levemente esverdeadas, anteras brancas","HAS0081425","Pereira, A.P.N.",NA,NA,NA,"2019","25060","auto","04",NA,NA,NA,NA,NA,NA
"114","2020-08-26 10:48:43-03","MCN-FZBRS","HAS","96581","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Mattos, J.; Mattos, M. & Vasconcellos, J.","s.n.","1983","11",NA,NA,"Brasil","Rio Grande do Sul","Sarandi","No posto agropecuário","-52.9230995178223","-27.9438991546631",NA,NA,NA,"HAS0096581","Caruzo, M.B.R.",NA,NA,NA,"2019","20705","auto","04",NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:03:57-03","IBt","SP","346264","S","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Batalha, MA","2036","1998","11","01",NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas, Mineiros.","-52.65","-17.816667",NA,NA,"Herb., planta inteira. Frutos. Em campo sujo.",NA,"Batalha, MA",NA,NA,NA,"2000",NA,NA,"08",NA,"-52.65","-17.816667",NA,NA,NA
"116","2019-11-21 10:03:57-03","IBt","SP","85965","S","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Woolston, AL","1176","1960","02","07",NA,"Paraguai","San Pedro",NA,NA,NA,NA,NA,NA,"Erect undershrub, fls. white (male), pale yellowy green (female). High campo.",NA,"Ginzbarg, S",NA,NA,NA,"1987",NA,NA,"01","30",NA,NA,NA,NA,NA
"117","2019-11-21 10:03:57-03","IBt","SP","81576","S","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Smith, LB; Macedo, A","4707","1956","10","15",NA,"Brasil","Goiás","Anápolis",NA,"-48.9528007507324","-16.3267002105713",NA,NA,"Sub arbusto campestre. Flores amareladas.",NA,"Smith, LB",NA,NA,NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:03:57-03","IBt","SP","69946","S","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Kuhlmann, E","s.n.","1952","02","02",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Entre Rio Brilhante e Maracaj·.&nf;Campo limpo.","-54.5463981628418","-21.8019008636475",NA,NA,NA,NA,"Ginzbarg, S",NA,NA,NA,"1987","65544","auto","11",NA,NA,NA,NA,NA,NA
"119","2014-09-23 10:57:27-03","G","G","G00434413","S","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Riedel, L.","546",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio Grande do Sul",NA,NA,"-53.65388889","-29.71027778",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00434413","Ahumada, L. Z.",NA,NA,NA,"1992",NA,NA,"01","01","-53.65388889","-29.71027778",NA,NA,"TYPUS of Croton aberrans Müll. Arg."
