"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","maximumElevationInMeters","imagecode","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"11","2021-04-07 11:43:15-03","UFMS","CGMS","49634","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","A. Pott; V.J. Pott","12612","2005","02","21",NA,"Brasil","Mato Grosso do Sul","Corumbá","Mineração Corumbaense Reunida S.A., Serra do Urucum.","-57.5836111","-19.2352777","994",NA,"Habitat: Campo graminoso com arbustos de cerrado. Solo litólico de ferro. Relevo topo de serra. Esparsa. Habito: Erva ereta.","CGMS1079566","Rodolfo C. Sodré","994",NA,NA,"2018",NA,NA,"06","30","-57,5836111","-19,2352777",NA,NA,NA
"12","2021-04-07 11:43:15-03","UFMS","CGMS","29068","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","A. Pott; V.J. Pott; L.C.P. Lima","8334","2000","10","30",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Reserva da Embrapa Gado de Corte.","-54.7266667","-20.4241667",NA,NA,"Flor branca. Duplicata no SP. Habitat: Cerradão, beira de estrada. Solo areno-argiloso. Relevo inclinado suave. Frequente. Habito: Erva ereta. 0,20-0,30m de base subterânea lenhosa.","CGMS1058529","Rodolfo C. Sodré",NA,NA,NA,"2018",NA,NA,"06","30","-54,7266667","-20,4241667",NA,NA,NA
"13","2021-04-07 11:43:15-03","UFMS","CGMS","46872","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","B.A. Coutinho; A.L. Simal; P.P. Vaz; V.H.S. Brito; A. Pott","66","2014","12","01",NA,"Brasil","Mato Grosso do Sul","Nova Andradina","Reserva ecológica da Fazenda Laranjal, campo com predominância de guavira.","-53.3888889","-22.0613889","395",NA,"Flor amarela. Fruto verde. Raíz vermelha. Habitat: Cerrado sensu stricto. Habito: Erva.","CGMS1076846","Rodolfo C. Sodré","395",NA,NA,"2018",NA,NA,"06","30","-53,3888889","-22,0613889",NA,NA,NA
"14","2021-04-07 11:43:15-03","UFMS","CGMS","38762","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","J.P.Costa; G.Guimarães","10","2012","12","03",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro Urucum.","-57.5833333","-19.1797223","849",NA,"Flor ausente. Fruto verde. Habitat: Campo Sujo de Cerrado.Transição campo rupestre para Cerrado. Litólico e rico em Fe. Habito: Erva. 0,40m de altura.","CGMS1068154","Rodolfo C. Sodré","849",NA,NA,"2018",NA,NA,"06","30","-57,5833333","-19,1797223",NA,NA,NA
"15","2021-04-07 11:43:15-03","UFMS","CGMS","46865","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","B.A. Coutinho; A.L. Simal; P.P. Vaz; V.H.S. Brito; A. Pott","59","2014","12","01",NA,"Brasil","Mato Grosso do Sul","Nova Andradina","Reserva ecológica da Fazenda Laranjal, campo com predominância de guavira.","-53.3888889","-22.0613889","395",NA,"Flor verde. Fruto ausente. Habitat: Cerrado sensu stricto. Habito: Erva.","CGMS1076839","Rodolfo C. Sodré","395",NA,NA,"2018",NA,NA,"06","30","-53,3888889","-22,0613889",NA,NA,NA
"16","2019-01-17 11:26:14-02","PUCRS","MPUC","13461","S","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.",NA,NA,"2000","03","21","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,"Campo (F: 84)",NA,"M. Sobral",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","1",NA,NA
"17","2020-10-14 10:01:21-03","FURB","FURB","37536","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Funez, L.A.","240","2011","12","17",NA,"Brasil","Santa Catarina","Xanxerê","Centro.","-52.3994444","-26.8722223","793",NA,NA,"FURB24137","Sodré, R.C.","793","FURB24137",NA,"2020",NA,NA,"02","05","-52.3994444","-26.8722223",NA,NA,NA
"18","2021-03-16 17:53:16-03","UCS","HUCS","11592","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Butzke, A.","s.n.","1995","11","16",NA,"Brasil","Rio Grande do Sul","Erechim","Quatro Irmãos","-52.2738990783691","-27.6341991424561",NA,NA,"HERBARA 7939; em campo limpo",NA,"Smith, S.F.",NA,NA,NA,"1996","46790","auto","08",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:24:09-03","MBM","MBM","87593","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Hatschbach, G.","47331","1984","01","10","Southern America","Brazil","Paraná","Guarapuava","Fazenda Três Capões","-51.4580993652344","-25.395299911499",NA,NA,"Campo limpo, flor alva","MBM087593","Cordeiro, I.",NA,"MBM087593",NA,"2009","53832","auto","04",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:24:09-03","MBM","MBM","263042","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Cabrera, A.L.; Ancibor, E.; Chicchi, A.; D'Antoni, E.; Ferrario, M.; Pinola, E.; Ancibor, E.; Chicchi, A.; D'Antoni, E.; Ferrario, M.; Pinola, E.","14635","1962","05","18","Southern America","Argentina","Jujuy",NA,"Entre San Pedro y Santa Clara",NA,NA,NA,NA,NA,"MBM263042","Pereira, A.P.N.",NA,"MBM263042",NA,"2018",NA,NA,"10","22",NA,NA,NA,NA,NA
"21","2017-03-21 09:06:44-03","MNHN","RECOLNAT_MNHN_P","P00623669","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Hassler, E.",NA,"1900","9","1",NA,"Paraguay",NA,NA,"in regione collium : Cerros de Tobaty",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623669' target='other'> <mi>dwc_moreinfo</mi></a>","P00623669",NA,NA,"P00623669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6314",NA
"22","2017-03-21 09:06:44-03","MNHN","RECOLNAT_MNHN_P","P00623670","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Hassler, E.",NA,"1900","9","1",NA,"Paraguay",NA,NA,"in regione collium : Cerros de Tobaty",NA,NA,NA,"hb","Reçu le 8 Janvier 1903 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623670' target='other'> <mi>dwc_moreinfo</mi></a>","P00623670",NA,NA,"P00623670_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6314",NA
"23","2015-09-21 13:25:16-03","MNHN","RECOLNAT_MNHN_P","P00623671","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Hassler, E.",NA,NA,"9",NA,NA,"Paraguay",NA,NA,"in regione fluminis Corrientes, iter ad Yerbales montinum Sierra de Maracyu",NA,NA,NA,"hb","Reçu le 20 Octobre 1900 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623671' target='other'> <mi>dwc_moreinfo</mi></a>","P00623671",NA,NA,"P00623671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4529",NA
"24","2015-11-03 08:35:35-02","MNHN","RECOLNAT_MNHN_P","P00623672","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"In regione cursus superioris fluminis Apa",NA,NA,NA,"hb","Reçu le 8 Janvier 1903 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623672' target='other'> <mi>dwc_moreinfo</mi></a>","P00623672",NA,NA,"P00623672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7933",NA
"25","2015-09-21 13:25:53-03","MNHN","RECOLNAT_MNHN_P","P00623673","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"In regione cursus superioris fluminis Apa",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623673' target='other'> <mi>dwc_moreinfo</mi></a>","P00623673",NA,NA,"P00623673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7933",NA
"26","2021-03-17 14:31:56-03","MNHN","RECOLNAT_MNHN_P","P00634499","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Iter ad 'Yerbales' montium 'Sierra de Maracayu'. In regione vicine 'Igatimi'",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634499' target='other'> <mi>dwc_moreinfo</mi></a>","P00634499",NA,NA,"P00634499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5604","isosyntype"
"27","2015-09-05 08:34:49-03","MNHN","RECOLNAT_MNHN_P","P05566630","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll.Arg.","Smith, L.B.|Klein, R.M.",NA,"1964","12","7",NA,"Brasil","Santa Catarina","Campo Erê","17km west of Campo Erê.","-53.13333","-26.36667",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05566630' target='other'> <mi>dwc_moreinfo</mi></a>","P05566630",NA,NA,"P05566630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13809",NA
"28","2015-03-26 10:13:00-03","MO","MOBOT","2489463","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Émile Hassler","Hassler 6314","1900","9",NA,"South America","Paraguay","Cordillera",NA,"pr. Tobaty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Isosyntype"
"29","2015-04-21 05:44:00-03","MO","MOBOT","100156347","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Luzmila Arroyo P.|Maribel Vargas C.|Ivan Linneo|C. Roth","Arroyo Padilla 3639","2006","10","14","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Camino norte de Concepción, balneario Zapocó.","-62.0433333","-16.1311111","800.00000000",NA,NA,NA,"P. Berry (MICH)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"30","2012-10-10 11:39:00-03","MO","MOBOT","100217166","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Steven Ginzbarg","Ginzbarg 395","1987","1","22","South America","Argentina","Corrientes","Santo Tomé","Rta. 14, 3 km al S Gdor. Igr. V. Virasoro.","-56.0833333","-28.5666667",NA,NA,NA,NA,"S. Ginzbarg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","1003711","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Leongino Guerrero","Zardini 42994","1995","6","21","South America","Paraguay","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Trail to permanent plot. Cerrado scrub on red, sandy soil.","-56.10833","-23.8075","300.00000000",NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1012",NA
"32","2012-11-23 07:45:00-02","MO","MOBOT","100443196","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","G.A. Parada|Y. Inturias|M. Betancur","Parada-Gutierrez 3856","2011","11","28","South America","Bolivia","Santa Cruz","Vallegrande","Entre Las Vueltas y Corosito.","-63.9575","-18.8694445","1388.00000000",NA,NA,NA,"G. A. Parada (USZ), 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-75",NA
"33","2014-07-18 17:09:00-03","MO","MOBOT","100717491","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Émile Hassler","Hassler 5604","1898","12",NA,"South America","Paraguay","Paraguarí",NA,"In campo prope Igatimi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Syntype"
"34","2014-07-18 17:06:00-03","MO","MOBOT","100717492","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Émile Hassler","Hassler 7993a",NA,"12",NA,"South America","Paraguay",NA,NA,"in cursus superioris fluminis Apa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Syntype"
"35","2014-07-18 17:12:00-03","MO","MOBOT","100717493","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Émile Hassler","Hassler 4529",NA,"9",NA,"South America","Paraguay",NA,NA,"pr. flumen Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Holotype"
"36","2008-05-27 22:02:00-03","MO","MOBOT","1072354","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Leongino Guerrero","Zardini 44031","1995","11","29","South America","Paraguay","Caaguazú",NA,"Collecting area: around 20 square meters. J.E. Estigarriba (=Pastoreo). Cerrado scrub on red sandy soil.","-55.80194","-25.39583",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1037",NA
"37","2014-07-18 16:38:00-03","MO","MOBOT","1163205","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Leongino Guerrero","Zardini 45528","1996","10","29","South America","Paraguay","San Pedro",NA,"Between Santa Rosa and Santa Barbara. Cerrado scrub on red sandy soil.","-56.3941666","-23.8422222",NA,NA,NA,NA,"Margarethe Sales (MICH)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1077",NA
"38","2013-10-15 12:51:00-03","MO","MOBOT","1227132","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Leongino Guerrero","Zardini 46637","1997","5","26","South America","Paraguay","San Pedro",NA,"Santa Rosa-Santa Bárbara.","-56.3941666","-23.8422222",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1099",NA
"39","2009-12-22 07:55:00-02","MO","MOBOT","2931499","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Keiichi Mizoguchi","Mizoguchi 1718","1981","11","28","South America","Brazil","São Paulo",NA,"Sáo Róque Linha Sorocabana.",NA,NA,NA,NA,NA,NA,"L.R. Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","1248775","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Leongino Guerrero","Zardini 46967","1997","5","28","South America","Paraguay","San Pedro",NA,"Yaguareté Forest (Sustainable Forest Systems site): trail to Céspedes Cué. Cerrado scrub. Collecting area: 200 m 2 of removed soil adjacent to a 1 hectare cleared land.","-56.11305","-23.81027","200.00000000",NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1103",NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1264549","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|A. Benítez","Zardini 47627","1997","11","25","South America","Paraguay","Caazapá",NA,"7 km W of Tavai. Swamp and cerrado scrub.","-55.57972","-26.17777",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1122",NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","1264888","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|M. Vera","Zardini 47831","1998","1","14","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.","-55.27916","-24.18777",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1127",NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1264943","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|M. Vera","Zardini 47871","1998","1","14","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.","-55.27916","-24.18777",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1127",NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1289125","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Leongino Guerrero","Zardini 48168","1998","3","11","South America","Paraguay","San Pedro",NA,"Santa Rosa-Santa Barbara. Cerrado scrub on red sandy soil. Same spot as Zardini #45518-45566 (October) and #46629-46696 (May); collecting area: around one hectare.","-56.39416","-23.84222",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1133",NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1308297","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Isabelino Chaparro","Zardini 49444","1998","10","31","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokai. Cerrado scrub.","-55.47888","-23.99416",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1159",NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1308323","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Isabelino Chaparro","Zardini 49464","1998","10","31","South America","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokai. Cerrado scrub.","-55.47888","-23.99416",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1159",NA
"47","2014-07-18 16:38:00-03","MO","MOBOT","1418580","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Pedro Báez","Zardini 52201","1999","11","10","South America","Paraguay","Amambay",NA,"National Park Cerro Corá. Cerrado scrub on white sand and on red sandy soil.","-56.3216667","-22.6641667","350.00000000",NA,NA,NA,"Margareth Sales (MICH)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1186",NA
"48","2013-10-15 12:28:00-03","MO","MOBOT","1418750","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Pedro Báez","Zardini 52359","1999","11","10","South America","Paraguay","Amambay",NA,"National Park Cerro Corá. On creek along foot trail to Naranja-Jai.","-55.9925","-22.6386111",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1187",NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1419012","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|Pedro Báez","Zardini 52470","1999","11","11","South America","Paraguay","Amambay",NA,"National Park Cerro Corá. Cerrado scrub around Lorito Picada on red sandy soil.","-56.00694","-22.68861",NA,NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1188",NA
"50","2019-05-03 06:42:00-03","MO","MOBOT","1420756","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","aberrans","Croton aberrans","Müll. Arg.","Elsa M. Zardini|R. Brítez","Zardini 52946","1999","12","14","South America","Paraguay","Caazapá",NA,"Estancia Tapytá of Shell Forestry Limited.","-55.7630556","-26.2738889","150.00000000",NA,NA,NA,"Mark Mayfield (KSC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1192",NA
