"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","individualCount","fieldNumber","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","565768","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","J. M. Pires","1964","07","02","South America","Brazil","sheet",NA,"Exploration of New Brazilian Highways <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565768","Magnoliophyta","Myrtales","Eichler","A. A. Alwan; C. A. Stace","58128","Goiás","Alvorada, a 270 km de Brasília para Fortaleza. Rio Correntes","NY00565768_01","Alvorada do Norte","-46.4919","-14.4808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00997893","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","H. S. Irwin","1966","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997893","Magnoliophyta","Myrtales","Eichler","A. A. Alwan; C. A. Stace","15427","Distrito Federal","Near Côrrego Taquari, E. of Lagôa Paranoá","NY00997893_01","Brasília","-47.82","-15.87","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00997900","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","E. P. Heringer","1980","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997900","Magnoliophyta","Myrtales","Eichler","C. A. Stace","5275","Distrito Federal","Bacia do Rio São Bartolomeu.","NY00997900_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00997894","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","H. S. Irwin","1966","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997894","Magnoliophyta","Myrtales","Eichler","A. A. Alwan; C. A. Stace","15710","Distrito Federal","Rio Contagem, ca. 35 km N. of Brasília","NY00997894_01","Brasília","-47.88","-15.48","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00997896","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","G. T. Prance","1964","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997896","Magnoliophyta","Myrtales","Eichler","A. A. Alwan; C. A. Stace","59560","Goiás","Serra do Caiapó. 66 km north of Jatai.","NY00997896_01","Jataí","-51.7142","-17.8817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00997895","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","H. S. Irwin","1966","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997895","Magnoliophyta","Myrtales","Eichler","A. A. Alwan; C. A. Stace","18036","Distrito Federal","Sobradinho, ca. 20 km. E. of Brasília.","NY00997895_01 NY00997895_02","Brasília","-47.8167","-15.6333","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00997898","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","E. P. Heringer","1979","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997898","Magnoliophyta","Myrtales","Eichler","C. A. Stace","2709","Distrito Federal","Bacia do Rio São Bartolomeu.","NY00997898_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00997892","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","H. S. Irwin","1965","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997892","Magnoliophyta","Myrtales","Eichler","A. A. Alwan; C. A. Stace","9058","Distrito Federal","5 km W. of Formosa, road to Brasília","NY00997892_01 NY00997892_02","Brasília","-47.38","-15.57","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:37:24-03","EAO","IAN","199836","PreservedSpecimen","Plantae","Combretaceae","Terminalia","hylobates","Terminalia hylobates","Xavier-Júnior, SR","2017","11","08","Southern America","Brasil",NA,NA,"Árvore de 6 m de altura, com botões florais verdes e flores com pétalas rosa alva, folha com face abaxial vinho.","IAN199836","Dicotiledônea",NA,"Eichler",NA,"265","Distrito Federal","Material coletado na frente do complexo onde está instalado o Serviço Florestal Brasileiro (SFB)/ Projeto de Inventário Florestal Nacional (IFN), SCEN, trecho 2, Bloco H.",NA,"Brasilia","-47.957833","-2.221333","52","52","-47.957833","-2.221333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:37:24-03","EAO","IAN","149085","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Irwin, HS; Souza, R","1965","10","08","Southern America","Brasil",NA,NA,"Tree 20m x 25cm. Fruit dried.","IAN149085","Dicotiledônea",NA,"Eichler","Ribeiro, RTM","9058","Distrito Federal","5km W of Formosa, road to Brasília. Gallery forest.",NA,NA,NA,NA,"900","900",NA,NA,"2018","12","12",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:37:24-03","EAO","IAN","39931","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Riedel, L",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN039931","Dicotiledônea",NA,"Eichler",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:37:24-03","EAO","IAN","88343","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Pires, JM","1955","07","27","Southern America","Brasil",NA,NA,"Árvore; amarelas.","IAN088343","Dicotiledônea",NA,"Eichler",NA,"3937","Goiás","Localidade Tocantins. Margem do rio.",NA,"Porto Nacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:37:24-03","EAO","IAN","99537","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Fróes, RL","1957","08","20","Southern America","Brasil",NA,NA,"Árvore de 7m de altura.","IAN099537","Dicotiledônea",NA,"Eichler","Alwan, AA","33305","Minas Gerais","Adjacências do Rio Paraopebas.&nf;Mata suja; cerrado em terreno úmido.",NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:37:24-03","EAO","IAN","99539","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Fróes, RL","1957","08","25","Southern America","Brasil",NA,NA,"Árvore de 7m de altura.","IAN099539","Dicotiledônea",NA,"Eichler","Alwan, AA","33307","Minas Gerais","Região de maquiré, Furna do Lund.&nf;Componente de vegetação dos relevos calcáreos da região.",NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:37:24-03","EAO","IAN","99547","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Fróes, RL","1957","08","25","Southern America","Brasil",NA,NA,"Árvore de 7m de altura.","IAN099547","Dicotiledônea",NA,"Eichler","Alwan, AA","33315","Minas Gerais","Região de Maquiré. Cerrado.",NA,"Cordsburg",NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:37:24-03","EAO","IAN","104761","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Magalhães, MG","1956","08","20","Southern America","Brasil",NA,NA,"Árvore de 15-20m de altura, mais ou menos isoladas; frutos.","IAN104761","Dicotiledônea",NA,"Eichler","Alwan, AA","7455","Minas Gerais","Mata natural; mata secundária do Instituto Agronômico.",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"1982",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1217139","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Prance GT; Silva NT","1964","10","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1217139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1217139",NA,"Myrtales","Eichler",NA,NA,NA,"Serra do Caiapó, Goiás, 66km north of Jatai, dry forest.","NL-U1217139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:01:40-03","NBC","NL-BOTANY","U.1217140","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Irwin HS; Grear JW; Souza R; Reis dos Santos R","1966","04","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1217140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1217140",NA,"Myrtales","Eichler",NA,NA,NA,"Plants of Planalto do Brasil, Distrito Federal, Cerrado, near Corrego Taquari, E. of Lagoa.","NL-U1217140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-11-04 11:04:59-03","ESALQ","ESA","132387","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Paula-Souza, J.","2013","02","19",NA,"Brasil",NA,NA,"Árvore, ca. 7m alt. Frutos imaturos verdes","ESA132387","Magnoliophyta",NA,"Eichler","Paula-Souza, J.","11694.0","Mato Grosso","Arredores do rio Ariranha. Área degradada. Transição Cerradão/Floresta de galeria",NA,"Alto Araguaia","-53.2153015136719","-17.3146991729736","435","435",NA,NA,"2013","03","01","100273","auto",NA,NA,NA,NA,NA,NA
"30","2021-04-02 11:40:12-03","UFPI","TEPB","17408","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","B.M.T. Walter","1995","10","24",NA,"Brasil",NA,NA,"Árvore 13m altura, 26cm DAP, fruto verde imaturo, relevo acidentado, frequente, solo areno-argiloso entre rochas nuas/ cascalho aflorando Ambiente: Mata ciliar",NA,NA,NA,"Eichl.","N. M. F. Silva","2830","Goiás","A montante da balsa entre Niquelândia e Campinacu (Porto do Alfredinho), pelo rio a cerca de 5km da balsa",NA,"Niquelândia","-48.483333","-14.066667","300","300","48°29'W","14°04'S","1997","05","07",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-20 21:16:41-03","UFV","VIC","13450","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Mota, A.L.P.; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"Casca externa gretada em placas irregulares, deiscentes, pulverulentas, cinza-amarelada; casca interna bege-rosada com entrias entrelaçadas. Folhas grandes com gema apical bastante nítida; simples aguádas no final do ramo; com 1 a 2 pa","VIC013450",NA,NA,"Eichler",NA,"506","Minas Gerais","Triângulo Mineiro, Capoeirão José Brás.","VIC013450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-20 21:16:41-03","UFV","VIC","23808","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Mota, A.L.P.","1992","06","30",NA,"Brasil",NA,NA,"Árvore, c.a. de 12 metros de altura; frutos imaturos verdes; casca cinza escura; casca interna vermelha vinho com manchas de cor amarelo gema; pecíolo com 1 par de glândulas.","VIC023808",NA,NA,"Eichler","Marquete, N.","1159","Minas Gerais","Próximo à casa de visita, Mata de galeria.","VIC023808","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"2014","07","02","58223","auto",NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:16:41-03","UFV","VIC","14236","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Mota, A.L.P.; et al.",NA,NA,NA,NA,"Brasil",NA,NA,"Ind. 7144.","VIC014236",NA,NA,"Eichler",NA,"s.n.","Minas Gerais","Triângulo Mineiro, Mata Barreiro.","VIC014236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:33:25-03","UFJF","CESJ","2580","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","J.E.Oliveira","1940","10","10","América do Sul","Brasil",NA,NA,"Pasto. Muito frequente.&nf;&nf;N.vulgar: capitão.","CESJ002580","Angiosperma",NA,"Eichler","H.L. Mello Barreto","245","Minas Gerais","Calciolândia, Fazenda do Engenho.",NA,"Arcos","-45.5393981933594","-20.2819004058838",NA,NA,NA,NA,NA,NA,NA,"25000","auto",NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:33:25-03","UFJF","CESJ","43979","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","F.R. Couto","2003","01","13","América do Sul","Brasil",NA,NA,"Mata Atlântica. PJ 384, Plot 1, árvore 227. Pelada. Arbóreo, frutos verdes.","CESJ043979","Angiosperma",NA,"Eichler","J.A. Lombardi","179","Minas Gerais","Estação Biológica de Caratinga, Mata do Jaó.",NA,"Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"2003","02",NA,"49886","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:28:29-03","UNICAMP","UEC","192402","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Grecco, MDN; Cardamone, RB; Sartori, A; Stranghetti, V; Rezende, AA; Rosa, AM","1995","08","23",NA,"Brazil",NA,NA,"árvore 10m, frutos imaturos verdes, maduros acastanhados; mata de planalto, terra roxa","UEC127517","Magnoliopsida",NA,"Eichler","Marquete, N","92","São Paulo","Estação Ecológica Paulo de Faria","UEC127517","Paulo de Faria","-49.516667","-19.916667",NA,NA,"-49.516667","-19.916667","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:28:29-03","UNICAMP","UEC","36033","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Heringer, EP; Filgueiras, TS; Mendonça, R; Pereira, BAS; Heringer-Salles, AE","1980","05","05",NA,"Brazil",NA,NA,"Árvore ca. 15m alt; 60 cm de diâmetro; folhas glabras; frutos alados cor verde com zonas escuras; conhecido como capitão da mata; mata eliminada para formação de pastagem.","UEC001029","Magnoliopsida",NA,"Eichler",NA,"4600","Distrito Federal","Bacia do Rio S. Bartolomeu","UEC001029","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:28:32-03","UNICAMP","UEC","59803","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Schiavini","1989","09","10",NA,"Brazil",NA,NA,"Árvore ca. 9 m altura, flores creme, folhas jovens.","UEC001032","Magnoliopsida",NA,"Eichler","Schiavini","294","Minas Gerais","Estação Ecológica do Panga, Mata de Galeria do rio Panga","UEC001032","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:28:32-03","UNICAMP","UEC","59443","S","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Araújo, GM","1989","09","16",NA,"Brazil",NA,NA,"Nome Popular: Capitão de mato&nf;Árvore 10,0 m altura","UEC001031","Magnoliopsida",NA,"Eichler",NA,"638","Minas Gerais","Estação Ecológica do Panga, Mata mesófila semidecidua.","UEC001031","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:00:37-03","FURB","FURB","1621","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Pereira, B.A.S.","1992","08","17",NA,"Brasil",NA,NA,NA,"FURB01302",NA,NA,"Eichler","Pereira, BAS",NA,"Distrito Federal","Distrito Federal, APA de Cafuringa.","FURB01302","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"1992","08","17","70570","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-21 19:33:45-03","UFC","EAC","63737","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Assis, M.A.","1996","05","13","Southern America","Brasil",NA,NA,"Árvore com 12 metros de altura. Frutos verdes.; Mata mesófila-alterada.","EAC0063737","Dicotyledon",NA,"Eichler","Ribeiro, R.T.M.","801","São Paulo","Bairro das Palmeiras.","EAC0063737","Ribeirão",NA,NA,NA,NA,NA,NA,"2018","08","06",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-21 19:33:45-03","UFC","EAC","63738","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Pereira, B.A.S.","1992","10","15","Southern America","Brasil",NA,NA,"Árvore ca. 10 metros de altura. Fruto jovem verde claro.","EAC0063738","Dicotyledon",NA,"Eichler","Ribeiro, R.T.M.","2425","Distrito Federal","Área de Proteção Ambiental de Cafuringa. Fazenda Palestina.","EAC0063738","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2019","06","18","70570","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:21:10-03","MBM","MBM","254479","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Ganev, W.","1992","09","19","Southern America","Brazil",NA,NA,NA,"MBM254479",NA,NA,"Eichl.","Lucas, E.","1128","Bahia","Rio de Contas","MBM254479","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:21:10-03","MBM","MBM","270514","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Simon, M.F.","2002","04","20","Southern America","Brazil",NA,NA,NA,"MBM270514",NA,NA,"Eichl.","Simon, M.F.","440","Mato Grosso do Sul","Rio Sucuriú","MBM270514","Água Clara","-52.878101348877","-20.4480991363525",NA,NA,NA,NA,NA,NA,NA,"157891","auto",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:21:10-03","MBM","MBM","247977","PreservedSpecimen","Plantae","Combretaceae","Terminalia","phaeocarpa","Terminalia phaeocarpa","Hatschbach, G.; et al.; et al.","2000","12","12","Southern America","Brazil",NA,NA,NA,"MBM247977",NA,NA,"Eichl.","Stace, C.A.","70093","Goiás","Serra dos Pireneus, Fazenda Solar dos Pireneus","MBM247977","Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA
