"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1184034","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","P. H. Labiak E.","2009","01","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1459967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184034","Magnoliophyta","Myrtales","DC.","R. Goldenberg","5046","Minas Gerais","Francisco Sá","Localidade de Barracão. Estrada vicinal saindo de Barracão.","-43.3","-16.42","1000","NY01184034_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","521985","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","G. Eiten","1961","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521985","Magnoliophyta","Myrtales","DC.",NA,"2960","São Paulo","Brotas","Northwest of the intersection of Brotas-Itairapina road with the road to Campo Alegre. A few meters from intersection","-47.93","-22.28","750","NY00521985_01","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","521984","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","J. H. Kirkbride Jr.","1983","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521984","Magnoliophyta","Myrtales","DC.",NA,"5386","Distrito Federal","Brasília","Fazenda Agua Limpa, campo experimental da Universidade de Brasília","-47.92","-15.97","1120","NY00521984_01","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00748925","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","E. P. Heringer","1980","08","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748925","Magnoliophyta","Myrtales","DC.",NA,"5232","Distrito Federal","Brasília","Fazenda Agua Limpa / UNB.","-47.9296989440918","-15.7797002792358",NA,"NY00748925_01",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1039151","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","R. C. Forzza","2007","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482054' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039151","Magnoliophyta","Myrtales","DC.","R. Goldenberg","4581","Goiás","Uruaçu","Estrada uruaçu-Niquelândia (GO 237). 35 km de Niquelândia.","-49.7561","-14.4714","564","NY01039151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","229315","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"Collector noted on label only as Pohl <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229315","Magnoliophyta","Myrtales","Cogn.",NA,"2543","Goiás",NA,"In campis montosis ad Rio S. Marcas, Cap. Goyas",NA,NA,NA,"NY00229315_01",NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG1088","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","F.P.R de Jesus et al.","1999","06","29",NA,"Brasil",NA,NA,"Flor branca.",NA,NA,NA,NA,"A.E Ramos",NA,"Distrito Federal","Brasilia","EEJBB - Brasilia","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:24-03","UFRJ","RFA","29279","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Jane S. Matos","1990","07","20",NA,"Brasil",NA,NA,"Arbusto com mais ou menos 3 m de altura com frutos verdes","RFA45466",NA,NA,"Cogn.",NA,"1520","Distrito Federal","Brasília","Jardim Botânico de Brasília, 20 km de Brasília, coleta feita na trilha Ecológica do Jardim Botânico","-47.85","-15.866667","1025",NA,"1025",NA,NA,NA,"47º51'W","15º52'S",NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:44:33-03","EAO","IAN","6507","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Martins-da-Silva, RCV",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN006507","Dicotiledônea",NA,"DC.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:44:33-03","EAO","IAN","14590","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Magalhães, MG","1940","06","03","Southern America","Brasil",NA,NA,NA,"IAN014590","Dicotiledônea",NA,"DC.","Gehrt, A","160","Minas Gerais","Monte Carmelo","Cerrado.","-47.4986000061035","-18.7247009277344",NA,"IAN014590 IAN014590_e",NA,"36771","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 21:32:40-03","UFBA","ALCB","028939","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Pirani, JR; Sano, PT; Silva, TRS; Freire-Frierros, A","1989","07","14","Southern America","Brasil",NA,NA,"ca. de 1,2m de altura. Heliófilo, em fendas de rochas. Folhas discolores verde-escuras lustrosas na facesuperior. Frutos imaturos pálido-o-cráceos.; Afloramento rochoso.",NA,"Dicotyledon",NA,"DC.","Wurdack, JJ","s/n","Minas Gerais","Itacambira","a ca. de 2km da cidade na estrada para Juramento.","-43.833333","-17",NA,NA,NA,NA,NA,NA,"-43.833333","-17","1992",NA,NA,NA,NA,NA
"22","2019-10-09 11:20:27-03","UFBA","ALCB","134158","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Guedes, ML; Lopes, EB; Araújo, F","2018","09","03","Southern America","Brasil",NA,NA,"Folhas discolores. Inflorescência panícula, flores com pétalas e estames alvos.","ALCB055685","Dicotyledon",NA,"DC.","Guedes, ML","30840","Distrito Federal","Brasília","Jardim Botânico","-48.383889","-16.460556","1140","ALCB055685","1140",NA,NA,NA,"-48.383889","-16.460556","2018","02",NA,NA,NA,NA
"23","2019-10-09 11:20:27-03","UFBA","ALCB","76306","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Walter, BMT; Guarino, EdeSG","2002","07","04","Southern America","Brasil",NA,NA,"com cerca de 2m de altura. Flores com botões verde-amarelados, filetes alvos.; típico. Relevo plano no local. Substrato latossolo vermelho-amarelo.",NA,"Dicotyledon",NA,"DC.","Goldenberg, R","5143","Distrito Federal","Brasília","Fazenda Água limpa. Na Área de Proteção Ambiental do Gama e Cabeça do Veado. SW de Brasília","-47.915","-15.954167","1080",NA,"1080",NA,NA,NA,"-47.915","-15.954167","2014","10","21",NA,NA,NA
"24","2020-02-08 10:04:12-03","NBC","NL-BOTANY","U.1384814","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Eiten G; Eiten LT","1961","07","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384814",NA,"Myrtales","Cogn.",NA,NA,NA,NA,"State of Sao Paulo. Município de Brotas: 100 m. north & 100 m. east of intersection of Brotas=Itirapina road with turnoff road to CAMPO ALEGRE.","-47.933333","-22.283333",NA,"NL-U1384814",NA,NA,NA,NA,"-47.933333","-22.283333",NA,NA,NA,"Magnoliopsidae",NA,NA
"25","2020-02-08 10:04:12-03","NBC","NL-BOTANY","U.1384815","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Lindeman JC; Haas JH de","1967","06","30","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384815",NA,"Myrtales","Cogn.",NA,NA,NA,NA,"Flora Brasiliae Centralis. Hab.Est. D.F. Peninsula in Lago de Brasília. Campo cerrado arbustivo on red sandy loam.",NA,NA,NA,"NL-U1384815",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"26","2020-02-08 10:04:12-03","NBC","NL-BOTANY","U.1384816","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Irwin HS; Soderstrom TR","1964","08","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384816 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384816",NA,"Myrtales","Cogn.",NA,NA,NA,NA,"Plants of the Planalto do Brasil. Minas Gerais. Cerrado. Frequent.",NA,NA,NA,"NL-U1384816",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"27","2020-11-04 10:56:09-03","ESALQ","ESA","132751","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Souza, V.C.","2013","07","01",NA,"Brasil",NA,NA,"Árvore, ca. 4 m alt.; pétalas e estames alvos.","ESA132751",NA,NA,"DC.",NA,NA,"São Paulo","Itirapina","Estrada para São Pedro, cerca de 2 km da Rodovia Washington Luís. Cerrado.","-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,"47o54#?#27","22o15#?#54",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:13:37-03","ESALQ","ESA","128464","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Delfini, C.","2013","03","27",NA,"Brasil",NA,NA,"Árvore, ca. 5m alt., flores brancas, frutos imaturos verdes.","ESA128464","Magnoliophyta",NA,NA,"Delfini, C.","848.0","São Paulo","Tapiraí","Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.","-47.45029","-24.07695","331",NA,"331",NA,NA,NA,"-47.45029","-24.07695","2013","03","27",NA,NA,NA
"29","2020-11-04 11:13:38-03","ESALQ","ESA","35133","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","1996","07","02",NA,"Brasil",NA,NA,"Arbusto, ca. 2,5 m alt.; botões róseos; frutos imaturos verdes.","ESA035133","Magnoliophyta",NA,"Cogn.","Goldenberg, R.","11515.0","Minas Gerais","Formiga","Comunidade de Morro Cavado. Cerrado.","-45.426399230957","-20.4643993377686",NA,"ESA035133",NA,"46203","auto",NA,NA,NA,"1998","01","01",NA,NA,NA
"30","2020-11-04 11:13:38-03","ESALQ","ESA","32475","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Souza, V.C.; Capellari Jr., L.; Souza, J.P.; Scalon, V.R.","1996","07","02",NA,"Brasil",NA,NA,"Arbusto, ca. 2,5 m alt.; botões róseos; frutos imaturos verdes.","ESA032475","Magnoliophyta",NA,"Cogn.","Lima, M.I.R.G.","11515.0","Minas Gerais","Formiga","Comunidade de Morro Cavado. Cerrado.","-45.426399230957","-20.4643993377686",NA,"ESA032475",NA,"46203","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:13:38-03","ESALQ","ESA","71814","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","Farah, F.T. ; Freitas, C.A.","1998","07","14",NA,"Brasil",NA,NA,NA,"ESA071814","Magnoliophyta",NA,"Cogn.","Rodrigues, R.R.","347.0","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,"ESA071814",NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:31:40-03","MN","R","9628","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Glaziou, A.F.M.","1891","03","09",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009628",NA,NA,"DC.","Goldenberg, R.","21394","Goiás",NA,NA,NA,NA,NA,"R000009628_001",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA
"33","2021-04-04 23:43:04-03","UFPI","TEPB","5733","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","E. P. Heringer","1981","07","30",NA,"Brasil",NA,NA,"Arbusto ca 1,0m, folhas pubescentes, frutos amarelados em maturação. Synonym of Acinodendron pohlianum (Cogn.) Kuntze Ambiente: Beira de Mata",NA,NA,NA,"Cogn.","J. J. Wurdack","7274","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,"1982","10","01",NA,NA,NA
"34","2020-11-19 10:24:19-03","CPAP","CPAP","22886","PreserverdSpecimen","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Pott, A.","2001","05","31",NA,"Brasil",NA,NA,"Arvoreta 4m de altura. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Cerradão baixo (6m de altura) pouco denso. SUBSTRATO: solo areia quartzosa distrófica. RELEVO: encosta.",NA,NA,NA,"DC.","R. Romero","9044","MS","Chapadão do Sul","Fazenda Ribeirão, entrada do km 130, rodovia MS-306","-52.983889","-18.687222","720",NA,"720",NA,NA,NA,"52°59'02'' W","18°41'14'' S","2004","12",NA,NA,NA,NA
"35","2019-03-22 12:20:34-03","IPA","IPA","17894","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Barroso, G.M.; José, M.ª.; Giulietti, A.M.; José, M.ª.; Giulietti, A.M.","1968","12","21","Southern America","Brasil",NA,NA,"Árvore.","IPA0017894","Plantae",NA,"DC.","Goldemberg, R.","608","Goiás",NA,"Chapada dos Veadeiros, Pouso alto.",NA,NA,"1800",NA,"1800",NA,NA,NA,NA,NA,"2010","08","05",NA,NA,NA
"36","2019-03-22 12:20:34-03","IPA","IPA","17931","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Giulietti, N.; Giulietti, A.M.; Giulietti, A.M.","1968","12","26","Southern America","Brasil",NA,NA,"Arbusto ca. 2m, frutos castanhos.","IPA0017931","Plantae",NA,"DC.","Goldemberg, R.","668","Goiás","Pirenópolis","Serra dos Pireneus, sobre pedras.","-48.9592018127441","-15.852499961853",NA,NA,NA,"40887","auto",NA,NA,NA,"2010","08","05",NA,NA,NA
"37","2021-04-07 11:46:09-03","UFMS","CGMS","63962","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pohliana","Miconia pohliana","A. Pott; V.J. Pott; L.C.P. Lima; R.A. Mauro; M. Pereira","2001","05","31",NA,"Brasil",NA,NA,"Flor branca. Casca grossa com relevo longitudinal. Transição para campo úmido. Usina Nova, pasto nº 16 Habitat: Cerradão baixo (6m de altura) pouco denso. Solo areia quartzosa distrófica. Relevo encosta. Frequente. Habito: Arvoreta 4","CGMS1096930",NA,NA,"Cogn.","R. Goldenberg","9044","Mato Grosso do Sul","Chapadão do Sul","Fazenda Ribeirão, entrada do Km 130, rodovia MS-306.","-52.9836111","-18.6872222","720",NA,"720",NA,NA,NA,"-52,9836111","-18,6872222","2003","12","03",NA,NA,NA
"38","2021-03-01 16:34:38-03","UNICAMP","UEC","101932","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Almeda, F; Romero, R; Robinson, O; Robinson, D; et al.","1998","06","15",NA,"Brazil",NA,NA,"Árvore, ca. 2 m. Botões florais verdes; frutos imaturos cremes.&nf;Material testemunho para estudo citológicos.","UEC007340","Magnoliopsida",NA,"A.DC.","Goldenberg, R","5493","Goiás","Cristalina","Estrada Paracatu-Cristalina.&nf;Campo limpo associado a afloramento rochosos.","-47.6","-16.75",NA,"UEC007340",NA,NA,NA,NA,"-47.6","-16.75","2015",NA,NA,NA,NA,NA
"39","2021-03-01 16:34:38-03","UNICAMP","UEC","169449","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","2009","02","22",NA,"Brazil",NA,NA,"Tree to 3 - 4 m tall with bark. Berries pink when immature, becoming black when mature. Common. Growing in cerrado.; Cerrado vegetation and mesic semideciduous forest below the cerrado.","UEC063049","Magnoliopsida",NA,"A.DC.","Goldenberg, R","9479","Goiás","Pirenóplis","Parque Estadual da Serra dos Pirineus. 18 km from Pirenópolis en route to Pico dos Pirineus.","-49.402889","-16.32","1334","UEC063049","1334",NA,NA,NA,"-49.402889","-16.32","2015",NA,NA,NA,NA,NA
"40","2020-02-10 17:54:39-03","UNICAMP","UEC","129180","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Silva, MA; Alvarenga, D","2001","08","28",NA,"Brazil",NA,NA,"fruto, Arbusto de cerca 2,5 m de altura, frutos imaturos verdes ferrugíneos, folhas discolores verdes. Cerrado ao lado da estrada antiga.","UEC007074","Magnoliopsida",NA,"A.DC.","Rezende, AR","5094","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Próximo à sede da Reserva.","-47.902778","-15.778056","1100","UEC007074","1100",NA,NA,NA,"-47.902778","-15.778056","2010","11","30",NA,NA,NA
"41","2021-03-01 16:34:38-03","UNICAMP","UEC","129211","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Mendonça, RC; Alvarenga, D","2002","11","25",NA,"Brazil",NA,NA,"Arbusto heliófilo ca. 1,50 m altura; tronco com casca levemente fissurada; folhas novas já com aspecto de cartáceas, superfície abaxial verde claro; flor com cálice verde acizentado e corola branca. Comum da base até o topo do morro.","UEC050888","Magnoliopsida",NA,"A.DC.","Rezende, AR","5050","Distrito Federal","Brasília","Área de Proteção Ambiental do Gama Cabeça de Veado, Fazenda Água Limpa -UnB, Árie de Relevante Interesse Ecológico do CApetinga, RA- Lago Sul, campo sujo sob morro pedregoso com tendência a campo rupestre, à medida que se sobe o morro, transição de","-47.95325","-15.971611","1100","UEC050888","1100",NA,NA,NA,"-47.95325","-15.971611","2010","12","01",NA,NA,NA
"42","2020-02-10 17:54:39-03","UNICAMP","UEC","131391","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Fonseca, ML; Cardoso, E; Alvarenga, D","2002","11","27",NA,"Brazil",NA,NA,"fruto, Arvoreta de cerca de 3 m de altura, saxícolola, casca fissurada, escura. Folhas discolores, cartáceas, frutos imaturos de cor verde, maduros roxos. Comum. Campo sujo rupestre. Solo arenoso-pedregoso. Relevo ondulado.","UEC007076","Magnoliopsida",NA,"A.DC.","Rezende, AR","3821","Goiás","Pirenópolis","Parque Estadual da Serra dos Pirineus","-48.849167","-15.822222","1230","UEC007076","1230",NA,NA,NA,"-48.849167","-15.822222","2010","11","30",NA,NA,NA
"43","2021-03-01 16:34:38-03","UNICAMP","UEC","162377","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Caetano, APS; Carmello-Guerreiro, SM; Cortez, PA; Tamashiro, JY","2008","08","22",NA,"Brazil",NA,NA,"Arbusto, cerca de 2m de altura.; Cerrado.","UEC024001","Magnoliopsida",NA,"A.DC.",NA,"1","São Paulo","Itirapina","Graúna","-47.797583","-22.265306","811","UEC024001","813",NA,NA,NA,"-47.797583","-22.265306",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:34:38-03","UNICAMP","UEC","177582","S","Plantae","Melastomataceae","Miconia","leucocarpa","Miconia leucocarpa","Caddah, MK; Martins, MV; Caetano, APS","2010","05","25",NA,"Brazil",NA,NA,"Arvoreta ca. 4m , pétalas e estames brancos. Frutos imaturos e botões.; Cerrado.","UEC002921","Magnoliopsida",NA,"A.DC.","Caddah, MK","780","São Paulo","Itirapina","Graúna.","-47.800278","-22.25","790","UEC002921","790",NA,NA,NA,"-47.800278","-22.25","2010","05","25",NA,NA,NA
