"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"85","2020-11-04 11:21:13-03","ESALQ","ESA","64295","PreservedSpecimen","Plantae","Pteridophyta",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum",NA,"Dittrich, V.A.O.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23137.0","2000","02","15",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde. Floresta Aluvial, ao longo do Rio Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Epífita","ESA064295",NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-01-14 15:27:51-03","MN","R","210447","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Planalto do Itatiaia",NA,NA,"2300","2300",NA,NA,"R010057458",NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"87","2021-01-14 15:27:51-03","MN","R","24367","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Brade, A.C.","10808","1931","05","02",NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,"2100","2100",NA,NA,"R010057563,R010057558,R010057559",NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"88","2021-01-14 15:27:51-03","MN","R","26203","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Brade, A.C.","11536","1932","03","19",NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"R010057459,R010057460,R010057461",NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"89","2021-01-14 15:27:51-03","MN","R","86317","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Silveira, A.A.",NA,"1889","10",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"R010057560,R010057555",NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"90","2021-01-14 15:27:51-03","MN","R","687","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Mosén, C.W.H.","2249","1874","05","01",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"R010057556,R010057557",NA,"25710","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"91","2021-01-14 15:27:51-03","MN","R","29604","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Badini, J.","29",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"R010057441",NA,"44599","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"92","2021-01-14 15:27:51-03","MN","R","21202","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Brade, A.C.","9656","1929","10","09",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","2150","2150",NA,NA,"R010057442,R010057443",NA,"38539","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"93","2021-01-14 15:27:51-03","MN","R","21201","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Brade, A.C.","9870","1929","11","03",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","1750","1750",NA,NA,"R010057663,R010057664",NA,"38539","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"94","2021-01-14 15:27:51-03","MN","R","21199","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Brade, A.C.","9381","1929","09","24",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010057553,R010057554",NA,"38539","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"95","2021-01-14 15:27:51-03","MN","R","109452","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Juergens, C.",NA,"1906",NA,NA,NA,"Brasil","Rio Grande do Sul","Rio Pardo",NA,"-52.378101348877","-29.9897003173828",NA,NA,NA,NA,"R010057561",NA,"46320","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"96","2021-01-14 15:27:51-03","MN","R","30036","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.",NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"R010057566",NA,"10287","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"97","2021-01-14 15:27:51-03","MN","R","21200","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Brade, A.C.","9292","1929","10","19",NA,"Brasil","Rio de Janeiro","Teresópolis","Guarani","-42.9655990600586","-22.4122009277344","1450","1450",NA,NA,"R010057552",NA,"38539","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"98","2021-01-14 15:27:51-03","MN","R","86286","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Brade, A.C.","9427","1929","09","26",NA,"Brasil","Rio de Janeiro","Teresópolis","Guarani","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010057562",NA,"38539","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"99","2021-01-14 15:27:51-03","MN","R","5926","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Figueredo, J.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"R010057456,R010057457",NA,"44599","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"100","2021-01-14 15:27:51-03","MN","R","234546","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Matos, F.B.","2215","2013","02","12",NA,"Brasil","Rio de Janeiro","Resende","Serra da Mantiqueira","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,"R010052373",NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-01-14 15:27:51-03","MN","R","21188","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Damazio, L.B.","1024",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"R010057453,R010057455,R010057454",NA,"44599","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"102","2021-01-14 15:27:51-03","MN","R","688","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B. & Mickel, J.T.","Dusén, P.K.H.","669","1902","06","28",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459","2200","2200",NA,NA,"R010057462",NA,"19648","auto",NA,NA,NA,"2013","10",NA,NA,NA,NA,NA,NA
"103","2016-02-02 14:39:01-02","BGBM","B","B 20 0072068","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","Brack.",NA,"C. W. H. Mosen","2249","1974","05","18","Middle and South America","Brazil",NA,NA,"Prov. Minas Geraes Caldas.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200072068 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200072068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2016-02-02 14:39:01-02","BGBM","B","B 20 0071099","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","lindbergii","Elaphoglossum lindbergii","Rosenst.",NA,"G. A. Lindberg","537","1854","01",NA,"Middle and South America","Brazil",NA,NA,"opp. Caldas in rupe silvae capoeira.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200071099 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071099","B200071099",NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2016-02-02 14:39:01-02","BGBM","B","B 20 0071096","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","lindbergii","Elaphoglossum lindbergii","Rosenst.",NA,"G. A. Lindberg","537",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Caldas.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200071096 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071096","B200071096",NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-08-27 13:35:17-03","IAP","PACA-AGP","2588","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","lindbergii","Elaphoglossum lindbergii","(Mett. ex Kuhn) Rosenst.",NA,"Sehnem, A.",NA,"1936","01","27",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: in rupestribus","PACA002588",NA,"10287","auto",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-08-27 13:35:17-03","IAP","PACA-AGP","113519","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","lindbergii","Elaphoglossum lindbergii","(Mett. ex Kuhn) Rosenst.",NA,"A. Rohr SJ",NA,"1939","01",NA,NA,"Brasil","RS","São Leopoldo","Pedreira São Miguel.","-51.1472015380859","-29.7602996826172",NA,NA,NA,"Depositou no Museu (Rambo) 24.08.1940.","PACA113519",NA,"10287","auto",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-21 14:52:23-03","UFJF","CESJ","54214","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","V.A.O. Dittrich","J.H.C. Ribeiro; F.S. Souza; J.A. Oliveira; J.M. Santana","209","2009","08","22","América do Sul","Brasil","Minas Gerais","Olaria","Serra Negra, Serrinha, sítio do Rinaldo Degredo. a 1332m de altitude.","-43.937198638916","-21.8607997894287",NA,NA,NA,"Rupícola no campo rupestre na entrada da gruta.","CESJ054214",NA,"15222","auto",NA,NA,NA,"2019","02",NA,NA,NA,NA,NA,NA
"109","2019-11-21 14:52:23-03","UFJF","CESJ","16838","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","V.A.O. Dittrich","L. Krieger","CESJ16838","1979","11","17","América do Sul","Brasil","Minas Gerais","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,"No chão da mata de galeria.","CESJ016838",NA,"39093","auto",NA,NA,NA,"2019","02",NA,NA,NA,NA,NA,NA
"110","2019-11-21 14:52:23-03","UFJF","CESJ","66500","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","A. Salino","V.A.O. Dittrich; A.M. Souza; D. Clivati","1628","2010","04","03","América do Sul","Brasil","Bahia","Abaíra","Catolés de Cima, Trilha para o Pico do Barbado","-41.900917","-13.291222","1615","1615",NA,"Rupícola em matacão de riacho em interior de mata úmida","CESJ066500",NA,NA,NA,NA,NA,NA,"2010","08","-41.900917","-13.291222",NA,NA,NA,NA
"111","2019-11-21 14:52:23-03","UFJF","CESJ","66501","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","A. Salino","V.A.O. Dittrich; A.M. Souza; D. Clivati","1644","2010","04","03","América do Sul","Brasil","Bahia","Abaíra","Catolés de Cima, Trilha para o Pico do Barbado","-41.900917","-13.291222","1615","1615",NA,"Rupícola em beira de riacho em interior de mata úmida","CESJ066501",NA,NA,NA,NA,NA,NA,"2010","08","-41.900917","-13.291222",NA,NA,NA,NA
"112","2019-11-21 14:52:23-03","UFJF","CESJ","72553","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","F.B. Matos","V.A.O. Dittrich","2319","2019","04","19","América do Sul","Brasil","Minas Gerais","Olaria","Serra do Cruz, Trilha de moto que sai das proximidades da pista de pouso em direção WNW","-44.082444","-21.891194","1470","1470",NA,"Saxícola na Floresta Ombrófila Densa Montana","CESJ072553",NA,NA,NA,NA,NA,NA,"2019","05","-44.082444","-21.891194",NA,NA,NA,NA
"113","2019-11-21 14:52:23-03","UFJF","CESJ","24177","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","V.A.O. Dittrich","L. Krieger; et al.","FPNC1066","1989","04","30","América do Sul","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Próx. ao Terreirão - 2400msm.",NA,NA,NA,NA,NA,"Rupícola, margem do riacho, local sombreado coberto por subarbusto.","CESJ024177","CESJ024177",NA,NA,NA,NA,NA,"2019","02",NA,NA,NA,NA,NA,NA
"114","2019-11-21 14:52:23-03","UFJF","CESJ","26627","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","V.A.O. Dittrich","A.C. Brade","17101","1941","10",NA,"América do Sul","Brasil","Minas Gerais",NA,"Serra do Caparaó, 2000m. Nos rochedos.",NA,NA,NA,NA,NA,NA,"CESJ026627","CESJ026627",NA,NA,NA,NA,NA,"2014","07",NA,NA,NA,NA,NA,NA
"115","2019-11-21 14:52:23-03","UFJF","CESJ","65157","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","F.B. Matos","V.A.O. Dittrich","1314","2004","07","24","América do Sul","Brasil","Minas Gerais","Itamonte","Estrada de acesso ao Planalto do Itatiaia, Altitude e coordenadas geográficas aproximadas","-44.747083","-22.369083","1960","1960",NA,"Terrícola em barranco de estrada em área de domínio de Floresta Ombrófila Densa","CESJ065157",NA,NA,NA,NA,NA,NA,"2014","06","-44.747083","-22.369083",NA,NA,NA,NA
"116","2019-11-21 14:52:23-03","UFJF","CESJ","65158","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","A. Salino","V.A.O. Dittrich; A.M. Souza; D. Clivati","1632","2010","04","03","América do Sul","Brasil","Bahia","Abaíra","Catolés de Cima","-41.900917","-13.291222","1615","1615",NA,"Rupícola em matacão de riacho em interior de mata úmida","CESJ065158",NA,NA,NA,NA,NA,NA,"2010","08","-41.900917","-13.291222",NA,NA,NA,NA
"117","2019-11-21 14:52:23-03","UFJF","CESJ","24285","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","V.A.O. Dittrich","R.F. Novelino; L. Krieger; Jorge","CESJ771","1989","09","19","América do Sul","Brasil","Minas Gerais","Mariana","Mata da CVRD","-43.4160995483398","-20.377799987793",NA,NA,NA,"No itabirito, dentro da mata, sobre húmus. Material estéril.","CESJ024285",NA,"33524","auto",NA,NA,NA,"2019","02",NA,NA,NA,NA,NA,NA
"118","2019-11-21 14:52:23-03","UFJF","CESJ","53928","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","V.A.O. Dittrich","F.S. Souza; D. Monteiro; J.H.C. Ribeiro","755","2009","07","28","América do Sul","Brasil","Minas Gerais","Olaria","Serra Negra, Serrinha, Sítio do Rinaldo Degredo.","-43.937198638916","-21.8607997894287",NA,NA,NA,"Terrestre na borda de mata.","CESJ053928",NA,"15222","auto",NA,NA,NA,"2019","02",NA,NA,NA,NA,NA,NA
"119","2021-04-07 11:43:02-03","UFMS","CGMS","22253","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"C.R. Lehn","848","2003","09","20",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Tainhas.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"CGMS1051663",NA,"76715","auto",NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA
"120","2019-11-06 09:54:59-03","UFOP","OUPR","10791","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Godoy, J.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Sobre quartzito.",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-03-12 10:29:06-03","UFOP","OUPR","10759","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B.","Badini, J.","s.n.","1934",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Herva. Terreno úmido. Ex Hervario de José Badini No. 29. Ex Her. Escola de Farmacia No. 5164.",NA,NA,"44599","auto",NA,NA,NA,"2019","12",NA,NA,"02",NA,NA,NA
"122","2020-03-12 10:29:06-03","UFOP","OUPR","10758","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B.","Badini, J.","s.n.","1960","06",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Aderente a canga em lugar pouco iluminado. Ex Herbario José Badini No. 4738. Ex Herbario Escola de Farmacia Ouro Preto No. 15167.",NA,NA,"44599","auto",NA,NA,NA,"2019","12",NA,NA,"02",NA,NA,NA
"123","2020-12-21 16:23:04-03","MBM","MBM","117323","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Novelino, R.F.","Herbier Anne Bodenghien; François Malaisse; François Malaisse","1848","1986","10","25","Africa","Zaire",NA,NA,"Shaba Meridional. Muhila Riviàre Lukumbi, rapides Kilenge",NA,NA,"1400","1400",NA,"Foret galeria, paroi rocheuse","MBM117323",NA,NA,NA,NA,NA,NA,"1990","03",NA,NA,"07",NA,NA,NA
"124","2020-12-21 16:23:04-03","MBM","MBM","428715","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos, F.B.","Lozano, E.D.; Borges-Silva, D.B.; Pereira, F.N.; Canestraro, B.K.; Borges-Silva, D.B.; Pereira, F.N.; Canestraro, B.K.","4565","2019","11","27","Southern America","Brazil","Minas Gerais","Caldas","Cachoeira dos Duendes","-46.386833","-21.976806",NA,NA,NA,"Terrícola, caule reptante, 30 cm, em barranco na margem de riacho, interior da mata.; Floresta Estacional Semidecidual Montana ribeirinha.","MBM428715",NA,NA,NA,NA,NA,NA,"2019",NA,"-46.386833","-21.976806",NA,NA,NA,NA
"125","2020-08-28 10:19:05-03","MNHN","RECOLNAT_MNHN_P","P00846443","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Salino, A.|Arruda, A.J.|Viveros, R.S.|Megale, M.",NA,"2008","12","6",NA,"Brasil","Espírito Santo","Domingos Martins","São Paulo do Aracê; Entorno do Parque Estadual da Pedra Azul.","-41.02222","-20.43528",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00846443' target='other'> <mi>dwc_moreinfo</mi></a>","P00846443","P00846443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14170",NA,NA
"126","2018-11-05 13:32:53-02","MNHN","RECOLNAT_MNHN_P","P01380579","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos","Castillon, L.",NA,"1911","7","11",NA,"Argentine",NA,NA,"Provincia de Tucuman : Monteros La quebrada",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01380579' target='other'> <mi>dwc_moreinfo</mi></a>","P01380579","P01380579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2015-09-03 17:18:26-03","MNHN","RECOLNAT_MNHN_P","P01405556","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos","Buchtien, O.",NA,"1914","2",NA,NA,"Bolivie",NA,NA,"Unduavi, Nordyungas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01405556' target='other'> <mi>dwc_moreinfo</mi></a>","P01405556","P01405556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"415",NA,NA
"128","2015-09-03 17:18:26-03","MNHN","RECOLNAT_MNHN_P","P01405565","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos","André, E.",NA,"1875","12","21",NA,"Colombie",NA,NA,"Bogota",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01405565' target='other'> <mi>dwc_moreinfo</mi></a>","P01405565","P01405565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2015-09-03 17:18:26-03","MNHN","RECOLNAT_MNHN_P","P01405571","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.",NA,"Buchtien, O.",NA,"1910","11",NA,NA,"Bolivie",NA,NA,"Unduavi, Nordyungas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01405571' target='other'> <mi>dwc_moreinfo</mi></a>","P01405571","P01405571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2736",NA,NA
"130","2015-09-03 17:18:26-03","MNHN","RECOLNAT_MNHN_P","P01405573","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos","Buchtien, O.",NA,"1907","2","12",NA,"Bolivie",NA,NA,"Nord-Yungar",NA,NA,"3300",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01405573' target='other'> <mi>dwc_moreinfo</mi></a>","P01405573","P01405573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"886",NA,NA
"131","2015-09-03 17:18:31-03","MNHN","RECOLNAT_MNHN_P","P01405612","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Orgãos.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01405612' target='other'> <mi>dwc_moreinfo</mi></a>","P01405612","P01405612_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5366",NA,NA
"132","2015-09-03 17:18:31-03","MNHN","RECOLNAT_MNHN_P","P01405613","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos","Glaziou",NA,"1871","6","5",NA,"Brasil","Rio de Janeiro",NA,"Itatiaia.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01405613' target='other'> <mi>dwc_moreinfo</mi></a>","P01405613","P01405613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5368",NA,NA
"133","2015-09-03 18:28:21-03","MNHN","RECOLNAT_MNHN_P","P01573284","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Matos","Carriker",NA,"1917","9","28",NA,"Colombie",NA,NA,"Cincinnati, à env. 20 milles de Santa Marta",NA,NA,"4000","5000","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01573284' target='other'> <mi>dwc_moreinfo</mi></a>","P01573284","P01573284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57",NA,NA
