"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"12","2021-03-15 16:37:00-03","NY","NYBG","2311262","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","B. R. Chambi","367","2006","04","10","South America","Peru","Cusco","Paucartambo","Waiquichas","-71.59","-13.19","2600","2600","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552359' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311262","NY02311262_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2311269","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","O. Buchtien","414","1914","02","01","South America","Bolivia","La Paz","Nor Yungas","Unduavi","-67.9","-16.3167","3200","3200","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552357' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2311255","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","I. Jiménez","2349","2004","05","25","South America","Bolivia","Cochabamba","Chapare","carretera Villa Tunari-Cochabamba, antes de llegar al km 395 (desvio Corani Pampa)","-65.9167","-17.1333","2800","2800","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552366' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1184785","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. C. Brade","15515","1937","03",NA,"South America","Brazil","Rio de Janeiro","Itatiaia",NA,"-44.5631","-22.4961","2000","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184785","NY01184785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","809736","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","B. L. Stannard","H52136","1992","02","21","South America","Brazil","Bahia","Abaíra","Tijuquinho","-41.9","-13.27","1760","1760","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809736","NY00809736_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01402697","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack",NA,"P. Fiaschi","3889","2012","03","06","South America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha para a cachoeira Véu de Noiva e Pedra do Sino. Floresta Ombrófila Densa Montana, com áreas abertas sobre afloramentos rochosos (Mata Atlantica)","-43.0111","-22.4542","1165","2020","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972246' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402697","NY01402697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2311254","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","I. Jiménez","2341","2004","05","24","South America","Bolivia","Cochabamba","Chapare","carretera Cochabamba-Villa Tunari, pasando la represa Corani, en las laderas que flanquean la carretera","-65.9","-17.1667","3260","3260","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552365' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1015644","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","C. Jürgens","s.n.","1906","12",NA,"South America","Brazil","Rio Grande do Sul","Rio Pardo","Fazenda Leitão.","-52.3781","-29.9897",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109411' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015644","NY01015644_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02695894","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","F. B. Matos","2215","2013","02","12","South America","Brazil","Rio de Janeiro","Resende","Parque Nacional do Itatiaia, Km 11 da rodovia federal BR-485 para a parte alta do Parque","-44.6736","-22.3911","2300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971035' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695894","NY02695894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2311257","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","K. Young","3256","1986","05","24","South America","Peru","San Martín","Mariscal Cáceres","Chochos, NW corner of Río Abiseo National Park","-77","-7","3225","3225","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552404' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311257","NY02311257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1015646","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. C. Brade","6439","1913","06",NA,"South America","Brazil","Rio de Janeiro","Itatiaia",NA,"-44.5631","-22.4961",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109415' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015646","NY01015646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02696053","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","F. B. Matos","2220","2013","02","13","South America","Brazil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pico da Pedra Branca","-46.3664","-21.9781","1660",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972218' target='other'> <mi>dwc_moreinfo</mi></a>","NY02696053","NY02696053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","886031","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","R. C. Forzza","1209","1999","04","14","South America","Brazil","Bahia","Abaíra","Distrito de Catolés. Caminho para o Pico do Barbado, Mata da Furquilha.","-41.6633","-13.2497",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886031","NY00886031_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1015647","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","C. Jürgens","75","1902",NA,NA,"South America","Brazil","Rio Grande do Sul","Porto Alegre","Boa Esperança.","-51.23","-30.0331",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015647","NY01015647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03696725","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack",NA,"F. B. Matos","2539","2016","01","24","South America","Brazil","Rio de Janeiro","Teresópolis","Parque nacional da Serra dos Órgãos, Trilha da Pedro do Sino.","-43.015","-22.4497","1600",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3945907' target='other'> <mi>dwc_moreinfo</mi></a>","NY03696725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2311258","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","K. Young","2633","1986","02","11","South America","Peru","San Martín","Mariscal Cáceres","Río Abiseo National Park, trail at lower end of Chochos valley, E side of river","-77","-7","3100","3100","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552403' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311258","NY02311258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2311252","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","M. Kessler","11721","1997","09","09","South America","Bolivia","La Paz","Nor Yungas","Trocha al Valle de Coscapa, Parque Nacional Cotapata","-67.8833","-16.2","3450","3450","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552375' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2311264","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","J. Steinbach","8675","1928","11","10","South America","Bolivia","Cochabamba","Carrasco","Incallajta","-65.8667","-17.6667","3000","3000","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552395' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02311291","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. Salino","8076","2002","09","28","South America","Brazil","Minas Gerais","Catas Altas","Parque Natural do Caraca, Gruta da Bocaina","-43.4633","-20.12658",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965698' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311291","NY02311291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2311240","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","B. León","2078","1988","07","05","South America","Peru","San Martín","Mariscal Cáceres","Chochos, Río Abiseo National Park","-77.25","-7.75","3350","3350","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552378' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311240","NY02311240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01402696","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack",NA,"P. Fiaschi","3896","2012","03","06","South America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha para a cachoeira Véu de Noiva e Pedra do Sino. Floresta Ombrófila Densa Montana, com áreas abertas sobre afloramentos rochosos (Mata Atlantica)","-43.0111","-22.4542","1165","2020","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972272' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402696","NY01402696_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2311284","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","O. Martínez","1882","2010","07","04","South America","Argentina","Jujuy","Ledesma","Parque Nacional Calilegua, RP 83, Aguada del tigre","-64.8833","-23.6833","1600","1600","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552379' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2311251","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","M. Kessler","6880","1996","07","02","South America","Bolivia","Cochabamba","Carrasco","63 km antigua carretera Cochabamba-Villa Tunari","-65.7167","-17.25","3700","3700","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552369' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","720604","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","A. Salino","10976","2006","05","09","South America","Brazil","Minas Gerais",NA,"Santa Rita do Itueto. Parque Estadual de Sete Salões, trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa.","-41.37414","-19.27839","770",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720604","NY00720604_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2311267","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","O. Buchtien","415","1914","02","01","South America","Bolivia","La Paz","Nor Yungas","Unduavi","-67.9","-16.3167","3200","3200","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552358' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1017174","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","P. H. Labiak E.","4510","2008","01","13","South America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos.","-42.985","-22.4489","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1200034' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017174","NY01017174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1039387","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos; J. T. Mickel","B. D. Sucre","2824","1968","04","27","South America","Brazil","Rio de Janeiro",NA,"Petrópolis, Araras, morro Bolo de Milho.","-43.19507","-22.371473","700","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485759' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039387","NY01039387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02695878","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","F. B. Matos","2057","2012","02","09","South America","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia, BR-485, no trecho entre Registro e Agulhas Negras","-44.7325","-22.3603","2200",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971018' target='other'> <mi>dwc_moreinfo</mi></a>","NY02695878","NY02695878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2311244","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","S. G. Beck","586","1979","03","13","South America","Bolivia","La Paz","Nor Yungas","Coroico, 39 km hacia La Paz","-67.7333","-16.1833","3100","3100","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3552351' target='other'> <mi>dwc_moreinfo</mi></a>","NY02311244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1015631","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) P.Brack","F. B. Matos","A. C. Brade","7606","1914","06",NA,"South America","Brazil","São Paulo","Atibaia","Serra do Itapetinga","-46.5353","-23.2303","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109130' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015631","NY01015631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
