"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1856705","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. T. Prance","25135","1977","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072809' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856705","Magnoliophyta","Malpighiales","A.Juss.","Pará","BR 163, Cuiabá-Santarém Highway, km 879.5",NA,NA,"NY01856705_01",NA,NA,"330","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03097526","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","P. J. M. Maas","8995","2001","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763655' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097526","Magnoliophyta","Malpighiales","A.Juss.","Acre","Km 6 of Cruzeiro do Sul-Boa Fé road (BR-307), Ramal dos Carobas, some kilometers further along the road","-72.8775","-7.4936","NY03097526_01","W. R. Anderson","Cruzeiro do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1856707","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. T. Prance","25134","1977","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072811' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856707","Magnoliophyta","Malpighiales","A.Juss.","Pará","BR 163, Cuiabá-Santarém Highway, km 879.5",NA,NA,"NY01856707_01",NA,NA,"330","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1856712","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","D. C. Daly","918","1980","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072816' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856712","Magnoliophyta","Malpighiales","A.Juss.","Pará","On BR 018 approx. 6km S of Vigia.","-48.07","-0.88","NY01856712_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00909642","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. G. Hatschbach","44073","1981","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909642","Magnoliophyta","Malpighiales","A.Juss.","Goiás","Cachoeira.","-47.6133","-16.7686","NY00909642_01","W. R. Anderson","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1856703","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","A. C. Weber","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072807' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856703","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Upper Rio Negro basin, Morro dos Seis lagos","-66.7","0.3","NY01856703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1856708","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. T. Prance","23054","1974","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072812' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856708","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Reserva Campina, Manaus-Caracaraí Road, km 62","-60.0274569","-2.4369262","NY01856708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1856701","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","D. C. Daly","918","1980","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072805' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856701","Magnoliophyta","Malpighiales","A.Juss.","Pará","On BR 018 approx. 6km S of Vigia.","-48.07","-0.88","NY01856701_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1856727","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. T. Prance","5072","1968","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856727","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Banks of Rio Urubu, between Cachoeira Iracema and Manaus-Itacaotiara Road",NA,NA,"NY01856727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00909639","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","N. A. Rosa","2937","1978","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909639","Magnoliophyta","Malpighiales","A.Juss.","Maranhão","Vale do Pindaré, margem direita do Rio Pindaré, próximo a BR 316.",NA,NA,"NY00909639_01","W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1856730","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","J. M. Pires","51069","1961","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076190' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856730","Magnoliophyta","Malpighiales","A.Juss.","Amapá","Rio Araguari, 2 km from river, along road from Porto Platón to Macapá.",NA,NA,"NY01856730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1856733","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","N. T. da Silva","4993","1979","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076193' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856733","Magnoliophyta","Malpighiales","A.Juss.","Pará","Campina da serraria Xingú.","-52.0510769","-1.5964373","NY01856733_01",NA,"Gurupá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1856706","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","M. G. Vieira","112","1979","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856706","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Amazonia: Transamazonica-Trecho de Humaitá-Itaituba, Km. 135 da Humaitá, perto do Km. 895 da Transamazonica,","-61.82","-8.1181","NY01856706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02361217","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","R. J. Hill","1701","1976","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2546614' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361217","Magnoliophyta","Malpighiales","A.Juss.",NA,"BR 174 - Manaus-Caracaraí Highway.",NA,NA,"NY02361217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1856716","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","L. O. A. Teixeira","1235","1982","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072820' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856716","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Estrada Humaitá-Jacarecanga, km 45, Rio Maici-Mirim","-62.533333","-7.75","NY01856716_01",NA,"Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1856731","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","S. A. Mori","20492","1989","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076191' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856731","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Rio Negro, Praia Grande","-60.5484867","-3.0340263","NY01856731_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00909635","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","M. dos R. Cordeiro","172","1974","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909635","Magnoliophyta","Malpighiales","A.Juss.","Mato Grosso","Dardanelos Mato Grosso; Rio Aripuanã.","-59.453727","-10.162792","NY00909635_01","W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1856715","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","O. C. Nascimento","430","1978","01","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856715","Magnoliophyta","Malpighiales","A.Juss.","Pará","Campo natural à 1500 m da fazenda Curiman.","-48.1521987915039","-2.41888999938965","NY01856715_01",NA,"Tomé-Açu",NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","755819","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","C. A. Cid Ferreira","5226","1984","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755819","Magnoliophyta","Malpighiales","A.Juss.","Acre","Estr. para o lugar Barao entre os kms 30 e 52","-72","-7","NY00755819_01","W. R. Anderson","Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","755820","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","C. A. Cid Ferreira","5242","1984","10","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755820","Magnoliophyta","Malpighiales","A.Juss.","Acre","Estr. para o lugar Barao entre os kms 30 e 52","-72","-7","NY00755820_01","W. R. Anderson","Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1856732","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","M. G. da Silva","3658","1978","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076192' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856732","Magnoliophyta","Malpighiales","A.Juss.","Pará","Km 63 da estrada Itaituba, Jacareacanga, parque Nacional de Tapajós (I.B.D.F.)reserva Biologica.","-55.059354","-3.3969062","NY01856732_01",NA,"Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01856700","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","E. L. Sette Silva","184","1985","07","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856700","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Matas de ambas as margens do rio Aracá perto do rio Jauari.","-63.5","0.5","NY01856700_01",NA,"Barcelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1856702","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","S. A. Mori","21940","1991","08","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856702","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Rio Negro, Rio Cuieras near mouth of Igarapé Tucunaré.","-60.3284088","-2.5667821","NY01856702_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1856717","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","P. Acevedo-Rodríguez","8088","1996","08","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072821' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856717","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Along Aracá River (a black water tributary of Rio Negro). Boat stationed at Romao.","-62.9331","-0.4189","NY01856717_01",NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00909637","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","E. P. Heringer","43","1977","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909637","Magnoliophyta","Malpighiales","A.Juss.","Distrito Federal","Reserva Ecológica do IBGE. Picada M-1.","-47.9294","-15.7797","NY00909637_01","W. R. Anderson","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","475893","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. G. Hatschbach","44176","1981","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00475893","Magnoliophyta","Malpighiales","A.Juss.","Bahia","Corrego Serra Negra","-42.8958","-12.3169","NY00475893_01","W. R. Anderson","Oliveira dos Brejinhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00909641","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. T. Prance","18306","1973","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909641","Magnoliophyta","Malpighiales","A.Juss.","Mato Grosso","Sandy east bank of Rio Aripuanã, north of Humboldt Campus.","-59.35","-10.2","NY00909641_01","W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1856729","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","J. M. Pires","51069","1961","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076189' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856729","Magnoliophyta","Malpighiales","A.Juss.","Amapá","Rio Araguari, 2 km from river, along road from Porto Platón to Macapá.",NA,NA,"NY01856729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1856709","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","N. A. Rosa","4403","1982","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072813' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856709","Magnoliophyta","Malpighiales","A.Juss.","Amapá","Ariramba, quadrícula SA-22-VB-ponto 402.",NA,NA,"NY01856709_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1856721","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. T. Prance","15446","1971","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076181' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856721","Magnoliophyta","Malpighiales","A.Juss.","Amazonas","Rio Uneiuxi, 35 Km above mouth, Campina do Dodono","-65.295","-0.6911","NY01856721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1856725","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","K. Kubitzki","84-340","1984","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2076185' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856725","Magnoliophyta","Malpighiales","A.Juss.","Pará","Rio Arapiuns, gegenüber Vila São Pedro.",NA,NA,"NY01856725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00909636","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","R. M. Harley","10150","1968","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909636","Magnoliophyta","Malpighiales","A.Juss.","Mato Grosso","R 10, c. 12 km SW of base camp.","-51.77","-12.82","NY00909636_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1856704","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","G. T. Prance","24756","1977","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2072808' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856704","Magnoliophyta","Malpighiales","A.Juss.","Pará","Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway, Cachoeira de Curuá; north slope of Serra Cachimbo.","-54.9644","-8.7367","NY01856704_01",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
