"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem","sex"
"48","2020-06-13 08:29:00-03","MO","MOBOT","634033","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"B. Weinhold","Weinhold s.n.","1976","3","29","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"49","2020-08-31 09:19:33-03","INPA","INPA","133088","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Hágsater, E","Schunke-Vigo, J","4309","1970","08","26","Southern America","Peru","San Martín","Mariscal Caceres","Crece de preferencia en el fuste de los árboles. Epífita en bosque alto. A orilla del río. Rio Chite (margem izquierda del río Huallaga).",NA,NA,"INPA0133088","INPA0133088 INPA0133088_e",NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-08-31 09:19:33-03","INPA","INPA","167248","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Milliken, W","18","1987","03","24","Southern America","Brasil","Roraima",NA,"Low forest with emergent Peltogynes S of the Ilha de Fumaça. At 2m on trunk of large tree.",NA,NA,"INPA0167248","INPA0167248 INPA0167248_e","-61.733333","3.483333",NA,NA,NA,NA,NA,"-61.733333","3.483333",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-08-31 09:19:33-03","INPA","INPA","249261","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Pessoa, EM","827","2011","11","27","Southern America","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá, Rio Branco.",NA,NA,"INPA0249261","INPA0249261 INPA0249261_e","-61.246389","1.058056",NA,NA,NA,NA,NA,"-61.246389","1.058056",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-08-31 09:19:33-03","INPA","INPA","280265","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Koch, AK","Quaresma, AC","24","2014","11","10","Southern America","Brasil","Amazonas","Tefé","RDS Mamirauá, Rio Jarauá. Localidade Paracuuba",NA,NA,"INPA0280265",NA,"-64.7114028930664","-3.35417008399963",NA,NA,"2014","12","03",NA,NA,"340205","auto",NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","18469",NA,"Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pavon","Fraga/15-07-2003","C. N. de Fraga; et al","379","1996","11","05",NA,"Brasil","Espírito Santo","Serra","Restinga de Jacaraípe",NA,"Epífita, flores brancas com o labelo branco esverdeado.","MBML018469","MBML018469","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA
"54","2020-07-10 09:48:16-03","MBML","MBML-HERBARIO","32893",NA,"Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pavon","Fraga, Kollmann & Fontana/24-IV-2013","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2770","2006","08","24",NA,"Brasil","Espírito Santo","Governador Lindenberg","Morelo. Prop.:Fernando Nicolli",NA,"Epífita em ramo caído, estéril (SÓ CULTIVO). Interior de mata, pouco subosque. (Herborizada por R.R. Vervloet em 11/10/2007: flores de cor amarelo esverdeado).","MBML032893","MBML032893","-40.4575","-19.148333","110","110",NA,NA,NA,"40W27'27","19S8'54",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-25 10:11:26-03","CVRD","CVRD","15551","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pavon.","Claudio Nicoletti Fraga","Siqueira, G.S.","1105","2016","01","18","América do Sul","BRASIL","ES","Linhares",NA,NA,"Cultivada em uma árvore próximo a visitação <ll>dwc_commonname:</ll> Orquídea estrela","CVRD015551",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"2016","01","18",NA,NA,"48094","auto",NA,NA,NA,"Liliopsida",NA,NA
"56","2021-02-25 10:11:26-03","CVRD","CVRD","4852","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pavon.","J. T. Atwood","Folli, D.A.","2228","1994","02","25","América do Sul","BRASIL","ES","Linhares","Erva epífita, no B. A. Produção sustentada.",NA,"<ll>dwc_commonname:</ll> Orquídea estrela","CVRD004852","CVRD004852","-40.0722007751465","-19.3910999298096",NA,NA,"1995","06","30",NA,NA,"48094","auto",NA,NA,NA,"Liliopsida",NA,NA
"57","2021-03-01 11:50:04-03","UFPE","UFP","75681","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.",NA,"Pessoa, E; Vasconcelos, S","855","2011","11","29",NA,"Brasil","Roraima","Caracaraí",NA,NA,"Epífita com flores amarelas.","UFP075681",NA,"-61.354167","-0.977778",NA,NA,"2011","11",NA,"-61.354167","-0.977778",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 11:50:04-03","UFPE","UFP","73593","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Pessoa, E","Pessoa, E; Melo, A; Vasconselos, S","704","2011","09","21",NA,"Brasil","Roraima","Caracaraí",NA,NA,"Epífita com flores cremes.","UFP073593",NA,"-6.086111","1.347222",NA,NA,"2012","01",NA,"-6.086111","1.347222",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-09-05 15:55:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,NA,"H. Ruíz L. & J. A. Pavón","Apr-71","1778",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Monocotyledoneae",NA,NA
"60","2019-07-09 12:47:02-03","F","FMNH-SEEDPLANTS","V0436585F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"RRC ID Flag","B. Hoffman","3783","1993","2","14","South America","Guyana","Upper Takutu-Upper Essequibo",NA,"Rupununi",NA,NA,"V0436585F","V0436585F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3783",NA,"Monocotyledoneae",NA,NA
"61","2019-07-09 12:46:44-03","F","FMNH-SEEDPLANTS","V0436586F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"RRC ID Flag","J. Schunke V.","4948","1971","6","1","South America","Peru","San Martín",NA,NA,NA,NA,"V0436586F","V0436586F_01 V0436586F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4948",NA,"Monocotyledoneae",NA,NA
"62","2019-07-09 12:43:24-03","F","FMNH-SEEDPLANTS","V0436587F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,NA,"Ll. Williams","10075","1938","5",NA,"South America","Venezuela",NA,NA,NA,NA,NA,"V0436587F","V0436587F_01","-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"63","2019-07-09 12:43:24-03","F","FMNH-SEEDPLANTS","V0436588F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,NA,"G. Klug","3815","1934","9",NA,"South America","Peru",NA,NA,NA,NA,NA,"V0436588F","V0436588F_01","-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"64","2019-07-09 12:44:31-03","F","FMNH-SEEDPLANTS","V0436589F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,NA,"G. Klug","3815","1934","9",NA,"South America","Peru",NA,NA,NA,NA,NA,"V0436589F","V0436589F_01","-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"65","2019-07-09 12:47:00-03","F","FMNH-SEEDPLANTS","V0459892F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"RRC ID Flag","R. B. Foster","9889","1984","8","24","South America","Peru","Madre de Dios",NA,NA,NA,NA,"V0459892F","V0459892F_01","-70.25","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9889",NA,"Monocotyledoneae",NA,NA
"66","2019-07-09 12:47:02-03","F","FMNH-SEEDPLANTS","V0459893F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"RRC ID Flag","R. B. Foster & C. Janson","8419","1981","7","22","South America","Peru","Madre de Dios",NA,NA,NA,NA,"V0459893F","V0459893F_01 V0459893F_02","-70.25","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8419",NA,"Monocotyledoneae",NA,NA
"67","2019-07-09 12:47:05-03","F","FMNH-SEEDPLANTS","V0459894F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"RRC ID Flag","R. B. Foster","6830","1979","7","23","South America","Peru","Madre de Dios",NA,NA,NA,NA,"V0459894F","V0459894F_01","-70.25","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6830",NA,"Monocotyledoneae",NA,NA
"68","2019-07-09 12:47:00-03","F","FMNH-SEEDPLANTS","V0459895F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"RRC ID Flag","R. B. Foster","6830","1979","7","23","South America","Peru","Madre de Dios",NA,NA,NA,NA,"V0459895F","V0459895F_01","-70.25","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6830",NA,"Monocotyledoneae",NA,NA
"69","2019-09-05 15:43:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Epidendrum","moyobambae","Epidendrum moyobambae",NA,NA,"A. Weberbauer","4563",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Monocotyledoneae",NA,NA
"70","2020-07-23 12:17:15-03","CEPLAC","CEPEC","24959","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"C. N. Fraga","J. L. Hage","1362","1981","09","22",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC.",NA,NA,NA,NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"0W0'0","0S0'0","61245","auto",NA,NA,NA,NA,"09/02/2000",NA
"71","2020-07-23 12:17:15-03","CEPLAC","CEPEC","63317","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"D. T. da Cruz","W. W. Thomas","10575","1994","09","20",NA,"Brasil","Bahia","ILHÉUS","3Km ao N da Rodoviária. Mata da Esperança. Mata ao N do reservatório de água.",NA,NA,NA,NA,"-39.069167","-14.781944",NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,NA,"30/04/2004",NA
"72","2020-07-23 12:17:15-03","CEPLAC","CEPEC","86883","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"D. T. da Cruz","S. C. de Sant'Ana","993","2000","09","23",NA,"Brasil","Bahia","URUÇUCA","Área da EMARC. Reserva Gregório Bondar.",NA,NA,NA,NA,"-39.274167","-14.602222",NA,NA,NA,NA,NA,"39W16'27","14S36'8",NA,NA,NA,NA,NA,NA,"30/04/2004",NA
"73","2020-07-23 12:17:15-03","CEPLAC","CEPEC","24883","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"C. N. Fraga","T. S. dos Santos","3667","1986","02","20",NA,"Brasil","Bahia","ILHÉUS","Quadra I do CEPEC.",NA,NA,NA,NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"09/02/2000",NA
"74","2020-07-23 12:17:15-03","CEPLAC","CEPEC","10838","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum",NA,"C. N. Fraga","T. S. dos Santos","2785","1974","09","09",NA,"Brasil","Bahia","UNA","Faz. Dendhevea. Rod. Rio Branco/Una, Km 40, roça do tabocal.",NA,NA,NA,NA,"-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,"09/02/2000",NA
"75","2019-11-01 15:15:20-03","UnB","UB","3774","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Pabst, GFJ","Heringer, EP","s.n.","1958","10","07","Southern America","Brasil","Distrito Federal","Brasília","Cultivada no horto",NA,NA,"UB0018379","UB0018379","-47.9296989440918","-15.7797002792358",NA,NA,"1958","06","29",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"76","2020-08-20 20:37:53-03","UFSC","FLOR","3909","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Pabst, G.","Bresolin, A.","820","1973","09","19",NA,"Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Morro do Jacaré, Ilha de Santa Catarina.",NA,"epífito. Estranha a ocorrência desta espécie em Santa Catarina, pois no Brasil estava limitada a MT e à Amazônia. G. Pabst-1976","FLOR0003909",NA,"-48.5491981506348","-27.596700668335","50","50","1976",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"77","2020-08-20 14:54:45-03","UFSC","FLOR","8273","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Brito, A.T. de","Bresolin, A.","1290","1975","08","23",NA,"Brasil","Santa Catarina","Florianópolis","Saquinho, Pântano do Sul, Ilha de Santa Catarina.",NA,"epífito de pedras, flor amarelo-pálido. Unicata.","FLOR0008273",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"78","2020-08-20 20:37:53-03","UFSC","FLOR","8267","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Brito, A.T. de","Bresolin, A.","1291","1977","08","23",NA,"Brasil","Santa Catarina","Florianópolis","Saquinho, Pântano do Sul, Ilha de Santa Catarina.",NA,"epífito de pedras, flor creme","FLOR0008267",NA,"-48.5491981506348","-27.596700668335","5","5","1989",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"79","2018-03-27 16:57:42-03","UFMT","UFMT","24387","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Pessoa, E.","Macedo, M.; Da Silva, J.E.","7609","2001","09","21",NA,"Brasil","Mato Grosso","Cuiabá","Campus da UFMT. Viveiro do herbário UFMT.",NA,"Espécie procedente do Município Chapada dos Guimarães. APM-Manso.; Herbácea terrestre. Inflorescência com flores alvas.; Cultivado.","UFMT00024387",NA,"-56.0966987609863","-15.5960998535156",NA,NA,"2018","01",NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:52:13-03","UFRGS","ICN","133968","S","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pavón","Pabst, G","Bresolin, A","820","1973","09","19","América do Sul","Brasil","SC","Florianópolis","Ilha de Santa Catarina Morro do Jacaré Lagoa do Peri",NA,"Doação do Herbário FLOR.; Flor branca.; Epífito da mata.","ICN00039705",NA,"-48.5491981506348","-27.596700668335","50","50",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:13:10-03","IBt","SP","179466","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Barros, F","Hage, JL; Santos, EB; Argolo, CLR","1362","1981","09","22",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC, km 22 da Rodovia Ilhéus/Itabuna (BR 415)",NA,NA,NA,NA,"-39.0494003295898","-14.7889003753662",NA,NA,"1982","10","14",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:13:10-03","IBt","SP","271207","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Barros, F","Chaparro, MAC; Bortolotto, JM","s.n.","1994","09","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro de Mineração Corumbaense Reunida S.A.; Mata",NA,NA,NA,NA,"-57.6533012390137","-19.0091991424561",NA,NA,"1994","10","26",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:13:10-03","IBt","SP","409466","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Barros, F","Barros, F","s.n.","2005","11","11",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro Santa Cruz",NA,NA,NA,NA,"-57.6533012390137","-19.0091991424561",NA,NA,"2005","11","11",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:13:10-03","IBt","SP","24940","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Hoehne, FC","Hoehne, FC","264","1915","06",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca",NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:13:10-03","IBt","SP","168453","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Hágsater, E","Brolio, P","s.n.","1962","10",NA,NA,"Brasil","São Paulo","Andradina",NA,NA,NA,NA,NA,"-51.3699989318848","-20.8899993896484",NA,NA,"1989",NA,NA,NA,NA,"31224","auto",NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:13:10-03","IBt","SP","118042","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Pinheiro, F","Bicalho, HD","65","1972","08","26",NA,"Brasil","São Paulo","Jeriquara","Fazenda Estiva",NA,NA,NA,NA,"-47.5800018310547","-20.3099994659424",NA,NA,"2000","08",NA,NA,NA,"11595","auto",NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:13:10-03","IBt","SP","118041","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Pinheiro, F","Brolio, P","s.n.","1965","09","16",NA,"Brasil","São Paulo","Teodoro Sampaio","Entre Andradina e Pereira Barreto",NA,NA,NA,NA,"-52.1599998474121","-22.5300006866455",NA,NA,"2000","08",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-03 09:41:12-03","IBt","SP","320183","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Pinheiro, F","Martuscelli, P","s.n.","1986","09","23",NA,"Brasil","São Paulo","Teodoro Sampaio","Reserva Estadual Morro do Diabo",NA,NA,NA,NA,"-52.1599998474121","-22.5300006866455",NA,NA,"2000","08",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-03 09:41:12-03","IBt","SP","315493","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pav.","Pinheiro, F","Martuscelli, P","s.n.","1989","09","15",NA,"Brasil","São Paulo","Teodoro Sampaio","Reserva Estadual Morro do Diabo",NA,NA,NA,NA,"-52.1599998474121","-22.5300006866455",NA,NA,"2000","08",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"90","2010-08-16 16:34:54-03","AMES","HU-HERB","AMES 00070243","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","coronatum","Epidendrum coronatum","Ruiz & Pavon",NA,"H. Ruiz L. & J. A. Pavon","29527",NA,NA,NA,"South America","Peru",NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29527",NA,NA,NA,"undetermined"
"91","2010-08-16 16:34:55-03","AMES","HU-HERB","AMES 00070599","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","moyobambae","Epidendrum moyobambae","Kraenzlin",NA,"A. Weberbauer","4563",NA,NA,NA,"South America","Peru","Loreto",NA,"Moyobamba, 800-900 m.","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4563",NA,NA,NA,"undetermined"
"92","2014-09-23 10:59:00-03","G","G","G00168708","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","compositum","Epidendrum compositum","Vell.","?","Vellozo, J. M.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=138164&base=img&lang=en","G00168708","G00168708","-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"TYPUS of Epidendrum compositum Vell.",NA,NA,NA,NA,NA
