"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00741731","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","E. M. Zardini","50647","1999","05","26","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú","-55.28","-24.18361111","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00741731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00722700","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","P. Jorgensen","4653","1931","12",NA,"South America","Paraguay",NA,"Itapé",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00722700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00700545","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","G. G. Hatschbach","48476","1984","10","14","South America","Brazil","Mato Grosso do Sul","Cel. Sapucaia","-55.2256","-23.1044","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=836374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700545","NY00700545_01",NA,NA,NA,NA,"Amambai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00741727","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","E. M. Zardini","46948","1997","05","28","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site): trail to Céspedes Cué","-56.1130556","-23.8102778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00741727",NA,NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","770641","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","A. Schinini","A. Schinini","26902","1990","10","08","South America","Paraguay","Alto Paraná","Reserva Biológica Tati Yupi. 4-5km NE de Hernandarias.","-54.58","-24.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770641","NY00770641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00741728","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","E. M. Zardini","44054","1995","11","29","South America","Paraguay","Caaguazú","Collecting area: around 20 square meters. J. E. Estigarriba (=Pastoreo)","-55.80194444","-25.3958333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00741728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","172018","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat",NA,"E. Hassler","4369","1900","08",NA,"South America","Paraguay",NA,"Iter as Yerbales montium Sierra de Maracayú; in regione fluminis Tapiraguay",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00172018","NY00172018_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00741732","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","E. M. Zardini","44070","1995","11","29","South America","Paraguay","Caaguazú","Collecting area: around 20 square meters. J. E. Estigarriba (=Pastoreo)","-55.80194444","-25.3958333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00741732","NY00741732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00741729","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","E. M. Zardini","46891","1997","05","27","South America","Paraguay","San Pedro","Yaguareté Forest (Sustainable Forest Systems site): Around Aserradero","-56.2113889","-23.7961111","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00741729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00741725","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","E. M. Zardini","42111","1994","12","28","South America","Paraguay","Caaguazú","East of Caaguazú","-55.8030556","-25.3963889","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00741725",NA,NA,NA,"390","390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00741730","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","E. M. Zardini","51059","1999","09","22","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve adminstered by Fundación Moisés Bertoni: Aguará Ñú","-55.28","-24.18361111","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00741730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","770639","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","G. G. Hatschbach","52311","1988","09","15","South America","Brazil","Paraná","Rod. BR-373, próx. Poço Grande.","-51.4581","-25.3956","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770639","NY00770639_01",NA,NA,NA,NA,"Guarapuava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00741726","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","E. M. Zardini","48345","1998","03","12","South America","Paraguay","San Pedro","Yaguarete Forest (Sustainable Forest Systems site) around aserradero","-56.2113889","-23.7961111","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=872317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00741726",NA,NA,NA,"210","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00700543","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","M. H. Nee","G. G. Hatschbach","45883","1982","12","11","South America","Brazil","Mato Grosso do Sul","Lagoa Bonita","-55.2256","-23.1044","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=836372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700543","NY00700543_01",NA,NA,NA,NA,"Amambai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","172019","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum ambiguum","Hassl.",NA,"E. Hassler","9182","1905","03",NA,"South America","Paraguay","Caaguazú","In vicinis Caaguazú",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00172019","NY00172019_01","ambiguum","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","172020","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum horridum","Chodat & Hassl.",NA,"E. Hassler","6959",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00172020","NY00172020_01","horridum","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:20:02-03","ESALQ","ESA","56052","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Giacomin, L.A.","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","7394.0","2007","01","18",NA,"Argentina","Corrientes","Ruta 34, ca. 4km de San Carlos em direção à ruta 12. Campo em beira de estrada",NA,NA,NA,"Erva, ca. 30cm alt. Flores alvas","ESA056052","ESA056052",NA,NA,NA,NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-19 08:08:27-03","FPS","FPS","347","MachineObservation","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Barboza, E.","Schwirkowski, P.","573","2014","11","08",NA,"Brasil","Santa Catarina","Bairro Rio Vermelho povoado. Em frente à propriedade de Elizabete Aebi Eibs","-49.290037","-26.258968",NA,NA,"FPS00347,MBM419449","FPS00347_v01 FPS00347_v02 FPS00347_v03 FPS00347_v04 FPS00347_v05 FPS00347_v06",NA,NA,NA,NA,"São Bento do Sul","2019","06","18","-49.290037","-26.258968","voucher","MBM 419449",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:33:31-03","IAP","PACA-AGP","61401","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","L. A. Mentz","Pivetta","1219","1956","11","04",NA,"Brasil","RS",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor","PACA061401",NA,NA,NA,NA,NA,"São Miguel","1995","12","17",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"30","2019-08-27 13:33:31-03","IAP","PACA-AGP","9677","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","L. A. Mentz","Rambo, B.",NA,"1942","01","28",NA,"Brasil","RS",NA,NA,NA,NA,"Habitat: In campestribus Fenofase: flor","PACA009677",NA,NA,NA,NA,NA,"Tupanciretan","1995","12","17",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"31","2019-08-27 13:33:31-03","IAP","PACA-AGP","3028","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","L. A. Mentz","Rambo, B.",NA,"1937","12","28",NA,"Brasil","RS",NA,"-53.6063995361328","-28.638599395752",NA,"Habitat: In aerodromo Fenofase: flor","PACA003028",NA,NA,NA,NA,NA,"Cruz Alta","1995","12","17",NA,NA,NA,NA,"Magnoliatae","44498","auto",NA,NA,NA
"32","2019-08-27 13:33:31-03","IAP","PACA-AGP","9281","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","L. A. Mentz","Rambo, B.",NA,"1942","01","26",NA,"Brasil","RS",NA,"-54.2238998413086","-29.2914009094238",NA,"Habitat: Ad viam in dumetosis Fenofase: flor","PACA009281",NA,NA,NA,NA,NA,"Jari","1995","12","17",NA,NA,NA,NA,"Magnoliatae","28820","auto",NA,NA,NA
"33","2019-08-27 13:33:31-03","IAP","PACA-AGP","57517","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","L. A. Mentz","Camargo, O. R.","73","1955","11","30",NA,"Brasil","RS",NA,"-53.8069000244141","-29.6842002868652",NA,"Habitat: In incultis. Silvicultura. Fenofase: flor","PACA057517",NA,NA,NA,NA,NA,"Santa Maria","1995","12","17",NA,NA,NA,NA,"Magnoliatae","37819","auto",NA,NA,NA
"34","2019-08-27 13:33:31-03","IAP","PACA-AGP","109267","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","L.A. Mentz","Sehnem, A.","8301b","1964","01","21",NA,"Brasil","RS",NA,"-53.4025001525879","-27.478099822998",NA,"Habitat: herba in campo","PACA109267",NA,NA,NA,NA,NA,"Seberi","2015","02","27",NA,NA,NA,NA,"Magnoliatae","16541","auto",NA,NA,NA
"35","2015-12-12 23:44:24-02","ASU","ASU-PLANTS","ASU0082875","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","G. Hildt & H.A. Keller","H.A. Keller; R.C. Rios & L.J. Ritter","11273","2013","2","9",NA,"Argentina","Corrientes","Establecimiento Santo Domingo","-56.149583","-27.682861",NA,NA,NA,NA,NA,NA,"129",NA,"Ituzaingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:48:55-03","UFMS","CGMS","29771","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","J.R. Stehmann","A. Pott","13790","2005","12","10",NA,"Brasil","Mato Grosso do Sul","Defronte à sede da Fazenda Laudejá, entorno do Parque Nacional da Serra da Bodoquena.","-57.8824996948242","-21.6989002227783",NA,"Flor esbranquiçada. Habitat: Campo arbustivo perturbado por cultivo de Brachiaria. Solo argiloso raso com afloramento de rocha dolomítica. Relevo quase plano. Ocasional. Habito: Subarbusto. 0,50m de altura (rebrota).","CGMS1059156",NA,NA,NA,NA,NA,"Porto Murtinho","2010","11","12",NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA
"37","2021-03-01 16:41:44-03","UNICAMP","UEC","77463","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Stehmann, JR","Stehmann, JR; Ippolito, A","1659","1995","11","30",NA,"Brazil","Paraná","BR 277, km 307, na subida da Serra.","-51.4580993652344","-25.395299911499",NA,"Subarbusto, ca. 50 cm altura; flores com pétalas brancas.","UEC085728","UEC085728",NA,NA,NA,NA,"Guarapuava",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA
"38","2021-03-01 16:41:44-03","UNICAMP","UEC","65741","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Stehmann, JR","Stehmann, JR; Dutilh, JHA; Sciamarelli, A","1206","1993","12","05",NA,"Brazil","Rio Grande do Sul","Estrada Cruz Alta --> Júlio de castilhos, km 230, o#?#rox. ao rio Ivaí.","-53.6817016601562","-29.226900100708",NA,"Subarbusto, ca. 1 m de altura; flores com corola branca, profundamente fendida.","UEC085729","UEC085729",NA,NA,NA,NA,"Júlio de Castilhos","1996","10",NA,NA,NA,NA,NA,NA,"41205","auto",NA,NA,NA
"39","2019-01-17 11:27:17-02","PUCRS","MPUC","16940","S","Plantae",NA,"Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum",NA,"C.A. Mondin",NA,NA,"2009","10","20","South America","Brasil","RS",".","-51.1836111","-29.9180556",NA,NA,NA,NA,NA,NA,NA,NA,"Canoas",NA,NA,NA,"-51.1836111000","-29.9180556000",NA,NA,"Magnoliopsida",NA,NA,"3439","1",NA
"40","2021-03-16 17:55:11-03","UCS","HUCS","44270","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Mentz, L.A.","Hagemann, A.L.","s.n.","1987","12","17",NA,"Brasil","Rio Grande do Sul","Saída de Passo Fundo para Lagoa Vermelha",NA,NA,NA,"Terreno Abandonado",NA,NA,NA,NA,NA,NA,NA,"1995","08","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-16 17:55:11-03","UCS","HUCS","47974","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","Mentz, L.A.","Bordignon, S.A.L.","s.n.","2003","11","06",NA,"Brasil","Rio Grande do Sul","Entre Toropi e Quevedos",NA,NA,NA,"ICN 185435",NA,NA,NA,NA,NA,NA,NA,"2016","05","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-16 08:41:14-03","UTFPR","HCF","6258","S","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","J. Cordeiro & E. Barboza","M.G. Caxambu","1785","2007","11","02",NA,"Brasil","PR","Buraco do Padre","-49.973889","-25.183194",NA,"erva ca. 0,30 m. Flores alvas. Em barranco.",NA,NA,NA,NA,"882","882","Ponta Grossa","2008",NA,NA,"49°58'26 W","25°10'59,5 S",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-16 08:41:14-03","UTFPR","HCF","18715","S","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","J. Cordeiro","J.T. Motta","4442","2014","09","22",NA,"Brasil","PR","Iraras","-51.987778","-26.105278",NA,"arbusto, 1,20 m; flores alvas. Em campo na orla da mata; Floresta Ombrófila Mista.",NA,NA,NA,NA,"1123","1123","Coronel Domingos Soares","2015","03",NA,"51°59'16 W","26°06'19 S",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-16 08:41:14-03","UTFPR","HCF","6379","S","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum","Chodat","J. Cordeiro & E. Barboza","M.G. Caxambu","1906","2007","11","04",NA,"Brasil","PR","Cerrado das Cinzas","-49.870583","-24.125",NA,"erva ereta, heliófita, armada com espinhos. Flores alvas. Beira da estrada.",NA,NA,NA,NA,"891","891","Arapoti","2008",NA,NA,"49°52'14,1 W","24°07'30 S",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-25 12:12:45-03","UFSM","SMDB","4852","S","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum solanum sisymbifolium","Lam.","Mentz, L A","Rangel, I","s.n.","1993","09","14",NA,"Brasil","Rio Grande do Sul","Campus da UFSM","-53.8069000244141","-29.6842002868652",NA,"Em lavoura nos fundos do HUSM","SMDB004852",NA,"solanum sisymbifolium",NA,NA,NA,"Santa Maria","1995","10","10",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA
"46","2019-11-25 12:12:45-03","UFSM","SMDB","4923","S","Plantae",NA,NA,"Solanaceae","Solanum","hasslerianum","Solanum hasslerianum solanum sisymbifolium","Lam.","Mentz, L A","Rangel, I; et al.","s.n.","1993","12","14",NA,"Brasil","Rio Grande do Sul","Campus UFSM","-53.8069000244141","-29.6842002868652",NA,"Em lavoura nos fundos do HUSM.","SMDB004923",NA,"solanum sisymbifolium",NA,NA,NA,"Santa Maria","1995","10","10",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA
