"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"439","2020-12-11 11:40:33-03","UFMG","BHCB","40489","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Sericita","Fazenda Boa Vista.","-42.4818992614746","-20.4738998413086",NA,NA,NA,NA,NA,NA,NA,"13633","auto","s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"440","2020-12-11 11:40:33-03","UFMG","BHCB","2008","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Grandi, TSM","1980","05","30","Brasil","Minas Gerais","Belo Horizonte","Horto.","-43.937801361084","-19.9207992553711",NA,NA,":sobrasil;terrestre;arbóreo;",NA,NA,NA,NA,"17082","auto","286","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"441","2020-12-11 11:40:33-03","UFMG","BHCB","19676","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Andrade, PM de","1990",NA,NA,"Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,"29211","auto","s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"442","2020-12-11 11:40:33-03","UFMG","BHCB","19676","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Andrade, PM de","1990",NA,NA,"Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,"29211","auto","s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"443","2020-12-11 11:40:33-03","UFMG","BHCB","32660","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caeté","Socorro","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,NA,"22051","auto","s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-12-11 11:40:33-03","UFMG","BHCB","32660","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caeté","Socorro","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,NA,"22051","auto","s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"445","2020-12-11 11:40:33-03","UFMG","BHCB","41938","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,"2017","01","26","Salino, A; Morais, PO","1998","06","20","Brasil","Minas Gerais","Guarani","Usina Hidrelétrica de Ponte., Área de inundação da Usina","-43.0469017028809","-21.3521995544434",NA,NA,"Árvore de 12 metros de altura, folhas subcoriáceas e frutos imaturos verdes",NA,NA,NA,NA,"13577","auto","4255","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"446","2020-08-20 15:42:08-03","URCA","HCDAL","4275","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Linhares, K.V.",NA,NA,NA,"Morais, A.C.A.; Jorge, A.L.","2009","03","03","Brasil","Ceará","Crato","Estrada do Cajueiro, Chapada do Araripe","-39.544972","-7.292472","-39.544972","-7.292472","Arbusto ca.2m; flor de creme; folhas alternas; caule e folhas pilosas.; Cerrado",NA,NA,"943","943",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2020-03-11 09:01:35-03","URCA","HCDAL","1461","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Linhares, K.V.",NA,NA,NA,"Furtado, I.M.","2002","03","22","Brasil","Ceará","Crato","Chapada do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,NA,NA,NA,"30071","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2020-03-11 09:01:35-03","URCA","HCDAL","1461","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Linhares, K.V.",NA,NA,NA,"Furtado, I.M.","2002","03","22","Brasil","Ceará","Crato","Chapada do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,NA,NA,NA,"30071","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2020-03-11 09:01:35-03","URCA","HCDAL","8143","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Linhares, K. .V.",NA,NA,NA,"Morais - Mendonça, A C A; et al.","2012","03","14","Brasil","Ceará","Crato","Estrada da corrente","-39.4094009399414","-7.23416996002197",NA,NA,"Árvore.; Mata Úmida",NA,NA,NA,NA,"30071","auto","HCDAL8143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2020-03-11 09:01:35-03","URCA","HCDAL","12822","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Campos, N. .B.","2017","08","16","Campos, N. .B.","2017","04","26","Brasil","Ceará","Crato","Sitio Venha Ver, Chapada do Araripe, estrada do Belmonte.","-39.470278","-7.342556","-39.470278","-7.342556","Arbusto ca.1,40m; fruto verde, imaturo.; Cerradão.",NA,NA,"925","925",NA,NA,"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2021-02-11 17:21:27-03","UFPR","UPCB","17470","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var. reitzii","Perkins","Reis, A.","1988","12","05","Meruvia, M.Y.L.","1988","06","08","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m, folhas alternas a sub-opostas com glândulas ao longo da margem, fruto grande e verde..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,"var. reitzii",NA,NA,NA,NA,NA,NA
"452","2021-02-11 17:21:27-03","UFPR","UPCB","40404","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Vieira, A.O.S.","1999","01","01","Souza, L.R.M.","1999","02","08","Brasil","Paraná","Londrina","Mata Luiz de Sá","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 15m, botões florais marrons, flores verdes, frutos imaturos verdes. Interior da mata. Nome vulgar: sobrasil..",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2021-02-11 17:21:27-03","UFPR","UPCB","15803","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Meruvia, M.Y.L.","1987","04","22","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2021-02-11 17:21:27-03","UFPR","UPCB","43011","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Nicolau, S.A.","1993","03","14","Brasil","São Paulo","Mogi das Cruzes","Capela de Santo Alberto, sul da Capela","-46.1883010864258","-23.5228004455566",NA,NA,"Árvore ca. 7m, sépalas e pétalas castanho-esverdeadas. Mata isolada..",NA,NA,NA,NA,"28666","auto","595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2021-02-11 17:21:27-03","UFPR","UPCB","30202","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Silva, S.M.","1997","04",NA,"Mikich, S.B.","1997","04","08","Brasil","Paraná","Fênix","Fazenda Canguiri","-51.9791984558105","-23.9160995483398",NA,NA,"Arbusto, flor branca-esverdeada. Floresta..",NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2021-02-11 17:21:27-03","UFPR","UPCB","19816","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Dias, M.C.","1989","01","01","Yuyama, M.M.","1988","06","17","Brasil","Paraná","Ibiporã","Horto Florestal","-51.0480995178223","-23.2691993713379",NA,NA,"Árvore, 8m, fruto verde. Interior da mata..",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2021-02-11 17:21:27-03","UFPR","UPCB","20153","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Soares e Silva, L.H.","1989","01","01","Soares e Silva, L.H.","1989","01","20","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore, 14m, botão floral ferrugem, flor esverdeada, freqüente, odorífera..",NA,NA,NA,NA,"63728","auto","183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2021-02-11 17:21:27-03","UFPR","UPCB","19817","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Rodas, L.A.C.","1985","05","30","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore, 10m, fruto verde..",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2021-02-11 17:21:27-03","UFPR","UPCB","19815","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Dias, M.C.","1986","01","01","Libanor, R.A.","1986","06","10","Brasil","Paraná","Guairaçá","Sítio Vista Alegre","-52.6856002807617","-22.9344005584717",NA,NA,"Árvore..",NA,NA,NA,NA,"23199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2021-02-11 17:21:27-03","UFPR","UPCB","64672","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Cervi, A.C.","2009","04",NA,"Cervi, A.C.","2009","04","14","Brasil","Paraná","Curitiba","UFPR, Centro Politécnico.","-49.2731018066406","-25.4277992248535",NA,NA,"árvore ca. 10m, flores creme. Cultivada..",NA,NA,NA,NA,"25180","auto","9419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2021-02-11 17:21:27-03","UFPR","UPCB","46553","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Cervi, A.C.","2003","03","31","Cervi, A.C.","2003","03","26","Brasil","Paraná","Curitiba","UFPR, Departamento de Botânica","-49.2731018066406","-25.4277992248535",NA,NA,"Árvore ca. 8m, flores amarelas, cultivada..",NA,NA,NA,NA,"25180","auto","8392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2021-02-11 17:21:27-03","UFPR","UPCB","17471","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var. reitzii","Perkins","Reis, A.","1988","12","05","Meruvia, M.Y.L.","1988","08","15","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m, folhas alternas a sub-opostas com glândulas ao longo da margem, fruto grande verde e escuro..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,"var. reitzii",NA,NA,NA,NA,NA,NA
"463","2021-02-11 17:21:27-03","UFPR","UPCB","17469","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var. reitzii","Perkins","Reis, A.","1988","12","05","Meruvia, M.Y.L.","1988","05","09","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m, folhas alternas com glândulas ao longo da margem, frutos em diferentes estágios de desenvolvimento..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,"var. reitzii",NA,NA,NA,NA,NA,NA
"464","2021-02-11 17:21:27-03","UFPR","UPCB","17468","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var. reitzii","Perkins","Reis, A.","1988","12","05","Meruvia, M.Y.L.","1988","04","04","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m, folhas alternas com glândulas ao longo da margem, presença de botão floral, flor e início de frutificação..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,"var. reitzii",NA,NA,NA,NA,NA,NA
"465","2021-02-11 17:21:27-03","UFPR","UPCB","17474","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var. reitzii","Perkins","Reis, A.","1988","12","05","Meruvia, M.Y.L.","1988","12","02","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m, folhas alternas com glândulas ao longo da margem, botões florais em desenvolvimento..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,"var. reitzii",NA,NA,NA,NA,NA,NA
"466","2021-02-11 17:21:27-03","UFPR","UPCB","17473","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var. reitzii","Perkins","Reis, A.","1988","12","05","Meruvia, M.Y.L.","1988","11","28","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m, folhas alternas com glândulas ao longo da margem, botão floral em desenvolvimento, coleta na copa da árvore..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,"var. reitzii",NA,NA,NA,NA,NA,NA
"467","2021-02-11 17:21:27-03","UFPR","UPCB","17472","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var. reitzii","Perkins","Reis, A.","1988","12","05","Meruvia, M.Y.L.","1988","10","28","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m, folhas alternas com glândulas ao longo da margem, início do aparecimento dos botões florais, coleta na copa da árvore..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,"var. reitzii",NA,NA,NA,NA,NA,NA
"468","2021-02-11 17:21:27-03","UFPR","UPCB","17467","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa var. reitzii","Perkins","Reis, A.","1988","12","05","Meruvia, M.Y.L.","1988","03","10","Brasil","Santa Catarina","Florianópolis","Campus Universitário da Universidade Federal de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"Árvore, ca. 18m, folhas alternas com glândulas ao longo da margem, início da abertura dos botões florais..",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,"var. reitzii",NA,NA,NA,NA,NA,NA
"469","2012-07-28 15:47:00-03","MO","MOBOT","100503224","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","A. Pool",NA,NA,NA,"W.L. Balée","1985","6","5","Brazil","Maranhão","Monção","Mun. de Monção: Basin of the Rio Turiaçu; Ka'apor Indian Reserve; within 7 km of the settlement of Urutawy. Moist terra firme forest.","-45.2510986328125","-3.49166989326477",NA,NA,NA,NA,NA,NA,NA,"47919","auto","Balée 984","South America",NA,NA,NA,NA,"reitzii",NA,NA,NA,"1",NA,NA
"470","2012-08-25 18:39:00-03","MO","MOBOT","100512706","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","A. Pool",NA,NA,NA,"D. P. Santos","1983","3","18","Brazil","Minas Gerais","Três Pontas","Cultivada na Praça Paulo de Paiva Loures","-45.5125007629395","-21.36669921875",NA,NA,NA,NA,NA,NA,NA,"23683","auto","Santos s.n.","South America",NA,NA,NA,NA,"reitzii",NA,NA,NA,"1",NA,NA
"471","2020-03-28 09:55:00-03","MO","MOBOT","100512716","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","A. Pool",NA,NA,NA,"C.F.P. Martius","1817",NA,NA,"Brazil","Rio de Janeiro","Cabo Frio","Corcovado","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,NA,"40069","auto","Martius 575","South America",NA,NA,NA,NA,"reitzii",NA,NA,NA,"1",NA,NA
"472","2020-03-26 13:57:00-03","MO","MOBOT","100512698","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","A. Pool",NA,NA,NA,"O.C. Goes|D. Constantino","1943","12",NA,"Brazil","Rio de Janeiro","Petrópolis","Bairro Amoede","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,"36524","auto","Goes 1040","South America",NA,NA,NA,NA,"reitzii",NA,NA,NA,"1",NA,NA
"473","2012-08-25 19:25:00-03","MO","MOBOT","100512715","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C. Johnst.) M.C. Johnst.","A. Pool",NA,NA,NA,"J. Simã","1931","12","21","Brazil","São Paulo","Brotas","Alto de Serra Brotos","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,NA,"26585","auto","Simã 16","South America",NA,NA,NA,NA,"reitzii",NA,NA,NA,"1",NA,NA
"474","2008-05-27 22:02:00-03","MO","MOBOT","162486","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"R.L.Liesner",NA,NA,NA,"Alwyn H. Gentry|Nestor Jaramillo","1983","5","31","Peru","Huánuco",NA,"Km 11 to Km 12. Carretera Marginal (in construction) S of Pucallpa- Tingo Maria road at Bosque von Humboldt.","-75.01666","-8.75",NA,NA,NA,NA,NA,"270.00000000",NA,NA,NA,"Gentry 41365","South America",NA,NA,NA,NA,"glandulosa",NA,NA,"83-96","2",NA,NA
"475","2012-03-31 05:13:00-03","MO","MOBOT","3019388","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"Ronald Liesner",NA,NA,NA,"Gary S. Hartshorn","1975",NA,NA,"Peru","Loreto",NA,"Km 99; 500 m al sur, al lado de un camino viejo de extraccion. Carretera Pucallpa - Lima Federico Basadre Departamentos de Huánuco.","-74.9","-9.58333",NA,NA,NA,NA,NA,"300.00000000","500.00000000",NA,NA,"Hartshorn 1662","South America",NA,NA,NA,NA,"glandulosa",NA,NA,NA,NA,NA,NA
"476","2013-02-16 18:08:00-02","MO","MOBOT","174971","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"A. Pool",NA,NA,NA,"David N. Smith","1989","5","18","Bolivia","Beni","Gral. Ballivian","Serrania del Pilón Lajas, vertiente oriental, 7 m de Yucumo. Bosque secundario y derecho de la carretera. Especimenes preservados en alcohol.","-67.0333333","-15.15",NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,"Smith 13226","South America",NA,NA,NA,NA,"glandulosa",NA,NA,"32","10",NA,NA
"477","2013-08-21 09:53:00-03","MO","MOBOT","934426","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"A. Pool",NA,NA,NA,"R.C. Quevedo|René Guillén V.|E. Gutiérrez|Antony Jardim|B. Vacadiez","1993","7","25","Bolivia","Beni","Itenez","El Puente de Picacho.","-62.05","-14.4166667",NA,NA,NA,NA,NA,"165.00000000",NA,NA,NA,"Quevedo Sopepí 1082","South America",NA,NA,NA,NA,"glandulosa",NA,NA,NA,"1",NA,NA
"478","2012-05-03 11:47:00-03","MO","MOBOT","3316964","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"A. Pool",NA,NA,NA,"L.O. Adão Teixeira","1982","5","19","Brazil","Rondônia",NA,"Mpio de Ariquemes, Mineraçao Mibrasa, Setor Alto Candeias, km 128. Sudoeste de Ariquemes. Capoeira.","-63.5833333","-10.5833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teixeira 600","South America",NA,NA,NA,NA,"glandulosa",NA,NA,NA,"1",NA,NA
"479","2020-01-17 18:21:00-03","MO","MOBOT","101174497","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","R. Vásquez (HOXA)",NA,NA,NA,"Rodolfo Vásquez|Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Alexsander Garcia G.|J. Chetilan","2018","9","11","Peru","Loreto","Ucayali","Distrito Pampa Hermosa. Parque Nacional Cordilleras Azul. Sector Shanshuico.","-75.9908333","-7.3416666",NA,NA,NA,NA,NA,"432.00000000",NA,NA,NA,"Vásquez Martínez 42090","South America",NA,NA,NA,NA,NA,NA,NA,"838","4",NA,NA
"480","2020-06-05 20:15:00-03","MO","MOBOT","101196738","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Edwin Becerra González|Juan Perea","2006","3","3","Peru","Huánuco","Puerto Inca","Distrito Codo del Pozuzo. Caserio La Unión. Fundo de Erasmo Evangelista Weistraicher.","-75.5583333","-9.6916666",NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,"Becerra González 1138","South America",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"481","2018-06-03 05:28:00-03","MO","MOBOT","1427937","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","R. Tortosa (BAA)",NA,NA,NA,"Alberto Dik","1996","11","2","Ecuador","Napo","Orellana","Parque Nacional Sumaco. Proyecto Amoco, Bloque 18, línea sísmica AM-96-07, margen occidental del río Payamino. Zonas de pendientes. Bosque primario húmedo tropical, lechos sedimentarios.","-77.35","-0.4",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,"Dik 1684","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"482","2008-05-27 22:02:00-03","MO","MOBOT","2561351","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Foster's catalog note file",NA,NA,NA,"Schmidt",NA,NA,NA,"Bolivia","Santa Cruz","Velasco","at the foot of Serrania Ricardo Franco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schmidt 57","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2012-08-25 16:27:00-03","MO","MOBOT","175134","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"A. Pool",NA,NA,NA,"Thomas B. Croat","1972","7","11","Peru","Loreto",NA,"Quebrada Shanuce, above Yurimanguas; disturbed forest.","-76.08333","-5.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croat 18027","South America",NA,NA,NA,NA,"glandulosa",NA,NA,"247","17",NA,NA
"484","2012-08-18 05:19:00-03","MO","MOBOT","3019975","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"Ronald Liesner",NA,NA,NA,"João Murça Pires","1978","8","10","Brazil",NA,NA,"Mato Grosso, Sararé, próximo ao Campo Base do Radambrasil.","-59.00046","-15.00011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pires 16549","South America",NA,NA,NA,NA,"glandulosa",NA,NA,NA,NA,NA,NA
"485","2012-05-03 11:32:00-03","MO","MOBOT","100149679","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"A. Pool",NA,NA,NA,"Carlos E. Cerón","2007","7","13","Ecuador","Sucumbíos","Shushufindi","Pozo Aguarico 5.","-76.6383333","-0.0705556",NA,NA,NA,NA,NA,"247.00000000",NA,NA,NA,"Cerón Martínez 59922","South America",NA,NA,NA,NA,"glandulosa",NA,NA,NA,"1",NA,NA
"486","2012-05-03 11:48:00-03","MO","MOBOT","100181352","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"A. Pool",NA,NA,NA,"C. Ehringhaus|O. Torres|E. Barth|E. Consuelo O.|L. Lima|S. Aquino","1999","6","4","Brazil","Acre",NA,"Mun. Xapuri. Reserva Extrativista Chico Mendes, Seringal Dois Irmãos, Colocação Já Começa.","-68.3030556","-10.5644444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ehringhaus 1043","South America",NA,NA,NA,NA,"glandulosa",NA,NA,NA,"1",NA,NA
"487","2012-05-03 11:44:00-03","MO","MOBOT","100239345","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"A. Pool",NA,NA,NA,"Renate Seidel|D. Vaquiata","1994","6","15","Bolivia","La Paz","Sud Yungas","Alto Beni, serrania de Marimonos, colonia Tarapacá.","-68.1333333","-16.4833333",NA,NA,NA,NA,NA,"600.00000000",NA,NA,NA,"Seidel 7609","South America",NA,NA,NA,NA,"glandulosa",NA,NA,NA,"1",NA,NA
"488","2020-05-26 12:31:00-03","MO","MOBOT","100495581","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa",NA,"A. Pool",NA,NA,NA,"Pablo Stevenson",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stevenson Diaz 1999","South America",NA,NA,NA,NA,"glandulosa",NA,NA,NA,"1",NA,NA
