"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"18","2021-03-15 16:37:00-03","NY","NYBG","00996155","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","R. L. Liesner",NA,NA,NA,"N. A. Rosa","1977","05","28","Brazil","Mato Grosso",NA,"R. Juruena, margem direita da cachoeira Salto Angusto.","-58.5550234","-8.8856653",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996155","NY00996155_01",NA,NA,NA,NA,"2024","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00996156","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.","M. C. Johnston",NA,NA,NA,"A. F. Regnell","1847",NA,NA,"Brazil","Minas Gerais","Caldas",NA,"-46.3858","-21.9236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996156",NA,NA,NA,NA,NA,"III.382","South America","sheet",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00996160","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.","R. Lima",NA,NA,NA,"J. M. Pires","1978","08","10","Brazil","Mato Grosso",NA,"Sararé, próximo ao Campo Base do RADAMBRASIL.","-59.47","-15",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996160","NY00996160_01",NA,NA,NA,NA,"16549","South America","sheet",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","869514","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.","G. L. Nesom",NA,NA,NA,"D. C. Daly","1989","07","28","Brazil","Acre","Porto Acre","Reserva Florestal Humaitá (of UFAC), 33 km NNE of Rio Branco on road to Porto Acre (AC-10), then several km W on Ramal de Canindê.","-67.62","-9.75",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869514",NA,NA,NA,NA,NA,"6114","South America","sheet",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2332089","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"J. E. de Paula","1980","10","10","Brazil","Distrito Federal","Brasília","Cultivada ao lado da Igreja Dom Bosco - W3 - Sul","-47.9296989440918","-15.7797002792358",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511357' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332089","NY02332089_01",NA,NA,"70570","auto","1392","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02817753","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"J. Braga","1994","04","15","Brazil","Rio de Janeiro","Rio de Janeiro","Morro Mundo Novo, Serra da Carioca, Morro Mundo Novo, Botafogo, Campus da Universidade Santa Úrsula.","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3165777' target='other'> <mi>dwc_moreinfo</mi></a>","NY02817753","NY02817753_01",NA,NA,"57442","auto","1143","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2332093","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"Pessoal do Horto Florestal","1927","04","11","Brazil","Rio de Janeiro","Rio de Janeiro","Sylvestre","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511361' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332093","NY02332093_01",NA,NA,"57442","auto","1019","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","868858","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.","G. L. Nesom",NA,NA,NA,"D. C. Daly","1991","06","06","Brazil","Acre","Xapuri","BR 317 (Estrada Rio Branco-Brasiléia) approx. 10 km W of km 68","-67.75","-10.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868858","NY00868858_01",NA,NA,NA,NA,"6877","South America","sheet",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","579768","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.","L. M. Nascimento",NA,NA,NA,"A. G. d. Silva","1999","09","14","Brazil","Pernambuco","Brejo da Madre de Deus","Brejo da Madre de Deus. Mata do Bituri.","-36.39792","-8.20958",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579768","NY00579768_01","920","1030",NA,NA,"154","South America","sheet",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","579767","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.","L. M. Nascimento",NA,NA,NA,"A. M. d. Silva","1999","09","14","Brazil","Pernambuco","Brejo da Madre de Deus","Brejo da Madre de Deus. Mata do Bituri.","-36.39792","-8.20958",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579767","NY00579767_01","920","1030",NA,NA,"31","South America","sheet",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
"28","2016-09-29 15:38:00-03","NY","NYBG","533387","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa",NA,"R. Lima",NA,NA,NA,"A. Gehrt","1936","02","14","Brazil","São Paulo","Sao Paulo","Sao Paulo, mata natural do Parque da Avenida Paulista.","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533387","NY00533387_01",NA,NA,NA,NA,"s.n.","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2332095","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"B. Maguire","1954","12","13","Brazil","Roraima",NA,"Fazenda Natal, 10-12 km NE of Fazenda Vista Geral, 720-750 m alt, Rio Cotinga",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511363' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332095","NY02332095_01",NA,NA,NA,NA,"40237","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","533384","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","J. R. Pirani",NA,NA,NA,"J. R. Pirani","1993","05","16","Brazil","Rio de Janeiro","Resende","Estrada Resende-Formoso, ca. 14 km de Resende. Beira da estrada.","-44.4467","-22.4692",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533384","NY00533384_01",NA,NA,NA,NA,"2901","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","755253","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","Unspecified Determiner",NA,NA,NA,"C. Ehringhaus","1999","06","04","Brazil","Acre","Xapuri","Reserva Extrativista Chico Mendes, Seringal Dois Irmãos, Colocação Já Começa","-68.3030556","-10.5644444",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755253","NY00755253_01",NA,NA,NA,NA,"1043","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2332091","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"G. T. Prance","1971","06","18","Brazil","Amazonas",NA,"Rio Purus between Aiapuá and Moibanda",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511359' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332091","NY02332091_01",NA,NA,NA,NA,"13362","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","822744","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","P. Fiaschi",NA,NA,NA,"P. Fiaschi","2005","03","03","Brazil","Bahia","Almadina","Serra do Sete-Paus. Rodovia de Almadina para Ibitupã, entrada à esquerda ca. 5 km Fazenda Cruzeiro do Sul, ca. 8 km da entrada do ramal.","-39.6961111","-14.735",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822744","NY00822744_01",NA,NA,NA,NA,"2731","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2332094","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"N. T. da Silva","1969","07","26","Brazil","Pará","Jari","Água Branca.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511362' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332094","NY02332094_01",NA,NA,NA,NA,"2467","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2332090","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"E. P. Heringer","1980","11","08","Brazil","Distrito Federal","Brasília","Em frente ao Santuário Dom Bosco","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511358' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332090","NY02332090_01",NA,NA,NA,NA,"5688","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","533442","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins","J. V. Monachino",NA,NA,NA,"J. J. Wurdack","1954","10","18","Venezuela","Bolívar",NA,"Headwaters of Rio Saca, 12 km. east of ranch house.","-63.5","6.75",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533442",NA,"420","450",NA,NA,"70","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02332087","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa","Perkins",NA,NA,NA,NA,"L. O. A. Teixeira","1982","05","19","Brazil","Rondônia","Aríquemes","Mineração Minabrasa, Setor Alto Candeias, km 128, sudoeste de Ariquemes","-63.583333","-10.583333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511353' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332087","NY02332087_01",NA,NA,NA,NA,"600","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 15:21:00-03","NY","NYBG","533441","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa","Perkins","M. C. Johnston",NA,NA,NA,"E. L. Little Jr.","1945","03","11","Colombia",NA,NA,"Solano, 8 km SE. of Tres Esquinas, on Río Caquetá below mouth of Río Orteguaza. Comisaría de Caquetá. Trip on foot 2 km. S-SW of Solano to lowland forest on bank of Río Caquetá.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533441","NY00533441_01","200","200",NA,NA,"9776","South America","sheet",NA,"Magnoliophyta","Rosales","glandulosa",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","540799","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa glandulosa","Perkins","D. C. Daly",NA,NA,NA,"A. R. S. de Oliveira","1995","06","13","Brazil","Acre","Sena Madureira","Riozinho do Andirá, colocaçao Curitiba.","-68.1481","-9.7292",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540799",NA,NA,NA,NA,NA,"594","South America","sheet",NA,"Magnoliophyta","Rosales","glandulosa",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02210964","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.",NA,NA,NA,NA,"K. Kainer","1989","10","26","Brazil","Acre","Xapuri","Seringal Cachoeira, Col. Sao Luis, Sucam 37. Collected from approx. tree 5 min from houde en route to Col Retiro","-68.5042","-10.6519",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2346019' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210964","NY02210964_01",NA,NA,NA,NA,"116","South America","separate fruit",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","533383","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.","M. C. Johnston",NA,NA,NA,"J. C. Lindeman","1966","10","17","Brazil","Paraná","Fênix","Fazenda near Fenix on the Rio Ivaí.","-51.9792","-23.9161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533383","NY00533383_01",NA,NA,NA,NA,"2737","South America","sheet",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00996159","PreservedSpecimen","Plantae","Rhamnaceae","Colubrina","glandulosa","Colubrina glandulosa reitzii","(M.C.Johnst.) M.C.Johnst.","M. C. Johnston",NA,NA,NA,"Y. E. J. Mexia","1930","11","04","Brazil","Minas Gerais","Viçosa","Road to Barroso, near Fazenda Paraiso.","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996159","NY00996159_01 NY00996159_02","700","700",NA,NA,"5247","South America","sheet",NA,"Magnoliophyta","Rosales","reitzii",NA,NA,NA,NA,NA,NA
