"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-06-29 11:31:00-03","UFRJ","RFA","39779","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Finotti R.; Caruzo J.","332",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,"Arvore de 7 metros de altura e PAP de 24,5cm.","RFA24808",NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,"50","50",NA,NA,NA,NA,NA,NA
"12","2020-01-20 14:40:31-03","UPM","MACK","3356","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"B. F. S. de Oliveira","2",NA,"Brasil","SP","Campos do Jordão","Trilha do Pomar","-45.5900001525879","-22.7299995422363",NA,NA,"HMACK00003356-B.F.S.deOliveira2-10/4/2014,TrilhadoPomar,CamposdoJordão,SP,Brasil",NA,NA,"2014","04","10","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:35:24-03","NBC","NL-BOTANY","L 0036190","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.","isotype","Riedel L",NA,"Southern America","Brazil","Rio de Janeiro",NA,"BrasiliaMandioccaRio Janeira",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200036190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0036190","NL-L0036190","Kostermans AJGH","1868","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","90522983",NA,NA
"14","2020-02-08 09:35:24-03","NBC","NL-BOTANY","L 0036191","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.","isotype","Riedel L",NA,"Southern America","Brazil","Rio de Janeiro",NA,"BrasiliaMandioccaRio Janeira",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200036191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0036191","NL-L0036191","Kostermans AJGH","1868","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","90522977",NA,NA
"15","2020-02-08 09:35:24-03","NBC","NL-BOTANY","L.3883808","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes PLR de",NA,"Southern America","Brazil",NA,NA,"Estacao Ecologica de Jureia-Itatins, Nucleo Rio Verde, Trilha da Figueira, Iguape.","-47.241194","-24.547944",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3883808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3883808","NL-L3883808",NA,"2001","06","01",NA,NA,NA,NA,NA,NA,NA,"-47.241194","-24.547944","Magnoliopsidae",NA,NA,NA
"16","2020-02-08 09:35:24-03","NBC","NL-BOTANY","U.1400720","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Machado-Nunes G",NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1400720 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1400720","NL-U1400720","Rodrigues de Moraes PL","1935","01","01",NA,NA,"2003","07","01",NA,NA,NA,NA,"Magnoliopsidae","U 0017925",NA,NA
"17","2020-11-04 11:11:51-03","ESALQ","ESA","67394","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha",NA,NA,"Moraes, P.L.R.","2155.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA067394","ESA067394",NA,"2000","07","18","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:11:51-03","ESALQ","ESA","71636","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2466.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA071636","ESA071636","Moraes, P.L.R.","2001","06","12","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:11:51-03","ESALQ","ESA","71635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha",NA,NA,"Moraes, P.L.R.","2464.0",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"ESA071635","ESA071635",NA,"2001","06","12","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:11:51-03","ESALQ","ESA","70691","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2426.0",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA070691","ESA070691","Moraes, P.L.R.","2001","05","08","55628","auto","2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:11:51-03","ESALQ","ESA","48728","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Nicolau, S.A. et al.","1060.0",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA048728","ESA048728","Moraes, P.L.R.","1996","05","30","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:11:51-03","ESALQ","ESA","71511","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2451.0",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA071511","ESA071511","Moraes, P.L.R.","2001","06","01","55628","auto","2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:11:51-03","ESALQ","ESA","80513","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissneri",NA,"Heringer, E.P.","913.0",NA,"Brasil","Minas Gerais","Coronel Pacheco",NA,"-43.2655982971191","-21.5877990722656",NA,NA,"ESA080513","ESA080513","Moraes, P.L.R.","1942","10","15","10350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:11:51-03","ESALQ","ESA","76605","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Lima, H.C. et al.",NA,NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,"ESA076605","ESA076605","Moraes, P.L.R.","1981","09","10","21463","auto","2002","01","25",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:11:51-03","ESALQ","ESA","71634","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2467.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA071634","ESA071634","Moraes, P.L.R.","2001","06","12","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:11:51-03","ESALQ","ESA","71640","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2468.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA071640","ESA071640","Moraes, P.L.R.","2001","06","12","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:11:51-03","ESALQ","ESA","71857","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2457.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA071857","ESA071857","Moraes, P.L.R.","2001","06","01","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:11:51-03","ESALQ","ESA","71639","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2469.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA071639","ESA071639","Moraes, P.L.R.","2001","06","12","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:11:51-03","ESALQ","ESA","71856","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2458.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA071856","ESA071856","Moraes, P.L.R.","2001","06","01","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:11:51-03","ESALQ","ESA","71631","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2454.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA071631","ESA071631","Moraes, P.L.R.","2001","06","01","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:11:51-03","ESALQ","ESA","67395","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha",NA,NA,"Moraes, P.L.R.","2156.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA067395",NA,NA,"2000","07","18","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:11:51-03","ESALQ","ESA","71632","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2455.0",NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,"ESA071632","ESA071632","Moraes, P.L.R.","2001","06","11","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:56:01-03","ESALQ","ESA","96075","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha",NA,NA,"Silva Neto, S. J.","305.0",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,"ESA096075","ESA096075",NA,"1905","06","15","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:11:51-03","ESALQ","ESA","48727","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Evangelista, P.L. et al.","348.0",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA048727","ESA048727","Moraes, P.L.R.","1996","05","28","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:11:51-03","ESALQ","ESA","71510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2450.0",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA071510","ESA071510","Moraes, P.L.R.","2001","06","01","55628","auto","2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:11:51-03","ESALQ","ESA","70692","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Moraes, P.L.R.","2427.0",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA070692","ESA070692","Moraes, P.L.R.","2001","05","08","55628","auto","2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:11:51-03","ESALQ","ESA","71861","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Kawall, M. ; Rossi, L.","71.0",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA071861","ESA071861","Moraes, P.L.R.","1991","05","16","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:11:51-03","ESALQ","ESA","48726","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meissner",NA,"Nicolau, S.A. et al.","898.0",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,"ESA048726","ESA048726","Moraes, P.L.R.","1995","04","10","55628","auto","2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:18:03-03","UFV","VIC","12551","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Heringer","913",NA,"Brasil","Minas Gerais",NA,"Estação Experimental Coronel Pacheco",NA,NA,NA,NA,"VIC012551",NA,NA,"1942","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:38:09-03","UFJF","CESJ","68229","PreservedSpecimen","Plantae","Angiosperma",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"V.A. Campos","s.n.","América do Sul","Brasil","Minas Gerais","Rio Preto","RPPN Mato Limpo","-43.8278007507324","-22.0891990661621",NA,"Árvore, ca 17m. Indivíduo ML1434. Dentro da parcela 20 da fitossociologia. Altitude 1030 m.s.m.","CESJ068229",NA,"V.A. Campos","2013",NA,NA,"20815","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:32:22-03","UNICAMP","UEC","129127","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes, PLR","2450",NA,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Núcleo Rio Verde, Trilha da Figueira.","-47.241194","-24.547944",NA,"Árvore 18 m, DAP 18,46 cm, início de florescimento, botões esverdeados.","UEC005460","UEC005460","Moraes, PLR","2001","06","01",NA,NA,"2005",NA,NA,NA,NA,"-47.241194","-24.547944",NA,NA,NA,NA
"42","2021-03-01 16:32:22-03","UNICAMP","UEC","129128","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes, PLR","2427",NA,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Núcleo Rio Verde.","-47.241194","-24.547944",NA,"Árvore 18 m, DAP 28,65 cm, com início de botões florais.","UEC005458","UEC005458","Moraes, PLR","2001","05","08",NA,NA,"2005",NA,NA,NA,NA,"-47.241194","-24.547944",NA,NA,NA,NA
"43","2021-03-01 16:32:22-03","UNICAMP","UEC","129129","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes, PLR","2451",NA,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Núcleo Rio Verde, Trilha da Figueira.","-47.241194","-24.547944",NA,"Árvore 18 m, DAP 28,65 cm, flores esbranquiçadas, mesma árvore da coleta 2427 (ESA70692).","UEC005455","UEC005455","Moraes, PLR","2001","06","01",NA,NA,"2005",NA,NA,NA,NA,"-47.241194","-24.547944",NA,NA,NA,NA
"44","2021-03-01 16:32:22-03","UNICAMP","UEC","129130","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes, PLR","2449",NA,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Núcleo Rio Verde, Trilha da Figueira.","-47.241194","-24.547944",NA,"Árvore 20 m, DAP 31,83 cm, frutos maduros de cor verde; mesma árvore qua a da coleta 2426 (ESA70691).","UEC005453","UEC005453","Moraes, PLR","2001","06","01",NA,NA,"2005",NA,NA,NA,NA,"-47.241194","-24.547944",NA,NA,NA,NA
"45","2021-03-01 16:32:22-03","UNICAMP","UEC","129131","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Moraes, PLR","2426",NA,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Núcleo Rio Verde.","-47.241194","-24.547944",NA,"Árvore 20 cm, DAP 31,83 cm, frutos verdes já dispersando.","UEC005456","UEC005456","Moraes, PLR","2001","05","08",NA,NA,"2005",NA,NA,NA,NA,"-47.241194","-24.547944",NA,NA,NA,NA
"46","2021-03-01 16:32:22-03","UNICAMP","UEC","133162","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Kollmann, L; Bausen, E; Pizziolo, W","4186",NA,"Brazil","Espírito Santo","Santa Teresa","São Antônio, sítio do Boza.","-40.6002998352051","-19.9356002807617",NA,"Arvoreto 7 m. Frutos verdes.","UEC005454","UEC005454","Moraes, PLR","2001","07","12","23813","auto","2005",NA,NA,"700","700",NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:32:22-03","UNICAMP","UEC","142526","S","Plantae","Magnoliopsida",NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Toniato, MTZ","110",NA,"Brazil","São Paulo","São Sebastião","Água Branca.","-45.4099998474121","-23.7600002288818",NA,"Estéril.","UEC005457","UEC005457","Moraes, PLR","2005","02","25","41977","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-06 09:56:00-03","UFOP","OUPR","8934","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"Schwacke, C.A.W.","10924",NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,"Per. album, arbor alta",NA,NA,"Moraes, P.L.R.","1894","09",NA,"14119","auto","2004","01","14",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-29 09:30:36-03","UFRRJ","RBR","18029","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"L.S. Sylvestre","962",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, caminho de Macuco a Barrelão. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00018029","RBR00018029","A. Quinet","1994","02","09","25743","auto","1998","06","01",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-29 09:30:36-03","UFRRJ","RBR","18028","S","Plantae",NA,NA,"Lauraceae","Cryptocarya","micrantha","Cryptocarya micrantha","Meisn.",NA,"L.S. Sylvestre","1116",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada entre Reunião e Serra Velha. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00018028","RBR00018028","A. Quinet","1994","12","04","25743","auto","1997","06","01",NA,NA,NA,NA,NA,NA,NA,NA
