"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","monthIdentified","dayIdentified","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","infraspecificEpithet","fieldNumber","preparationType","order","class","typeStatus","sex"
"11","2021-03-01 16:35:44-03","UNICAMP","UEC","125658","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Meireles, LD; Verola, CF","955","2002","03","10","Brazil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140","UEC087532","UEC087532","auto",NA,NA,NA,"Monte Verde, Serra da Mantiqueira",NA,NA,NA,NA,"árvore 3m, frutos verdes; floresta ombrófila densa alto-montana",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:35:44-03","UNICAMP","UEC","180228","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lirio, EJ","2016","Carmo, JAM; Monge, M","75","2012","09","10","Brazil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140","UEC086531","UEC086531","auto",NA,NA,NA,"Monte Verde, trilha para o Platô.",NA,NA,NA,NA,"Arvoreta, +- 2,5m, flores creme.; Beira de trilha em floresta ombrófila densa.",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:35:44-03","UNICAMP","UEC","158743","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lirio, EJ","2016","Yamamoto, LF","721","2002",NA,NA,"Brazil","Minas Gerais","Extrema","-46.3182983398438","-22.854700088501","15223","UEC013777","UEC013777","auto",NA,NA,NA,"Serra do Lopo, Estrada da Serra do Lopo. Borda da estrada.",NA,NA,"1620","1620","7 m. Flor amarela.",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:35:44-03","UNICAMP","UEC","158744","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lirio, EJ","2016","Yamamoto, LF","689","2002",NA,NA,"Brazil","Minas Gerais","Extrema","-46.3182983398438","-22.854700088501","15223","UEC013780","UEC013780","auto",NA,NA,NA,"Serra do Lopo, Pousada Céu da Mantiqueira.",NA,NA,"1620","1620","10 m. Flor amarela, estame amarelo.; Interior de mata.",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:35:44-03","UNICAMP","UEC","158741","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lirio, EJ","2016","Yamamoto, LF","1187","2002",NA,NA,"Brazil","Minas Gerais","Extrema","-46.3182983398438","-22.854700088501","15223","UEC013775","UEC013775","auto",NA,NA,NA,"Serra do Lopo, Trilha Pedra das Flores.",NA,NA,NA,NA,"Arbusto 2 m. Fruto verde.",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:35:44-03","UNICAMP","UEC","158742","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lirio, EJ","2016","Yamamoto, LF","1071","2002",NA,NA,"Brazil","Minas Gerais","Extrema","-46.3182983398438","-22.854700088501","15223","UEC013778","UEC013778","auto",NA,NA,NA,"Serra do Lopo, Trilha Pedra das Flores.",NA,NA,NA,NA,"4 m. Fruto verde.",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:35:44-03","UNICAMP","UEC","85413","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Santos, IS","2005","Cordeiro, I; Rossi, L; Pastore, JFB; Lopes Da Silva, E","1307","1994","03","28","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto","08","13",NA,"Estrada para São José dos Alpes. Campos de Altitude entremeados por matas.",NA,NA,NA,NA,"Arvore, cerda de 7m de altura; fruticulos castanhos.",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:35:44-03","UNICAMP","UEC","11388","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Santos, IS","2005","Sarti, SJ; Sarti, SJ","s.n.","1974","09","06","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto","08","19",NA,"Horto Florestal",NA,NA,NA,NA,"Árvore; 4m, flores amareladas masculinas com 11 estames.",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:35:44-03","UNICAMP","UEC","86675","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Santos, IS","2005","Robim, JM","321","1985","10","02","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto","08","13",NA,"Parque Estadual - Instituto Florestal, São José dos Alpes, mata nebular.",NA,NA,NA,NA,"Árvore, 4m de altura, flores femininas, amarelo-esverdeadas.",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:35:44-03","UNICAMP","UEC","18221","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Lirio, EJ","2016","Gianotti, E; et al.","26708","1992","06","02","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","UEC128136",NA,"auto",NA,NA,NA,"Praia São José dos Alpes",NA,NA,NA,NA,"Árvore ca. 7 de altura; frutos maduros arroxeados.",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:35:44-03","UNICAMP","UEC","070454","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Peixoto","2010","Tamashiro, JY; Ivanauskas, NM; Souza, J de P; Miyagi, PH; Belinello, R; Fernandes, GD","867","1995","04","13","Brazil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","18089",NA,NA,"auto","06","06",NA,"estacionamento da Pedra do Bauzinho",NA,NA,NA,NA,"Árvore de 6m, frutos maduros vinosos e imaturos verdes.",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:35:44-03","UNICAMP","UEC","11389","S","Plantae","Magnoliopsida","Monimiaceae","Macropeplus","ligustrinus","Macropeplus ligustrinus dentata","Perkins","Peixoto, A",NA,"Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9539","1978","12","12","Brazil","Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002","33136","UEC128056","UEC128056","auto",NA,NA,NA,"Serra do Caraça, Em campo rupestre e matas de altitude.",NA,NA,NA,NA,"Árvore até 6m; flores brancas.","dentata",NA,NA,NA,NA,NA,NA
"23","2020-06-29 09:31:10-03","UFRRJ","RBR","9158","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","I.S. Santos","2001","A.M. Giulietti; L.R. Parra, P.T. Sano, M. Sztutman","s/ns.n.","1995","06","04","Brasil","São Paulo","Cruzeiro","-44.9599990844727","-22.5699996948242","17702","RBR00009158",NA,"auto","09","15",NA,"Alto do Pico Itaguaré. Limite entre os estados de São Paulo e Minas Gerais.",NA,NA,"2400","2400",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 09:31:10-03","UFRRJ","RBR","9157","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","I.S. Santos","2001","J.Y. Tamashiro; N. Ivanauskas, J.P. Souza, MiyagiP.H. MiyagiP.H, R. Fernandes, G.D.","867","1995","04","13","Brasil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","18089","RBR00009157",NA,"auto","08","13",NA,"Estacionamento da Pedra do Bauzinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 09:31:10-03","UFRRJ","RBR","14807","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"I.S. Santos; P. Germano-Filho","53","1999","01","09","Brasil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","18089","RBR00014807",NA,"auto",NA,NA,NA,"Estacionamento das Pedras do Baú e Bauzinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 09:31:10-03","UFRRJ","RBR","16793","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"H.P.R. Lima; F.F. Costa","36","2005","09","24","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","RBR00016793",NA,"auto",NA,NA,NA,"Parque Nacional da Serra dos Órgãos",NA,NA,"1940","1940",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 09:31:10-03","UFRRJ","RBR","16794","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"H.P.R. Lima; F.F. Costa","442","2005","09","24","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","RBR00016794",NA,"auto",NA,NA,NA,"Parque Nacional da Serra dos Órgãos, Trilha do Pedra do Sino.",NA,NA,"1940","1940",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 09:31:10-03","UFRRJ","RBR","14809","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"I.S. Santos; P. Germano-Filho, C. Sampaio","60","1999","01","23","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","RBR00014809",NA,"auto",NA,NA,NA,"Parque Nacional da Serra dos Órgão., Trilha para a Pedra do Sino, lado esquerdo da trilha.",NA,NA,"1221","1221",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 09:31:10-03","UFRRJ","RBR","9156","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","I.S. Santos","2001","M.J. Robim","314","1985","10","01","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","RBR00009156",NA,"auto","09","15",NA,"Região do Pinheiro-Seco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 09:31:10-03","UFRRJ","RBR","9159","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","I.S. Santos","2001","M.J. Robim","321","1985","10","02","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","RBR00009159",NA,"auto","08","13",NA,"São José dos Alpes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 09:31:10-03","UFRRJ","RBR","14808","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"I.S. Santos; P. Germano-Filho","59","1999","01","09","Brasil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","18089","RBR00014808",NA,"auto",NA,NA,NA,"Estacionamento das Pedras do Baú e Bauzinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 09:31:10-03","UFRRJ","RBR","14806","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"I.S. Santos; P. Germano-Filho","54","1999","01","09","Brasil","São Paulo","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758","18089","RBR00014806",NA,"auto",NA,NA,NA,"Margem da trilha do Bauzinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-03-11 14:57:09-03","UFSM","SMDB","19220","S","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Santos, IS","2005","Jobim, MJ","638","2005","10","03","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","SMDB019220",NA,"auto","08","13",NA,"Parque Estadual, região de São José dos Alpes",NA,NA,NA,NA,"arvoreta 1,5 m de altura, flores amarelo esverdeadas; SPSF 13406",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:35:42-03","MBM","MBM","425720","PreservedSpecimen","Plantae",NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","I.Santos & Peixoto","Lírio, E.J.","2016","Lírio, E.J.; Sarnaglia, V.; Bermudez, G.; Lima, A.N.; Gonçalvez, L.G.; Sarnaglia, V.; Bermudez, G.; Lima, A.N.; Gonçalvez, L.G.","1176","2015","06","17","Brazil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344","38539","MBM425720",NA,"auto","11",NA,"Southern America","Parque Nacional da Serra dos Órgãos, Pedra do sino",NA,NA,NA,NA,"arvoreta 3 metros, frutos verdes. Indivíduo 1, coleta de madeira.",NA,NA,NA,NA,NA,NA,NA
"35","2015-09-03 18:55:55-03","MNHN","RECOLNAT_MNHN_P","P00053221","PreservedSpecimen",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Lirio",NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil","Rio de Janeiro",NA,NA,NA,NA,"P00053221","P00053221_01",NA,NA,NA,NA,"Serra dos Orgaos. Rio Jan.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00053221' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4203","hb",NA,NA,NA,NA
"36","2016-06-01 16:05:14-03","MNHN","RECOLNAT_MNHN_P","P00080026","PreservedSpecimen",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Lirio",NA,"Glaziou, A.",NA,"1879","9","9","Brésil",NA,NA,NA,NA,NA,"P00080026","P00080026_01",NA,NA,NA,NA,"Serra da Bocaina",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080026' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"11551","hb",NA,NA,NA,NA
"37","2016-06-01 16:05:14-03","MNHN","RECOLNAT_MNHN_P","P00080027","PreservedSpecimen",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Lirio",NA,"Glaziou, A.",NA,"1879","9","9","Brésil",NA,NA,NA,NA,NA,"P00080027","P00080027_01",NA,NA,NA,NA,"Serra da Bocaina",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080027' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"11551","hb",NA,NA,NA,NA
"38","2016-06-01 16:05:24-03","MNHN","RECOLNAT_MNHN_P","P00080028","PreservedSpecimen",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Lirio",NA,"Glaziou, A.",NA,"1879","9","9","Brésil",NA,NA,NA,NA,NA,"P00080028","P00080028_01",NA,NA,NA,NA,"Serra da Bocaina",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080028' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"11551","hb",NA,NA,NA,NA
"39","2016-06-01 16:05:18-03","MNHN","RECOLNAT_MNHN_P","P00080029","PreservedSpecimen",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Lirio",NA,"Glaziou, A.",NA,"1869","12","11","Brésil",NA,NA,NA,NA,NA,"P00080029","P00080029_01",NA,NA,NA,NA,"Theresopolis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080029' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4203","hb",NA,NA,NA,NA
"40","2015-10-05 05:51:46-03","MNHN","RECOLNAT_MNHN_P","P00080037","PreservedSpecimen",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Lirio",NA,"Glaziou, A.",NA,"1887","11","19","Brésil",NA,NA,NA,NA,NA,"P00080037","P00080037_01",NA,NA,NA,NA,"(Rio Jan.) Serra do Orgaos, par Petropolis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080037' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17222","hb",NA,NA,NA,NA
"41","2015-09-24 16:32:37-03","MNHN","RECOLNAT_MNHN_P","P00080038","PreservedSpecimen",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Lirio",NA,"Glaziou, A.",NA,"1887","11","19","Brésil",NA,NA,NA,NA,NA,"P00080038","P00080038_01",NA,NA,NA,NA,"(Rio Jan.) Serra do Orgaos, par Petropolis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080038' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17222","hb",NA,NA,NA,NA
"42","2015-09-15 14:41:27-03","MNHN","RECOLNAT_MNHN_P","P00080107","PreservedSpecimen",NA,NA,"Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I. Santos & Peixoto","Lirio",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Minas Gerais",NA,NA,NA,NA,"P00080107","P00080107_01",NA,NA,NA,NA,"Minas Geraes?",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080107' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"336","hb",NA,NA,NA,NA
"43","2020-10-01 14:25:30-03","JBB","HEPH","11434","S","Plantae","Magnoliid","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto","Peixoto, AL",NA,"Proença, CEB","504","1985","04","12","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"Southern America","Parque Estadual de Campos do Jordão",NA,NA,NA,NA,NA,NA,NA,NA,"Laurales",NA,NA,NA
"44","2020-12-11 11:38:51-03","UFMG","BHCB","53775","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"França, GS; Stehmann, JR","160","2000","10","14","Brasil","Minas Gerais","São Sebastião do Paraíso","-45.970833","-22.686944",NA,NA,NA,NA,NA,NA,"Southern America","Entre Pedra São Domingos e bairro Pessegueiro","-45.970833","-22.686944","1660","1660","Próximo a estrada. Arbusto. Flores amarelas. Conservação e recuperação de fragmentos florestais, Bacia Rio Camanducaia; Arbusto, flores amarelas, próximo à estrada",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:38:51-03","UFMG","BHCB","16002","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Sousa, HC","s.n.","1987","10","08","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Parque Estadual do Ibitipoca., Matinha próxima ao Cruzeiro",NA,NA,NA,NA,"Mata de galeria.Arvoreta, ca. 3.5m. Flores e botões creme. Flor masculina",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:38:51-03","UFMG","BHCB","164403","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,"2013","Tameirão Neto, E; Mansur, T","5223","2011","02","01","Brasil","Minas Gerais","Caeté","-43.702222","-20.086667",NA,"BHCB036195","BHCB036195",NA,"06","12","Southern America",NA,"-43.702222","-20.086667",NA,NA,"Floresta semidecidual",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:38:51-03","UFMG","BHCB","19840","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Andrade, P","s.n.","1987","10","08","Brasil","Minas Gerais","Conceição do Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","Parque Estadual do Ibitipoca",NA,NA,"1700","1700","Mata. Arvoreta, 2m. Flor branca",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:38:51-03","UFMG","BHCB","40961","PreservedSpecimen","Plantae","Dicotyledon","Monimiaceae","Macropeplus","dentatus","Macropeplus dentatus","(Perkins) I.Santos & Peixoto",NA,NA,"Costa, LVC","s.n.","1997","11",NA,"Brasil","Amazonas","Gonçalves",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America","AJ 9-1",NA,NA,NA,NA,"Floresta ombrófila densa. Árvore, 6m. Plantas do Brasil",NA,NA,NA,NA,NA,NA,NA
