"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","infraspecificEpithet","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","00939060","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","H. S. Irwin","24844","1969","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939060","Goiás","Magnoliophyta","Poales","(Vahl) Gale","E. R. Guaglianone","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 10 km south of Alto Paraíso (formerly Veadeiros)","-47.5167","-14.20708","NY00939060_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 14:21:00-02","NY","NYBG","613022","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","M. Alves","1873","2000","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00613022","Bahia","Magnoliophyta","Poales",NA,NA,"Maraú","BR-030, Km 45 a leste de Ubaitaba.","-39.0342","-14.2028","NY00613022_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00939111","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","D. R. Hunt","5906","1966","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939111","Mato Grosso","Magnoliophyta","Poales","(Vahl) Gale",NA,"Barra do Garças","Barra do Garças - Xavantina road, 25 km. from Xavantina.","-52.29","-14.86539","NY00939111_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-28 17:42:00-02","NY","NYBG","00939099","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","A. Furlan","2592","1981","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939099","Minas Gerais","Magnoliophyta","Poales",NA,"S. J. Mayo",NA,"Estr. Diamantina - Biribiri, a 4 km de Diamantina.",NA,NA,"NY00939099_01","1135","1135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 17:49:00-02","NY","NYBG","00939085","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","V. C. Souza","17768","1997","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939085","Mato Grosso","Magnoliophyta","Poales",NA,"V. C. Souza","Tapurah","Estrada MT-010. Cerca de 5 km do entroncamento com MT-338.","-56.43","-12.82","NY00939085_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","612996","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","T. M. Koyama","13904","1970","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612996","São Paulo","Magnoliophyta","Poales","(Vahl) Gale","W. W. Thomas",NA,"Santos, Ilha de Santo Amaro.","-46.221681","-23.953375","NY00612996_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00939092","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","G. C. G. Argent","6471","1967","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939092","Mato Grosso","Magnoliophyta","Poales","(Vahl) Gale","T. M. Koyama",NA,"c. 6 km S of Xavantina R. & A. transect, Xavantina","-52.23","-14.63","NY00939092_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00749882","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","T. M. Koyama","13886","1970","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749882","Minas Gerais","Magnoliophyta","Poales","(Vahl) Gale","A. C. Araújo","Conceição do Mato Dentro","Road to Diamantina, Conceiçao do Mato Dentro, ca. 5 km N. of village","-43.4393","-18.9975","NY00749882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","613019","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","M. Y. Nakagomi","12","1994","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00613019","São Paulo","Magnoliophyta","Poales","(Vahl) Gale","W. W. Thomas","Cananéia","Estrada Cananéia - Pariquera-açú (via ponte). Cerca de 19 Km de Cananéia.","-47.8417","-24.9006","NY00613019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","613010","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","A. M. Amorim","770","1992","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00613010","Bahia","Magnoliophyta","Poales","(Vahl) Gale","W. W. Thomas","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una.","-39.08","-15.15","NY00613010_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1019193","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","P. G. Delprete","10175","2007","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279718' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019193","Goiás","Magnoliophyta","Poales","(Vahl) Gale","W. W. Thomas","Pirenópolis","Serra dos Pireneus. Estrada principal para a subida a Serra, primeira estrada a esquerda, chegando até o Salto do Lajeado.","-48.9194","-15.8381","NY01019193_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00939054","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","H. S. Irwin","16326","1966","05","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939054","Mato Grosso","Magnoliophyta","Poales","(Vahl) Gale","T. M. Koyama",NA,"Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92","NY00939054_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","612998","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","S. A. Mori","13567","1980","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612998","Bahia","Magnoliophyta","Poales","(Vahl) Gale",NA,"Rio de Contas","A 10 km ao NW de Rio de Contas.","-41.877085","-13.5173376","NY00612998_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","818499","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","H. S. Irwin","13323","1966","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=863411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818499","Goiás","Magnoliophyta","Poales","(Vahl) Gale","T. M. Koyama","Cristalina","Serra dos Cristais, ca. 2 km N. of Cristalina","-47.6","-16.73193","NY00818499_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-11-01 14:22:00-02","NY","NYBG","613030","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","W. Hoehne","2897","1948","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00613030","São Paulo","Magnoliophyta","Poales",NA,"E. R. Guaglianone",NA,"Sao Paulo (Capital). Avenida Indianópolis.","-46.65028","-23.613687","NY00613030_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00939064","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","H. S. Irwin","27753","1970","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939064","Minas Gerais","Magnoliophyta","Poales","(Vahl) Gale",NA,NA,"Serra do Espinhaço, Ca. 23 km E. of Diamantina","-43.5028","-18.162","NY00939064_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00939049","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","H. S. Irwin","10954","1965","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939049","Goiás","Magnoliophyta","Poales","(Vahl) Gale","T. M. Koyama","Corumbá de Goiás","Serra dos Pirineus, ca. 12 km S. of Corumbá de Goiás.","-48.8086","-16.03204","NY00939049_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","585641","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","W. W. Thomas","12756","2001","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585641","Bahia","Magnoliophyta","Poales","(Vahl) Gale","W. W. Thomas","Itacaré","Fazenda Capitao. 7.9 km W of junction BA 001 on road from Itacaré to Ubaitaba","-39.0884","-14.344317","NY00585641_01","40","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","613031","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","B. D. Sucre","4286","1969","01","04","South America","Brazil","sheet",NA,"Jardim Botânico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00613031","Rio de Janeiro","Magnoliophyta","Poales","(Vahl) Gale","S. J. Mayo",NA,"Estado da Guanabara. Alto da Pedra da Gávea.","-43.284653","-22.997401","NY00613031_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01200637","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","J. M. Pires","52330","1962","08","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1450366' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200637","Amapá","Magnoliophyta","Poales","(Vahl) Gale","T. M. Koyama",NA,NA,NA,NA,"NY01200637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 02:55:00-03","NY","NYBG","01200642","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","R. E. Schultes","9656","1948","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1450377' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200642","Amazonas","Magnoliophyta","Poales",NA,"E. R. Guaglionone",NA,NA,NA,NA,"NY01200642_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-10-28 17:50:00-02","NY","NYBG","00939074","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","E. P. Heringer","18125","1981","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939074","Goiás","Magnoliophyta","Poales",NA,"E. R. Guaglianone","Luziânia","15 km ao sul da cidade.","-47.9503","-16.2528","NY00939074_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-10-28 17:49:00-02","NY","NYBG","00939080","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","V. C. Souza","14688","1997","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939080","Mato Grosso","Magnoliophyta","Poales",NA,"V. C. Souza","São Félix do Araguaia","Ca. 31 km WNW (em linha reta) de São Félix do Araguaia. Estrada para Luciara. Fazenda Buritizal.","-50.9425","-11.5017","NY00939080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01200646","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","M. J. G. Hopkins","1020","1987","12","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1450384' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200646","Roraima","Magnoliophyta","Poales","(Vahl) Gale","W. W. Thomas",NA,NA,NA,NA,"NY01200646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","612991","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","G. G. Hatschbach","33460","1973","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612991","Paraná","Magnoliophyta","Poales","(Vahl) Gale",NA,"Guarapuava","Serra da Esperança.","-51.4581","-25.3956","NY00612991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00939057","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","H. S. Irwin","19489","1968","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939057","Distrito Federal","Magnoliophyta","Poales","(Vahl) Gale",NA,"Brasília","Parque Municipal do Gama, ca. 25 km West of Brasília.","-48.05","-16.03","NY00939057_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00939070","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","W. R. Anderson","8155","1973","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939070","Goiás","Magnoliophyta","Poales","(Vahl) Gale","E. R. Guaglianone","Cristalina","2 km by road E of Cristalina. Serra dos Cristais.","-47.582","-16.75","NY00939070_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","818504","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","H. S. Irwin","8914","1965","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=863450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818504","Distrito Federal","Magnoliophyta","Poales","(Vahl) Gale","E. R. Guaglianone","Brasília","Córrego Samambaia, near Taguatinga","-48.042","-15.792","NY00818504_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00939068","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","W. R. Anderson","7245","1973","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939068","Goiás","Magnoliophyta","Poales","(Vahl) Gale","E. R. Guaglianone","Teresina de Goiás","Chapada dos Veadeiros, 13 km by road S of Terezina","-47.2647","-13.8939","NY00939068_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","612986","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","G. G. Hatschbach","23995","1970","03","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104296' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612986","Paraná","Magnoliophyta","Poales","(Vahl) Gale","E. R. Guaglianone","Palmeira","Fda.Sta.Amélia.","-50.0064","-25.4294","NY00612986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00939053","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","H. S. Irwin","16132","1966","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939053","Mato Grosso","Magnoliophyta","Poales","(Vahl) Gale","T. M. Koyama",NA,"Ca. 160 km. N. of Xavantina. Serra do Roncador.","-51.82","-13.3","NY00939053_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-10-28 17:50:00-02","NY","NYBG","00939071","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","rugosa","Rhynchospora rugosa","W. R. Anderson","8481","1973","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939071","Minas Gerais","Magnoliophyta","Poales",NA,NA,NA,"Ca. 18 km by road SW of Diamantina on road to Curvelo. Serra do Espinhaço.","-43.72035","-18.36499","NY00939071_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
