"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","continentOcean","individualCount"
"11","2020-11-04 11:01:40-03","ESALQ","ESA","68755","PreservedSpecimen","Plantae","Magnoliophyta","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille","Loeuille, B.","2015","Souza, J.P.; Souza, V.C.; Salino, A.; Paranaguá, P.A.; Oliveira, R.C.; F.M.Scarpa, I.S.M.Gajardo; M.A.Liesenfeld","3477.0","2000","04","25","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Estrada intermediária, ca. Km 41. Campo de altitude com dominância de Eremanthus, ca. 1220msm","-454.021","-233.844","-454,021","-233,844","Arbusto, ca. 1,5-2m alt., muito freqüente. Botões verdes","ESA068755","ESA068755",NA,NA,"1220","1220",NA,NA,NA,NA,NA
"12","2020-11-04 11:01:40-03","ESALQ","ESA","95471","PreservedSpecimen","Plantae","Magnoliophyta","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille","Loeuille, B.","2015","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","5793.0","2006","07","11","Brasil","São Paulo","Cunha","Subida para Pedra da Macela. Floresta de altitude degradada","-44.9599990844727","-23.0699996948242","-44,814,444","-23,139,167","Arvoreta, ca. 2,5m alt. Flores róseas","ESA095471",NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA
"13","2021-03-01 16:24:09-03","UNICAMP","UEC","116053","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Franco, G; Baptista, VR; Ferreira, L; Cielo-Filho, R; Zidko, A; Mendonça, CG; Rodrigues","3016","2000","04","25","Brazil","São Paulo","Salesópolis","Estrada intermediária, Parque Estadual da Serra do Mar, km 45.","-45.699056","-23.637972","-45.699056","-23.637972","Árvore ca. 6m alt., frutos verdes, flores brancas.; Foresta Ombrófila densa com pertubação.","UEC023953","UEC023953",NA,NA,"1150","1150",NA,NA,"paratypus",NA,NA
"14","2021-03-01 16:24:09-03","UNICAMP","UEC","116395","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Franco, G; Baptista, VR; Ferreira, L; Cielo-Filho, R; Zidko, A; Mendonça, CG; Rodrigues","3006","2000","04","25","Brazil","São Paulo","Salesópolis","Estrada intermediária, Parque Estadual da Serra do Mar, km 45","-45.699056","-23.637972","-45.699056","-23.637972","Árvore ca. 2,5m de alt, frutos imaturos verdes.; Foresta Ombrófila densa com pertubação.","UEC023955","UEC023955",NA,NA,"1150","1150",NA,NA,"paratypus",NA,NA
"15","2019-08-20 10:05:36-03","UNICAMP","UEC","116484","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Souza, JP; Oliveira, RC; Souza, VC; Salino, A; Paranaguá, PA; Scarpa, FM","3477","2000","04","25","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, estrada intermediária, ca km 41.&nf;Campo de altitude com dominância de Eremanthus.","-45.6725","-23.645556","-45.6725","-23.645556","Arbusto, ca. 1,5-2,0 m de altura, muito freqüente. Botões verdes.","UEC069305","UEC069305",NA,NA,NA,NA,NA,NA,"paratypus",NA,NA
"16","2021-03-01 16:24:09-03","UNICAMP","UEC","66667","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Leitão Filho, HF","1348","1972","06","19","Brazil","São Paulo",NA,"ROd. Bertioga-São Sebastião",NA,NA,NA,NA,"Arbusto, flores lilases; Nativo em solo arenoso de praia","UEC023959","UEC023959",NA,NA,NA,NA,NA,NA,"paratypus",NA,NA
"17","2021-03-01 16:24:09-03","UNICAMP","UEC","33751","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Sarti, SJ; Santos Filho, D","14996","1983","08","16","Brazil","São Paulo","Ubatuba","Caraguatatuba","-45.0699996948242","-23.4300003051758",NA,NA,"Arbusto até2,5mtr, capítulo com flores roxas.; Em restinga","UEC023956","UEC023956",NA,NA,NA,NA,"34265","auto","paratypus",NA,NA
"18","2021-03-01 16:24:09-03","UNICAMP","UEC","62985","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Leitão Filho, HF; Leitão Neto, HF; Leitão, HB","28740","1993","07","20","Brazil","São Paulo","Ubatuba","Estrada da praia do Tenório ao Fasol.","-45.0699996948242","-23.4300003051758",NA,NA,"Árvore até 3m de altura, capítulos roxos.; Mata de encosta","UEC023958","UEC023958",NA,NA,NA,NA,"34265","auto","paratypus",NA,NA
"19","2019-08-20 10:05:36-03","UNICAMP","UEC","147351","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Bertoncello, R","905","2007","05","18","Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Morro do Cuscuzeiro.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"UEC060876","UEC060876",NA,NA,"1270","1270","34265","auto","paratypus",NA,NA
"20","2019-08-20 10:05:36-03","UNICAMP","UEC","150283","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Bertoncello, R","905","2007","05","18","Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Morro do Cuscuzeiro.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"UEC037763","UEC037763",NA,NA,"1270","1270","34265","auto","paratypus",NA,NA
"21","2021-03-01 16:24:09-03","UNICAMP","UEC","46674","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Semir, J; Yamamoto, K; Taroda, N","17644","1985","06","17","Brazil","São Paulo","Ubatuba","Praia Dura","-45.0699996948242","-23.4300003051758",NA,NA,"Arvoreta ou arbusto até 3m, capítulos lilazes crescendo em lugares mais abertos.; Borda da Mata.","UEC023954","UEC023954",NA,NA,NA,NA,"34265","auto","paratypus",NA,NA
"22","2021-03-01 16:24:09-03","UNICAMP","UEC","38601","S","Plantae","Magnoliopsida","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, BFP","2016","Taroda, N; Yamamoto, K; Semir, J","17644","1985","06","16","Brazil","São Paulo","Ubatuba","Praia Dura","-45.0699996948242","-23.4300003051758",NA,NA,"arvoreta ou arbusto de até 3m, capítulos lilazes,; Borda da mata","UEC023957","UEC023957",NA,NA,NA,NA,"34265","auto","paratypus",NA,NA
"23","2020-12-11 11:32:53-03","UFMG","BHCB","60566","PreservedSpecimen","Plantae","Dicotyledon","Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani",NA,"2015","Franco, G; Baptista, VR; Ferreira, L; Cielo Filho, F; Zidko, A; Mendonça, CG; Rodrigues, R","3006","2000","04","25","Brasil","São Paulo","Salesópolis","Parque Estadual da Serra do Mar, Estrada intermediária, km 45.","-45.699056","-23.637972","-45.699056","-23.637972","Arbóreo, ca. 2,5m. Frutos imaturos verdes.; Floresta Ombrófila Densa com perturbação. Borda de mata.","BHCB025429",NA,"06",NA,"1150","1150",NA,NA,NA,"Southern America",NA
"24","2021-01-21 16:19:00-03","MO","MOBOT","101245021","PreservedSpecimen","Plantae",NA,"Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","fide Loeuille et al.",NA,"B. Loeuille|et al.","Loeuille 830","2013","6","17","Brazil","São Paulo","Biritiba-Mirim","Pedra do Garrafão","-46.0363889","-23.6593056",NA,NA,NA,NA,NA,NA,NA,"999.00000000",NA,NA,NA,"Holotype","South America","1"
"25","2021-03-15 18:25:29-03","USP","SPF","221600","PreservedSpecimen","Plantae",NA,"Asteraceae","Eremanthus","praetermissus","Eremanthus praetermissus","Loeuille & Pirani","Loeuille, B","2016","Loeuille, B","830","2013","06","17","Brasil","São Paulo","Biritiba-Mirim","Pedra do Garrafão. No topo do morro.","-46.036389","-23.659306","-46.036389","-23.659306","Arvoreta até 3 m. Flores lilases a esbranquiçadas.; Campo de altitude.","SPF00221600",NA,NA,NA,"999","999",NA,NA,"holotype",NA,NA
