"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","year","month","day","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2020-11-13 09:20:54-03","UFRJ","RFA","4530","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","F.A.A. Nepomuceno","P. Occhioni",NA,"Brasil",NA,"Árvore mediana, caule c/ espinhos ramificados, flor creme","RFA25468",NA,"187","Rio de Janeiro","Rio de Janeiro","Serra da Carioca","-43.2075004577637","-22.9027996063232","1945","06","09",NA,"2017","04","25","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:25:50-03","PUCPR","HUCP","3408","S","Plantae","Eudicotiledonea",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Silva, SM","Britez, RM",NA,"Brasil",NA,NA,"HUCP00011390","HUCP00011390","1613","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alvez.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"1987","06","20","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:25:50-03","PUCPR","HUCP","3407","S","Plantae","Eudicotiledonea",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Torres, RB","Britez, RM",NA,"Brasil",NA,NA,"HUCP00011442","HUCP00011442","1785","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alvez.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"1987","09","25","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:25:50-03","PUCPR","HUCP","3632","S","Plantae","Eudicotiledonea",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Silva, SM","Souza, WS; Britez, RM",NA,"Brasil",NA,NA,"HUCP00011854","HUCP00011854","1037/1771","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"1987","08","28","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:24:25-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima",NA,NA,"Zipparro, VB","Southern America","Brasil",NA,"ca. 9,0 m alt. Presença de muitos frutos imaturos de coloração verde a verde amarelados, quando maduros são vermelhos a vinho.; trilha do Quilombo, prá cima do Ponto 23.","ALCB050226","ALCB050226","1807","São Paulo","Sete Barras","Parque Intervales- Base Saibadela","-47.916667","-24.383333","1999","10","17",NA,NA,NA,NA,NA,NA,"-47.916667","-24.383333",NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468739","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Angeli C","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468739","NL-L2468739",NA,NA,NA,"Tijuca, Rio de Janeiro, Guanabara, Estrada da Vista Chinesa, km 2, caminho de encanamento.",NA,NA,"1960","09","09",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L 0011331","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Handro O","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200011331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0011331","NL-L0011331",NA,"São Paulo",NA,"Brasil - Estado de S¦o Paulo: Capital, nativa no Jardim Botânico.",NA,NA,"1935","06","16","isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","958350321",NA,NA,NA,NA
"18","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L 0011332","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Sleumer HO","Gaudichaud-Beaupré C","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200011332 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0011332","NL-L0011332",NA,"Rio de Janeiro",NA,"Brasil. Rio de Janeiro",NA,NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","140505",NA,NA,NA,NA
"19","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468738","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Araújo D","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468738","NL-L2468738",NA,NA,NA,"Est. de Rio de Janeiro, Parque Nacional de Tijuca, Caminho de Encanamento.",NA,NA,"1977","06","06",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468740","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Nadeaud J","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468740","NL-L2468740",NA,NA,NA,"Rio de Janeiro/Guanabara: Ilha Grande.",NA,NA,"1862","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468741","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Oswaldo Handro","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468741","NL-L2468741",NA,NA,NA,"Estado de Sã Paulo: Salesopolis, Boracéia.",NA,NA,"1959","06","10",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468742","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Hatschbach GG","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468742","NL-L2468742",NA,NA,NA,"Parana, Rio Guaraguassú.",NA,NA,"1951","07","29",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468743","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Hatschbach GG","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468743 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468743","NL-L2468743",NA,NA,NA,"Parana, Paranagua. Praia de Mendanha.",NA,NA,"1961","08","13",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468745","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Hatschbach GG","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468745","NL-L2468745",NA,NA,NA,"Parana, Paranagua, Sertão do Indaial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468746","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Koscinsky M de","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468746","NL-L2468746",NA,NA,NA,"Estado de São Paulo: Serra de Cantateira.",NA,NA,"1935","10","26",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:52:33-03","NBC","NL-BOTANY","L.2468747","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Riedel L","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468747","NL-L2468747",NA,NA,NA,"'Brasilia'.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 09:52:33-03","NBC","NL-BOTANY","U.1588750","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Anunciaçao EA","Handro O","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1588750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1588750","NL-U1588750",NA,"São Paulo",NA,NA,NA,NA,"1959","06","10",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0098257",NA,NA,NA,NA
"28","2020-11-04 11:19:13-03","ESALQ","ESA","109570","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,"Brasil",NA,NA,"ESA109570","ESA109570","29226.0","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-07-02 14:43:00-03","JBP","HPL","13694","S","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","G.A.D.C. Franco","M. Del Bel, R.T. Polisel, R.L.R. dos Santos",NA,"Brasil",NA,NA,NA,NA,"10","SP","Mairiporã","Parque Estadual da Cantareira, Núcleo Águas Claras, subosque de reflorestamento de araucárias. SAD78, Zona 23. SPSF-40071.","-46.633611","-23.420556","2008","06","04",NA,"2008","07","10",NA,NA,"46° 38' 1 W","23° 25' 14 S",NA,NA,"1077","1077",NA,NA
"30","2021-04-07 11:48:33-03","UFMS","CGMS","7486","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"A. Amaral-Júnior; J.O. Mendonça; O. Dias; V. Evangelista",NA,"Brasil",NA,"Flores creme. Com espinhos. Habitat: Ilha com solo arenoso, vegetação a margem do rio. Habito: Árvore. 4,00m de altura.","CGMS1017279",NA,"275","Mato Grosso do Sul","Anaurilândia","Rio Paraná, ilha a montante da Barragem de Porto Primavera.","-52.8652778","-22.3777778","1998","10","17",NA,NA,NA,NA,NA,NA,"-52,8652778","-22,3777778",NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:48:33-03","UFMS","CGMS","39078","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","R.B. Torres","J.E.L.S. Ribeiro; et al.",NA,"Brasil",NA,"Flores masculinas com corola rósea e estames amarelos. Caule com espinhos grossos e ocos. Doação HRCB. Habito: Árvore. 12,00m de altura.","CGMS1068466",NA,"402","São Paulo","Ubatuba","Picinguaba. Trilha do morro do Corsário em direção ao mangue.","-45.0699996948242","-23.4300003051758","1988","08","06",NA,"2001","02","15","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:40:35-03","UNICAMP","UEC","188947","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD",NA,"Brazil",NA,"Árvore, 3,5 m de altura e 3,5 cm de DAP; Floresta Ombrófila Densa","UEC119391","UEC119391","211","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.999722","-24.067778","2015","01","07",NA,NA,NA,NA,NA,NA,"-47.999722","-24.067778",NA,NA,"800","800",NA,NA
"33","2021-03-01 16:40:35-03","UNICAMP","UEC","75186","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Tamashiro, JY","Pott, A; Pott, VJR; Pereira, M",NA,"Brazil",NA,"Arbusto dióico. Exemplar masculino.; Vegtação arbustiva-arborea secundária em cordilheira.Solo arenoso. Relevo quase plan.","UEC095969","UEC095969","3223","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim; Pantanal.","-56.716667","-19.166667","1987","08","13",NA,"1991","03",NA,NA,NA,"-56.716667","-19.166667",NA,NA,"90","90",NA,NA
"34","2021-03-01 16:40:35-03","UNICAMP","UEC","75187","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Tamashiro, JY","Pott, A; Pott, VJR; Pereira, M",NA,"Brazil",NA,"Arbusto espinescente dióico. Exemplar masculino. Flores esbranquiçadas-ferrugíneas.; Cordilheira (Paleodique). Desmatadanão alagável. Solo arenoso. Quase plano.","UEC095968","UEC095968","3226","Mato Grosso do Sul","Corumbá","Lado da pista de aviação; fazenda Nhumirim; Nhecolândia, Pantanal.","-56.65","-18.983333","1987","08","13",NA,"1991","03",NA,NA,NA,"-56.65","-18.983333",NA,NA,"90","90",NA,NA
"35","2021-03-01 16:40:35-03","UNICAMP","UEC","38140","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Nepomuceno, FAA","Lopes, MA; Andrade, PM",NA,"Brazil",NA,"Arbustivo 1m. Frutos verdes.; Mata Atlântica.","UEC095971","UEC095971","458","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão, estrada.","-42.1391983032227","-19.7896995544434","1984","08","17",NA,"2017","03","30","49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:25:36-03","UNICAMP","UEC","51569","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Torres, RB; Ramos, E","s/ coletor",NA,"Brazil",NA,NA,"UEC095967","UEC095967","s.n.","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"2004","08",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:40:35-03","UNICAMP","UEC","51673","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Torres, RB","Britez, RM",NA,"Brazil",NA,"Árvore com frutos imaturos em beira de rio na floresta do morro.","UEC095964","UEC095964","1785","Paraná","Paranaguá","Ilha do Mel. Morro Bento Alves.","-48.5092010498047","-25.5200004577637","1987","09","25",NA,"1987","12",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:40:35-03","UNICAMP","UEC","75785","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Silva, SM","Souza, WS; Britez, RM",NA,"Brazil",NA,"Árvore de 5m, frutos verdes.; Floresta da planície litorânea.","UEC095970","UEC095970","1035","Paraná","Paranaguá","Reserva Biológica, Ilha do Mel.","-48.5092010498047","-25.5200004577637","1987","08","28",NA,"1988","08",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:40:35-03","UNICAMP","UEC","203562","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Torres, RB; Ramos, E","Davis, PH; Shepherd, GJ; Sakane, M; et al.",NA,"Brazil",NA,"Tree.; Rocky slopes.","UEC095966","UEC095966","D60720","São Paulo","São Paulo","Ilha da Casca, between Ilha do Cardoso and mainland. Sea level.","-46.6300010681152","-23.5400009155273","1976","09","08",NA,"2004","09",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:40:35-03","UNICAMP","UEC","127425","S","Plantae","Magnoliopsida",NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Torres, RB; Ramos, E","Ribeiro, JELS; et al.",NA,"Brazil",NA,"Árvore feminina até 10m, próximo do n. 142. Cálice esverdeado, corola verde avermelhado, ovário verde avermelhado. (Talvez <em>Ulex </em>deminino","UEC095965","UEC095965","413","São Paulo","Ubatuba","Picinguaba.","-45.0699996948242","-23.4300003051758","1988","08","06",NA,"2004","10",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-07-05 19:08:49-03","UFES","VIES","42729","S","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Miranda, V.S.; Nepomuceno, A.; Sossai, B. G.; Nichio-Amaral, R., Magnago, R.; Gurtler, J.; Mello, B.N.",NA,"Brasil",NA,NA,"VIES042729","VIES042729","360","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227","2019","03","28",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 16:53:26-03","UFSM","SMDB","6341","S","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Záchia, R.A",NA,"Brasil",NA,NA,"SMDB006341",NA,"028240","Rio Grande do Sul","São Borja",NA,"-56.0043983459473","-28.6606006622314","1998","02","22",NA,NA,NA,NA,"75549","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 16:53:26-03","UFSM","SMDB","6345","S","Plantae",NA,NA,"Salicaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Záchia, R.A","Záchia, R.A",NA,"Brasil",NA,NA,"SMDB006345",NA,"028290","Rio Grande do Sul","São Borja",NA,"-56.0043983459473","-28.6606006622314","1998","02","22",NA,"2012","08","07","75549","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:28:49-03","MBM","MBM","196442","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Silva, S.M.","Souza, W.S.; et al.; et al.","Southern America","Brazil",NA,NA,"MBM196442",NA,"1030","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","1987","08","28",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:28:49-03","MBM","MBM","125206","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Torres, R.B.","Britez, R.M.","Southern America","Brazil",NA,NA,"MBM125206","MBM125206","1785","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637","1987","09","25",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:28:49-03","MBM","MBM","135202","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer","Silva, S.M.","Britez, R.M.","Southern America","Brazil",NA,NA,"MBM135202","MBM135202","1613","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637","1987","06","20",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:28:49-03","MBM","MBM","169213","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Xylosma","glaberrima","Xylosma glaberrima","Sleumer",NA,"Baitello, J.B.","Southern America","Brazil",NA,NA,"MBM169213","MBM169213","16","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","1981","11","10",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
