"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus"
"16","2020-10-14 10:03:58-03","FURB","FURB","14036","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Pessoa, E","Gasper, A.L. de","2286","2009","08","29",NA,"Brasil","Santa Catarina","Luiz Alves","Braço Francês.","-48.9738889","-26.77","220","220",NA,NA,"FURB46969","FURB46969",NA,"2013","10","07",NA,NA,"-48.9738889","-26.7700000",NA
"17","2020-10-14 10:03:58-03","FURB","FURB","17388","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Pessoa, E","Stival-Santos, A.; Legal, E. & Silveira, S.","1189","2009","11","17",NA,"Brasil","Santa Catarina","Brusque","Barracão.","-48.8697223","-27.0055556","45","45",NA,"Florística IFFSC 639 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; Fruto verde;","FURB46970","FURB46970",NA,"2013","10","07",NA,NA,"-48.8697223","-27.0055556",NA
"18","2020-10-14 10:03:58-03","FURB","FURB","17528","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Pessoa, E","Stival-Santos, A.; Legal, E. & Silveira, S.","1052","2009","10","15",NA,"Brasil","Santa Catarina","Gaspar","Gasparinho - aos fundos da capela Santo Antonio.","-48.9602778","-26.9994444","92","92",NA,"Florística IFFSC 638 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; Fruto verde;","FURB46971","FURB46971",NA,"2013","10","07",NA,NA,"-48.9602778","-26.9994444",NA
"19","2020-10-14 10:03:58-03","FURB","FURB","17534","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Pessoa, E","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","319","2009","10","27",NA,"Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","533","533",NA,"Florística IFFSC e518a (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: epífita;","FURB46972","FURB46972",NA,"2013","10","07",NA,NA,"-49.2313889","-27.1813889",NA
"20","2020-10-14 10:03:58-03","FURB","FURB","20337","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Pessoa, E","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3376","2010","01","27",NA,"Brasil","Santa Catarina","Treviso","Cirenaica.","-49.4972222","-28.5291667","197","197",NA,"Florística IFFSC 58 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor branca","FURB02708","FURB02708",NA,"2013","10","07",NA,NA,"-49.4972222","-28.5291667",NA
"21","2020-10-14 10:03:58-03","FURB","FURB","20354","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Pessoa, E","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","3475","2010","01","28",NA,"Brasil","Santa Catarina","Siderópolis","Belvedere Baixo.","-49.4130556","-28.5263889","453","453",NA,"Florística IFFSC 59 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB46973","FURB46973",NA,"2013","10","07",NA,NA,"-49.4130556","-28.5263889",NA
"22","2020-12-21 16:38:18-03","MBM","MBM","399397","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Engels, M.E.","Bonaldi, R.A.","972","2015","04","25","Southern America","Brazil","Paraná","Paranaguá","Tinguçú","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Epífita, flor branca.; Floresta Ombrófila Densa das Terras Baixas.","MBM399397","MBM399397",NA,"2019","04","12","24916","auto",NA,NA,NA
"23","2020-12-11 11:44:21-03","UFMG","BHCB","103138","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Stehmann, JR; et al.","4504","2006","11","22","Southern America","Brasil","Minas Gerais","Itamonte","Estrada para Rio de Janeiro","-44.774075","-22.363647","1576","1576",NA,"Epífita, sub-bosque floresta ombrófila densa montana, com frutos.; Epífita, com frutos.; Sub-bosque floresta ombrófila densa montana.","BHCB009160",NA,NA,"2016","12","12",NA,NA,"-44.774075","-22.363647",NA
"24","2020-12-11 11:44:21-03","UFMG","BHCB","127506","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Rezende, SG; Pena, FSR","2782","2008","07","28","Southern America","Brasil","Minas Gerais","Catas Altas","Mina de Fazendão, Mata entre a cava e o Caraça","-43.420833","-20.138333","895","895",NA,"Herbáceo; Floresta Estacional Semidecidual Baixo Montana em estágio Avançado de regeneração.","BHCB009158",NA,NA,"2016","12","12",NA,NA,"-43.420833","-20.138333",NA
"25","2020-12-11 11:44:21-03","UFMG","BHCB","141498","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Viveros, RS; Salino, A","58","2008","11","26","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Trilha para a Gruta de Lourdes. Floresta semidecidual","-43.478333","-20.094167","1380","1380",NA,"Epífita, na beira da trilha.; Epífita; Na beira da trilha.","BHCB009164",NA,NA,"2016","12","12",NA,NA,"-43.478333","-20.094167",NA
"26","2020-12-11 11:44:21-03","UFMG","BHCB","82743","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG","5446","2003","08","23","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.047236","-16.411306","774","940",NA,"Mata hidrófila, encosta. Erva epífita, flores brancas, calcar esverdeado. Coordenadas originais: 16°24'40,7-25'11S; 40°02'50,5-38,3W; Erva epífita, flores brancas, calcar esverdeado.; Mata hidrófila, encosta.","BHCB001092","BHCB001092",NA,"2016","12","12",NA,NA,"-40.047236","-16.411306",NA
"27","2020-12-11 11:44:21-03","UFMG","BHCB","105240","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Mota, RC da; Batista, JAN","3218","2006","12","15","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural de Ribeirão do Campo., Entrada para o Parque","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Erva epífita; flores brancas com cálcar esverdeado.; Planta coletada em mata de galeria.","BHCB009161",NA,NA,"2016","12","12","60318","auto",NA,NA,NA
"28","2020-12-11 11:44:21-03","UFMG","BHCB","92440","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Mota, RC da; et al.","2561","2003","03","19","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Erva epífita; flores brancas.; Planta coletada em mata ciliar","BHCB009159",NA,NA,"2016","12","12","60318","auto",NA,NA,NA
"29","2020-12-11 11:44:21-03","UFMG","BHCB","62335","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Mota, RC da; Marques, A","341","2001","04","13","Southern America","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,"Erva epífita crescendo em mata nebular; frutos imaturos.; Erva epífita crescendo em mata nebular; frutos imaturos.","BHCB009167",NA,NA,"2016","12","12","22051","auto",NA,NA,NA
"30","2020-12-11 11:44:21-03","UFMG","BHCB","56490","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Mota, RC da","311","2000","12","02","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Erva epífita coletada no interior de mata. Flores brancas.; Erva epífita. Flores brancas.; Coletada no interior de mata.","BHCB009163",NA,NA,"2016","12","12","11966","auto",NA,NA,NA
"31","2020-12-11 11:44:21-03","UFMG","BHCB","92261","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Mota, RC da","2382","2005","01","05","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Planta coletada em mata de galeria; epífita; perianto branco com região basal esverdeda, cálcar esverdeado-translúcido.; Epífita; perianto branco com região basal esverdeda, cálcar esverdeado-translúcido.; Planta coletada em mata de g","BHCB009165",NA,NA,"2016","12","12","11966","auto",NA,NA,NA
"32","2020-12-11 11:44:21-03","UFMG","BHCB","92801","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne",NA,"Teixeira, WA; Viana, PL","s.n.","2003","12","18","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Próximo à Cascatinha","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Planta coletada em mata de galeria, próximo à Cascatinha; erva epífita; flores brancas.; Erva epífita; flores brancas.; Planta coletada em mata de galeria","BHCB001087","BHCB001087",NA,"2016","12","12","11966","auto",NA,NA,NA
"33","2021-02-11 17:20:53-03","UFPR","UPCB","86841","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Santos, T.F.","Santos, T.F","114","2016","03","12",NA,"Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Epífita em beira de trilha.",NA,NA,NA,"2016","03","12","24916","auto",NA,NA,NA
"34","2021-02-11 17:20:53-03","UFPR","UPCB","88226","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Santos, T.F.","Santos, T.F.","114","2016","03","12",NA,"Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Epífita em beira de trilha.","UPCB0029367","UPCB0029367",NA,"2016","03","12","24916","auto",NA,NA,NA
"35","2021-02-11 17:20:53-03","UFPR","UPCB","43151","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","Pessoa, E.","Kersten, R.","374","2000","04","21",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Epífita a ca. de 5m, sobre Eugenia..","UPCB0030924","UPCB0030924",NA,"2017","03","08","24916","auto",NA,NA,NA
"36","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","12284",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/13-XII-2016","L. Kollmann; et al","2811","2000","04","06",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Mata baixa. Solo de areia. Epifita. Sepalos e petalos brancos com base e calcar rosados.","MBML012284","MBML012284",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA
"37","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","14995",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/13-XII-2016","L. Kollmann","4199","2001","07","26",NA,"Brasil","Espírito Santo","Santa Teresa","Pátio do Museu de Biologia Mello Leitão","-40.6","-19.936111",NA,NA,NA,"Epífita na sombra. Frutos verdes.","MBML014995","MBML014995",NA,NA,NA,NA,NA,NA,"40W36'0","19S56'10",NA
"38","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","16231",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/13-XII-2016","L. Kollmann; et al","5557","2002","02","19",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Capoeirão. Epífita na meia sombra. Flores brancas.","MBML016231","MBML016231",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"39","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","17030",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/13-XII-2016","R.R. Vervloet; et al","282","2002","05","23",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Epífita, a 1m do solo, pequena baixada, vegetação primária, dossel aproximado 8m, frutos imaturos de cor verde.","MBML017030","MBML017030",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"40","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","19871",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/13-XII-2016","A. P. Fontana; et al","490","2003","02","08",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,NA,NA,"Epífita, flores com ápice e base verde.","MBML019871","MBML019871",NA,NA,NA,NA,NA,NA,"40W28'20","19S54'51",NA
"41","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","20148",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/12-XII-2016","R.R. Vervloet; et al","2045","2003","03","25",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Epífita a 1m, frutos imaturos de cor verde, topo de morro, dossel 6m.","MBML020148","MBML020148",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"42","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","20152",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/12-XII-2016","R.R. Vervloet; et al","2071","2003","03","26",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Epífita, a 2m do solo, frutos imaturos de co verde, baixada, dossel 14m.","MBML020152","MBML020152",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"43","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","20803",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/12-XII-2016","R.R. Vervloet; et al","2488","2003","05","22",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Epífita, a 2m de altura, frutos imaturos de cor verde. Baixada, dossel 16m.","MBML020803","MBML020803",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"44","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","23205",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/12-XII-2016","A. P. Fontana; et al","830","2004","04","10",NA,"Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389",NA,NA,NA,"Epífita, frutos secos.","MBML023205","MBML023205",NA,NA,NA,NA,NA,NA,"40W58'52","19S44'29",NA
"45","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","23782",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/12-XII-2016","L. Kollmann; et al","7396","2005","03","11",NA,"Brasil","Espírito Santo","Santa Teresa","Lombardia","-40.553056","-19.820556",NA,NA,NA,"Epífita caída. Flores brancas.","MBML023782","MBML023782",NA,NA,NA,NA,NA,NA,"40W33'11","19S49'14",NA
"46","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","25461",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/12-XII-2016","A. P. Fontana; et al","1141","2005","03","15",NA,"Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta","-40.614444","-20.173056",NA,NA,NA,"Terrestre, flores brancas com calcar compido e ovário glabro de cor verde.","MBML025461","MBML025461",NA,NA,NA,NA,NA,NA,"40W36'52","20S10'23",NA
"47","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","25537",NA,"Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","E. Pessoa/12-XII-2016","A. P. Fontana; et al","1429","2005","04","23",NA,"Brasil","Espírito Santo","Itaguaçu","Pedra do caparaó","-40.981111","-19.741389",NA,NA,NA,"Epífito, umbrófila, frutos verdes.","MBML025537","MBML025537",NA,NA,NA,NA,NA,NA,"40W58'52","19S44'29",NA
"48","2021-03-25 13:53:02-03","UNIVILLE","JOI","7137","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Campylocentrum","spannagelii","Campylocentrum spannagelii","Hoehne","F. Beilke","C.M. Raimundo","33","2008","01","24",NA,"Brasil","Santa Catarina","Araquari","BR-280.","-48.7221984863281","-26.3700008392334",NA,NA,NA,"; HABITAT: biôntico; HABITO: Epífita; TIPO VEGETACIONAL: Restinga","JOI007137",NA,NA,"2008","02","29","25329","auto",NA,NA,NA
