"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"850","2010-05-13 21:22:00-03","MO","MOBOT","2928704","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Armando C. Cervi|Rodolphe E. Spichiger|Pierre A. Loizeau|E. Cottier","1994","12","14","Brazil","Alagoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Município de Quebrangulo. Reserva Biológica de Pedra Talhada, Agreste, Area de transição Florestas Estacional Semidecidual/Decidual Contrafortes da Borborema, solos argilosos profundos com aflor. de rochas (gneiss). Pasto.",NA,NA,"Cervi 7300","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","2013-11-26 05:40:00-02","MO","MOBOT","2964193","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","H. Huaylla","Reinaldo Lozano","2005","4","30","Bolivia","Chuquisaca","Sud Cinti","-64.25","-20.88333",NA,NA,"1150.00000000","1800.00000000",NA,NA,"Naranjitos. Sendero ca. 3 Km., al SW del Rancho de Don Fernando. Fragmentos de Bosques con chacos y barbechos viejos. Bosque Montano en transición con Chaqueño, Presencia de Leguminosas dominantemente.",NA,NA,"Lozano 1238","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","2015-01-28 11:56:00-02","MO","MOBOT","3085623","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","A. Fuentes (LPB)","Michael H. Nee","2005","5","29","Bolivia","Tarija","Gran Chaco","-63.43333","-21.15",NA,NA,"520.00000000",NA,NA,NA,"Ca. 14.5 km N of center of Villa Montes, 3 km W of the VIlla Montes-Boyuibe highway, on dirt road on Las Moras area. Edge of disturbed chaco forest in valley bottom. With Enterilibium cyclocarpum, Caseria sylvestris.",NA,NA,"Nee 53219","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","2008-05-27 22:02:00-03","MO","MOBOT","3139857","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","D. Prado","Peña","2004","10","14","Argentina","Formosa",NA,"-58.21333","-25.95916",NA,NA,NA,NA,NA,NA,"Estancia Guaycolec. Bosque de riber.",NA,NA,"Peña 1870","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","2013-09-23 14:07:00-03","MO","MOBOT","3173541","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Carolina Romero (MO)","Maribel Vargas C.","2005","6","12","Bolivia","Santa Cruz","Florida","-63.6861111","-18.2388889",NA,NA,"1420.00000000",NA,NA,NA,"Bella Vista, presente en el sotobosque de ladera subhúmeda, Bosque semideciduo, acompañada de Miconia sp. y Spichotria sp.",NA,NA,"Vargas Contreras 46","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"855","2015-01-28 12:00:00-02","MO","MOBOT","3222367","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","A. Fuentes (LPB)","Michael H. Nee","2005","5","30","Bolivia","Tarija","Gran Chaco","-63.50694","-21.26305",NA,NA,"425.00000000",NA,NA,NA,"4 km NW from central plaza in Villa Montes, on road to Entre Ríos. Chaco forest, relatively humid, in narrow valley. With Pogonopus tubulosos, Perianthomega vellozoi. Enterolobium cyclocarpum.",NA,NA,"Nee 53253","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","2020-11-22 01:12:00-03","MO","MOBOT","3310878","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","M. Serrano","Martha Serrano|S. P. Churchill|Jeaneth Villalobos|D. Villarroel|Oscar Llanque","2004","9","22","Bolivia","Tarija","Arce","-64.5738889","-22.2388889",NA,NA,"1020.00000000",NA,NA,NA,"Mun. Padcaya. Cantón Emborozú. Reserva Natural Alarachi. Zona Cayotal. Río Emborozú Chico. Bosque Premontano Tucumano-Boliviano. Dosel 15 m deiatenopteryx sorbifolia y Casearia sp. En bordes de fragmentos de áreas de cultivos abandonados.",NA,NA,"Serrano 4982","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"857","2008-05-27 22:02:00-03","MO","MOBOT","3310880","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","M. Serrano","Martha Serrano|Jeaneth Villalobos","2003","4","26","Bolivia","Chuquisaca","Hernando Siles","-63.94361","-19.56416",NA,NA,"1120.00000000",NA,NA,NA,"Parque Nacional y Area de Manejo Integrado Serranía del Iñao. Comunidad Los Pinos. Siguiendo el sendero que conduce al angosto. 2 hrs de la comunidad Los Pinos. Margen del Río Iñao. Bosque alto muy decíduo, dosel mayor 35 m, dominado por Anadenathera colubrina, Myroxylon peruiferum, Enterolobium contortisiliquum. Sotobosque ralo. Pastoreo continuo.",NA,NA,"Serrano 4213","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","2008-05-27 22:02:00-03","MO","MOBOT","3310884","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","M. Serrano","Martha Serrano|I. Llanos|Jeaneth Villalobos","2003","4","5","Bolivia","Chuquisaca","Luis Calvo","-63.87888","-19.57944",NA,NA,"1307.00000000",NA,NA,NA,"Parque Nacional y Area de Manejo Integrado Serranía del Iñao. Comunidad Ticucha. Subiendo aguas arriba la quebrada que desemboca en el Río Jarca Mayu Grande. Trayecto al alto Iñao, en dirección al primer campamento. Bosque semi-siempre verde. Dosel 35 m. dominado por Myrtáceas y Lauraceas. Sotobosque denso con varias especies de Rubiáceas, Piperáceas y Melastomatáceas.",NA,NA,"Serrano 4191","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","2008-05-27 22:02:00-03","MO","MOBOT","3310887","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","M. Serrano","Martha Serrano|I. Llanos|Jeaneth Villalobos","2003","3","23","Bolivia","Chuquisaca","Luis Calvo","-63.89527","-19.56722",NA,NA,"1450.00000000",NA,NA,NA,"Parque Nacional y Area de Manejo Integrado Serranía del Iñao. Comunidad Ticucha. Serranías intermedias de la Serranía del Iñao. Pendiente media 40% de inclinación. Entre los rios Jarca Mayu Chico y Grande. Bosque alto, muy denso. Mayormente de follaje persistente, altura máxima 30 m, promedio 25 m. sotobosque denso, con muchas lianas.",NA,NA,"Serrano 4137","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","2011-03-30 19:29:00-03","MO","MOBOT","3391522","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","J. Peñaranda (HSB), 02/","J. Alberto Peñaranda|H. Huaylla|J. Vedia","2006","12","17","Bolivia","Chuquisaca","Hernando Siles","-63.89222","-20.66805",NA,NA,"809.00000000",NA,NA,NA,"Bosque Chaco Serrano con restos de Bosque Tucumano-Boliviano en quebradas y laderas protegidas; pasando a lugares abiertos con pastizales cicundante a propiedades de hacendados.",NA,NA,"Peñaranda 251","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","2011-03-28 16:04:00-03","MO","MOBOT","3432423","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","E. Portal (HSB)","E. Portal|E. Cervantes|H. Huaylla|J. Alberto Peñaranda|J. Vedia","2006","12","14","Bolivia","Chuquisaca","Hernando Siles","-64.115","-19.77472",NA,NA,"1204.00000000",NA,NA,NA,"Valle angosto rocoso. Bosque caducifolio, laderas húmedas con elementos de Bosque Tucumano-Boliviano. Cerros empinados en el fondo área plana con áreas cultivadas.",NA,NA,"Portal 92","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","2013-06-18 05:46:00-03","MO","MOBOT","3444179","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","M. Jimenez","M. Jiménez|C. Ortiz|A. Flores","2007","10","15","Bolivia","Chuquisaca","Luis Calvo","-63.7758334","-20.4511111",NA,NA,"1050.00000000",NA,NA,NA,"Municipio Villa Vaca Guzman, Canton Iguembe.",NA,NA,"Jiménez 394","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"863","2014-01-02 05:36:00-02","MO","MOBOT","3581664","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","D. Villarroel (USZ)","D. Villarroel|Maribel Vargas C.|F. Seidel","2006","2","5","Bolivia","Santa Cruz","Florida","-63.6827778","-18.2819445",NA,NA,"1320.00000000",NA,NA,NA,"Localidad de Bella Vista, camino entre la escuela y la entrada del sendero ecológico Cola de Mono, presentando bosques con un dosel entrre los 15 y 17 m, conformado por Anadenanthera colubrina, Aralia sorantensis, Machaerium scleroxylum y Siphoneugena occidentalis.",NA,NA,"Villarroel Segarra 297","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"864","2008-05-27 22:02:00-03","MO","MOBOT","74491","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","R. Fortunato (BAB)","Elsa M. Zardini|Leongino Guerrero","1994","6","16","Paraguay","Central",NA,"-57.52722","-25.46638",NA,NA,NA,NA,NA,NA,"Border Tavarory-Acosta Ñu. 1 km east of road Ytororó-Tavarory. Patch of forest and inundated savanna.",NA,NA,"Zardini 39602","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","909",NA
"865","2008-05-27 22:02:00-03","MO","MOBOT","76094","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","A. Schinini","Elsa M. Zardini|et al.","1987","5","23","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 2512A","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"866","2011-06-09 17:46:00-03","MO","MOBOT","84805","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Israel G. Vargas C.","1990","4","12","Bolivia","Santa Cruz","Cordillera","-63.23333","-19.75",NA,NA,"1100.00000000",NA,NA,NA,"Charagua, 7 km NW del pueblo, orillas del Río Ovai.",NA,NA,"Vargas Caballero 439","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","83",NA
"867","2008-05-27 22:02:00-03","MO","MOBOT","85367","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Renee Fortunato (BAB)","Elsa M. Zardini|Leongino Guerrero","1993","11","9","Paraguay","Caaguazú",NA,"-56.25","-25.48333",NA,NA,NA,NA,NA,NA,"Between Coronel Oviedo and Caaguazú; Route 2, km 148. Patch of forest.",NA,NA,"Zardini 37175","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","848",NA
"868","2008-05-27 22:02:00-03","MO","MOBOT","883622","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Renee Fortunato (BAB)","Elsa M. Zardini|Leongino Guerrero","1994","7","1","Paraguay","Concepción",NA,"-57.34583","-23.00305",NA,NA,NA,NA,NA,NA,"Arroyo Pitanohaga. Gallery forest of chaco type.",NA,NA,"Zardini 39868","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","917",NA
"869","2008-05-27 22:02:00-03","MO","MOBOT","90000","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","W.J. Hahn (MO)","William J. Hahn","1984","2","9","Paraguay","Cordillera",NA,"-57.16666","-25.33333",NA,NA,NA,NA,NA,NA,"Caacupe. Semideciduous forest to 20 m tall on fairly steep slope. Enterolobium, Parapiptadenia dominants. Soil sandy with some red clay.",NA,NA,"Hahn 2005","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","84-4",NA
"870","2012-07-17 13:38:00-03","MO","MOBOT","90883","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","L. Rico (K)","Timothy J. Killeen|Israel G. Vargas C.","1992","6","5","Bolivia","Santa Cruz","Florida","-64.0833333","-17.9166667",NA,NA,"1400.00000000",NA,NA,NA,"1 km al este de Hierba buena por la carratera entre Santa Cruz y Comarapa. Bosque xerofitico alterado. Muestras preservadas en alcohol.",NA,NA,"Killeen 4042","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","45",NA
"871","2008-05-27 22:02:00-03","MO","MOBOT","92988","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Rene Fortunato (BAB)","Elsa M. Zardini|V. Jara","1993","6","10","Paraguay","Central",NA,"-57.53333","-25.45",NA,NA,NA,NA,NA,NA,"Border Tavarory-Acosta Ñu. Creek, affluent of Paraguay River. Gallery forest.",NA,NA,"Zardini 36109","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","826",NA
"872","2008-05-27 22:02:00-03","MO","MOBOT","936471","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"M. Toledo G.|G. Montaño|J. Parapaino","1994","11","28","Bolivia","Santa Cruz","Nuflo de Chavez","-61.87111","-16.70722",NA,NA,"300.00000000","500.00000000",NA,NA,"Región de Lomerio. A 5 km al N de la plaza de la comuidad de Florida. Bosque semideciduo con árboles emergentes hasta 20 m.",NA,NA,"Toledo G. 521","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","2013-01-28 05:13:00-02","MO","MOBOT","937069","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","L. Rico (K)","René Guillén V.|S. Coria","1994","5","23","Bolivia","Santa Cruz","Velasco","-61.04777","-14.78583",NA,NA,"150.00000000",NA,NA,NA,"Campamento EL REFUGIO a 1400 m al sudoeste de la casa yendo hacia la pampa de Las Islas. Pampa húmeda anegada temporalmente con aguas del río Paraguá.",NA,NA,"Guillén Villarroel 1490","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","2012-02-06 16:05:00-02","MO","MOBOT","978825","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","L. Rico (K)","Antony Jardim|A. Cadden","1995","7","5","Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,"Cerro Bocamina, Serranía de Sunsas, Tucavaca, el area de exploracion de RTZ/Comsur. Bosque seco chiquitano de Anadenanthera con influencia chaquena. Suelos con mucho piedra caliza.",NA,NA,"Jardim 2226","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"875","2008-05-27 22:02:00-03","MO","MOBOT","979215","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","R. Barneby (NY)","Paul F. Foster|Nur Ritter|Timothy J. Killeen|Pablo Solíz|Juan Surubí|J. Guillén|T. Grinwood","1995","9","16","Bolivia","Santa Cruz","Velasco",NA,NA,NA,NA,"220.00000000",NA,NA,NA,"50 m en al senda a la bahía, al E del campamento La Toledo.",NA,NA,"Foster 138","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA
"876","2008-05-27 22:02:00-03","MO","MOBOT","2222866","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Ulibarri (SI)","Isabel Basualdo","1988","11","1","Paraguay","Caazapá",NA,"-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,"Tava'i.",NA,NA,"Basualdo 1762","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","2008-05-27 22:02:00-03","MO","MOBOT","1781185","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","J. Greppi (BAB)","Elsa M. Zardini|Leongino Guerrero","2002","6","28","Paraguay","Concepción",NA,"-57.51055","-26.44138",NA,NA,NA,NA,NA,NA,"Estancia Primavera. Cerrado forest on sandstone.",NA,NA,"Zardini 59013","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1264",NA
"878","2008-05-27 22:02:00-03","MO","MOBOT","2892972","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","B.A.S. Porcira","Ezechias P. Heringer","1980","9","23","Brazil","Distrito Federal",NA,"-47.9166667","-16.8",NA,NA,"1980.00000000",NA,NA,NA,"Bacia do Rio Sao Bartolomeu.",NA,NA,"Heringer 5485","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","2008-05-27 22:02:00-03","MO","MOBOT","82258","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","A. Schinini (CTES)","Elsa M. Zardini|Mirtha Ortiz","1987","9","23","Paraguay","Paraguarí",NA,"-57.16666","-25.41666",NA,NA,NA,NA,NA,NA,"Paraguari, Compañía Costa Segunda, Cerro Palacios.",NA,NA,"Zardini 3092","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","87-36",NA
"880","2020-09-09 13:31:21-03","UNESP-IBILCE","SJRP","29507","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Rezende, A.A.",NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","-49.51666667","-19.916666667","-49.51666667","-19.916666667",NA,NA,NA,NA,"Estação Ecológica de Paulo de Faria","Tracheophyta","Fabales","770.0","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"881","2020-06-24 22:04:58-03","UNESP-IBILCE","SJRP","10092","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Valéria Stranghetti",NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667",NA,NA,NA,NA,"Estação Ecológica de Paulo de Faria","Tracheophyta","Fabales",NA,"América do Sul",NA,"Árvore 15 m, fruto imaturo.;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"882","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","33330","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2008","10","16","Brasil","São Paulo","Barretos (P7)","-48.75166667","-20.63722222","-48.75166667","-20.63722222",NA,NA,NA,NA,"Fazenda Floresta","Tracheophyta","Fabales","2903.0","América do Sul",NA,"Árvore, 11m, fruto imaturo preto. Biota",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"883","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","33840","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Almeida Neto, A. & Ranga, N. T.","2008","07","07","Brasil","São Paulo","São João de Iracema (G5)","-50.29333333","-20.47361111","-50.29333333","-20.47361111",NA,NA,NA,NA,"Fazenda São Franscisco","Tracheophyta","Fabales","229.0","America do Sul",NA,"Árvore, P-E 83, I-736. Biota",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"884","2020-06-24 22:04:58-03","UNESP-IBILCE","SJRP","22929","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Stranghetti, V.",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","-49.380556","-20.81","-49.380556","-20.81",NA,NA,NA,NA,"Estação Ecológica do Noroeste Paulista","Tracheophyta","Fabales",NA,"América do Sul",NA,"Árvore 5 m, caule e ramos acinzentados e com espinhos, frutos.;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"885","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","18455","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"M.C. Dias",NA,NA,NA,"Brasil","São Paulo","Tibagi",NA,NA,NA,NA,NA,NA,NA,NA,"Saida para Castro","Tracheophyta","Fabales",NA,"América do Sul",NA,"Árvore 7-8 m, flores c. estames brancos, frutos enegrecidos.;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"886","2020-06-24 22:04:58-03","UNESP-IBILCE","SJRP","10108","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Valéria Stranghetti",NA,NA,NA,"Brasil","São Paulo","Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667",NA,NA,NA,NA,"Estação Ecológica de Paulo de Faria","Tracheophyta","Fabales",NA,"América do Sul",NA,"Árvore 15 m, botão esverdeado, flor branca, fruto.;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"887","2020-06-24 22:04:58-03","UNESP-IBILCE","SJRP","24264","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"F.D. Arantes",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","-49.380556","-20.81","-49.380556","-20.81",NA,NA,NA,NA,"Estação Ecológica do Noroeste Paulista","Tracheophyta","Fabales",NA,"América do Sul",NA,"Árvore 15 m, frutos jovens.;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"888","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","29162","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Fernandes, A.C.",NA,NA,NA,"Brasil","São Paulo","Nhandeara","-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,NA,NA,"Empresa Quiri Ruber","Tracheophyta","Fabales",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"20767","auto","Magnoliopsida",NA,NA,NA,NA
"889","2020-06-22 14:18:01-03","UNESP-IBILCE","SJRP","19991","PreservedSpecimen","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong",NA,"Ionária I. Pedrão",NA,NA,NA,"Brasil","São Paulo","Potirendaba","-49.3699989318848","-21.0400009155273",NA,NA,NA,NA,NA,NA,"Um trecho da mata ciliar do Ribeirão Borá","Tracheophyta","Fabales",NA,"América do Sul",NA,"Árvore 13 m, flores brancas, frutos de cor preta, borda da mata.;",NA,NA,NA,NA,"17988","auto","Magnoliopsida",NA,NA,NA,NA
"890","2019-03-29 10:41:23-03","UFSM","HDCF","7009","S","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Figueira, M.","Azambuja, C.","2015","02","12","Brasil","Rio Grande do Sul","Faxinal do Soturno","-53.46","-29.52","-53.46","-29.52",NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,"RS-359-2-1-2","2015","03","03",NA,NA,NA,NA,NA,NA,NA,NA
"891","2019-03-29 10:41:23-03","UFSM","HDCF","6199","S","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Scipioni, M. C.","Scipioni, M. C.","2011","03","06","Brasil","Rio Grande do Sul","Pantano Grande","-52.3736000061035","-30.1914005279541",NA,NA,NA,NA,NA,NA,"Fazenda Boa Vista",NA,NA,NA,"América",NA,"Borda da floresta, próxima das parcelas 11-20; M.C.S. 204","2011","03","06",NA,"34187","auto",NA,NA,NA,NA,NA
"892","2019-03-29 10:41:23-03","UFSM","HDCF","1467","S","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Longhi, S. J.","Longhi, S. J.","1983","11","22","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,"Morro Cechella",NA,NA,"480","América",NA,"Flores","1983","11","22",NA,"37819","auto",NA,NA,NA,NA,NA
"893","2019-03-29 10:41:23-03","UFSM","HDCF","34","S","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Marchiori, J. N. C.","Marchiori, J. N. C.","1980","11","19","Brasil","Rio Grande do Sul","Jaguari","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,"Praia do Rio Jaguari",NA,NA,NA,"América",NA,NA,"1980","11","19",NA,"27649","auto",NA,NA,NA,NA,NA
"894","2019-03-29 10:41:23-03","UFSM","HDCF","6650","S","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong.","Figueira, M.","Bamberg, R.","2013","05","21","Brasil","Rio Grande do Sul","Pirapó","-55.1988983154297","-28.0447006225586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,"UTM E(670971m), N(6892709m), Fuso 21J, Datum SIRGAS 2000, IFN-RS, conglomerado 677-2-8-8. Duplicata enviada ao JBRJ","2014","10","21",NA,"18590","auto",NA,NA,NA,NA,NA
"895","2018-09-12 14:48:10-03","UNIOESTE","UNOP","9360","S","Plantae","Fabaceae","Enterolobium","contortisiliquum","Enterolobium contortisiliquum","(Vell.) Morong","Silva, D.R. da","Rocha Filho, J.A.; Silva, D.R. da; Piva, J.; Machado, C.; Silva, D.R. da; Piva, J.; Machado, C.","2018","02","07","Brasil","Paraná","Realeza","-53.569","-25.546139","-53.569","-25.546139","267","267",NA,NA,"Próximo ao córrego da Comunidade Porto Arma.",NA,NA,"623",NA,NA,"Árvore 20 m de altura. Foliólulos discolores, cartáceos, glabros. Flores alvacentas.","2018","03","10",NA,NA,NA,NA,NA,NA,NA,NA
