"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","eventTime","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","557918","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","M. Sobral",NA,NA,NA,"J. R. Mattos","9684","1962","01","05","Brazil","Rio de Janeiro","Petrópolis","Petrópolis, Serra da Estrela, Secretário, na base do Morro Maria Cumprida","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557918","NY00557918_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557950","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","M. Sobral",NA,NA,NA,"W. Hoehne","5967","1965","04","11","Brazil","São Paulo","Sao Paulo","Sumaré, na Praça","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557950","NY00557950_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","558067","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","F. F. Mazine",NA,NA,NA,"H. de F. Leitão Filho","2532","1976","08","11","Brazil","São Paulo","Jundiaí","Nativo em mata de planalto na Serra do Japi","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558067","NY00558067_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","557923","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","F. F. Mazine",NA,NA,NA,"H. de F. Leitão Filho","2532","1976","08","11","Brazil","São Paulo","Jundiaí","Nativo em mata de planalto na Serra do Japi","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557923","NY00557923_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","579980","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","M. Sobral",NA,NA,NA,"G. G. Hatschbach","19755","1968","07","30","Brazil","Paraná","Morretes","Estr. Graciosa, Alto da Serra.","-48.8342","-25.4769",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579980","NY00579980_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","579973","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1997","1954","07","19","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579973","NY00579973_01","Magnoliophyta","Myrtales","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","885936","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","F. F. Mazine",NA,NA,NA,"I. Mimura","467","1962","07","20","Brazil","São Paulo","Sao José dos Campos","Uma área disjuntiva de cerrado, de varias centenas de km², rodeada antigamente por mata. Ca. 5.1 km SSE em linha reta da praça principal de São José dos Campos.","-45.88","-23.1703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885936","NY00885936_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","579975","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","3935","1956","10","25","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça.","-48.694057","-27.77489",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579975","NY00579975_01","Magnoliophyta","Myrtales","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","579979","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"G. G. Hatschbach","19643","1968","08","29","Brazil","Paraná","Sao José dos Pinhais","Serra do Emboque.","-49.2064","-25.5347",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579979","NY00579979_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","579978","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"G. G. Hatschbach","204","1969","07","31","Brazil","Paraná","Morretes","Serra do Leao.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579978","NY00579978_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-01-27 13:09:00-02","NY","NYBG","1921360","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii",NA,"F. F. Mazine",NA,NA,NA,"H. de F. Leitão Filho","13090","1981","11","07","Brazil","São Paulo","Jundiaí","Nativo em mata na Serra do Japi","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2272208' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921360","NY01921360_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","579972","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1991","1954","07","19","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579972","NY00579972_01","Magnoliophyta","Myrtales","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","579976","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","4300","1957","06","15","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579976","NY00579976_01","Magnoliophyta","Myrtales","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","579974","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","3581","1956","08","17","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"250","250","Lenho na xiloteca. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579974","NY00579974_01","Magnoliophyta","Myrtales","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","579971","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. M. Klein","1756","1955","11","03","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579971","NY00579971_01","Magnoliophyta","Myrtales","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","579977","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","8973","1959","08","21","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf, Blumenau","-49.0658","-26.9194",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579977","NY00579977_01","Magnoliophyta","Myrtales","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:23-03","UFRJ","RFA","14525","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","D. Legrand","1972",NA,NA,"G.G. Hatschbach","19643","1968","08","29","Brasil","Paraná","São José dos Pinhais","Serra do Emboque","-49.2064018249512","-25.5347003936768",NA,NA,"1100","1100","Arvoreta de 4 m, cálice purpúreo, corola no botão pupúreo, aberto alvo","RFA46437",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-01-20 14:40:42-03","UPM","MACK","1297","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","M. Sobral","2010","01","25","A. Stival-Santos","792","2009","08","13","Brasil","SC","Angelina","Rio Bonito, beira da estrada.","-48.9852981567383","-27.5685997009277","S","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25961","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-01-20 14:40:42-03","UPM","MACK","1393","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D. Legrand","M. Sobral","2010","01","25","A. Stival-Santos","923","2009","09","25","Brasil","SC","Ilhota","Baú, floresta ombrófila densa, interior do fragmento.","-48.8272018432617","-26.8997001647949","S","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18275","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-01-20 14:40:42-03","UPM","MACK","1315","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","M. Sobral","2010","01","25","M. Sobral","713","2010","01","25","Brasil","SC","Leoberto Leal","Rio Feijão, floresta ombrófila densa.","-49.2868995666504","-27.5069007873535","S","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21755","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-01-20 14:40:42-03","UPM","MACK","1289","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","M. Sobral","2010","01","25","A. Korte; A. Kniess","200","2009","09","17","Brasil","SC","Leoberto Leal","Tigre, Floresta ombrófila densa","-49.2868995666504","-27.5069007873535","S","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21755","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-02 16:29:05-03","CPAN-UFMS","COR","12507","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Valnice Tralba Rampim",NA,NA,NA,"F. F. d#?#Eça Neves","1416","1999","06","03","Brasil","São Paulo","Jundiaí","Serra do Japi; Base de Estudos de Ecologia e Educação Ambiental #?##?#Miguel Castarde#?##?#; Trilha do Mirante","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Árvore com cerca de 3m de altura. Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:21:12-03","UFBA","ALCB","124714","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D. Legrand","Mazine, FF","2011","03",NA,"Pirani, JR; Mello-Silva, R de; et al.","3623","1995","07","18","Brasil","São Paulo","Jundiaí","Serra do Japi, Trilha do Mirante. Interior da mata mesófila semidescídua de altitude, perto do velho observatório astronômico.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"ca. 50 cm. Flores com cálice arroxeado, pétalas e estames alvos.","ALCB057946",NA,"Dicotyledon",NA,"Southern America",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508415","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","08","17","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508415","NL-L2508415",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508416","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1954","07","19","Brazil",NA,NA,"Plantas de Santa Catarina. Brago Joaquim, Luis Alves, Itajaí. Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508416","NL-L2508416",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508418","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","10","25","Brazil",NA,NA,"Plantas de Santa Catarina. Pilões, Palhoça. Capoeira.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508418","NL-L2508418",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508419","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","06","15","Brazil",NA,NA,"Plantas de Santa Catarina. Sabøiá, Vidal Ramos. Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508419","NL-L2508419",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508420","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1954","07","19","Brazil",NA,NA,"Plantas de Santa Catarina. Braço Joaquim, Luis Alves, Itajaí. Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508420","NL-L2508420",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508421","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","08","21","Brazil",NA,NA,"Plantas de Santa Catarina. Morro Spitzkopf, Blumenau. Mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508421","NL-L2508421",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U 0294479","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","08","17","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294479",NA,NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw7011",NA,NA,NA,NA,NA
"41","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1443085","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Cordeiro J; Silva JM",NA,"1985","08","21","Brazil",NA,NA,"Veu de Noiva (mun. Morretes) Parana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443085","NL-U1443085",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:06:19-03","NBC","NL-BOTANY","WAG.1115390","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand",NA,NA,NA,NA,"Silva JM; Cordeiro J",NA,"1986","08","28","Brazil",NA,NA,"Véu de Noiva (mun. Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115390 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1115390","NL-WAG1115390",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1443087","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii kleinii",NA,NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1953","08","12","Brazil",NA,NA,"Plantas de Santa Catarina. Asambja, Brusque. Beira da mata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443087","NL-U1443087",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,"kleinii",NA,NA,NA,NA
"44","2020-11-04 11:14:34-03","ESALQ","ESA","13190","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","kleinii","Eugenia kleinii","D.Legrand","Kawasaki, M.L.",NA,NA,NA,"Meira Neto, J. A. A. Grombone, M. T.; Bernacci, L. C.","21520.0","1988","06","07","Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"ESA013190","ESA013190","Magnoliophyta",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
