"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","397297","PreservedSpecimen","Plantae","Rubiaceae","Faramea","morsoniana","Faramea morsoniana","Müll.Arg.","P. Fiaschi","P. Fiaschi","103","1999","10","31","Brazil","São Paulo","Ubatuba","-45.0697","-23.4303",NA,NA,"NY00397297","NY00397297_01",NA,NA,NA,"Praia da Lagoinha. Trilha para cachoeira na altura do Hotel Cabeça de boi",NA,NA,"Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402707' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","397299","PreservedSpecimen","Plantae","Rubiaceae","Faramea","morsoniana","Faramea morsoniana","Müll.Arg.","M. Gomes","F. Chagas e Silva","s.n.","1983","08","28","Brazil","Paraná","Morretes","-48.67","-25.47",NA,NA,"NY00397299","NY00397299_01",NA,NA,NA,"Pico Marumbi - picada de acesso",NA,NA,"Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402706' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01096160","PreservedSpecimen","Plantae","Rubiaceae","Faramea","morsoniana","Faramea morsoniana","Müll.Arg.","S. L. Jung-Mendaçolli","L. Rossi","479","1988","08","23","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"NY01096160","NY01096160_01",NA,NA,NA,"Cambriú, Ilha do Cardoso",NA,NA,"Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1232828' target='other'> <mi>dwc_moreinfo</mi></a>","37574","auto",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","397298","PreservedSpecimen","Plantae","Rubiaceae","Faramea","morsoniana","Faramea morsoniana","Müll.Arg.","C. Farney","C. Farney","737","1985","05","23","Brazil","Rio de Janeiro","Niterói","-43.1036","-22.8833",NA,NA,"NY00397298","NY00397298_01",NA,NA,NA,"Limite de Municípios Niteroí-Maricá, Pico Alto Moirao","250","350","Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402708' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01198258","PreservedSpecimen","Plantae","Rubiaceae","Faramea","percyanea","Faramea percyanea","Zahlbr.","C. M. Taylor","W. W. Thomas","13874","2004","02","06","Brazil","Bahia","Mun. Jequié","-40.1269444","-13.95166667",NA,NA,"NY01198258","NY01198258_01",NA,NA,NA,"Fazenda do Brejo (owned by Clarissa) 13.6 km S of Mandacaru (junction of stadium road and road to Jequié) on road to Serra dos Brejos and then to the west around the mountain. Southern Bahian Moist Forest.","690","690","Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797347' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01095576","PreservedSpecimen","Plantae","Rubiaceae","Faramea","percyanea","Faramea percyanea","Zahlbr.","C. M. Taylor","W. W. Thomas","14203","2004","09","21","Brazil","Bahia","Camacan","-39.5653","-15.3914",NA,NA,"NY01095576","NY01095576_01",NA,NA,NA,"RPPN Serra Bonita. 9.6 km NNW of Camacan on road to Jacareci and Jussari; then 6 km up road to Serra Bonita.","820","820","Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828116' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","133398","PreservedSpecimen","Plantae","Rubiaceae","Faramea","percyanea","Faramea percyanea","Zahlbr.",NA,"R. Wettstein","s.n.","1901","09",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00133398","NY00133398_01",NA,NA,NA,"In silvaticis prope urbem Iguape.","20","100","Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=300307' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"possible type",NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1579479","PreservedSpecimen","Plantae","Rubiaceae","Faramea","percyanea","Faramea percyanea","Zahlbr.","C. M. Taylor","J. R. Pirani","3535","1994","12","09","Brazil","Espírito Santo","Cachoeiro de Itapemirim","-41.1128","-20.8492",NA,NA,"NY01579479","NY01579479_01",NA,NA,NA,"Morro Grande, a 3 Km W da saída da cidade na rodovia para Jerônimo Monteiro (BR-482). Floresta atrás da Serraria de Pedras Marmoraes",NA,NA,"Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1764582' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","397361","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea","(Cham. & Schltdl.) DC.",NA,"Wilkes Expedition",NA,"1838",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.448386","-22.913514",NA,NA,"NY00397361","NY00397361_01",NA,NA,NA,"Near Rio Janeiro",NA,NA,"Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224609' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 14:18:00-02","NY","NYBG","397360","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea",NA,"P. C. Standley","F. C. Hoehne","11748","1923","11","22","Brazil","São Paulo","Cubatao","-46.387953","-23.873871",NA,NA,"NY00397360","NY00397360_01",NA,NA,NA,"Piassaguéra",NA,NA,"Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224608' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","686505","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea","(Cham. & Schltdl.) DC.",NA,"H. Kennedy","894","1971","03","21","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"NY00686505","NY00686505_01",NA,NA,NA,"Mata do Runo, behind George's House.",NA,NA,"Magnoliophyta","Gentianales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834527' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","31498","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea","(Cham. & Schltdl.) DC.","Mendaçoli Jung, S.L.","Ferreira, M.I.","32","2006","10","10","Brasil","São Paulo","Pindamonhangaba",NA,NA,"9999","9999","BOTU031498",NA,"2007","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:20:50-03","UFRJ","RFA","25180","PreservedSpecimen","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll.Arg.","M.Gomes","F. M. de B. Pereira","37/039","2000","10","10","Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.836667","-22.451944","42º50'12''W","22º27'7''S","RFA29212",NA,"2000","11","06","Fazendas consorciadas Sertão","129","129",NA,NA,NA,NA,"Árvore, altura 3,5m, DAP 3cm, flores lilás com odor suave, fruto verde, comum no local",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:20:50-03","UFRJ","RFA","29889","PreservedSpecimen","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll.Arg.","Mário Gomes","A. Quinet","23/138","2001","12","28","Brasil","Rio de Janeiro","Magé","-43.133889","-22.596111","43º8'2''W","22º35'46''S","RFA29210",NA,"2002","01","15","Distrito de Piabetá","50","50",NA,NA,NA,NA,"Árvore, 2m de altura, 5cm de DAP, folha discolor verde, fruto verde, tubo floral branco avinosado e pétalas avinosadas, abundante na região",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:20-03","UFRJ","RFA","32564","PreservedSpecimen","Plantae","Rubiaceae","Faramea","percyanea","Faramea percyanea","Zahlbr.",NA,"V. Demuner; et al.","50","1999","09","28","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"RFA21275",NA,NA,NA,NA,"Estação Biológica de Santa Lúcia. Fundo da cachoeira",NA,NA,NA,NA,NA,NA,"Arbusto 2,5m sobre rochas, com inflorescência rosada, flores lilás e frutos verdes.","23813","auto",NA,NA,NA,NA,NA
"26","2020-11-24 17:11:00-03","UTFPR","DVPR","6254","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulaceae","Faramea stipulaceae","(Cham. & Schltdl.) Benth.","Verdi, M","Verdi, M; Martins, EM; Veiga, ON","5520","2010","03","25","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"DVPR006254",NA,"2010","08","25","Trilha Noroeste. Parque Estadual Pico Marumbi.","854","854","Magnoliophyta",NA,NA,NA,"Arbusto, flor lilas.; Floresta Ombrófila Densa em estágio avançado.","30514","auto",NA,NA,NA,NA,NA
"27","2020-11-04 11:18:25-03","ESALQ","ESA","132010","PreservedSpecimen","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana",NA,"Gomes, M.","Uller, H.F. ; Terra, G.","391.0","2013","09","01","Brasil","Rio de Janeiro","São Pedro da Aldeia","-42.1027984619141","-22.8391990661621",NA,NA,"ESA132010",NA,"2013","10","22",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"20879","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:18:25-03","ESALQ","ESA","118619","PreservedSpecimen","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana",NA,"Jardim, J.","Kollmann, L.","3073.0","2000","08","01","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","-40,530,278","-19,971,389","ESA118619","ESA118619","2004","04","22","Estação Biológica de Santa Lúcia",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"29","2020-11-04 11:18:25-03","ESALQ","ESA","118641","PreservedSpecimen","Plantae","Rubiaceae","Faramea","percyanea","Faramea percyanea",NA,"Gomes, M.","Demuner, V.","50.0","1999","09","01","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","-40,530,278","-19,971,389","ESA118641",NA,"2006",NA,NA,"Estação Biológica de Santa Lúcia",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:18:25-03","ESALQ","ESA","104740","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea",NA,NA,"Lima, R.A.F.","622.0","2008","03","11","Brasil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,"ESA104740","ESA104740",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:18:25-03","ESALQ","ESA","87445","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea","(Cham. & Schltdl.) DC.","Assunção, E.A.","Martins, S.E.","72.0","1993","09","01","Brasil","São Paulo","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,"ESA087445","ESA087445",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA
"32","2021-01-14 15:33:23-03","MN","R","10377","PreservedSpecimen","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll. Arg.",NA,"Glaziou, A.F.M.","16117","1886","10","22","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000010377","R000010377_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:49:31-02","IPA","IPA","16472","S","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll. Arg.","Jardim, J.G.","Andrade-Lima","68-5272","1968","02","16","Brasil","Ceará",NA,NA,NA,NA,NA,"IPA0016472",NA,"2003","11",NA,"encosta alta da Serra de Pacatuba, Sítio Pitaguari. Sombra da mata.",NA,NA,"Plantae",NA,"Southern America",NA,"Arbustinho; flor roxa.",NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:49:31-02","IPA","IPA","65482","S","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll. Arg.","Gomes, M.","Gomes, M.; Marquete, R.; Giordano, L.C.; Marquete, R.; Giordano, L.C.","362","1988","10","25","Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,"IPA0065482",NA,"1989","02","12","Serra da Estrela, antiga Rio-Petropólis, próximo ao meio da Serra, rocha grande.",NA,NA,"Plantae",NA,"Southern America",NA,"Arbusto com até 3m de altura; casca do caule clara, ramos verdes, folhas escuras, discolores, cariáceas eixo da inflorescência branco, flores azul-anil, eixo na frutificação vinoso, frutos imaturos verdes.","20531","auto",NA,NA,NA,NA,NA
"35","2021-03-01 16:39:24-03","UNICAMP","UEC","110086","S","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll.Arg.","Jardim, JG","Kozera, C; Borgo, M","1154","1999","08","12","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"UEC106753","UEC106753","2015","05",NA,"Parque estadual Pico do Marumbi.",NA,NA,"Magnoliopsida",NA,NA,NA,"Arbusto com ca. 2 m de alt. Flores e ramos da inflorescência azuis.; Subosque, floresta ombrófila densa de encosta.","30514","auto",NA,NA,NA,NA,NA
"36","2021-03-01 16:39:24-03","UNICAMP","UEC","74443","S","Plantae","Rubiaceae","Faramea","morsoniana","Faramea morsoniana","Müll.Arg.","Jardim, JG","Barbosa, MR; et al.","29820","1993","11","17","Brazil","Rio de Janeiro","Parati","-44.7131004333496","-23.2178001403809",NA,NA,"UEC111607","UEC111607","2002","12",NA,"angra dos reis",NA,NA,"Magnoliopsida",NA,NA,NA,"arbusto; mata de encosta","34470","auto",NA,NA,NA,NA,NA
"37","2021-03-01 16:39:24-03","UNICAMP","UEC","32617","S","Plantae","Rubiaceae","Faramea","morsoniana","Faramea morsoniana","Müll.Arg.","Jardim, JG","Martins, FR","14325","1982","10","06","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,"UEC111608","UEC111608","2002","12",NA,"estação experimental",NA,NA,"Magnoliopsida",NA,NA,NA,"arbusto 2m, da submata. com variação de cor na flor, eixos florais, tubo e pétalas roxo-azulados; mata da figueira","39309","auto",NA,NA,NA,NA,NA
"38","2021-03-01 16:39:24-03","UNICAMP","UEC","32586","S","Plantae","Rubiaceae","Faramea","morsoniana","Faramea morsoniana","Müll.Arg.","Jardim, JG","Martins, FR","14326","1982","10","06","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,"UEC111609","UEC111609","2002","12",NA,"estação experimental",NA,NA,"Magnoliopsida",NA,NA,NA,"arbusto de 2m, com variação na cor da flor. eixos florais, tubo e pétalas roxo-esbranquiçado; mata da figueira","39309","auto",NA,NA,NA,NA,NA
"39","2021-03-01 16:39:24-03","UNICAMP","UEC","13622","S","Plantae","Rubiaceae","Faramea","morsoniana","Faramea morsoniana","Müll.Arg.","Gomes, M","Shepherd, GJ; Gouvêa, LSK; Tamashiro, JY; Silva, AF","10459","1979","10","06","Brazil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,"UEC111610","UEC111610","1997","09","17","estrada rio-santos a 15 km da cidade no sentido a bertioga",NA,NA,"Magnoliopsida",NA,NA,NA,"arbusto 3m, flores azul arroxeados","41977","auto",NA,NA,NA,NA,NA
"40","2020-07-03 17:30:14-03","UFRPE","PEUFR","49147","PreservedSpecimen","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll. Arg.","J. G. Jardim","A.F. Souza; M. F. Souza; N. B. Souza","6","2003","10","04","Brasil","Bahia","Jequié","-40.109444","-13.944722","40º06'34W","13º56'41S","PEUFR049147",NA,"2005","03","01","Fazenda Brejo Novo, a 10,5km da Avenida Otávio Mangabeira entrando pela Avenida Exupério Miranda no Bairro do Mandacaru","617","750",NA,NA,NA,NA,"Artusto de folhas coriáceas, opostas; flores lilás. Entre as linhas 300 e 200. UTM 8457666",NA,NA,NA,NA,NA,NA,NA
"41","2020-04-22 16:24:02-03","UFPB","JPB","56794","PreservedSpecimen","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll.Arg.","Souza, EB","Bezerra, P","EAC902","1947","01","16","Brasil","Ceará","Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,"JPB0056794",NA,"1995","01",NA,"Sítio São José, Serra da Aratanha.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"Flor azul.; DESC: Flor azul.","40608","auto",NA,NA,NA,NA,NA
"42","2019-01-17 11:25:40-02","PUCRS","MPUC","20879","S","Plantae","Rubiaceae","Faramea","martiana","Faramea martiana","Müll. Arg.","L.A. Lorenzi-Filho","D.B. Falkenberg",NA,"1993","01","23","Brasil","RS","Vale do Sol","-52.6831016540527","-29.6035995483398",NA,NA,NA,NA,"2017","01","01","Linha XV de Novembro",NA,NA,NA,"Gentianales","South America",NA,"Em mata de encosta","19833","auto",NA,"Magnoliopsida","2286","1",NA
"43","2020-10-14 10:06:02-03","FURB","FURB","32304","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea","(Cham. & Schltdl.) DC.","Verdi, M","Verdi, M.; Martins, E.M. & Veiga, O.N.","5520","2010","08","25","Brasil","Paraná","Morretes","-48.9147222","-25.445","-48.9147222","-25.4450000","FURB03329","FURB03329","2010","08","25","Trilha Noroeste / Parque Estadual Pico Marumbi.","854","854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-16 17:52:32-03","UCS","HUCS","50156","PreservedSpecimen","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea","(Cham. & Schltdl.) DC.","Verdi, M.","Verdi, M.","5520","2010","08","25","Brasil","Paraná","Morretes","-48.914722","-25.445","-48.914722","-25.445",NA,NA,"2010","08","25","Trilha Noroeste / Parque Estadual Pico Marumbi","854","854","Angiospermae","Gentianales",NA,NA,"arbustiva; flor lilas; Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento",NA,NA,NA,NA,NA,NA,NA
"45","2019-07-05 19:08:49-03","UFES","VIES","42201","S","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea","(Cham. & Schltdl.) DC.",NA,"Souza, T.; Sossai, B.G.; Alves-Araújo, A.","96","2018","04","02","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042201","VIES042201",NA,NA,NA,"Trilha da Lagoa Seca. Flona do Rio Preto",NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"46","2019-09-27 18:06:12-03","UFES","VIES","5293","S","Plantae","Rubiaceae","Faramea","stipulacea","Faramea stipulacea","(Cham. & Schltdl.) DC.","Gomes, J.M.L.","Pereira, O.J.","2251","1990","11","07","Brasil","Espírito Santo","Ecoporanga","-40.8306007385254","-18.3733005523682",NA,NA,"VIES005293","VIES005293","2006","10","18","Fazenda João Mariano.","300","300",NA,NA,NA,NA,NA,"46687","auto",NA,NA,NA,NA,NA
