"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"11","2020-09-23 10:42:34-03","E","E","160509","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora",NA,NA,"Hassler, E.",NA,NA,NA,"PY",NA,NA,NA,NA,NA,NA,NA,NA,"E00160509",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00160509 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:167919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:42:34-03","E","E","160511","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora",NA,NA,"Fiebrig, K.","1902","11","04","PY",NA,NA,NA,NA,NA,NA,NA,NA,"E00160511",NA,NA,NA,NA,"361",NA,"<a href=http://data.rbge.org.uk/herb/E00160511 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:167921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:42:34-03","E","E","160515","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora",NA,NA,"Fiebrig, K.","1905","03","23","PY",NA,NA,NA,NA,NA,NA,NA,NA,"E00160515",NA,NA,NA,NA,"5397",NA,"<a href=http://data.rbge.org.uk/herb/E00160515 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:167925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:42:34-03","E","E","160510","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora",NA,NA,"Hassler, E.",NA,NA,NA,"PY",NA,NA,NA,NA,NA,NA,NA,NA,"E00160510",NA,NA,NA,NA,"12289",NA,"<a href=http://data.rbge.org.uk/herb/E00160510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:167920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:42:34-03","E","E","160537","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora",NA,NA,"Fiebrig, K.","1902","12","04","PY",NA,"Cordillera de Altos.",NA,NA,NA,NA,NA,NA,"E00160537",NA,NA,NA,NA,NA,"Cordillera","<a href=http://data.rbge.org.uk/herb/E00160537 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:167948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","778593","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","J. C. Lindeman","J. C. Lindeman","1966","10","19","Brazil",NA,"8 km N of Tomazona, Ribeirão Barra-mansa.",NA,NA,NA,NA,NA,NA,"NY00778593","NY00778593_01",NA,NA,NA,"3146","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795955' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","821641","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","E. de Melo","J. E. Leite","1942","11",NA,"Brazil","Sao Leopoldo",NA,"-51.1469","-29.7606",NA,NA,NA,NA,"NY00821641","NY00821641_01",NA,NA,NA,"2352","Rio Grande do Sul","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907470' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","540902","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","J. Brandbyge","A. Laurênio","1995","07","20","Brazil",NA,"Florestaa, Inajá, Reserva Biológica de Serra Negra",NA,NA,NA,NA,NA,NA,"NY00540902","NY00540902_01",NA,NA,NA,"90","Pernambuco","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509405' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","778583","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","L. B. Smith","G. G. Hatschbach",NA,NA,NA,"Brazil","Maringá","Orto Florestal","-51.9383","-23.4256",NA,NA,NA,NA,"NY00778583","NY00778583_01",NA,NA,NA,"12948","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795843' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","778575","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","R. M. Harley","R. M. Harley","1974","02","21","Brazil",NA,"20 km E of Cameleão, on the Itiuba-Cancançã road.","-39.55","-10.67",NA,NA,NA,NA,"NY00778575","NY00778575_01",NA,NA,NA,"16469","Bahia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795816' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","885057","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","E. de Melo","F. C. Hoehne","1936","12","01","Brazil",NA,"Campo Largo.",NA,NA,NA,NA,NA,NA,"NY00885057","NY00885057_01",NA,NA,NA,"s.n.","São Paulo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971251' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","778578","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","A. E. Cocucci","E. Henz","1946","10","25","Brazil","Sao Leopoldo","Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"NY00778578","NY00778578_01",NA,NA,NA,"35531","Rio Grande do Sul","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795825' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","778596","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","G. G. Hatschbach","G. G. Hatschbach","1998","11","17","Brazil","Candói","Rio Cavernoso, 2-4 km S da BR-277","-52.0556","-25.5722",NA,NA,NA,NA,"NY00778596","NY00778596_01",NA,NA,NA,"68782","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795961' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","778589","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","C. A. Pendry","M. M. Arbo","1997","01","15","Brazil",NA,"5 km al S de Ichu, camino a Tanquinho.","-39.15","-11.8",NA,NA,"300","300","NY00778589","NY00778589_01",NA,NA,NA,"7259","Bahia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795909' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","778594","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","L. B. Smith","L. B. Smith","1964","11","11","Brazil","Itapiranga","Bank of Rio Uruguai, west of ferry landing.","-53.72","-27.17",NA,NA,"200","200","NY00778594","NY00778594_01",NA,NA,NA,"13133","Santa Catarina","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795957' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","540900","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","J. Brandbyge","M. J. N. Rodal","1995","03","16","Brazil","Buíque","Buíque, Catimbau, Trilha das Torres","-37.17","-8.62",NA,NA,"790","790","NY00540900","NY00540900_01",NA,NA,NA,"497","Pernambuco","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509403' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","778584","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","C. A. Pendry","P. K. H. Dusén","1911","06","03","Brazil",NA,"Rio Uruguay, urskog.",NA,NA,NA,NA,NA,NA,"NY00778584","NY00778584_01",NA,NA,NA,"s.n.","Santa Catarina","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795844' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","778580","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","G. G. Hatschbach","G. G. Hatschbach","1967","11","16","Brazil","Campina Grande do Sul","Ribeirão Grande","-49.0553","-25.3058",NA,NA,"850","850","NY00778580","NY00778580_01",NA,NA,NA,"17883","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795833' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","778581","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","C. A. Pendry","K. Kubitzki","1981","02","11","Brazil",NA,"Reserva Florestal Estadual de Cunha.","-45.052474","-23.263965",NA,NA,NA,NA,"NY00778581","NY00778581_01",NA,NA,NA,"81-4","São Paulo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795835' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","778590","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","R. A. Howard","Grupo Pedra do Cavalo","1981","02",NA,"Brazil","Cachoeira","Trecho superior do R. Jacuípe. Vale dos Rios, Paraguaçu/Jacuipe.","-39.08","-12.53",NA,NA,"40","120","NY00778590","NY00778590_01",NA,NA,NA,"1087","Bahia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795911' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","778588","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","G. G. Hatschbach","H. Haas","1967","01","21","Brazil","Icaraíma","Rio Paraná, Barra do Rio Ivai.","-53.6139","-23.3958",NA,NA,NA,NA,"NY00778588","NY00778588_01",NA,NA,NA,"HH15803","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795905' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","778579","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","J. C. Lindeman","J. C. Lindeman",NA,NA,NA,"Brazil",NA,"Mouth (barra) of the Rio Ivaí.",NA,NA,NA,NA,NA,NA,"NY00778579","NY00778579_01",NA,NA,NA,"4329","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795826' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","260331","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","C. A. Pendry","J. S. Blanchet",NA,NA,NA,"Brazil","Jacobina","Igreja Velha","-40.5181","-11.1808",NA,NA,NA,NA,"NY00260331","NY00260331_01",NA,NA,NA,"3272","Bahia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509407' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales","not a type",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","778592","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","L. B. Smith","J. C. de Moraes Vasconcelos","1959","01","19","Brazil","Remigio","Remigio","-38.1528","-7.8208",NA,NA,NA,NA,"NY00778592","NY00778592_01",NA,NA,NA,"2022","Paraíba","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795954' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","778586","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","R. A. Howard","L. P. de Queiroz","1993","01","28","Brazil","Feira de Santana","Serra do São José, Fazenda Boa Vista.","-39.67","-12.7",NA,NA,NA,NA,"NY00778586","NY00778586_01",NA,NA,NA,"3068","Bahia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795890' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","485011","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","S. F. Smith","R. A. Wasum","1997","12","13","Brazil","Caçapava do Sul","Rio Camaqua - Passo da Barquinha","-53.4914","-30.5122",NA,NA,"300","300","NY00485011","NY00485011_01",NA,NA,NA,NA,"Rio Grande do Sul","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509401' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","778582","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","G. G. Hatschbach","J. M. Silva","1997","10","14","Brazil","Quedas do Iguaçu","Barra do Rio Perdido, Fazenda ADM","-52.9081","-25.4497",NA,NA,NA,NA,"NY00778582","NY00778582_01",NA,NA,NA,"2078","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795837' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","540901","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","J. Brandbyge","M. F. de Sales","1995","07","21","Brazil","Inajá","Floresta, Inajá, Reserva Biológica de Serra Negra","-37.8239","-8.9019",NA,NA,NA,NA,"NY00540901","NY00540901_01",NA,NA,NA,"659","Pernambuco","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509404' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 14:50:00-03","NY","NYBG","260323","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora",NA,"C. A. Pendry","P. G. Lorentz","1873","10",NA,"Argentina",NA,"Oran",NA,NA,NA,NA,NA,NA,"NY00260323","NY00260323_01",NA,NA,NA,"33",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478980' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","885056","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","E. de Melo","M. Kuhlmann","1953","09","27","Brazil","Moji-Guaçu","Reserva Florestal da Fazenda Campininha, margem do rio Mogi Guaçu.","-47.164784","-22.242395",NA,NA,NA,NA,"NY00885056","NY00885056_01",NA,NA,NA,"2939","São Paulo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971250' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","778576","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","C. A. Pendry","J. E. Leite","1942","11",NA,"Brazil","Sao Leopoldo",NA,"-51.1469","-29.7606",NA,NA,NA,NA,"NY00778576","NY00778576_01",NA,NA,NA,"2353","Rio Grande do Sul","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795822' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","778587","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","C. A. Pendry","R. M. Harley","1974","02","21","Brazil",NA,"20 km E of Cameleâo, on the Itiuba-Cancanção road.","-39.55","-10.67",NA,NA,NA,NA,"NY00778587","NY00778587_01",NA,NA,NA,"16472","Bahia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795896' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","778595","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","G. G. Hatschbach","G. G. Hatschbach","1998","11","17","Brazil","Candói","Rio Cavernoso, 2-4 km S da BR-277","-52.0556","-25.5722",NA,NA,NA,NA,"NY00778595","NY00778595_01",NA,NA,NA,"68781","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795959' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","778577","PreservedSpecimen","Plantae","Polygonaceae","Ruprechtia","laxiflora","Ruprechtia laxiflora","Meisn.","C. A. Pendry","M. Silveira","1991","08","24","Brazil","Londrina","Parque Estadual Mata dos Godov.","-51.18","-23.3",NA,NA,NA,NA,"NY00778577","NY00778577_01",NA,NA,NA,"372","Paraná","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795824' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
