"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","typeStatus","class","relatedCatalogItem","fieldNumber","sex"
"11","2020-09-23 10:38:39-03","E","E","195616","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,NA,NA,NA,NA,"Davis, P.H., Shepherd, G.J., Sakane, M. et Al,","60600","1976","09","07","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00195616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00195616",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:199929",NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:38:39-03","E","E","195594","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,NA,NA,NA,NA,"Gardner, George","1203","1905","01","11","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00195594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00195594",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:199980",NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:38:39-03","E","E","195601","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta",NA,NA,NA,NA,NA,"Saltzmann",NA,"1905","01","04","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00195601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00195601",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:199960",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01176375","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","capitata","Eleocharis capitata","R.Br.","T. M. Koyama",NA,NA,NA,"G. T. Prance","4258","1967","02","10","Brazil","Roraima",NA,"Base of Serra Tepequem, Boca da Mata.","-61.75","3.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176375","NY01176375_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01176373","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","capitata","Eleocharis capitata","R.Br.","T. M. Koyama",NA,NA,NA,"G. T. Prance","25187","1977","11","11","Brazil","Pará",NA,"BR 163; km 879; 2 km from Rio Curúa, Serra do Cachimbo","-54.9672","-8.7589",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176373","NY01176373_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01176374","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","capitata","Eleocharis capitata","R.Br.",NA,NA,NA,NA,"P. B. Cavalcante","450","1958","07","30","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176374","NY01176374_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","622807","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","T. M. Koyama",NA,NA,NA,"S. A. Mori","12266","1979","07","19","Brazil","Bahia",NA,"Livramento do Brumado. Km 5 da Rodovia Liv. do Brumado/Rio de Contas.","-41.82","-13.63",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622807","NY00622807_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","622837","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"J. S. Blanchet","24","1832",NA,NA,"Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,NA,NA,"alfinetta lagoa <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622837","NY00622837_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2016-11-08 14:15:00-02","NY","NYBG","1759007","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"L.A. Gomes",NA,NA,NA,"A. P. do N. Prata","2306","2010","08","05","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto. Fonte do boi.","-37.4197","-11.395",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2047083' target='other'> <mi>dwc_moreinfo</mi></a>","NY01759007","NY01759007_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","622810","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M. S. González-Elizondo",NA,NA,NA,"J. R. Pirani","3043","1994","02","19","Brazil","Espírito Santo","Conceiçao da Barra","Praia de Costa Dourada, a 51 km E de Pedro Canário (medidos a partir da Av. Aracruz).","-39.66983","-18.347296",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622810","NY00622810_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","622811","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","T. M. Koyama",NA,NA,NA,"N. Lima","56","1968","01","17","Brazil","Rio Grande do Norte",NA,"Parêlhas, Rn. Açude do governe.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622811","NY00622811_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2016-11-08 14:15:00-02","NY","NYBG","1758994","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"L.A. Gomes",NA,NA,NA,"A. P. do N. Prata","2265","2010","07","04","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto. Fonte do Boi.","-37.4197","-11.395",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2046623' target='other'> <mi>dwc_moreinfo</mi></a>","NY01758994","NY01758994_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","622808","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"R. Reitz","1053","1953","09","24","Brazil","Santa Catarina",NA,"Campo do Massiambú, Palhoça.","-48.62515","-27.834087",NA,NA,"3","3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622808","NY00622808_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00925652","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"F. E. Drouet","2354","1935","08","25","Brazil","Ceará","Fortaleza","Urubú.","-38.5431","-3.7172",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925652","NY00925652_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2016-11-01 11:22:00-02","NY","NYBG","622813","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"G. Davidse",NA,NA,NA,"D. S. D. de Araújo","4213","1981","02","09","Brazil","Rio de Janeiro","Macaé","Lagoa de Imboacica, na margem.","-41.7867","-22.3708",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622813","NY00622813_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 16:39:00-03","NY","NYBG","636867","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"E. R. Guaglianone",NA,NA,NA,"E. A. Ulibarri","1580","1989","02","20","Argentina","Santiago del Estero",NA,"Dpto. Capital, Río Dulce frente a la ciudad de Stgo.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636867",NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","622809","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"R. Reitz","1493","1954","01","02","Brazil","Santa Catarina",NA,"Barra do Sul, Araquarí.","-48.616171","-26.462948",NA,NA,"1","1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622809","NY00622809_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2016-10-28 15:24:00-02","NY","NYBG","00925655","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"A. C. Araújo",NA,NA,NA,"L. Buscalioni","205","1899","07","24","Brazil","Goiás",NA,"Vicente de Aragaaya - Serra da Concepção: Campos Geraes.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925655","NY00925655_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","622821","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","T. M. Koyama",NA,NA,NA,"L. A. Mattos Silva","1933","1985","11","21","Brazil","Bahia","Cairu","Km 4 da Rodovia Cairu/Nilo Peçanha. Ramal à esquerda, com 1,5 km de extensao. Coletas próximas à sede da Fazenda Subaúna.","-39.0339088","-13.5331925",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622821","NY00622821_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00925657","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","S. González",NA,NA,NA,"W. R. Anderson","9313","1973","04","21","Brazil","Minas Gerais",NA,"Rio Pandeiros, ca. 52 km by road W of Janúaria near road to Serra das Araras","-44.83","-15.45",NA,NA,"520","520","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925657","NY00925657_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","778471","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M. Alves",NA,NA,NA,"M. Alves","2259","2001","02","16","Brazil","Tocantins","Porto Nacional","Rodovia Bernardo Saiã para Fátima.","-48.4169","-10.7083",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778471","NY00778471_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2016-11-01 11:22:00-02","NY","NYBG","568776","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"M. Alves",NA,NA,NA,"P. I. S. Braga","1673","1969","07","12","Brazil","São Paulo",NA,"Guaratuba.","-45.888555","-23.756303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647887' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568776","NY00568776_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2016-10-28 15:24:00-02","NY","NYBG","00925654","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"A. C. Araújo",NA,NA,NA,"L. Buscalioni",NA,"1899","07","24","Brazil","Goiás",NA,"Vicente de Aragaaya - Serra da Concepção: Campos Geraes.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925654","NY00925654_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00998155","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"F. França","1049","1994","05","30","Brazil","Bahia","Cravolândia","2km W do Povoado de Três Braços (Ilha Formosa). Ao longo do Rio Preto.","-39.7075483","-13.5008544",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998155","NY00998155_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1015105","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"L. B. Smith","1298","1928","11","21","Brazil","Rio de Janeiro",NA,"Sea cliffs by Avenida Niemeyer.","-43.25","-22.98",NA,NA,NA,"40","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099736' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015105","NY01015105_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","622833","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"C. Gay","s.n.","1828",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622833","NY00622833_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2016-11-01 11:21:00-02","NY","NYBG","622814","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,NA,NA,NA,NA,"G. Davidse","12033","1976","04","06","Brazil","Bahia","Seabra","10 km E of Seabra along Highway BR-242.","-41.7703","-12.4186",NA,NA,"770","770","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622814","NY00622814_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","622818","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"J. L. Hage","1186","1981","08","12","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra I'.","-39.2273659","-14.771874",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622818","NY00622818_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","622832","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"C. Gay","s.n.","1828",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622832","NY00622832_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01176384","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.",NA,NA,NA,NA,"P. J. M. Maas","451","1971","09","28","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409636' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176384","NY01176384_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2016-11-01 11:21:00-02","NY","NYBG","622812","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"M. S. González-Elizondo",NA,NA,NA,"N. Lima","56","1968","01","17","Brazil","Rio Grande do Norte",NA,"Parêlhas, RN. Açude do Governe.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622812","NY00622812_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","568772","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M. Alves",NA,NA,NA,"K. Mizoguchi","367","1978","02","07","Brazil","São Paulo","Itanhaém","Municipio Itanhaen, Gaibota, on sandy soil by road side, near sea level.","-46.834771","-24.201377",NA,NA,NA,NA,"Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568772","NY00568772_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2016-11-01 11:22:00-02","NY","NYBG","568778","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata",NA,"M. Alves",NA,NA,NA,"Charudatan","13","1995","11","21","Brazil","Sergipe","Aracaju","Posto Paty. BR 101, ca. 40 km N de Aracaju.","-37.0717","-10.9111",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568778","NY00568778_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","568777","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","M. Alves",NA,NA,NA,"O. T. Moura","315","1987","09","23","Brazil","Paraíba",NA,"Mamgabeira-1- Joao Pessoa","-34.841973","-7.167062",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568777","NY00568777_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
