"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","locality","occurrenceRemarks","coordinatePrecision","geoFlag","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","imagecode","continentOcean","infraspecificEpithet"
"16","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","40606",NA,"Plantae",NA,"Compositae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","M. Monge/2018",NA,NA,"A. P. Fontana; K.A. Brahim","2749","2007","01","30","Brasil","Espírito Santo","Fundão","-40.473889","-19.907944","40W28'26","19S54'28,6","MBML040606","APA Goiapaba-açu, propriedade de Antonio Schaffer. Floresta Ombrófila Densa, mata de encosta.","Arbustiva, ca 1,5m. Flores com apice lilas e base branca",NA,NA,NA,"583","583","MBML040606",NA,NA
"17","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","4610",NA,"Plantae",NA,"Compositae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","A.M. Teles/2005",NA,NA,"H. Q. Boudet Fernandes; et al","2302","1988","02","17","Brasil","Espírito Santo","Santa Teresa","-40.824722","-19.888889","40W49'29","19S53'20","MBML004610","Pedra Alegre","Sub-arbusto. Culta (jardim rupestre). Herb em 18/05/1988 capítulos lilases.",NA,NA,NA,NA,NA,"MBML004610",NA,NA
"18","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","46372",NA,"Plantae",NA,"Compositae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","A. P. Fontana/02-07-2013",NA,NA,"A. P. Fontana; E.J. Lírio","7711","2013","07","02","Brasil","Espírito Santo","São Roque do Canaã","-40.769167","-19.802222","40W46'9","19S48'8","MBML046372","Alto Misterioso","Arbusto ca 1,5m. Rupícola no sol. Flores lilás",NA,NA,NA,"1041","1041","MBML046372_1 MBML046372_2",NA,NA
"19","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","46374",NA,"Plantae",NA,"Compositae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","A. P. Fontana/02-07-2013",NA,NA,"A. P. Fontana; E.J. Lírio","7707","2013","07","02","Brasil","Espírito Santo","São Roque do Canaã","-40.7575","-19.770556","40W45'27","19S46'14","MBML046374","Misterioso, Pedra dos Três Carneiros","Arbusto ca 1,5m. Flores lilás",NA,NA,NA,"612","612","MBML046374_1 MBML046374_2",NA,NA
"20","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","50686",NA,"Plantae",NA,"Compositae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","L. Kollmann",NA,NA,"L. Kollmann","12434","2012","09","04","Brasil","Espírito Santo","Santa Teresa","-40.739722","-19.826944","40W44'23","19S49'37","MBML050686","Alto Rio Perdido","Arbusto 1,5 m rupicola ao sol, flores lilas.",NA,NA,NA,"700","700","MBML050686_1 MBML050686_2",NA,NA
"21","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","48671",NA,"Plantae",NA,"Compositae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","G. Heiden/05-04-2016",NA,NA,"A. P. Fontana","7608","2013","05","13","Brasil","Espírito Santo","Santa Leopoldina","-40.586111","-10.991111","40W35'10","10S59'28","MBML048671","Cabeceira do Rio Bonito. Propriedade de A.P.Fontana.",NA,NA,NA,NA,"808","808","MBML048671_1 MBML048671_2",NA,NA
"22","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","10985",NA,"Plantae",NA,"Compositae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","M. Monge/2018",NA,NA,"G. Hatschbach; et al","69174","1999","05","20","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529",NA,NA,"MBML010985","Rod. BR-262, viaduto, km 161","Arbusto, 2m. Pouco ramificado. Capitulo lilas. Paredões rochosos e úmidos.","17824","auto",NA,NA,NA,"MBML010985",NA,NA
"23","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","46371",NA,"Plantae",NA,"Compositae","Cololobus","longiangustatus","Cololobus longiangustatus var. alba",NA,"A. P. Fontana/02-07-2013",NA,NA,"A. P. Fontana; E.J. Lírio","7712","2013","07","02","Brasil","Espírito Santo","São Roque do Canaã","-40.769167","-19.802222","40W46'9","19S48'8","MBML046371","Alto Misterioso","Arbusto ca 1,5m. Rupícola no sol. Flores brancas",NA,NA,NA,"1041","1041","MBML046371",NA,"var. alba"
"24","2020-08-04 12:47:40-03","UFU","HUFU","79941","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Kollmann, L.; Fontana, A.P. & Fraga, C.N.","12682","2013","04","25","Brasil","Espírito Santo","Santa Leopoldina","-40.5297012329102","-20.1005992889404",NA,NA,"HUFU00077422","Rio das Farinhas","Arbusto, 1m ao sol, flores lilás.","23799","auto",NA,"560","560",NA,NA,NA
"25","2020-06-01 13:10:36-03","UFU","HUFU","79940","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Vervloet, R.R.; Pizziolo, W. & Bausen, E.","290","2002","05","24","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"HUFU00077423","Reserva Biológica Augusto Ruschi, Nova Lombardia, trilha da divisa, antiga sede, lado direito.","Planta com 1,5 m, flores brancas e lilás, em pleno sol.; chapada, terrestre em camada fina de solo, campo rupestre.","23813","auto",NA,NA,NA,NA,NA,NA
"26","2020-06-01 13:10:36-03","UFU","HUFU","79971","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Marcelo Monge","2019","08","Duarte, A.P.","8641","1964","11","17","Brasil","Espírito Santo","Vitória","-40.3377990722656","-20.3194007873535",NA,NA,"HUFU00077353","Arredores da Capital",NA,"15291","auto",NA,NA,NA,NA,NA,NA
"27","2020-06-01 13:10:36-03","UFU","HUFU","79937","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Fontana, A.P.","7608","2013","05","13","Brasil","Espírito Santo","Santa Leopoldina","-40.586111","-10.991111","-40.586111","-10.991111","HUFU00077426","cabeceira do Rio Bonito, Propriedade de A.P.Fontana.",NA,NA,NA,NA,"808","808",NA,NA,NA
"28","2020-06-01 13:10:36-03","UFU","HUFU","79939","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Fontana, A.P.","7723","2013","07","25","Brasil","Espírito Santo","Santa Teresa","-40.793889","-19.938889","-40.793889","-19.938889","HUFU00077424","Capela de Santa Luzia, Toma vento.","Arbusto ca. 1,5m. inflorescência passadas. Brácteas involucrais externas verdes.; afloramento rochoso granítico.",NA,NA,NA,"848","848",NA,NA,NA
"29","2020-06-01 13:10:36-03","UFU","HUFU","79946","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Fontana, A.P.; Lírio, E.J.","7711","2013","07","02","Brasil","Espírito Santo","São Roque do Canaã","-40.791667","-19.822222","-40.791667","-19.822222","HUFU00077417","Alto Misterioso","Arbusto, ca. 1,5 m. Rupícola no sol. Flores lilás.",NA,NA,NA,"1041","1041",NA,NA,NA
"30","2020-06-01 13:10:36-03","UFU","HUFU","79944","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Fontana, A.P.; Lírio, E.J.","7712","2013","07","02","Brasil","Espírito Santo","São Roque do Canaã","-40.791667","-19.822222","-40.791667","-19.822222","HUFU00077419","Alto Misterioso","Arbusto, ca. 1,5m. Rupícola no sol. Flores brancas.",NA,NA,NA,"1041","1041",NA,NA,NA
"31","2020-06-01 13:10:36-03","UFU","HUFU","79942","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Kollmann, L.; Fontana, A.P.","12692","2013","05","09","Brasil","Espírito Santo","Santa Teresa","-40.536111","-19.953056","-40.536111","-19.953056","HUFU00077421","Penha, perto do terreno do Zurlo, beira de estrada.","Arbusto 2m, rupícola ao sol, flores lilás.",NA,NA,NA,"640","640",NA,NA,NA
"32","2020-06-01 13:10:36-03","UFU","HUFU","79943","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Fontana, A.P.; Lírio, E.J.","7707","2013","07","02","Brasil","Espírito Santo","São Roque do Canaã","-40.7575","-19.770556","-40.7575","-19.770556","HUFU00077420","Alto Misterioso, pedra dos três carneiros.","Arbusto, ca. 1,5m. flores lilás.",NA,NA,NA,"612","612",NA,NA,NA
"33","2020-06-01 13:10:36-03","UFU","HUFU","79945","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Assis, A.M.; Demuner, M.D.S. & Redighieri M.B.","2471","2010","04","26","Brasil","Espírito Santo","Nova Venécia","-40.4575","-18.77","-40.4575","-18.77","HUFU00077418","APA Pedra do Elefante","Arbusto, flores jovens.",NA,NA,NA,"630","630",NA,NA,NA
"34","2020-06-01 13:10:36-03","UFU","HUFU","79948","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Assis, A.M.; Santos, J. & Santos, R.","3202","2012","06","29","Brasil","Espírito Santo","Cariacica","-40.465278","-20.283333","-40.465278","-20.283333","HUFU00077415","APA Monte Mochuara","Subarbusto 1m; flores roxas. Afloramento rochoso.; afloramento rochoso em sertão velho.",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-01 13:10:36-03","UFU","HUFU","79947","S","Plantae",NA,"Asteraceae","Cololobus","longiangustatus","Cololobus longiangustatus","(G.M.Barroso) H.Rob.","Monge, M.","2020","02","Costa Chama, C.; Rogério Ribeiro dos Santos","161","1994","05","23","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"HUFU00077416","Estação Biológica de Santa Lúcia, Trilha rio timbuí, margem direita.","Erva, altura 1.50 m, folha verde, base com nervura avermelhada, verso verde claro, flor lilás.; Mata atlântica de encosta, afloramento rochoso, sol.","23813","auto",NA,"665","665",NA,NA,NA
