"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","relationshipType","sex"
"11","2016-09-30 12:08:00-03","NY","NYBG","1919524","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis",NA,NA,"D. F. Austin","7336","1979","South America","Brazil","Amapá",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919524","NY01919524_01","11","07",NA,"Ao Noroeste do Amapá, estrada para Base Aérea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-30 12:08:00-03","NY","NYBG","01919532","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis",NA,NA,"B. V. Rabelo","60","1979","South America","Brazil","Amapá",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149803' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919532","NY01919532_01","11","06",NA,"Estrada do Meruoca, margem da estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 12:08:00-03","NY","NYBG","1919530","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis",NA,NA,"C. A. Cid Ferreira","1762","1980","South America","Brazil","Pará","-56.3846228","-1.4559609","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149800' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919530","NY01919530_01","07","23","Oriximiná","Rio Trombetas, margem esquerda, lago do Ajudante em frente a Porto de Trombetas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1919527","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy",NA,"C. A. Cid Ferreira","517","1979","South America","Brazil","Amazonas","-58.7269878","-2.3065914","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149797' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919527","NY01919527_01","08","19","Itapiranga","Rio Uatumã, próximo à Cachoeira do Tucumari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-30 12:08:00-03","NY","NYBG","1919528","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis",NA,NA,"B. A. Krukoff","4728","1933","South America","Brazil","Amazonas","-70.25","-7.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149798' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919528","NY01919528_01","06","05",NA,"Basin of Rio Jurua; near mouth of Rio Embira (tributary of Rio Tarauaca)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1919525","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy",NA,"D. F. Austin","7009","1979","South America","Brazil","Amapá","-51.608987","1.482444","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149795' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919525","NY01919525_01","10","12",NA,"Reserva Florestal do Governo do Amapá. Entre Vila Amazonas e Fazendinho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1919522","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy",NA,"G. T. Prance","13713","1971","South America","Brazil","Amazonas","-64.7982109","-7.2470122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149792' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919522","NY01919522_01","06","25",NA,"Rio Purus, Lago Preto 2 km. north of Lábrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 23:02:00-03","NY","NYBG","1013628","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis",NA,"D. F. Austin","C. C. Berg","P19824","1973","South America","Brazil","Mato Grosso","-59.35","-10.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101126' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013628","NY01013628_01","10","22",NA,"Nucleo Pioneiro de Humboldt, forest on banks of Rio Aripuanã, below Salto dos Dardanelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1919526","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy",NA,"G. T. Prance","11146","1971","South America","Brazil","Roraima","-62.1706009","2.7471596","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149796' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919526","NY01919526_01","03","20",NA,"Margins of Rio Mucajaí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1919529","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy",NA,"J. J. Strudwick","3383","1981","South America","Brazil","Pará","-54.43","-0.916667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2149799' target='other'> <mi>dwc_moreinfo</mi></a>","NY01919529","NY01919529_01","07","21","Lageira","Airstrip on Rio Maicuru. Riverbank near airstrip","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","484556","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis","ambigua","Aniseia martinicensis ambigua","Hallier f.","P. P. A. Ferreira","G. G. Hatschbach","14487","1966","South America","Brazil","Paraná","-52.3419","-22.7347","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484556","NY00484556_01","06","23","Santo Antônio do Caiuá","Rio Paranapanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1014465","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis","nitens","Aniseia martinicensis nitens","(Choisy) O'Donell","D. F. Austin","G. Gardner","1769","1840","South America","Brazil","Ceará",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120670' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014465","NY01014465_01 NY01014465_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","484555","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis","nitens","Aniseia martinicensis nitens","(Choisy) O'Donell","D. F. Austin","L. Riedel",NA,"1833","South America","Brazil","São Paulo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484555","NY00484555_01","03","01",NA,"Pr. Lorena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","485486","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis","nitens","Aniseia martinicensis nitens","(Choisy) O'Donell","D. F. Austin","E. P. Killip","26889","1929","South America","Peru","Loreto","-73.282456","-3.75626","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485486",NA,"08","02",NA,"Iquitos","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1014466","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis","nitens","Aniseia martinicensis nitens","(Choisy) O'Donell","D. F. Austin","A. F. M. Glaziou","s.n.","1880","South America","Brazil","Minas Gerais",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120671' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014466","NY01014466_01","06","22",NA,"Sitio da Barbacena.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1014467","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis","nitens","Aniseia martinicensis nitens","(Choisy) O'Donell","D. F. Austin","L. Riedel","s.n.","1821","South America","Brazil",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120672' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014467","NY01014467_01","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","485487","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Aniseia","martinicensis","nitens","Aniseia martinicensis nitens","(Choisy) O'Donell","D. F. Austin","G. J. Schwarz","5573","1948","South America","Argentina","Misiones",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485487","NY00485487_01","03","05","San Ignacio","Puerto Santo Pipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 11:07:56-03","UNESP-IBB","BOTU","6854","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Paschoal, M .E.S.","Chagas, F.N.","333","1976",NA,"Brasil","Amazonas","-63.166667","-7.516667",NA,NA,"BOTU006854",NA,"08","16","Humaitá","Transamazônica logo após a travessia do Rio Madeira",NA,NA,"2015","03","04","63°10'w","07°31's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:29:54-03","UFRJ","RFA","16595","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","R. Simão Bianchini","P. Occhioni","7334","1975",NA,"Brasil","Mato Grosso do Sul","-55.7872009277344","-20.4710998535156",NA,"Volúvel; flor branca, sobre as gramíneas. Frequente","RFA14111",NA,"06","02","Aquidauana","Pantanal de Aquidauana. Fazenda Rancharia",NA,NA,"2010","10","29",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:29:54-03","UFRJ","RFA","34691","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Aniseia","martinicensis","martinicensis","Aniseia martinicensis martinicensis","(Jacq.) Choisy","R. Simão Bianchini","Breno Paraizo","1","2009",NA,"Brasil","Rio de Janeiro","-41.7868995666504","-22.3708000183105",NA,"Trepadeira; folhas mais escura na face de cima; flores brancas, possui brácteas, espécie comum no local","RFA22274",NA,"05","09","Macaé","Restinga de Jurubatiba, Lagoa de Cabiúnas",NA,NA,"2010","10","29",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:37:30-03","EAO","IAN","157406","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Austin, DF; Nauman, CE","7336","1979","Southern America","Brasil","Amapá","-52.916667","-0.916667",NA,NA,"IAN157406",NA,"11","07",NA,"Ao nordeste do Amapá, estrada para Base aèrea.",NA,NA,"1979",NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:37:30-03","EAO","IAN","187332","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy",NA,"Mota, NFO; Santos, FM; Arruda, AJ; Santos, AMO","1904","2010","Southern America","Brasil","Pará","-49.866667","-6.3",NA,"Erva- escandente.","IAN187332",NA,"12","16","Parauapebas","Serra da Bocaina, Leste",NA,NA,NA,NA,NA,"-49.866667","-6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:37:30-03","EAO","IAN","115301","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Oliveira, E","2517","1963","Southern America","Brasil","Pará",NA,NA,NA,NA,"IAN115301",NA,"05","01",NA,"Igarapé do Centrinho, Rio Caracurú, região do Rio Jarí.",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:37:30-03","EAO","IAN","132659","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Austin, DF","4152","1969","Southern America","Brasil","Pará",NA,NA,NA,NA,"IAN132659",NA,"06","09",NA,"Flws white, growing on roadside.Várzea do Rio Guama nr Agron. School. 2nd growrh in cutover varzea.",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:37:30-03","EAO","IAN","132984","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Oliveira, E","4883","1969","Southern America","Brasil","Pará",NA,NA,NA,NA,"IAN132984",NA,"05","11",NA,"Rio Jarí, Munguba, terreno baixo, várzea.",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:37:30-03","EAO","IAN","133180","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Oliveira, E","5084","1969","Southern America","Brasil","Pará",NA,NA,NA,NA,"IAN133180",NA,"11","10",NA,"Ilha de Marajó, Fazenda Arraial.",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:37:30-03","EAO","IAN","156481","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Cordeiro, MR","Coradin, L; Cordeiro, MR","1052","1977","Southern America","Brasil","Roraima","-59.254167","0.737222",NA,NA,"IAN156481",NA,"11","09",NA,"Along BR 174 road. Between Caracaraí & Rio Branco (Raft).",NA,NA,"1988","02",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:37:30-03","EAO","IAN","194088","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy",NA,"Silva, EF da","23","2015","Southern America","Brasil","Pará",NA,NA,NA,NA,"IAN194088",NA,"08","31",NA,"Coleta realizada na Floresta Nacional de Carajás, Serra Norte, às proximidades da área conhecida como Lagoa da Trilha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:37:30-03","EAO","IAN","78865","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Fróes, RL; Addison, GON","29328","1952","Southern America","Brasil","Amazonas",NA,NA,NA,NA,"IAN078865",NA,"10","10",NA,"Rio Demeni, afluente do Rio Negro.",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:37:30-03","EAO","IAN","92382","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Chagas, FN","3568","1956","Southern America","Brasil",NA,NA,NA,NA,NA,"IAN092382",NA,"03","05",NA,"B.A.M. Cachoeira Grande dos Bilhares, terreno firme, arenoso, capoeira aberta.",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:37:30-03","EAO","IAN","94051","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Glaziou, AFM","13023",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN094051",NA,NA,NA,NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:37:30-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy",NA,"UHE Belo Monte","294","2000","Southern America","Brasil","Pará","-52.2064018249512","-3.20333003997803",NA,"Frutos abertos, sementes negras.",NA,NA,"11","24","Altamira","Capoeira, marginal ao Xingu.",NA,NA,NA,NA,NA,NA,NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:37:30-03","EAO","IAN","50863","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Austin, DF","Fróes, RL; Black, GA","24335","1949","Southern America","Brasil","Pará","-49.1178016662598","-5.36860990524292",NA,NA,"IAN050863",NA,"06","09","Marabá","Floresta secundária; beira do campo aberto, cheiro de água da chuva.",NA,NA,"1979",NA,NA,NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:37:30-03","EAO","IAN","158715","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Cordeiro, MR","Dantas, M; Nivaldo, S","1030","1982","Southern America","Brasil","Pará","-49.2167015075684","-1.52832996845245",NA,NA,"IAN158715",NA,"04","22","Muaná","Rio Anabijú, Fazenda Rosário.",NA,NA,NA,NA,NA,NA,NA,"72451","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:37:30-03","EAO","IAN","160701","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Cordeiro, MR","Rodrigues, IA; Cordeiro, MR","1234","1984","Southern America","Brasil","Pará","-55.5181007385254","-1.91750001907349",NA,NA,"IAN160701",NA,"10","07","Óbidos","Lago Grande, Fazenda do Sr. João Gomes Batista. Campo de várzea.",NA,NA,NA,NA,NA,NA,NA,"479825","auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:37:30-03","EAO","IAN","174147","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Aniseia","martinicensis",NA,"Aniseia martinicensis","(Jacq.) Choisy","Vasconcelos, L","Silva, JP da","583","1989","Southern America","Brasil","Pará","-49.9021987915039","-6.06750011444092",NA,NA,"IAN174147",NA,"09","27","Parauapebas","Serra dos Carajás, área da buritirana.",NA,NA,"2016","11","22",NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA,NA
