"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","individualCount","phylum","class","order","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","relationshipType","relatedCatalogItem","fieldNumber","previousCatalogNumber"
"11","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","30857","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Amaral Jr., A.","1973","08","25","Amaral Jr., A.","Brasil","São Paulo","Santo André",NA,NA,"9999","9999","BOTU030857",NA,"1973","08","25","Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1614",NA,NA,NA,NA,NA,NA
"12","2020-02-27 20:28:30-03","PUCPR","HUCP","18421","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Kersten, RA",NA,NA,NA,"Kersten, RA","Brasil","Parana","Morretes","-48.834400177002","-25.476900100708",NA,NA,"HUCP00002850","HUCP00002850","2007","10","05","Anhanha",NA,NA,NA,NA,"Monocotiledonea",NA,NA,"30514","auto","1244",NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:26:38-03","PUCPR","HUCP","24458","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Santos, TF","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"HUCP00003354","HUCP00003354","2014","09","10",NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"55154","auto","036",NA,NA,NA,NA,NA,NA
"14","2019-12-19 08:08:17-03","FPS","FPS","2409","MachineObservation","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Schwirkowski, P.","2016","09","23","Schwirkowski, P.","Brasil","Santa Catarina","São Bento do Sul","-49.276775","-26.362928","-49.276775","-26.362928","FPS02409,FURB51950","FPS02409_v01 FPS02409_v02 FPS02409_v03 FURB51950","2016","09","23","Rio Natal. Trilha do Parque das Aves",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1844",NA,NA,"voucher","FURB 51950",NA,NA
"15","2019-12-19 08:08:17-03","FPS","FPS","191","MachineObservation","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Schwirkowski, P.","2014","09","20","Schwirkowski, P.","Brasil","Santa Catarina","São Bento do Sul","-49.370627","-26.317783","-49.370627","-26.317783","FPS00191","FPS00191_v01 FPS00191_v02 FPS00191_v03 FPS00191_v04 FPS00191_v05","2014","09","20","Sertãozinho. Prop. de Leonardo Pilz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"395",NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:26:35-03","IAP","PACA-AGP","1701","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","J. Dutra, Pabst","1954","09","03","C. Orth SJ","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA001701",NA,"1929","08","15",NA,NA,NA,"Habitat: In silva, epiphytica Fenofase: flor",NA,"Magnoliophyta","Liliatae","Orchidales","10287","auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:35-03","IAP","PACA-AGP","71150","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","V. F. Nunes","1991","09","20","V. F. Nunes et al.","Brasil","RS","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,"PACA071150",NA,"1991","09","20","Recanto da Cascata, Picada Verão",NA,NA,"Flores brancas com labelo roxo. Habitat: Epífita, higrófita, ombrófita ou luz difusa",NA,"Magnoliophyta","Liliatae","Orchidales","11711","auto","1290",NA,NA,NA,NA,NA,NA
"18","2016-07-05 11:14:18-03","FFCLRP","LBMBP","669","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-07-05 11:14:18-03","FFCLRP","LBMBP","670","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:40:53-03","UFJF","CESJ","60735","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"D.E.F. Barbosa; L. Menini Neto; G. Alves","Brasil","Minas Gerais","Chácara","-43.182222","-21.655833","-43.182222","-21.655833","CESJ060735",NA,"2012","08","20","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","750","800","Interior de floresta, próximo ao curso d'água. Epífita pendente a 2m, folhas verde-escuro, flores com sépalas e pétalas alvas, labelo com a metade basal rósea e apical alva. Floresceu em cultivo em 10.2012.",NA,"Angiosperma",NA,NA,NA,NA,"124","América do Sul",NA,NA,NA,NA,NA
"21","2019-08-20 10:00:54-03","UNICAMP","UEC",NA,"S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Breier, TB",NA,NA,NA,"Breier, TB","Brazil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"UEC034281",NA,"2003","09","11","Parque Estadual Carlos Botelho",NA,NA,"Em cultivo até floração.",NA,"Liliopsida",NA,NA,"34059","auto","1110",NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:00:54-03","UNICAMP","UEC","140417","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Breier, TB",NA,NA,NA,"Breier, TB","Brazil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"UEC034279","UEC034279","2003","09","11","Parque Estadual Carlos Botelho",NA,NA,"Em cultivo até floração.",NA,"Liliopsida",NA,NA,"34059","auto","1110",NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:04:10-03","FURB","FURB","14254","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Mancinelli, WS","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","Brasil","Santa Catarina","Ilhota","-48.8711111","-26.8197223","-48.8711111","-26.8197223","FURB02796","FURB02796","2009","09","25","Baú.","106","106","Florística IFFSC 752. Encontrada sobre árvore caida. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: flor branca e roxa",NA,NA,NA,NA,NA,NA,"920",NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:04:10-03","FURB","FURB","14722","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Korte, A","2009","09","24","Korte, A.; Cadorin, T.J. & Gasper, A.L. de","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","-49.2300000","-27.2700000","FURB35517","FURB35517","2009","09","24","Cinema.","526","526","Florística IFFSC 466",NA,NA,NA,NA,NA,NA,"329",NA,NA,NA,NA,NA,NA
"25","2020-10-14 10:04:10-03","FURB","FURB","15145","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Schmitt, JL","2009","10","13","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","-49.2300000","-27.2700000","FURB35514","FURB35514","2009","10","13","Cinema.","569","569","Epífita IFFSC e466a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído; flor pétalas e sépalas brancas com labelo roxo",NA,NA,NA,NA,NA,NA,"275",NA,NA,NA,NA,NA,NA
"26","2020-10-14 10:04:10-03","FURB","FURB","15196","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Korte, A","2009","10","08","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Presidente Nereu","-49.4105556","-27.27","-49.4105556","-27.2700000","FURB35516","FURB35516","2009","10","08","Rio Pequeno.","640","640","Florística IFFSC 464 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca e labelo rosa",NA,NA,NA,NA,NA,NA,"424",NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:04:10-03","FURB","FURB","15693","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Korte, A","2009","10","15","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Presidente Nereu","-49.3208334","-27.2716667","-49.3208334","-27.2716667","FURB35519","FURB35519","2009","10","15","Braço Thieme.","458","458","Florística IFFSC 465 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca",NA,NA,NA,NA,NA,NA,"491",NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:04:10-03","FURB","FURB","16532","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Korte, A","2009","11","12","Korte, A.; Kniess, A.","Brasil","Santa Catarina","Apiúna","-49.3205556","-27.1802778","-49.3205556","-27.1802778","FURB35515","FURB35515","2009","11","12","Salão.","647","647","Florística IFFSC 517 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;",NA,NA,NA,NA,NA,NA,"983",NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:04:10-03","FURB","FURB","29223","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Ceolin, LM","2010","07","13","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","Brasil","Santa Catarina","São Bento do Sul","-49.2355555","-26.365","-49.2355555","-26.3650000","FURB35513","FURB35513","2010","05","10","Braço esquerdo.","417","417","Epífita IFFSC e993b (Acima de 4m). Forófito 3 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,"2250",NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:04:10-03","FURB","FURB","31515","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Schmitt, JL","2010","11","03","Schmitt, J.L.; Caglioni, E.","Brasil","Santa Catarina","Vitor Meireles","-49.8591667","-26.7294445","-49.8591667","-26.7294445","FURB35512","FURB35512","2010","10","11","Pratinha.","590","590","Epífita IFFSC e798b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; flor branca com labelo roxo",NA,NA,NA,NA,NA,NA,"3014",NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:04:10-03","FURB","FURB","36584","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Cadorin, TJ","2011","10","04","Cadorin, T.J.","Brasil","Santa Catarina","Pomerode","-49.1263889","-26.8202778","-49.1263889","-26.8202778","FURB35511","FURB35511","2011","10","04","Ouro Preto Mineração Ltda.","352","352",NA,NA,NA,NA,NA,NA,NA,"3278",NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:04:10-03","FURB","FURB","42198","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Caetano, JO","2013","07","22","Caetano, J.O.","Brasil","Santa Catarina","Benedito Novo","-49.3997222","-26.7794445","-49.3997222","-26.7794445","FURB35510","FURB35510","2013","07","22","próximo a PCH Alto Benedito.","371","371",NA,NA,NA,NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:04:10-03","FURB","FURB","51950","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Schwirkowski, P.","2016","09","23","Schwirkowski, P.","Brasil","Santa Catarina","São Bento do Sul","-49.2766667","-26.3630556","-49.2766667","-26.3630556","FURB51950","FURB51950","2016","09","23","Rio Natal. Trilha do Parque das Aves.","150","150","Epífita, heliófita, flores brancas com labelo roxo",NA,NA,NA,NA,NA,NA,"1844",NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:04:10-03","FURB","FURB","56775","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Funez, L.A.","Brasil","Santa Catarina","Ilhota","-48.9347222","-26.7941666","-48.9347222","-26.7941666","FURB56775","FURB56775","2017","09","21","Morro do Baú.","501","501","pétalas e sépalas brancas, labelo rosa Habitat: Floresta Habito: Epífita",NA,NA,NA,NA,NA,NA,"6745",NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:04:10-03","FURB","FURB","60441","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Kassner-Filho, A.","2018","09","06","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","Brasil","Santa Catarina","Balneário Camboriú","-48.6","-27","-48.6000000","-27.0000000","FURB60441","FURB60441","2018","09","06",NA,NA,NA,"flor branca, labelo lilás Habitat: interior da unidade amostral Habito: epífita",NA,NA,NA,NA,NA,NA,"3397",NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:04:10-03","FURB","FURB","62201","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Padilha. P.T.","2015","09","08","Girardi, G.W.; Elias, G.A.; Padilha, P.T.; Colares, R.","Brasil","Santa Catarina","Criciúma","-49.4319445","-28.69","-49.4319445","-28.6900000","FURB62201","FURB62201","2015","09","08","Parque Ecológico Municipal José Milanese. Parque Ecológico Municipal José Milanese.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:04:10-03","FURB","FURB","60426","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Kassner-Filho, A.","2018","08","23","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","Brasil","Santa Catarina","Pescaria Brava","-48.87","-28.44","-48.8700000","-28.4400000","FURB60426","FURB60426","2018","08","23",NA,NA,NA,"flor branca, labelo lilás-escuro, cultivada em casa de vegetação Habitat: interior da unidade amostral Habito: epífita",NA,NA,NA,NA,NA,NA,"2986",NA,NA,NA,NA,NA,NA
"38","2019-08-16 08:40:26-03","UTFPR","HCF","2885","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","M.G. Caxambu","2005","12","29","H.C.L. Geraldino","Brasil","PR","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"2005","10","08","Comunidade do Candonga/ rio Sagrado",NA,NA,"herbácea, heliófita, epífita, a cerca de 1,8 m do solo, em troco de Euterpe edulis Mart. Flores brancas e rosas.",NA,NA,NA,NA,"30514","auto","136",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:38:35-03","MBM","MBM","10130","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM010130","MBM010130","1968","11","15","Colônia Floresta",NA,NA,NA,NA,NA,NA,NA,"30514","auto","20346","Southern America",NA,NA,NA,NA,NA
"40","2020-12-21 16:38:35-03","MBM","MBM","10132","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","Brazil","Paraná","Rio Branco do Sul","-49.3142013549805","-25.1900005340576",NA,NA,"MBM010132","MBM010132","1968","09","28","Curiola",NA,NA,NA,NA,NA,NA,NA,"37352","auto","19884","Southern America",NA,NA,NA,NA,NA
"41","2020-12-21 16:38:35-03","MBM","MBM","385356","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Bochorny, T.","2012","09","03","Bochorny, T.; Carneiro, J.; Carneiro, J.","Brasil","Paraná","Telêmaco Borba","-50.706944","-24.100556","-50.706944","-24.100556","MBM385356","MBM385356","2012","09","03","UHE Mauá","520","750","Resgate de flora da UHE Mauá; Epífita, pétalas alvas, labelo roxo.",NA,NA,NA,NA,NA,NA,"101",NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:38:35-03","MBM","MBM","385501","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Ariati, V.","2011","08","30","Ariati, V.","Brasil","Paraná","Telêmaco Borba","-50.706944","-24.100556","-50.706944","-24.100556","MBM385501","MBM385501","2011","08","30","UHE Mauá","520","750","Resgate de flora da UHE Mauá; Epífita, labelo púrpuro,pétalas e sépalas alvas.",NA,NA,NA,NA,NA,NA,"575A",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:38:35-03","MBM","MBM","409046","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Brotto, M.L.","2017","05","25","Brotto, M.L.","Brazil","Paraná","São José dos Pinhais","-49.073056","-25.641944","-49.073056","-25.641944","MBM409046","MBM409046","2017","05","09","Rio Miringuava","894","894","Erva epífita; flor rósea ou magenta.; Floresta Ombrófila Mista Aluvial.",NA,NA,NA,NA,NA,NA,"2448","Southern America",NA,NA,NA,NA,NA
"44","2020-12-21 16:38:35-03","MBM","MBM","395666","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Engels, M.E.","2013","10","18","Engels, M.E.","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM395666","MBM395666","2013","10","18","linha de transmissão elétrica Curitiba a Joinville",NA,NA,"Epífita. Folhas verdes, carnosas. Flores com pétalas e sápalas alvas, labelo róseo com nervuras mais escuras e ápice alvacento.; Floresta Ombrófila Densa.",NA,NA,NA,NA,"41937","auto","1792","Southern America",NA,NA,NA,NA,NA
"45","2020-12-21 16:38:35-03","MBM","MBM","49727","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM049727","MBM049727","1964","10","20","Barra do Rio Saí",NA,NA,NA,NA,NA,NA,NA,"41937","auto","11740","Southern America",NA,NA,NA,NA,NA
"46","2020-12-21 16:38:35-03","MBM","MBM","16584","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM016584","MBM016584","1970","11","19","Rio Jaguariaíva, Corredeira Paulista, São José da Boa Vista",NA,NA,NA,NA,NA,NA,NA,"24916","auto","25558","Southern America",NA,NA,NA,NA,NA
"47","2015-08-10 16:01:56-03","MNHN","RECOLNAT_MNHN_P","P00482494","PreservedSpecimen",NA,"Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Saint-Hilaire, A. de","Brésil",NA,NA,NA,NA,NA,NA,"P00482494","P00482494_01",NA,NA,NA,"Province de Saint Paul",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482494' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,"C1 1079",NA
"48","2013-01-07 15:14:15-02","MNHN","RECOLNAT_MNHN_P","P00482495","PreservedSpecimen",NA,"Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Rivière, A.","Brésil",NA,NA,NA,NA,NA,NA,"P00482495","P00482495_01","1854","5","9",NA,NA,NA,"Cultivé <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482495' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"49","2015-09-04 13:11:54-03","MNHN","RECOLNAT_MNHN_P","P00482496","PreservedSpecimen",NA,"Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"s.c.","Brésil",NA,NA,NA,NA,NA,NA,"P00482496","P00482496_01","1853","6",NA,NA,NA,NA,"Cultivé <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482496' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"50","2015-09-04 13:10:54-03","MNHN","RECOLNAT_MNHN_P","P00482497","PreservedSpecimen",NA,"Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"s.c.","Brésil",NA,NA,NA,NA,NA,NA,"P00482497","P00482497_01","1853","6",NA,NA,NA,NA,"Cultivé <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482497' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
