"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem","sex"
"97","2019-11-13 11:26:21-03","USP","SPF","85539","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Freire-Fierro, A","1620","1990","08","18",NA,"Brasil","São Paulo","Santo André","Paranapiacaba, Coleções ao lado da trilha para a Pedra Lisa.","-46.25","-23.833333","600","900",NA,NA,"SPF00085539",NA,NA,NA,"2016","-46.25","-23.833333","12",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-13 11:26:21-03","USP","SPF","95037","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Andrade, PM","597","1985","01","18",NA,"Brasil","Minas Gerais","Caratinga","Mata do Sapo.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"SPF00095037",NA,"49886","auto","2016",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 18:28:52-03","USP","SPF","174445","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Hatschbach, G","72740","2001","11","28",NA,"Brasil","Paraná","Guaraqueçaba","Paruquara.","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Arbusto, 3 m alt., flor creme.; Restinga arbórea. 3-5 m.","SPF00174445",NA,"37295","auto","2016",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:26:21-03","USP","SPF","144913","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Lobão, AQ","508c","2001","01","19",NA,"Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virginia.","-45.310001373291","-23.2199993133545",NA,NA,NA,NA,"SPF00144913",NA,"27362","auto","2016",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"101","2017-04-20 16:31:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,"RRC ID Flag","T. Pereira",NA,"1992","2","19","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"102","2019-09-04 18:22:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,NA,"A. Glaziou","17771","1889","1","8","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"Dicotyledoneae",NA,NA
"103","2019-01-23 10:07:10-02","F","FMNH-SEEDPLANTS","V0064225F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,NA,"A. Glaziou","17771","1889","1","8","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0064225F","V0064225F_01",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,"Dicotyledoneae",NA,NA
"104","2015-03-07 09:07:09-03","F","FMNH-SEEDPLANTS","V0180417F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0180417F","V0180417F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"105","2019-01-25 15:42:56-02","IAC","IAC","43181","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Elton John De Lírio","L.C. Bernacci; G.A.D.C. Franco; G. Durigan & E. Furlan","3474","2001","02","08",NA,"Brasil","São Paulo","Cotia","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Lila, indivíduo V 38.1","-46.9192","-23.6039",NA,NA,NA,NA,NA,NA,NA,NA,"2016","-46.9192","-23.6039","11","29",NA,NA,NA,NA,NA,NA
"106","2019-01-25 15:42:56-02","IAC","IAC","48995","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Elton John De Lírio","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","350","2006","11","08",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.080223","-23.373498",NA,NA,NA,"subparcela 16, indivíduo G 201",NA,NA,NA,NA,"2016","-45.080223","-23.373498","11","29",NA,NA,NA,NA,NA,NA
"107","2019-10-03 14:21:02-03","IAC","IAC","49797","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Elton John De Lírio","E. Ramos; H.R. Gonçalves & S. Santos","516","2007","10","01",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H","-45.081476","-23.373108",NA,NA,NA,"Subparcela 71, Indivíduo H1078",NA,NA,NA,NA,"2016","-45.081476","-23.373108","11","29",NA,NA,NA,NA,NA,NA
"108","2019-01-25 15:42:56-02","IAC","IAC","51965","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Elton John De Lírio","E. Ramos; M. Eltink; J.F. Benedito & S. Santos","654","2009","11","07",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Capricórnio","-45.081769","-23.373117",NA,NA,NA,"Parcela H, subparcela 74, indivíduo n°1137",NA,NA,NA,NA,"2016","-45.081769","-23.373117","11","29",NA,NA,NA,NA,NA,NA
"109","2020-07-23 12:14:56-03","CEPLAC","CEPEC","103587","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,"A. L. Peixoto","P. Fiaschi","2861","2005","03","18",NA,"Brasil","Bahia","CAMACAN","RPPN Sera Bonita, 9,7Km a W de Camacan na estrada para Jacarecí, ramal para a RPPN, ca. 6Km da entrada.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-07-23 12:14:56-03","CEPLAC","CEPEC","107277","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,"A. L. Peixoto","A. M. Amorim","4427","2004","12","08",NA,"Brasil","Bahia","CAMACAN","fazenda Serra Bonita, RPPN Serra Bonita, 9,7Km a W de Camacan na estrada para Jacarecí, daí, 6Km SW na estrada para a RPPN e torre da Embratel.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,"30/12/2009",NA
"111","2020-07-23 12:14:56-03","CEPLAC","CEPEC","122976","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,"Sem Informação","Amorim, A. M.","7301","2008","04","25",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 10 km W de Camacan na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão.","-39.565278","-15.391667","850","850",NA,"Det : A. Amorim",NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-07-23 12:14:56-03","CEPLAC","CEPEC","123243","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,"Sem Informação","Amorim, A. M.","7691","2008","08","31",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, 9,7 Km W de Camacã na estrada para Jacarecí, daí 6 Km SW na estrada para RPPN Serra Bonita e torre.","-39.565278","-15.391667","835","835",NA,"Det: A. Amorim",NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-07-23 12:14:56-03","CEPLAC","CEPEC","126193","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,"Sem Informação","Jardim, J. G.","5413","2008","10","12",NA,"Brasil","Bahia","arataca","Serra Novo Javí, RPPN do IESB. Rod. Una/Arataca, entrada 9,5km N, mais 8,9km até a sede da RPPN, Trilha da Serra, acesso ca. 1,5km NE da sede. Topo da Serra.","-39.335833","-15.178333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39w20'9","15s10'42",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-07-23 12:14:56-03","CEPLAC","CEPEC","126347","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,"Sem Informação","Amorim, A. M.","7725","2008","11","20",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, área do inventário de fenologia.","-39.565278","-15.391667","835","835",NA,"Det : D.C. Talora",NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-07-23 12:14:56-03","CEPLAC","CEPEC","127296","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana",NA,"L. Daneu","Jardim, A. B.","164","2008","12","20",NA,"Brasil","Bahia","arataca","RPPN do IESB. Serra do Peito de Moça. Rod. Arataca/Una, entrada 9,5Km da cidade, mais 8,9km da entrada. Topo da serra.","-39.339444","-15.174167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39w20'22","15s10'27",NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-04 15:44:24-03","IF","SPSF","24263","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perk.","E.J.Lirio","C.E.O.Lohmann","34","1992","06","24","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,NA,"55628","auto","2013",NA,NA,"05","22",NA,NA,NA,"Magnoliopsida",NA,NA
"117","2021-03-04 15:44:24-03","IF","SPSF","24250","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perk.","E.J.Lirio","M.P.Costa & I.Cordeiro & L.Rossi & E.A.Anunciação","74","1991","12","14","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 3m altura, flores pistiladas verdes.; GEOGRAFIA: Margens do rio Pocinho;",NA,NA,"55628","auto","2013",NA,NA,"05","22",NA,NA,NA,"Magnoliopsida",NA,NA
"118","2021-03-04 15:44:24-03","IF","SPSF","24251","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perk.","E.J.Lirio","L.Rossi","1216","1992","12","14","América do Sul","Brasil","SP","Iguape","E.Ecool.Jureia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"55628","auto","2013",NA,NA,"05","22",NA,NA,NA,"Magnoliopsida",NA,NA
"119","2019-11-21 10:10:53-03","IBt","SP","192408","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Custodio Filho, A; Cerati, TM","1269","1983","03","30",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333","890","950",NA,NA,"SP048115","SP048115",NA,NA,"2016","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:10:53-03","IBt","SP","195311","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Custodio Filho, A","1757","1983","10","26",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333","890","950",NA,NA,"SP048116","SP048116",NA,NA,"2016","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:10:53-03","IBt","SP","266658","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Pereira, TS; et al.","s.n.","1992","02","19",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Área da Parcela I, ind. 556.","-42.5","-22.55",NA,NA,NA,NA,"SP048125","SP048125",NA,NA,NA,"-42.5","-22.55",NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:10:53-03","IBt","SP","263583","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Lima, HC; et al.","3487","1989","03","10",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente Rio das Flores. Parc. 1A, microp. 4a, ind. 705.","-42.5","-22.466667",NA,NA,NA,NA,"SP048114","SP048114",NA,NA,NA,"-42.5","-22.466667",NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:10:53-03","IBt","SP","266076","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Martinelli, G; et al.","s.n.","1988","05","09",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores. Parc. 1A, microp. 2a, ind. 265.","-42.05","-22",NA,NA,NA,NA,"SP048124","SP048124",NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:10:53-03","IBt","SP","266037","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Pessoa, SVA; et al.","s.n.","1988","05","24",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores. Parc. 1A, microp. 2e, ind. 453.","-42.05","-22",NA,NA,NA,NA,"SP048126","SP048126",NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:10:53-03","IBt","SP","388103","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Paixão, JL; et al.","499","2005","07","13",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à Serra.","-39.202778","-14.770278","600","900",NA,NA,"SP048118","SP048118",NA,NA,"2016","-39.202778","-14.770278",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:10:53-03","IBt","SP","349138","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Costa, CB; et al.","466","2001","03","10",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha do rio Paquequer","-42.997778","-22.455","1080","1080",NA,NA,"SP048132","SP048132",NA,NA,"2016","-42.997778","-22.455",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-11-12 15:23:32-03","IBt","SP","388096","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Paixão, JL; et al.","410","2005","06","05",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. 9,7km W de Camacã na estrada para Jacarecí, daí 6km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667","850","850",NA,NA,"SP048117","SP048117",NA,NA,"2016","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:10:53-03","IBt","SP","426673","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Santos Neta, AC; Búgola Silva, F; Almeida Scabbia, RJ; Yang, AMK","61","2008","04","24",NA,"Brasil","São Paulo","Santo André","Paranapiacaba, Trilha da Pontinha","-46.297311","-23.769289",NA,NA,NA,NA,"SP048054","SP048054",NA,NA,"2016","-46.297311","-23.769289",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:10:53-03","IBt","SP","79567","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Kuhlmann, M","2144","1949","11","25",NA,"Brasil","São Paulo","Campos do Jordão","Estrada para Minas.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"SP048121","SP048121","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:10:53-03","IBt","SP","102634","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Mattos, J; Mattos, N","15015","1967","07","26",NA,"Brasil","São Paulo","Campos do Jordão","Fazenda da Guarda (Reserva Florestal), quase na divisa com Minas Gerais","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"SP048113","SP048113","21048","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:10:53-03","IBt","SP","251752","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Costa, MP; et al.","76","1991","12","14",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Às margens do Pocinho","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore 12m alt., flores estaminadas verde claras","SP048128","SP048128","55628","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 10:10:53-03","IBt","SP","251750","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Costa, MP; et al.","74","1991","12","14",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Às margens do Pocinho","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Arvoreta crescendo na beira do rio, ca. 3m alt., flores pistiladas verdes","SP048131","SP048131","55628","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 10:10:53-03","IBt","SP","249251","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Kawall, MA; Anunciação, EA","88","1991","07","26",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Margem do Rio Verde, próximo ao 2° rio da Trilha da Figueira","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore de 10m alt., frutos verde claro","SP048130","SP048130","55628","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:10:53-03","IBt","SP","246972","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Cordeiro, I; et al.","720","1990","10","16",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha da Figueira, mata de encosta","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Arvoreta crescendo em clareira, ca. 10m alt., DAP ca. 20cm, botões creme esverdeados","SP048134","SP048134","55628","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:10:53-03","IBt","SP","269424","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Sugiyama, M; Anunciação, EA","1158","1994","05","17",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha do Morrinho","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore 6-7m., frutos verdes, próximo do paredão","SP048133","SP048133","55628","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:10:53-03","IBt","SP","254653","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Lohmann, CEO; et al.","34","1992","06","24",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha da Figueira","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore 5m alt., frutos imaturos verdes, crescendo na margem do rio entre as pedras","SP048129","SP048129","55628","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:10:53-03","IBt","SP","263412","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Rossi, L; et al.","1216","1992","12","14",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore 8,0m alt., folhas discolores, receptáculos verde claros","SP048127","SP048127","55628","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:10:53-03","IBt","SP","79571","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Kuhlmann, M","1720","1948","11","27",NA,"Brasil","São Paulo","Salesópolis","Boracea.","-45.8400001525879","-23.5300006866455","850","850",NA,NA,"SP048120","SP048120","18032","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:10:53-03","IBt","SP","102146","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Mattos, J; Mattos, N","14257","1966","11","29",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Perto do rio Coruja.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"SP048119","SP048119","18032","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2010-08-16 16:42:55-03","GH","HU-HERB","GH 00039996","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"A. F. M. Glaziou","19858",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Alto Macahe de Nova Friburgo",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type","19858",NA,NA,NA,"undetermined"
