"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem","sex"
"11","2021-03-01 16:35:45-03","UNICAMP","UEC","167061","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","223","2011","06","29",NA,"Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar.","-45.535833","-23.5925","800","900",NA,"Árvore com 9 m.; Mata Atlântica.","UEC059367","UEC059367",NA,NA,"2011","-45.535833","-23.5925","10",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:35:45-03","UNICAMP","UEC","200202","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Padgurschi, MCG; Belinello, R","M1047","2009",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=17","UEC177696",NA,NA,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:35:45-03","UNICAMP","UEC","173748","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Sanchez, M","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1763","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Morro do Corisco.","-44.816944","-23.3025","600","600",NA,"Árvore 656 com 8m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC089624","UEC089624",NA,NA,NA,"-44.816944","-23.3025",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:35:45-03","UNICAMP","UEC","160412","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lirio, EJ","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","595","2011","11","30",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333","999","999",NA,"Material vegetativo. Cerca de 9 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.","UEC009950","UEC009950",NA,NA,"2016","-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:35:45-03","UNICAMP","UEC","168329","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Meireles, LD; Nunes, JA","2081","2005","08","11",NA,"Brazil","Minas Gerais","Passa Quatro","Sera Fina, Campo do Muro","-44.9667015075684","-22.3903007507324",NA,NA,NA,"árvore ca. 12m, flores verdes","UEC035652","UEC035652","17293","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:35:45-03","UNICAMP","UEC","189037","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lirio, EJ","Silva, BG","39","2010","10","07",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho. 41º06#?#55#?##?#24º14#?#41#?#s18º47#?#18#?##?#48º07#?#17#?#w","-47.9900016784668","-23.8700008392334","800","800",NA,"Floresta Ombrófila Densa","UEC119334","UEC119334","27904","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:35:45-03","UNICAMP","UEC","162746","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lirio, EJ","Ivanauskas, NM; Toniato, MTZ; Polisel, RT; Souza, D; Silva, CO; Fogaça, PD","6153","2006","08","29",NA,"Brazil","São Paulo","São Miguel Arcanjo","PECB, Trilha do Turvinho 2 (SAD 69, Zona 23 J)","-47.9900016784668","-23.8700008392334","816","816",NA,"Arvoreta, 4m alt., botões florais verdes.","UEC019748","UEC019748","27904","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:20:36-03","UNICAMP","UEC","174965","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lirio, EJ","Sanchez, M; Pedroni, F","417","1992","11","09",NA,"Brazil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC029755","UEC029755","34265","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:20:36-03","UNICAMP","UEC","174964","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Peixoto","Sanchez, M; Pedroni, F","336","1992","11","07",NA,"Brazil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC029758","UEC029758","34265","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-06 19:29:58-03","UFES","VIES","34766","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","Araújo, E.A.","442","2015","02",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 03, indivíduo 77. Parque Nacional do Caparaó","-41.746944","-20.492778",NA,NA,NA,NA,"VIES034766","VIES034766",NA,NA,"2016","41º44'49''W","20º29'34''S",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-06 19:29:58-03","UFES","VIES","34767","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","Araújo, E.A.","441","2015","11",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 07, indivíduo 228. Parque Nacional do Caparaó","-41.765","-20.493889",NA,NA,NA,NA,"VIES034767","VIES034767",NA,NA,"2016","41º45'54''W","20º29'38''S",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-06 19:29:58-03","UFES","VIES","34769","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","Araújo, E.A.","440","2015","12","18",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Indivíduo adjacente à parcela 8. Parque Nacional do Caparaó","-41.769722","-20.490833",NA,NA,NA,NA,"VIES034769","VIES034769",NA,NA,"2016","41º46'11''W","20º29'27''S",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-06 19:29:58-03","UFES","VIES","34771","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","Araújo, E.A.","438","2015","02",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 05, indivíduo 332. Parque Nacional do Caparaó","-41.755278","-20.4925",NA,NA,NA,NA,"VIES034771","VIES034771",NA,NA,"2016","41º45'19''W","20º29'33''S",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-06 19:29:58-03","UFES","VIES","34777","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","Araújo, E.A.","446","2015","02",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 02, indivíduo 348. Parque Nacional do Caparaó","-41.746389","-20.491389",NA,NA,NA,NA,"VIES034777","VIES034777",NA,NA,"2016","41º44'47''W","20º29'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-06 19:29:58-03","UFES","VIES","34784","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","Araújo, E.A.","38","2015","01","21",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Margem do rio na travessia para a parcela 01. Parque Nacional do Caparaó","-41.739444","-20.491389",NA,NA,NA,NA,"VIES034784","VIES034784",NA,NA,"2016","41º44'22''W","20º29'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 09:31:13-03","UFRRJ","RBR","7503","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"S.V.A. Pessoa","s.n.","1988","07","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00007503",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 09:31:13-03","UFRRJ","RBR","11342","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","A.L. Peixoto","H.C. Lima","745","1989","03","09",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"RBR00011342",NA,NA,NA,"2008",NA,NA,"11","10",NA,NA,NA,NA,NA,NA
"28","2020-06-29 09:31:13-03","UFRRJ","RBR","11346","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","A.L. Peixoto","H.C. Lima","705","1989","03","09",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"RBR00011346",NA,NA,NA,"2008",NA,NA,"11","10",NA,NA,NA,NA,NA,NA
"29","2020-06-29 09:31:13-03","UFRRJ","RBR","11369","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","A.L. Peixoto","H.C. Lima; M. Peron, M. Nadruz, J. Caruzo","3484","1989","03","06",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Distrito de Macaé de Cima, nascente do rio adas Flores. Faz. Sophronites.","-42.5311012268066","-22.2819004058838","1100","1100",NA,NA,"RBR00011369",NA,"33190","auto","2008",NA,NA,"11","10",NA,NA,NA,NA,NA,NA
"30","2020-06-29 09:31:13-03","UFRRJ","RBR","7512","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"S.V.A. Pessoa; M. Nadruz, I. Araújo, J. Caruso","316","1988","05","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00007512",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 09:31:13-03","UFRRJ","RBR","7511","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"G. Martinelli","s.n.","1988","08","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00007511",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 09:31:13-03","UFRRJ","RBR","7510","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"A.L. Almeida","34","1989","07","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00007510",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 09:31:13-03","UFRRJ","RBR","10940","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","A.L. Peixoto, E.L. Lirio","A.L. Peixoto; A.L. Gentry, E. Zardini, C. Proença, O. Peixoto","3477","1985","01","05",NA,"Brasil","Espírito Santo","Santa Tereza","Reserva Biológica de Nova Lombardia","-40.6002998352051","-19.9356002807617","700","700",NA,NA,"RBR00010940",NA,"23813","auto","2014",NA,NA,"08","27",NA,NA,NA,NA,NA,NA
"34","2020-06-29 09:31:13-03","UFRRJ","RBR","7504","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"S.V.A. Pessoa","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Muncipal de Macaé de Cima,Nascente do Rio das Flores.Coord 22º 00 S, 042º 03W.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00007504",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:31:13-03","UFRRJ","RBR","7507","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"T.S. Pereira","s.n.","1992","02","19",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima,area da parcela 1. Coord. 22º 33/22º 28 S, 42º 30/ 42º 34 W.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00007507",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 09:31:13-03","UFRRJ","RBR","7508","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"H.C. Lima","3487","1989","03","10",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima,Nascente do Rio das Flores. Coor. 22º 33/22º 28 S, 42º30/42º 34 W.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00007508",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 09:31:13-03","UFRRJ","RBR","7506","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"R. Guedes","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima,Nascente do Rio das Flores. Coord. 22º 00 S, 042º 03 W.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00007506",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 09:31:13-03","UFRRJ","RBR","7505","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"M. Nadruz","568","1989","08","29",NA,"Brasil","Rio de Janeiro","Nova Friburgo","'Reserva Ecológica Municipal de Macaé de Cima, Sítio Sophronites.Coor. 22º 00 S, 042º03W.'","-42.5311012268066","-22.2819004058838","1100","1100",NA,NA,"RBR00007505",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-04-13 15:14:09-03","MNHN","RECOLNAT_MNHN_P","P00075001","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Glaziou, A.",NA,"1888","2","19",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00075001' target='other'> <mi>dwc_moreinfo</mi></a>","P00075001","P00075001_01",NA,NA,NA,NA,NA,NA,NA,"syntype","17218",NA,NA,NA,NA
"40","2016-04-13 15:13:54-03","MNHN","RECOLNAT_MNHN_P","P00075004","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Glaziou, A.",NA,"1889","1","8",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00075004' target='other'> <mi>dwc_moreinfo</mi></a>","P00075004","P00075004_01",NA,NA,NA,NA,NA,NA,NA,"syntype","17771",NA,NA,NA,NA
"41","2016-04-13 15:13:58-03","MNHN","RECOLNAT_MNHN_P","P00075005","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Glaziou, A.",NA,"1889","1","8",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00075005' target='other'> <mi>dwc_moreinfo</mi></a>","P00075005","P00075005_01",NA,NA,NA,NA,NA,NA,NA,"syntype","17771",NA,NA,NA,NA
"42","2016-04-13 15:14:02-03","MNHN","RECOLNAT_MNHN_P","P00075006","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Glaziou, A.",NA,"1889","1","8",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00075006' target='other'> <mi>dwc_moreinfo</mi></a>","P00075006","P00075006_01",NA,NA,NA,NA,NA,NA,NA,"syntype","17771",NA,NA,NA,NA
"43","2016-04-13 15:14:12-03","MNHN","RECOLNAT_MNHN_P","P00080001","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Glaziou, A.",NA,"1888","2","19",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080001' target='other'> <mi>dwc_moreinfo</mi></a>","P00080001","P00080001_01",NA,NA,NA,NA,NA,NA,NA,"syntype","17218",NA,NA,NA,NA
"44","2016-04-13 15:14:16-03","MNHN","RECOLNAT_MNHN_P","P00080002","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Glaziou, A.",NA,"1892","3","1",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080002' target='other'> <mi>dwc_moreinfo</mi></a>","P00080002","P00080002_01",NA,NA,NA,NA,NA,NA,NA,"syntype","19858",NA,NA,NA,NA
"45","2015-09-03 20:32:32-03","MNHN","RECOLNAT_MNHN_P","P00080003","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Glaziou, A.",NA,"1892","3","1",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080003' target='other'> <mi>dwc_moreinfo</mi></a>","P00080003","P00080003_01",NA,NA,NA,NA,NA,NA,NA,"syntype","19858",NA,NA,NA,NA
"46","2016-01-20 14:40:58-02","MNHN","RECOLNAT_MNHN_P","P00080228","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lirio","Saldanha da Gama, J. de",NA,"1883",NA,NA,NA,"Brésil",NA,NA,"(Rio Jan.) Serra dos Orgaos",NA,NA,NA,NA,"hb","n° de Galziou: 17218a <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080228' target='other'> <mi>dwc_moreinfo</mi></a>","P00080228","P00080228_01",NA,NA,NA,NA,NA,NA,NA,NA,"6779",NA,NA,NA,NA
"47","2018-08-15 04:31:00-03","MO","MOBOT","101042592","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","A.L. Peixoto","Pedro Fiaschi|J. Lima da Paixão|L.C. da J. Gomes|A.B. Rodrigues","Fiaschi 2861","2005","3","18","South America","Brazil","Bahia",NA,"RPPn Serra Bonita, 9.7 km W de Camacã na estrada para Jacareci, ramal para a RPPN, ca. 6 km da entrada.","-39.5652778","-15.3916666","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
