"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"11","2021-03-30 12:45:22-03","EAO","IAN","86999","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg, CC","Castañeda, RR","536","1947","09",NA,NA,"Colômbia",NA,NA,"Depto. Magdalena, Ciénaga, Jolonuras.",NA,NA,NA,"Alt. 10m.","IAN086999",NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:45:22-03","EAO","IAN","87015","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg, CC","Castañeda, RR","649","1947","12",NA,NA,"Colômbia",NA,NA,"Dpto. del Magdalena; Tucurinca.",NA,NA,NA,NA,"IAN087015",NA,NA,NA,NA,NA,"2001","03","09",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:45:22-03","EAO","IAN","87056","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg, CC","Fernandez, A; Perez, E","500","1951","06","30",NA,"Colômbia",NA,NA,"Laguna Verde. Cundinamarca:Alrededores de La Mesa.",NA,NA,NA,"Arbol de 15m.","IAN087056",NA,NA,"1300","1300",NA,"2001","03","09",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:45:22-03","EAO","IAN","182096","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","pallida","Ficus pallida","Vahl","Pelissari, G","Souza, MAD de; Coelho, A; Carvalhaes, A; ER; Borghetti, C","1755",NA,NA,NA,"Southern America","Brasil","Amapá","Oiapoque","Localidade na divisa com a Guiana Francesa, com exploração de minerais. Corredeira de águas claras, desaguando no rio Oiapoque. Solo arenoso com grandes pedras submersas, onde predominam podostemáceas, e emersas, com vegetação xeromórfica de campina","-51.8349990844727","3.84306001663208",NA,NA,"IAN182096",NA,"254902",NA,NA,"auto","2016","03","01",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:45:22-03","EAO","IAN","127688","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","pallida","Ficus pallida","Vahl","Pelissari, G","Silva, NT da","1311","1968","10","25","Southern America","Brasil","Pará","Almeirim","Monte Dourado, Rio Jarí, Planalto B. (Pilão).","-52.5816993713379","-1.52332997322083",NA,"Árvore de 15m; 35cm. de diâmetro.","IAN127688",NA,"564600",NA,NA,"auto","2016","03","01",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:45:22-03","EAO","IAN","38940","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","prinoides","Ficus prinoides","Cham. & Schltdl.","Berg, CC","Little Jr.; El","8146","1944","06","25",NA,"Colômbia",NA,NA,"Several trees on fence in flood plain of Rio Magdalena, at Niva, Huilla. Depto. del Huilla. Cordillra Oriental.",NA,NA,NA,"Tree 8 to10m. high, 25-80cm. dbh. Bark gray, smooth, white latex. On e old fruit found, 3mm.","IAN038940","IAN038940 IAN038940_e",NA,NA,NA,NA,"2001","03","09",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:45:22-03","EAO","IAN","161732","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Ficus","schumacheri","Ficus schumacheri","(Liebm.) Griseb.","Romaniuc Neto, S","Daly, DC; Callejas, R","1260","1981","11","08","Southern America","Brasil","Pará",NA,"Rio Caraipé, approx. 60km. from Tucurui, SW. on road serving Fazendas.","-49.916667","-4.066667",NA,"Tree 6m. Synconia green, látex cream. Occasional.","IAN161732",NA,NA,NA,NA,NA,"1996","03",NA,"-49.916667","-4.066667",NA,NA,NA,NA,NA
"18","2019-10-09 11:20:56-03","UFBA","ALCB","040073a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","maroma","Ficus maroma","Castell.","Schinini, A","Schinini, A; C.Saravia, Toledo; Neumann, R","33085","1997","10","30","Southern America","Argentina","Salta",NA,"Dep. Orán. Finca San Andrés. La Marona. Límite inferior de la selva montana, marginal al río San Andrés. 800m.s.m","-64.751944","-23.073056",NA,"Estranguladores de 20 ó mas m alt., numerosos tallos ascendentes, paralelos al tallo central. Frutos maduros pardo-rojizo. Abundante en la zona.","ALCB035240","ALCB035240",NA,"800","800",NA,"1997",NA,NA,"-64.751944","-23.073056",NA,NA,NA,NA,NA
"19","2019-10-09 11:20:56-03","UFBA","ALCB","021780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Ficus","pallida","Ficus pallida","Vahl","S.Romaniuc, Neto","Cláudio B. de A. Bohrer; et al.","62","1987","10","03","Southern America","Brasil","Piauí","Monção","Maranhão. Margem do Rio Pindaré","-45.266667","-3.5",NA,"Fanerófita. 15m. Diâmetro à altura do peito 1m., diâm. da copa de 12m. Frutos verdes. Frequencia comum. Cresceu abraçando a 'sapucaia'.; Relevo: Plano.","ALCB035273","ALCB035273",NA,NA,NA,NA,"1996","04",NA,"-45.266667","-3.5",NA,NA,NA,NA,NA
"20","2020-02-08 10:23:51-03","NBC","NL-BOTANY","L.3926679","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","maroma","Ficus maroma","Castell.",NA,"Calatayud G; et al.",NA,"2003","09","22","Southern America","Peru",NA,NA,"Cusco. Dist. Vilcabamba, Cedropata, Bosque Primario Intervenido.","-72.816667","-13.066667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3926679 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3926679","NL-L3926679",NA,NA,NA,NA,NA,NA,NA,"-72.816667","-13.066667","Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 10:23:51-03","NBC","NL-BOTANY","L.3926828","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","maroma","Ficus maroma","Castell.",NA,"Hurtado R",NA,"2005","12","28","Southern America","Bolivia",NA,NA,"Santa Cruz: Prov. Vallegrande. Masicuri a 88 km al sur de Vallegrande, a 3Km al noroeste de Masicurí.","-63.783333","-18.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3926828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3926828","NL-L3926828",NA,NA,NA,NA,NA,NA,NA,"-63.783333","-18.816667","Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:23:51-03","NBC","NL-BOTANY","L.4253622","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","maroma","Ficus maroma","Castell.",NA,"Ortiz V E; Mateo M J",NA,"2006","03","24","Southern America","Peru",NA,NA,"Cajamarca: Jaén. Dist. Santa Rosa. 3 km al N del pueblo de Santa Rosa.","-78.57","-5.419167",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4253622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4253622","NL-L4253622",NA,NA,NA,NA,NA,NA,NA,"-78.57","-5.419167","Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1435263","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","maroma","Ficus maroma","Castell.","Schinini A","Schinini A",NA,"1997","10","30","Southern America","Argentina","Salta",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435263","NL-U1435263",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0131786",NA,NA,NA
"24","2020-02-08 10:23:51-03","NBC","NL-BOTANY","U.1435560","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","maroma","Ficus maroma","Castell.","Vázquez Avila MD","Zuloaga FO",NA,"1980","10","18","Southern America","Bolivia","Tarija",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435560","NL-U1435560",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024375",NA,NA,NA
"25","2020-02-08 10:24:02-03","NBC","NL-BOTANY","L.1604258","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl",NA,"Dulmen ATJ van",NA,"1994","06","10","Southern America","Colombia",NA,NA,"Al lado occidental del rio Caqueta entre las comunidades indiginas de Villa azul y Pena Roja. Departamento Amazonas, Colombia. Bosque maduro de la llanura de inundacion del rio Caqueta.","-72.116667","-0.616667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1604258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1604258","NL-L1604258",NA,NA,NA,NA,NA,NA,NA,"-72.116667","-0.616667","Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:24:02-03","NBC","NL-BOTANY","L.1604259","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl",NA,"Bergh M van den",NA,"1995","01","06","Southern America","Colombia",NA,NA,"Pena Roja, close to Centre Experimental Araracuara; varzea of the Caqueta river.","-72.333333","-0.616667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1604259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1604259","NL-L1604259",NA,NA,NA,NA,NA,NA,NA,"-72.333333","-0.616667","Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1435341","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Liesner RL",NA,"1978","06","24","Southern America","Venezuela","Districto Federal",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435341 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435341","NL-U1435341",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024551",NA,NA,NA
"28","2020-02-08 10:24:02-03","NBC","NL-BOTANY","L.1604260","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl",NA,"Bergh M van den",NA,"1995","01","19","Southern America","Colombia",NA,NA,"Pena Roja, close to Centre Experimental Araracuara; varzea of the Caqueta river.","-72.333333","-0.616667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1604260 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1604260","NL-L1604260",NA,NA,NA,NA,NA,NA,NA,"-72.333333","-0.616667","Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:24:02-03","NBC","NL-BOTANY","L.1604261","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl",NA,"Bergh M van den",NA,"1994","10","20","Southern America","Colombia",NA,NA,"Pena Roja, close to Centre Experimental Araracuara; varzea of the Caqueta river.","-72.333333","-0.616667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1604261 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1604261","NL-L1604261",NA,NA,NA,NA,NA,NA,NA,"-72.333333","-0.616667","Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:24:02-03","NBC","NL-BOTANY","L.1604262","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl",NA,"Smith HH",NA,"1898","01","01","Southern America","Colombia","Magdalena",NA,"Plantae Colombianae. Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1604262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1604262","NL-L1604262",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:24:02-03","NBC","NL-BOTANY","L.1604263","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl",NA,"Smith HH",NA,"1898","04","01","Southern America","Colombia","Magdalena",NA,"Plants of Santa Marta, United States Of Colombia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1604263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1604263","NL-L1604263",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U 0023593","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Duarte AP",NA,"1964","07","23","Southern America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200023593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0023593",NA,NA,NA,NA,NA,"1984","08","01",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1424838","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl",NA,"Smith HH",NA,"1898","01","01","Southern America","Colombia","Magdalena",NA,"Plantae Colombianae. Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424838","NL-U1424838",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024661",NA,NA,NA
"34","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1424840","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl",NA,"Smith HH",NA,"1898","04","01","Southern America","Colombia","Magdalena",NA,"Plants of Santa Marta, United States Of Colombia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424840","NL-U1424840",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024669",NA,NA,NA
"35","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1432917","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Prance GT",NA,"1968","08","02","Southern America","Brazil","Rondônia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432917","NL-U1432917",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023590",NA,NA,NA
"36","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1432918","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Prance GT",NA,"1968","08","02","Southern America","Brazil","Rondônia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432918","NL-U1432918",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023691",NA,NA,NA
"37","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1432920","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Prance GT",NA,"1968","09","18","Southern America","Brazil","Acre",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432920","NL-U1432920",NA,NA,NA,NA,"1980","07","01",NA,NA,"Magnoliopsidae","U 0023591",NA,NA,NA
"38","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1432921","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Prance GT",NA,"1968","09","18","Southern America","Brazil","Acre",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432921","NL-U1432921",NA,NA,NA,NA,"1980","07","01",NA,NA,"Magnoliopsidae","U 0023595",NA,NA,NA
"39","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1433143","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Mattos A de",NA,"1964","07","23","Southern America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1433143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1433143","NL-U1433143",NA,NA,NA,NA,"1984","08","01",NA,NA,"Magnoliopsidae","U 0023594",NA,NA,NA
"40","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1435335","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Steyermark JA",NA,"1979","11","14","Southern America","Venezuela","Táchira",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435335 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435335","NL-U1435335",NA,NA,NA,NA,"2008","05","13",NA,NA,"Magnoliopsidae","U 0024726",NA,NA,NA
"41","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1435336","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Vázquez Avila MD","Foster RB",NA,"1977","05","23","Southern America","Peru","Madre de Dios",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435336","NL-U1435336",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024546",NA,NA,NA
"42","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1435337","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Pérez Arbeláez E",NA,"1939","11","01","Southern America","Colombia","Cundinamarca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435337","NL-U1435337",NA,NA,NA,NA,"1980","07","01",NA,NA,"Magnoliopsidae","U 0024547",NA,NA,NA
"43","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1435338","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Uribe Uribe AL",NA,"1947","01","21","Southern America","Colombia","Antioquia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435338 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435338","NL-U1435338",NA,NA,NA,NA,"1980","07","01",NA,NA,"Magnoliopsidae","U 0024548",NA,NA,NA
"44","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1435340","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Vázquez Avila MD","Foster RB",NA,"1977","05","09","Southern America","Peru","Madre de Dios",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435340","NL-U1435340",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024550",NA,NA,NA
"45","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1435342","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Kirkbride Jr JH",NA,"1972","11","02","Southern America","Colombia","Magdalena",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435342 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435342","NL-U1435342",NA,NA,NA,NA,"1980","04","01",NA,NA,"Magnoliopsidae","U 0024552",NA,NA,NA
"46","2020-02-08 10:24:02-03","NBC","NL-BOTANY","U.1435343","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","pallida","Ficus pallida","Vahl","Berg CC","Rodriguez H",NA,"1978","01","09","Southern America","Venezuela","Aragua",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435343 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435343","NL-U1435343",NA,NA,NA,NA,"1980","04","01",NA,NA,"Magnoliopsidae","U 0024553",NA,NA,NA
