"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02485655","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","P. I. S. Braga",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2960512' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Lindl.","G. T. Prance","15875","1971","10","31","South America","Brazil","Amazonas",NA,"Camanaus","-66.9356","-0.1483",NA,NA,"sheet","NY02485655","NY02485655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1721981","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045172' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Lindl.","S. A. Mori","21219","1990","06","09","South America","Brazil","Amazonas",NA,"Rio Negro, near Ponto de Pagodao in the Parana de Anavilhanas","-60.8158493","-2.6292723",NA,NA,"sheet","NY01721981","NY01721981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1721977","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045151' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Rchb.f.","L. Y. T. Westra","48515","1960","09","29","South America","French Guiana",NA,NA,"Cachoeira Camaraua about 3 km south of mouth of Riv. Camopi","-52.32","3.17",NA,NA,"sheet","NY01721977","NY01721977_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1721974","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045135' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Rchb.f.","G. T. Prance","10148","1969","02","21","South America","Brazil","Roraima",NA,"Serra dos Surucucus, NW of Mission station","-63.575","2.763",NA,NA,"sheet","NY01721974","NY01721974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1721971","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045127' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Rchb.f.","A. S. L. da Silva","254","1977","11","17","South America","Brazil","Pará",NA,"Cuiabá-Santarém, km 1203","-55.6210381","-6.1362559",NA,NA,"sheet","NY01721971","NY01721971_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1721976","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045148' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Rchb.f.","H. S. Irwin","47208","1960","07","28","South America","Brazil","Amapá",NA,"Rio Oiapoque; Cachoeira Grande Roche.","-51.88","3.8",NA,NA,"sheet","NY01721976","NY01721976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1721972","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045132' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Rchb.f.","N. T. da Silva","1510","1968","12","05","South America","Brazil","Pará",NA,"Rio Jarí, estrada entre Monte Dourado e Munguba.","-52.4926543","-0.8920989",NA,NA,"sheet","NY01721972","NY01721972_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1721973","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045134' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Rchb.f.","N. T. da Silva","1486","1968","12","04","South America","Brazil","Pará",NA,"Rio Jarí, Monte Dourado, Serrinha.","-52.6008224","-0.8809315",NA,NA,"sheet","NY01721973","NY01721973_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1721975","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1045144' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Rchb.f.","J. M. Pires","51322","1961","09","29","South America","Brazil","Amapá",NA,"Rio Araguari, vicinity Camp 12.","-52.13","1.18",NA,NA,"sheet","NY01721975","NY01721975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","625753","PreservedSpecimen","Plantae","Orchidaceae","Stelis","loëfgrenii","Stelis loëfgrenii","F. C. Hoehne",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595789' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Cogn.","O. Handro","28356","1931","10","14","South America","Brazil","São Paulo","Sao Paulo","Parque do Estado.","-46.621883","-23.654505",NA,NA,"sheet","NY00625753","NY00625753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","625766","PreservedSpecimen","Plantae","Orchidaceae","Stelis","pauciflora","Stelis pauciflora","N. A. Rosa",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691480' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Lindl.","J. M. Pires","16393","1978","08","04","South America","Brazil","Mato Grosso",NA,"Sararé, Radambrasil.","-58.92","-13.83",NA,NA,"sheet","NY00625766","NY00625766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","625756","PreservedSpecimen","Plantae","Orchidaceae","Stelis","pauciflora","Stelis pauciflora",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691479' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","Lindl.","G. G. Hatschbach","19585","1968","08","08","South America","Brazil","Paraná","Morretes","Rio Sagrado de Cima.","-48.8342","-25.4769",NA,NA,"sheet","NY00625756","NY00625756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:52:52-03","EAO","IAN","103061","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"Planta sobre a chapada da serra, flor branca.","Monocotiledônea",NA,"Rchb.f.","Fróes, RL","34194","1958","03","11","Southern America","Brasil","Pará",NA,"Rio Gurupi.",NA,NA,NA,NA,NA,"IAN103061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:52:52-03","EAO","IAN","108567","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"Epiphyte on trunks and lower branches of trees, 3 meters above ground.","Monocotiledônea",NA,"Rchb.f.","Irwin, HS; Egler, WA","47208","1960","07","28","Southern America","Brasil","Amapá",NA,"Cachoeira Grande Roche. Frequent.","-51.883333","3.8",NA,NA,NA,"IAN108567",NA,"-51.883333","3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:52-03","EAO","IAN","117536","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"Epiphyte, fruit green, immature.","Monocotiledônea",NA,"Rchb.f.","Pires, JM; Rodrigues, WA","51322","1961","09","29","Southern America","Brasil","Amapá",NA,"Vicinity Camp 12.","-53.333333","1.183333",NA,NA,NA,"IAN117536",NA,"-53.333333","1.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:52:52-03","EAO","IAN","124170","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"Planta epífita.","Monocotiledônea",NA,"Rchb.f.","Oliveira, E","3925","1968","01","19","Southern America","Brasil","Pará",NA,"Rio jarí, Flanco do Planalto, Monte Dourado, mata alta, terra firme, arenoso, acidentado.",NA,NA,NA,NA,NA,"IAN124170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:52-03","EAO","IAN","127862","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"Epífita; flor esverdeada.","Monocotiledônea",NA,"Rchb.f.","Silva, NT da","1486","1968","12","04","Southern America","Brasil","Pará",NA,"Rio Jarí, Monte Dourado, Serrinha, mata de terra firme.",NA,NA,NA,NA,NA,"IAN127862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:52:52-03","EAO","IAN","128035","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,"Epífita sobre árvore de 40m de altura, flor amarela.","Monocotiledônea",NA,"Rchb.f.","Silva, NT da","1659a","1969","01","20","Southern America","Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,"IAN128035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:52:52-03","EAO","IAN","60244","PreservedSpecimen","Plantae","Orchidaceae","Stelis","endresii","Stelis endresii",NA,NA,NA,NA,NA,"Monocotiledônea",NA,"Rchb.f.","Schultes, RE","9821","1965","06","16","Southern America","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"IAN060244","IAN060244 IAN060244_e IAN060244_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:38-03","PUCPR","HUCP","22412","S","Plantae","Orchidaceae","Stelis","pauciflora","Stelis pauciflora","Kersten, RA",NA,NA,NA,NA,"Monocotiledonea",NA,"Lindl.","Kersten, RA","1590","2013","03","21",NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00006274","HUCP00006274",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:46:56-03","NBC","NL-BOTANY","U.1475226","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Ek RC",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1475226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asparagales","Lindl.","Ek RC; Hogeweg P",NA,"1994","04","05","Southern America","Guyana","Waraputa",NA,NA,"-58.8","5.2",NA,NA,NA,"NL-U1475226","NL-U1475226","-58.8","5.2",NA,NA,"Magnoliopsidae","U 0085132",NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:46:56-03","NBC","NL-BOTANY","U.1475225","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Christenson EA","2001","06","01","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1475225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asparagales","Lindl.","Clarke HD; Williams (Guyana) R; Perry C",NA,"1999","09","21","Southern America","Guyana","Upper Takutu-Upper Essequibo",NA,NA,"-59.233333","1.633333",NA,NA,NA,"NL-U1475225","NL-U1475225","-59.233333","1.633333",NA,NA,"Magnoliopsidae","U 0088584",NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:46:56-03","NBC","NL-BOTANY","U.1475227","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Christenson EA",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1475227 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asparagales","Lindl.","Skog LE; Feuillet CPGA; Rossman A",NA,"1986","11","10","Southern America","French Guiana","Saint-Laurent-du-Maroni",NA,NA,"-53.2","3.6",NA,NA,NA,"NL-U1475227","NL-U1475227","-53.2","3.6",NA,NA,"Magnoliopsidae","U 0084529",NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:46:56-03","NBC","NL-BOTANY","U.1475228","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Westra LYT",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1475228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Asparagales","Lindl.","Veth B",NA,"1992","01","24","Southern America","French Guiana",NA,NA,NA,"-54.166667","3.25",NA,NA,NA,"NL-U1475228","NL-U1475228","-54.166667","3.25",NA,NA,"Magnoliopsidae","U 0144032",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:26:39-03","IAP","PACA-AGP","71156","PreservedSpecimen","Plantae","Orchidaceae","Stelis","cf. littoralis","Stelis cf. littoralis","V.F. Nunes","1991","10","12","Flores esverdeadas com o centro acastanhadas. Habitat: Epífita, higrófita, luz difusa. Fenofase: flor","Magnoliophyta","Orchidales","Barb. Rodr.","V. F. Nunes et al.","1304","1991","10","12",NA,"Brasil","RS","Sapiranga","Recanto da cascata - Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,"PACA071156",NA,NA,NA,"11711","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:18:47-03","UFV","VIC","003708","PreservedSpecimen","Plantae","Orchidaceae","Stelis","littoralis","Stelis littoralis",NA,NA,NA,NA,NA,NA,NA,"Rodr.","Magalhães, G.M.; Shimoya, C.","3708",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"VIC003708","VIC003708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:41:12-03","UFJF","CESJ","60757","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","L. Menini Neto","2012","03",NA,"Interior de floresta, próximo ao curso d'água. Epífita em tronco, a ca. 2m alt., flores verde-claro. Floresceu em cultivo em III.2012.","Angiosperma",NA,"Lindl.","D.E.F. Barbosa; L. Menini Neto","50","2012","01","19","América do Sul","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água","-43.182222","-21.655833","750","800",NA,"CESJ060757",NA,"-43.182222","-21.655833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:41:12-03","UFJF","CESJ","60758","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","L. Menini Neto","2012","03",NA,"Interior de floresta, próximo ao curso d'água. Epífita a 1m de altura. Flor creme com sépalas de base acastanhada, pétalas e labelo verde.","Angiosperma",NA,"Lindl.","D.E.F. Barbosa; F.R. Silva","73","2012","03","31","América do Sul","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água","-43.182222","-21.655833","750","800",NA,"CESJ060758",NA,"-43.182222","-21.655833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:41:12-03","UFJF","CESJ","72261","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","L. Menini Neto","2018","11","28","Epífita a 1,7m. Flores com sépalas verdes com base acastanhada. Pétalas e labelo verdes. Borda de floresta a margem de leito seco.","Angiosperma",NA,"Lindl.","D.E.F. Barbosa; E.O. Barbosa","583","2018","11","28","América do Sul","Brasil","Minas Gerais","Itamarati de Minas","RPPN Usina Maurício, Floresta semidecidual","-42.832778","-21.470278","250","250",NA,"CESJ072261",NA,"-42.832778","-21.470278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:41:12-03","UFJF","CESJ","23268","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","L. Menini Neto; S.G. Furtado","2013","01",NA,"Entre pedras.","Angiosperma",NA,"Lindl.","L. Krieger; et al.","FPNC600","1988","12","18","América do Sul","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Vale Verde",NA,NA,NA,NA,NA,"CESJ023268","CESJ023268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:41:12-03","UFJF","CESJ","23276","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","L. Menini Neto; S.G. Furtado",NA,NA,NA,"Epífita, flores arroxeadas, à beira de córrego, local sombreado.","Angiosperma",NA,"Lindl.","L. Krieger; et al.","FPNC608","1988","12","17","América do Sul","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Córrego do Inácio",NA,NA,NA,NA,NA,"CESJ023276","CESJ023276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:41:12-03","UFJF","CESJ","60756","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","L. Menini Neto","2011","07","16","Interior de floresta, próximo ao curso d'água. Epífita entre 0,2m e 3m de altura. Fruto passado.","Angiosperma",NA,"Lindl.","D.E.F. Barbosa; L. Menini Neto; F.R. Silva; L. Menini Neto; F.R. Silva","22","2011","07","16","América do Sul","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água","-43.182222","-21.655833","750","800",NA,"CESJ060756",NA,"-43.182222","-21.655833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-23 19:04:09-03","UFJF","CESJ","73197","PreservedSpecimen","Plantae","Orchidaceae","Stelis","loefgrenii","Stelis loefgrenii","E. Pessoa","2013","05","02","Interior da mata. Epífita com flor rosa.","Angiosperma",NA,"Cogn.","E. Pessoa; B.S. Amorim; J.L. Costa-Lima","933","2012","05","29","América do Sul","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Mata do Quengo","-35.843889","-8.72","700","700",NA,"CESJ073197",NA,"-35.843889","-8.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-27 13:51:19-03","UFS","ASE","39386","PreservedSpecimen","Plantae","Orchidaceae","Stelis","loefgrenii","Stelis loefgrenii",NA,NA,NA,NA,"Epífita, flores vinosaas passando à verdes, folhas verdes.; Caatinga antropizada.","Magnoliophyta",NA,"Cogn.","Versieux, LM; Jardim, J; Souza, EB; Soares Neto, RL; Souza, ACD; Rolim, PL; Reis, TR; Ferreir","733","2014","03","14","Southern America","Brasil","Ceará","Guaramiranga","Pico Alto, Trilha na mata nebular.","-38.5826","-4.123",NA,NA,NA,"ASE0040893",NA,"-38.5826","-4.123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:01:02-03","UNICAMP","UEC","68172","S","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"Epífita. Flores esverdeadas.","Liliopsida",NA,"Lindl.","Goldenberg, R; et al.","29852","1993","11","12",NA,"Brazil","São Paulo","Ubatuba","Estação do I.A.C. Trilha da Sucem, Mata de encosta.","-45.1275","-23.42",NA,NA,NA,"UEC027028","UEC027028","-45.1275","-23.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-02-25 16:27:53-03","UNEMAT","HERBAM","13595","S","Plantae","Orchidaceae","Stelis","aff. argentata","Stelis aff. argentata","Koch, AK","2016","10","10",NA,NA,NA,"Lindl.","Antoniazii, S.A.","531","2016","09","27",NA,"Brasil","Pará","Jacareacanga","UHE São Manoel","-57.752799987793","-6.22221994400024",NA,NA,NA,"HERBAM013595",NA,NA,NA,"393024","auto",NA,NA,NA,NA,NA,NA,NA,NA
