"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2019-10-09 11:24:15-03","UFBA","ALCB","102754","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","C.P.Cowan","Dias, P","2005","05",NA,"Dias, P","260","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470. Localidade Subida, cerca de 1500m depois da ponte, rio Utajaí-açu, margem direita, muitos afloramentos rochosos na beira do rio","-49.481389","-27.085278","-49.481389","-27.085278","137","137","Cerca de 3m de alt. Flores vináceas. Entre rochas","ALCB063480",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:31:36-03","NBC","NL-BOTANY","L 0017970","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Kaastra RC",NA,NA,NA,"Reitz R; Klein RM",NA,"1956","10","11","Brazil","Santa Catarina",NA,"Santa Catarina, Brasil, Subida Indaial.",NA,NA,NA,NA,NA,NA,"Beira rio, arbusto 2m.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200017970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0017970","NL-L0017970",NA,"Sapindales","Southern America",NA,"isotype","Magnoliopsidae","961290299",NA,NA,NA,NA
"13","2020-02-08 10:31:36-03","NBC","NL-BOTANY","L.1079776","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079776 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079776","NL-L1079776",NA,"Sapindales","Southern America",NA,NA,"Magnoliopsidae","Uw6945",NA,NA,NA,NA
"14","2020-02-08 10:31:36-03","NBC","NL-BOTANY","L.1079777","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079777","NL-L1079777",NA,"Sapindales","Southern America",NA,NA,"Magnoliopsidae","U 0055746 | Uw 6945",NA,NA,NA,NA
"15","2020-02-08 10:31:36-03","NBC","NL-BOTANY","L.2118786","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","10","19","Brazil",NA,NA,"Subiada, Indaial.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2118786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2118786","NL-L2118786",NA,"Sapindales","Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 10:31:36-03","NBC","NL-BOTANY","U 0293395","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Reitz R",NA,"1961","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200293395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0293395",NA,NA,"Sapindales","Southern America",NA,NA,"Magnoliopsidae","Uw6945",NA,NA,NA,NA
"17","2020-02-08 10:31:36-03","NBC","NL-BOTANY","U.1577841","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","10","19","Brazil",NA,NA,"Plantas de Santa Catarina, Brasil, Subiada, Indaíal, Reira rio.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577841","NL-U1577841",NA,"Sapindales","Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2019-11-21 14:44:41-03","UFJF","CESJ","59360","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","K.Esemann-Quadros","2010","08","11","K.Esemann-Quadros; C.R.Teske; A.M.Pozzan","s.n.","2010","08","11","Brasil","Santa Catarina","Apiúna","Margem do Rio Itajaí-Açu, Lat.:27º05'30,06S; Lon.:49º28'17,01O; Alt.:133m.","-49.471392","-27.091683","-49.471392","-27.091683","133","133","Floresta Ombrófila Densa;em habitat rochoso; corredeiras. Arbusto, flor violácea.","CESJ059360",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:44:41-03","UFJF","CESJ","69099","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","A.L. de Gasper","2013","12","15","A.L. de Gasper; L.A. Funez; F. Bittencourt","3425","2013","12","15","Brasil","Santa Catarina","Apiúna","próximo a Parada Beija-Flor","-49.389842","-27.056083","-49.389842","-27.056083","93","93","Projeto REFLORA FAPESC 14843/2011-1. Arbusto na margem do rio. Flor roxa.","CESJ069099",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-04 13:19:42-03","UDESC","LUSC","7745","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Esemann-Quadros,K.","2009","03","18","Esemann-Quadros, K.; Teske, C.R. & Pozzan, A.M.",NA,"2015","03","26","Brasil","Santa Catarina","Apiúna","Margens do Rio Itajaí-Açu.","-49.3897018432617","-27.0356006622314",NA,NA,NA,NA,NA,"LUSC005484","LUSC005484",NA,NA,NA,NA,NA,NA,NA,"24893","auto",NA,NA
"21","2020-10-14 10:06:19-03","FURB","FURB","12944","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Silva, DA da; Moresco, GC","2009","07","01","Silva, D.A. da; Moresco, G.C.","1","2009","07","01","Brasil","Santa Catarina","Apiúna","Bairro São Pedro.","-49.4330556","-27.0772223","-49.4330556","-27.0772223","107","107",NA,"FURB42601","FURB42601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-14 10:06:19-03","FURB","FURB","25954","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Stano, F","2010","06","01","Torres, E.",NA,"2010","06","01","Brasil","Santa Catarina","Ibirama",NA,"-49.4966666","-27.0797223","-49.4966666","-27.0797223","141","141","Coletada junto ao leito (mata ciliar) do rio (no encontro do Rio Itajaí-Açu com o Rio Itajaí do Norte). Material estéril. Habitat: Floresta Ombrófila Densa; mata ciliar Habito: arbustiva;","FURB42600","FURB42600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:06:19-03","FURB","FURB","28582","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Esemann-Quadros, K","2010","08","11","Esemann-Quadros, K.; Teske, C.R. & Pozzan, A.M.",NA,"2010","08","11","Brasil","Santa Catarina","Apiúna","Margens do Rio Itajaí-Açu.","-49.4713889","-27.0916666","-49.4713889","-27.0916666","133","133","Coletada para projeto de pesquisa no local da população tipo. Habitat: Floresta Ombrófila Densa; rochoso, em corredeiras Habito: arbustiva; flor violácea","FURB42598","FURB42598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:06:19-03","FURB","FURB","37273","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Ribeiro, J","2011","12","15","Ribeiro, J.; Pozzan, A.M.",NA,"2011","12","15","Brasil","Santa Catarina","Apiúna","Parada Beija-flor.","-49.3913889","-27.0602778","-49.3913889","-27.0602778","90","90","Próximo do rio Itajaí Habitat: mata ciliar Habito: arbustiva; flor roxa","FURB42599","FURB42599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-14 10:06:19-03","FURB","FURB","37274","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Ribeiro, J","2011","11","03","Ribeiro, J.; Pozzan, A.M.",NA,"2011","11","03","Brasil","Santa Catarina","Indaial","Posto Encanto, próximo do rio Itajaí.","-49.2058333","-26.8916666","-49.2058333","-26.8916666","47","47",NA,"FURB03419","FURB03419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-14 10:06:19-03","FURB","FURB","43160","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Gasper, AL de","2013","12","15","Gasper, A.L. de; Funez, L.A. & Bittencourt, F.","3425","2013","12","15","Brasil","Santa Catarina","Apiúna","Próx. a Parada Beija-Flor.","-49.3897222","-27.0561111","-49.3897222","-27.0561111","93","93","Projeto REFLORA FAPESC 14843/2011-1. Habitat: margem do rio Habito: arbustiva; flor roxa","FURB42596","FURB42596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:06:19-03","FURB","FURB","53104","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Funez, L.A.","6189","2017","03","16","Brasil","Santa Catarina","Apiúna","Subida, próximo ao Ativa Rafting.","-49.4375","-27.0763889","-49.4375000","-27.0763889","103","103","Flores vináceas Habitat: Margem do rio, entre as rochas Habito: Arbusto","FURB53104","FURB53104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-08 08:56:11-03","FURB","FURB","54078","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Funez, L.A.","2017","05","31","Funez, L.A.","6378","2017","05","01","Brasil","Santa Catarina","Indaial","Foz do Encano.","-49.19","-26.8883333","-49.1900000","-26.8883333","41","41","Flores roxas, frutos maduros Habitat: Margem do rio Habito: Arbusto","FURB54078","FURB54078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-08 08:56:11-03","FURB","FURB","5880","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Uhlmann, A","2006","02","11","Grippa, C.R.",NA,"2006","02","11","Brasil","Santa Catarina","Ibirama","Ilha das Cutias.","-49.5483333","-27.0411111","-49.5483333","-27.0411111",NA,NA,NA,"FURB42603","FURB42603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:06:19-03","FURB","FURB","62671","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Bones, F.L.V.","2019","02","16","Bones, F.L.V.; Montibeler, M.","184","2019","02","16","Brasil","Santa Catarina","Indaial","Encano Norte. Beira do Rio Itajaí açu.","-49.1969444","-26.8863889","-49.1969444","-26.8863889",NA,NA,"Flor roxa Habitat: Beira de rio. Habito: Arbusto","FURB62671","FURB62671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-08 08:56:11-03","FURB","FURB","7153","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Esemann-Quadros, K.",NA,"2007","09","22","Brasil","Santa Catarina","Ibirama","Ilha das Cutias.","-49.5483333","-27.0411111","-49.5483333","-27.0411111",NA,NA,NA,"FURB42602","FURB42602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:06:19-03","FURB","FURB","2492","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Sevegnani, L.",NA,"2001","06","16","Brasil","Santa Catarina","Apiúna",NA,"-49.3897018432617","-27.0356006622314",NA,NA,NA,NA,"Projeto Embrapa / FURB.","FURB42605","FURB42605",NA,NA,NA,NA,NA,NA,NA,"24893","auto",NA,NA
"33","2019-11-08 08:56:11-03","FURB","FURB","2182","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Pozzobon, M","2004","08","04","Pozzobon, M.",NA,"2004","08","04","Brasil","Santa Catarina","Indaial","Ilha Knaesel.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,NA,"FURB42604","FURB42604",NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA
"34","2021-03-16 17:54:59-03","UCS","HUCS","42091","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan","Silva, D.A. da; Moresco, G.C.","2009","07","01","Silva, D.A. da","01","2009","07","01","Brasil","Santa Catarina","Apiúna","Bairro São Pedro","-49.433064","-27.077239","-49.433064","-27.077239","107","107","FURB 12944.; FOD, arbustiva, sobre rochas na beira do Rio Itajaí-açu.",NA,NA,"Angiospermae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:44:13-03","MBM","MBM","318842","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan","Cordeiro, J.","2009",NA,NA,"s.c.","s.n.","2001","06","16","Brazil","Santa Catarina",NA,"Apiúna",NA,NA,NA,NA,NA,NA,NA,"MBM318842","MBM318842",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:44:13-03","MBM","MBM","349404","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan","Cordeiro, J.; Lozano, E.D.","2009",NA,NA,"Quadros, K.E. de","s.n.","2007","09","22","Brazil","Santa Catarina","Ibirama","Ilha das Cutias. Margem do Rio Iguaçu","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,"MBM349404","MBM349404",NA,NA,"Southern America",NA,NA,NA,NA,"18533","auto",NA,NA
"37","2015-09-04 19:37:51-03","MNHN","RECOLNAT_MNHN_P","P06679697","PreservedSpecimen",NA,"Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Smith, L.B.|Reitz, R.",NA,"1964","10","11","Brasil","Santa Catarina","Apiúna","Rocky frequently inundated margin of Rio Itajaí-açu.","-49.41667","-27.08333",NA,NA,"100",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679697' target='other'> <mi>dwc_moreinfo</mi></a>","P06679697","P06679697_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"12410",NA
"38","2012-04-30 09:20:00-03","MO","MOBOT","100470157","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan","P. Dias",NA,NA,NA,"P. Dias|R.G. Udulutsch|O.B. Iza","Dias 262","2005","5","27","Brazil","Santa Catarina",NA,"BR 470, Localidade Subida, cerca de 1500 m depois da ponte, rio Itajaí-açu, margen direita, muitos afloramentos rochosos na beira do rio.","-49.4997222","-27.0827778",NA,NA,"152.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1"
"39","2012-04-30 11:42:00-03","MO","MOBOT","100470232","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan","P. Dias",NA,NA,NA,"P. Dias","Dias 257","2005","5","27","Brazil","Santa Catarina",NA,"Apiúna: BR 470. Localidade Subida, cerca de 1500 mm depois da ponte, rio Itajaí-açu, margem direita, muitos afloramentos rochosos na beira do rio.","-49.4697223","-27.0936111",NA,NA,"137.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1"
"40","2008-05-27 22:02:00-03","MO","MOBOT","2807649","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan","R.C. Kaastra",NA,NA,NA,"Lyman B. Smith","Smith 12410","1964","10","11","Brazil","Santa Catarina",NA,"Mun. Apiuna; Rocky frequently inundated margin of Rio Itajaí-acu.27'5' S.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-31 09:09:53-03","INPA","INPA","240237","S","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05",NA,"Dias, P","262","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470, Localidade Subida, cerca de 1500m depois da ponte, rio Itajaí-açu, amrgem direita, muito afloramentos rochosos na beira do rio.","-49.499444","-27.0825","-49.499444","-27.0825","152","152",NA,"INPA0240237",NA,"Dicotyledon Com-Clade","Sapindales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2014-09-09 14:08:46-03","UNIVILLE","JOIW","923","S","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan","Karin Quadros",NA,NA,NA,"Christian Ruan Teskz",NA,"2010","11","05","Brasil","SC","Ibirama",NA,NA,"-65.813889","70º43'71'' W","65º48'50'' S",NA,NA,"Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2014-12-23 12:41:00-02","UNIVILLE","JOIW","876","S","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan",NA,NA,NA,NA,"Morilo José Rigon Júnior",NA,"2007","09","23","Brasil","SC","Ibirama","Ilha das Cotias","-49.5178","-27.0569",NA,NA,NA,NA,"Arbusto, CAP = 20X13cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18533","auto",NA,NA
"44","2020-09-12 05:00:02-03","US","US","2403288","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan",NA,NA,NA,NA,"R. Reitz & R. M. Klein","7359","1958","10","19","Brazil","Santa Catarina","Indaial","Subida","-49.2317008972168","-26.8978004455566",NA,NA,"100",NA,"'Lenho na xiloteca'","US01858742","US01858742_01 US01858742_02",NA,"Sapindales","South America",NA,NA,"Dicotyledonae",NA,"29534","auto",NA,"1"
"45","2020-09-12 05:00:02-03","US","US","2278676","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan",NA,NA,NA,NA,"R. Reitz & R. M. Klein","3828","1956",NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00101562","US00101562_01",NA,"Sapindales","South America",NA,"Holotype","Dicotyledonae",NA,NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","2573298","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan",NA,NA,NA,NA,"L. B. Smith & R. Reitz","12410","1964","10","11","Brazil","Santa Catarina","Apiúna","Rio Itajaí-Açu","-49.42","-27.08",NA,NA,"100",NA,NA,"US01858741","US01858741_01 US01858741_02",NA,"Sapindales","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","USw25554","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S. Cowan",NA,NA,NA,NA,"Collector unknown","21961",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapindales","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"48","2021-03-15 18:29:53-03","USP","SPF","178737","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2006","12","18","Dias, P","275","2006","12","18","Brasil","Santa Catarina","Ibirama","Estrada à direita no portão de entrada da cidade, então entrada à direita após a ponte (estreita) reformada pela Usina, margem direita do Rio Itajaí-açu, entre afloramentos rochosos na beira da água1","-49.499667","-27.082861","-49.499667","-27.082861",NA,NA,"Arbusto, ca. 3 m alt., crescendo entre os afloramentos rochosos na beira do rio, formando pequena população agregada. Flores com rola vinácea, filetes creme, anteras amarelas (ambos ficando vináceos com a idade), disco vináceo. Fruto","SPF00178737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
