"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","class","individualCount"
"11","2020-11-04 10:56:25-03","ESALQ","ESA","132780","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Souza, V. C","2013",NA,NA,"Colletta, G.D.; Coelho, R. L. G; Calliari, C. P; Barroso, R","2013","02","15","Brasil","São Paulo","Santa Isabel","-46.2200012207031","-23.3099994659424",NA,NA,"ESA132780",NA,NA,NA,NA,"812.0",NA,"Fragmento 19 (TAV)",NA,NA,NA,"Árvore (sílica)","15272","auto",NA,NA,NA,NA,NA,NA
"12","2020-11-04 10:56:25-03","ESALQ","ESA","85613","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","Stadnik, A.",NA,NA,NA,"Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","2003","11","07","Brasil","Paraná",NA,NA,NA,NA,NA,"ESA085613",NA,NA,NA,NA,"998.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:15:04-03","ESALQ","ESA","104475","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha",NA,"Kuntz, J.","2011",NA,NA,"Aguiar, O.T.","2002","03","14","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"ESA104475","ESA104475","Magnoliophyta",NA,NA,"1021.0",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:15:04-03","ESALQ","ESA","80006","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Kuntz, J.","2011",NA,NA,"Hatschbach, G. ; Oliveira, P.I.","1970","07","22","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"ESA080006","ESA080006","Magnoliophyta",NA,NA,"43033.0",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:15:04-03","ESALQ","ESA","87845","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Kuntz, J.","2011",NA,NA,"Lucas, E.J. et al.","2003","10","25","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"ESA087845",NA,"Magnoliophyta",NA,NA,"121.0",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:15:04-03","ESALQ","ESA","37249","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Kuntz, J.","2011",NA,NA,"Jarenkow, J.A. ; Sobral, M.","1993","03","30","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,"ESA037249","ESA037249","Magnoliophyta",NA,NA,"2357.0",NA,NA,NA,NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:15:04-03","ESALQ","ESA","109393","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha",NA,NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109393","ESA109393","Magnoliophyta",NA,NA,"548.0",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:15:04-03","ESALQ","ESA","123923","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha",NA,"Souza, V.C.","2013",NA,NA,"Souza, V.C. ; Flores, T.B.","2013","05","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"ESA123923",NA,"Magnoliophyta",NA,NA,"35024.0",NA,"Área da Cia. Votorantim. Trilha do Rio Dezembro.",NA,NA,NA,"Árvore, ca. 6 m alt. Vegetativo.","41034","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:15:04-03","ESALQ","ESA","52039","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Kuntz, J.","2011",NA,NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"ESA052039","ESA052039","Magnoliophyta",NA,NA,"474.0",NA,"Parcela permanente - Parque Estadual de Carlos Botelho","400","400",NA,"no sub-bosque","34059","auto",NA,NA,NA,NA,NA,NA
"20","2015-07-02 14:03:24-03","JBP","HPL","10480","S","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","V.C. Souza","2012","06","04","R. Tsuji","2008","03","09","Brasil","RS","Torres","-49.7269","-29.3353",NA,NA,NA,NA,NA,NA,NA,"2504",NA,"Coletado nas proximidades do município de Torres; estrada de terra para Pirataba-RS.",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"21","2019-12-19 08:15:24-03","FPS","FPS","2868","MachineObservation","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Schwirkowski, P.","2017","07","29","Schwirkowski, P.","2017","07","29","Brasil","Santa Catarina","São Bento do Sul","-49.38898","-26.296916","-49.38898","-26.296916","FPS02868,MBM423591,FURB55731","FPS02868_v01 FPS02868_v02 FPS02868_v03 FPS02868_v04 FPS02868_v05 FPS02868_v06 FPS02868_v07 FPS02868_v08 FURB55731",NA,NA,NA,"2295",NA,"Serra Alta. Em caíva, atrás da Implantec",NA,NA,NA,"<ll>dwc_commonname:</ll> Jaboticaba-do-campo",NA,NA,"voucher","FURB 55731, MBM 423591",NA,NA,NA,NA
"22","2019-12-19 08:15:24-03","FPS","FPS","976","MachineObservation","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Molz, M.","2015","11","07","Schwirkowski, P.","2015","10","17","Brasil","Santa Catarina","São Bento do Sul","-49.389684","-26.29602","-49.389684","-26.29602","FPS00976,FURB48590","FPS00976_v01 FPS00976_v02 FPS00976_v03 FPS00976_v04 FPS00976_v05 FPS00976_v06 FURB48590",NA,NA,NA,"1241",NA,"Serra Alta - Atrás da Implantec",NA,NA,NA,"<ll>dwc_commonname:</ll> Jaboticaba-do-campo",NA,NA,"voucher","FURB 48590",NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0042915","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora brachybotrya","D. Legrand","D. Legrand",NA,NA,NA,"G. Hatschbach","1968",NA,"30","Brazil","Parana",NA,"-48.8","-25.5667",NA,NA,NA,NA,"Magnoliophyta","Myrtales","brachybotrya","19279",NA,"Rio Sagrado de Cima (Mun. Morretes).","150",NA,NA,"Arvoreta, 8m, flor alva, tronco, 20cm, casca cinza, lisa.",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:40:26-03","UFJF","CESJ","39168","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","M. Sobral","1999",NA,NA,"G. Hatschbach; P.I.Oliveira","1970","07","22","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"CESJ039168",NA,"Angiosperma",NA,NA,"43033","América do Sul","Roça Nova",NA,NA,NA,"Árvore, 5 m, flor alva; mata.","12577","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:36:57-03","UNICAMP","UEC","11714","S","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Souza, MC","2009","01",NA,"Hatschbach, G","1969","07","04","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"UEC103180","UEC103180","Magnoliopsida",NA,NA,"21700",NA,"S. Sebastião.",NA,NA,NA,"Arvoreta 10 m, flor alva, odorífera.; Mata pluvial, vertente atlantica.","38300","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-04 13:19:31-03","UDESC","LUSC","7974","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,"2007","04","05","Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"LUSC008852","LUSC008852",NA,NA,NA,"548",NA,"Parque Estadual de Carlos Botelho.",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:03:40-03","FURB","FURB","20649","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Sobral, M","2010","01","25","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","06","17","Brasil","Santa Catarina","Anitápolis","-49.23","-27.9","-49.2300000","-27.9000000","FURB33842","FURB33842",NA,NA,NA,"3882",NA,"Rio do Meio.","602","602",NA,"Fito IFFSC 221 /L/18 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:03:40-03","FURB","FURB","29741","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Oliveira, AA de","2010","10","04","Korte, A.; Kniess, A.","2010","09","01","Brasil","Santa Catarina","Doutor Pedrinho","-49.5905555","-26.6402777","-49.5905555","-26.6402777","FURB33845","FURB33845",NA,NA,NA,"4255",NA,"Cerro Azul.","957","957",NA,"Florística IFFSC 856 (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:03:40-03","FURB","FURB","29981","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Sobral, M","2010","08","15","Stival-Santos, A.; Meyer, D. & Silveira, S.","2010","04","20","Brasil","Santa Catarina","Major Gercino","-49.14","-27.4497222","-49.1400000","-27.4497222","FURB02596","FURB02596",NA,NA,NA,"2637",NA,NA,"708","708",NA,"Florística IFFSC 385 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; flor branca",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:03:40-03","FURB","FURB","32844","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Sobral, M","2010","10","29","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","07","10","Brasil","Santa Catarina","Antônio Carlos","-48.87","-27.45","-48.8700000","-27.4500000","FURB33846","FURB33846",NA,NA,NA,"3003",NA,"RPPN Caraguatá.","710","710",NA,"Florística IFFSC e388b (Arbórea) Habitat: Floresta Ombrófila Densa Montana; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:03:40-03","FURB","FURB","34988","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Sobral, M","2010",NA,NA,"Korte, A.; Kniess, A.","2010","02","18","Brasil","Santa Catarina","Taió","-50.1305556","-27.0002778","-50.1305556","-27.0002778","FURB33843","FURB33843",NA,NA,NA,"6973",NA,"Fazenda Tarumã.","802","802",NA,"Voucher estéril IFFSC 625 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:03:40-03","FURB","FURB","46593","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Sobral, M","2015","07","10","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","2014","08","20","Brasil","Santa Catarina","Indaial","-49.1969444","-27.1097222","-49.1969444","-27.1097222","FURB33844","FURB33844",NA,NA,NA,"113",NA,"Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","642","642",NA,"Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:03:40-03","FURB","FURB","55731","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Schwirkowski, P.","2017","07","29","Schwirkowski, P.","2017","07","29","Brasil","Santa Catarina","São Bento do Sul","-49.3888889","-26.2938889","-49.3888889","-26.2938889","FURB55731","FURB55731",NA,NA,NA,"2295",NA,"Serra Alta. Em caíva, atrás da Implantec.","800","800",NA,"Frutos imaturos Habitat: Heliófita Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-16 17:54:01-03","UCS","HUCS","19487","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(Legrand) Sobral","Sobral, M.","1998",NA,NA,"Silva, J.M.","1989","06","08","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Angiospermae","Myrtales",NA,"619",NA,"Borda do Campo",NA,NA,NA,"arvoreta 4m, flor alvacenta; mata pluvial","12577","auto",NA,NA,NA,NA,NA,NA
"35","2019-08-16 08:40:18-03","UTFPR","HCF","18647","S","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","M.L. Brotto","2013","11","14","M.L. Brotto","2013","10","24","Brasil","PR","Piraquara","-49.015833","-25.445556","49°00'57 W","25°26'44 S",NA,NA,NA,NA,NA,"1390",NA,"Recreio da Serra","965","965",NA,"árvore 7 m; frutos verdes. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-18 10:58:15-03","UFRRJ","RBR","45061","S","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral",NA,NA,NA,NA,"M.C. Souza","2006","07","20","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"RBR00045061","RBR00045061",NA,NA,NA,"347",NA,"Propriedade do Senhor Luiz Augusto. Próximo ao Parque das Serras dos Órgãos, em solo argiloso, na encosta.",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA
"37","2020-06-29 09:31:39-03","UFRRJ","RBR","42338","S","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","L.F. Gonçalves",NA,NA,NA,"L.F. Gonçalves","2015","05","18","Brasil","Rio de Janeiro","Guapimirim","-43.006944","-22.472222","43º0'25''W","22º28'20''S","RBR00042338","RBR00042338",NA,NA,NA,"126",NA,"Parque Nacional da Serra dos Órgãos. Trilha do Dedo de Deus (base dos cabos de aço). Parque Nacional da Serra dos Órgãos","1261","1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 09:31:39-03","UFRRJ","RBR","45296","S","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"M.C. Souza; L.F.G. Silva, L. Carvalho","2012","09","14","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"RBR00045296","RBR00045296",NA,NA,NA,"1089",NA,"Parque Nacional da Serra dos Orgãos. Estrada subindo para a barragem km2, margem do rio Paqueque.",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"39","2020-06-29 09:31:39-03","UFRRJ","RBR","45297","S","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"M.C. Souza; L.F.G. Silva","2012","06","13","Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"RBR00045297","RBR00045297",NA,NA,NA,"1074",NA,"Parque Nacional da Serra dos Orgãos. Trilha para o Dedo de Deus.",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:36:53-03","MBM","MBM","53801","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora brachybotrya","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","1962","08","04","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM053801","MBM053801",NA,NA,"brachybotrya","9192","Southern America","Pedra Branca de Araraquara","50","100",NA,"Árvore 12m, flor alva; mata pluvial da base litorânea da Serra do Mar; Árvore 12m, flor alva.; Mata pluvial da base litorânea da Serra do Mar.","41937","auto",NA,NA,"PARATYPE",NA,NA,NA
"41","2020-12-21 16:36:53-03","MBM","MBM","1168","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora brachybotrya","D.Legrand",NA,NA,NA,NA,"Hatschbach, G.","1966","08","12","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM001168","MBM001168",NA,NA,"brachybotrya","14590","Southern America","Colônia Santos Andrade",NA,NA,NA,"Arvoreta de flor alva, matinha da beira do campo ácido; Arvoreta de flor alva.; Matinha da beira do campo ácido.","45291","auto",NA,NA,"PARATYPE",NA,NA,NA
"42","2020-12-21 16:37:37-03","MBM","MBM","3801","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1967","08","03","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"MBM003801","MBM003801",NA,NA,NA,"16878","Southern America","Sítio do Belizário",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:37:37-03","MBM","MBM","63697","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Pelanda, P.","1974","06","21","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM063697","MBM063697",NA,NA,NA,"s.n.","Southern America","Barreirinha",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:37:37-03","MBM","MBM","293178","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral",NA,NA,NA,NA,"Lucas, E.J.","2003","10","26","Brazil","Paraná","Marmeleiro","-53.0261001586914","-26.1494007110596",NA,NA,"MBM293178","MBM293178",NA,NA,NA,"133","Southern America","Recanto Shalon",NA,NA,NA,NA,"27396","auto",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:37:37-03","MBM","MBM","6548","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1968","05","30","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM006548","MBM006548",NA,NA,NA,"19279","Southern America","Rio Sagrado de Cima",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:37:37-03","MBM","MBM","66216","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Oliveira, P.I.; Oliveira, P.I.","1970","07","22","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM066216","MBM066216",NA,NA,NA,"43033","Southern America","Roça Nova",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
