"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus"
"11","2020-12-21 16:38:44-03","MBM","MBM","202","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Hatschbach, G.","13122","1965","11","11","Southern America","Brazil","Paraná","Morretes","Cabeceiras do Rio Arraial","-48.834400177002","-25.476900100708",NA,NA,"MBM000202","MBM000202",NA,NA,NA,"Pabst, G.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:38:44-03","MBM","MBM","1048","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Hatschbach, G.","14391","1966","05","29","Southern America","Brazil","Paraná","Paranaguá","Sertão do Guarani","-48.5092010498047","-25.5200004577637",NA,NA,"MBM001048","MBM001048",NA,NA,NA,"Pabst, G.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:38:44-03","MBM","MBM","29926","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Hatschbach, G.","2610","1952","02","23","Southern America","Brazil","Paraná","Piraquara","Rio Taquari","-49.0633010864258","-25.4416999816895",NA,NA,"MBM029926","MBM029926",NA,NA,NA,"Pabst, G.","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:38:44-03","MBM","MBM","14090","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Hatschbach, G.","23280","1969","12","30","Southern America","Brazil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,"MBM014090","MBM014090",NA,NA,NA,"Hatschbach, G.","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:38:44-03","MBM","MBM","2202","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Hatschbach, G.","14578","1966","08","12","Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,"MBM002202","MBM002202",NA,NA,NA,"Pabst, G.","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:38:44-03","MBM","MBM","29925","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Hatschbach, G.","1250","1949","03","20","Southern America","Brazil","Paraná","São José dos Pinhais","Estrada Curitiba - Joinville, entre São Joãozinho e Itararé","-49.2064018249512","-25.5347003936768",NA,NA,"MBM029925","MBM029925",NA,NA,NA,"Pabst, G.","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:38:44-03","MBM","MBM","1343","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","14726","1966","09","15","Southern America","Brazil","Paraná","Morretes","Rio Ipiranga","-48.834400177002","-25.476900100708",NA,NA,"MBM001343","MBM001343",NA,NA,NA,"Pabst, G.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:44:49-03","UFMG","BHCB","149865","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Almeida, TE; Mota, NFO; Ramalho, AJ; Lau, BL; Batista, JAN","2908","2011","03","17","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda Onça, Trilha para o Pico do Carrasco.","-45.338333","-22.611611",NA,"Erva epífita a 2m de altura. Flores creme com labelo vináceo; No interior de floresta. Floresta Ombrófila Mista","BHCB014503",NA,"1826","1826",NA,NA,NA,NA,"-45.338333","-22.611611",NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:21:00-03","UFPR","UPCB","83142","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pabstiella","bradei","Pabstiella bradei","(Schltr.) Luer","Toscano de Brito, A.L.V.","2918","2011","07","24",NA,"Brasil","Santa Catarina","Pomerode",NA,"-49.1768989562988","-26.7406005859375",NA,"Ramicaules verdes; bainhas pardas; folhas verdes; sépalas amarelo-esverdeadas; pétalas alaranjadas; labelo vinoso, amarelado na base; coluna alaranjada.. Coletada e cultivada por M.L. Klingelfus s.n., fl. cult. 07/10/2011. Provavelmente duplicata de Tosc",NA,NA,NA,NA,NA,"Toscano de Brito, A.L.V.","14075","auto",".",NA,"2015","05","20",NA,NA,NA
"20","2021-02-11 17:21:00-03","UFPR","UPCB","83126","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pabstiella","bradei","Pabstiella bradei","(Schltr.) Luer","Toscano de Brito, A.L.V.","2902","2011","07","24",NA,"Brasil","Santa Catarina","Pomerode",NA,"-49.1768989562988","-26.7406005859375",NA,"Ramicaules verdes; bainhas pardas; folhas verdes. Sépalas amarelo-esverdeadas; pétalas alaranjadas; labelo vinoso, amarelado na base; coluna alaranjada.. Coletada e cultivada por M.L. Klingelfus s.n., fl. cult. 24/07/2011.",NA,NA,NA,NA,NA,"Toscano de Brito, A.L.V.","14075","auto",NA,NA,"2015","05","15",NA,NA,NA
"21","2021-02-11 17:21:00-03","UFPR","UPCB","6512","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Hatschbach, G.","13122","1965","11","11",NA,"Brasil","Paraná","Morretes","Cabeçeira do Rio Arraial","-48.834400177002","-25.476900100708",NA,"Epífita, flor creme com nervuras vinosas..",NA,NA,NA,NA,NA,"Pabst, G.","30514","auto",NA,NA,"1967","10",NA,NA,NA,NA
"22","2021-02-11 17:21:00-03","UFPR","UPCB","70054","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Mancinelli, W.S.","1177","2010","03","16",NA,"Brasil","Paraná","Lapa","Parque Estadual do Monge","-49.7158012390137","-25.7696990966797",NA,"Epífita, ocorrente em Floresta Ombrófila Mista..",NA,NA,NA,NA,NA,"Mancinelli, W.S.","49965","auto",NA,NA,"2010","03","16",NA,NA,NA
"23","2009-07-09 17:05:00-03","MO","MOBOT","2483169","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","bradei","Specklinia bradei","(Schltr.) Luer","Gert G. Hatschbach","Hatschbach 23280",NA,NA,NA,"South America","Brazil","Paraná",NA,"Quatro-Barras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-05-28 17:23:58-03","UNIOESTE","UNOP","8193","S","Plantae",NA,NA,"Orchidaceae","Pabstiella","bradei","Pabstiella bradei","(Schltr.) Luer","Neves, R.C.P.","64","2008","08","03",NA,"Brasil","Paraná","Cascavel","Parque Ecológico Tarquínio Joslin dos Santos","-53.4552993774414","-24.9557991027832",NA,"24,5819",NA,NA,NA,NA,NA,"Neves, R.C.P.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-05-28 17:23:58-03","UNIOESTE","UNOP","8181","S","Plantae",NA,NA,"Orchidaceae","Pabstiella","bradei","Pabstiella bradei","(Schltr.) Luer","Neves, R.C.P.","75","2008","08","16",NA,"Brasil","Paraná","Cascavel","Parque Ecológico Tarquínio Joslin dos Santos","-53.4552993774414","-24.9557991027832",NA,"24,5819",NA,NA,NA,NA,NA,"Neves, R.C.P.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:48:31-03","MBML","MBML-HERBARIO","13637",NA,"Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","L. Kollmann","3237","2000","10","15",NA,"Brasil","Espírito Santo","Santa Teresa","Penha, Sítio do R. Pizziolo","-40.555833","-19.935",NA,"Epífita na sombra, beira do rio. Folhas verdes com pintas vináceas na face abaxial. Pétalas vináceas, labelo vináceo com lóbulos laterais amarelos, sépalas amarelas com listras vináceas.","MBML013637",NA,NA,NA,NA,"L. Kollmann & C. N. Fraga/2000",NA,NA,"40W33'21","19S56'6",NA,NA,NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","2691394","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei",NA,"G. Hatschbach","13122","1965","11","11","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US00446508","US00446508_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"28","2021-03-25 13:53:06-03","UNIVILLE","JOI","15288","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","bradei","Specklinia bradei","(Schltr.) Luer","T.J. Cadorin","2402",NA,NA,NA,NA,"Brasil",NA,"Brasil","E 801 B.",NA,NA,NA,"; HABITO: Epífita","JOI015288",NA,NA,NA,NA,"Mancinelli, W. S.",NA,NA,NA,NA,"2014","05","05",NA,NA,NA
"29","2021-03-25 13:53:06-03","UNIVILLE","JOI","15150","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","bradei","Specklinia bradei","(Schltr.) Luer","Mancinelli, W.S.","1123","2010","01","12",NA,"Brasil","Paraná","Sengés","Fazenda Santo Gil.","-49.4636001586914","-24.1128005981445",NA,"; HABITAT: cerrado; HABITO: Epífita","JOI015150",NA,NA,NA,NA,"Mancinelli, W. S.","55682","auto",NA,NA,"2010","01","12",NA,NA,NA
"30","2021-03-25 13:53:06-03","UNIVILLE","JOI","15115","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Specklinia","bradei","Specklinia bradei","(Schltr.) Luer","Mancinelli, W.S.","1160","2010","02","16",NA,"Brasil","Paraná","Tibagi","Canyon do Guartelá.","-50.4136009216309","-24.5093994140625",NA,"; HABITAT: mata ciliar; HABITO: Epífita","JOI015115",NA,"890","890",NA,"M.E. Engels","56988","auto",NA,NA,"2010","02","16",NA,NA,NA
"31","2019-07-09 12:46:45-03","F","FMNH-SEEDPLANTS","V0434762F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Trichosalpinx","bradei","Trichosalpinx bradei",NA,"G. Hatschbach","13122","1965","11","11","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0434762F","V0434762F_01 V0434762F_02",NA,NA,"Monocotyledoneae","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"13122",NA
"32","2020-07-23 12:17:24-03","CEPLAC","CEPEC","134596","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pabstiella","bradei","Pabstiella bradei",NA,"Leitman, P.M.","495","2011","11","14",NA,"Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras. Trilha do Mirante do srº Arthur.","-39.381111",NA,NA,"Foto. Unicata",NA,NA,"523","523",NA,"L. Menini Neto",NA,NA,"39w22'52","1512'17",NA,NA,NA,NA,NA,NA
"33","2020-08-20 14:54:49-03","UFSC","FLOR","2605","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Pabstiella","bradei","Pabstiella bradei","(Schltr.) Luer","Klein, R.M.; Bresolin, A.","10883","1973","03","02",NA,"Brasil","Santa Catarina","Benedito Novo","Rio do Zinco, Alto Benedito.","-49.3643989562988","-26.7828006744385",NA,"epífito, flor roxeada. exemplar único.","FLOR0002605",NA,"750","750",NA,"Pabst, G.","20912","auto",NA,NA,"1974","06","26",NA,NA,NA
"34","2020-08-20 14:54:49-03","UFSC","FLOR","2611","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Pabstiella","bradei","Pabstiella bradei","(Schltr.) Luer","Klein, R.M.","9567","1971","06","24",NA,"Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,"epífito. Exemplar único.","FLOR0002611",NA,"700","700",NA,"Pabst, G.","31105","auto",NA,NA,"1974","06","28",NA,NA,NA
"35","2019-11-21 10:13:40-03","IBt","SP","232326","S","Plantae",NA,NA,"Orchidaceae","Pabstiella","bradei","Pabstiella bradei","(Schltr.) Luer","Barros, F","260","1980","06","01",NA,"Brasil","São Paulo","Juquitiba",NA,"-47.060001373291","-23.9300003051758",NA,NA,NA,NA,NA,NA,NA,"Barros, F","24559","auto",NA,NA,"2013","05","24",NA,NA,NA
"36","2019-11-21 10:13:40-03","IBt","SP","2151","S","Plantae",NA,NA,"Orchidaceae","Pabstiella","bradei","Pabstiella bradei","(Schltr.) Luer","Gehrt, A","s.n.","1921","11","15",NA,"Brasil","São Paulo","Santo André","Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"Barros, F; Gonçalves, GF","27258","auto",NA,NA,"2013","04","12",NA,NA,NA
"37","2019-11-21 10:13:41-03","IBt","SP","4614","S","Plantae",NA,NA,"Orchidaceae","Pleurothallis","bradei","Pleurothallis bradei","Schltr.","Brade, AC","7746","1915","01","15",NA,"Brasil","São Paulo","Santo André","Estação Campo Grande","-46.5299987792969","-23.6599998474121",NA,NA,"SP002329","SP002329",NA,NA,NA,"Handro, O","27258","auto",NA,NA,"1975","05",NA,NA,NA,"Isotype"
