"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","identifiedBy","locality","individualCount","yearIdentified","monthIdentified","phylum","typeStatus"
"127","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2639","2014","05","10",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.445917","-3.855472","-32.445917","-3.855472","30","30",NA,NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"128","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2638","2014","05","10",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.445917","-3.855472","-32.445917","-3.855472","30","30",NA,NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"129","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2637","2014","05","10",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.445917","-3.855472","-32.445917","-3.855472","30","30",NA,NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"130","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2636","2014","05","10",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.445917","-3.855472","-32.445917","-3.855472","30","30",NA,NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"131","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2635","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.427611","-3.871","-32.427611","-3.871","46","46","Sobre solo no interior de vegetação no Morro do Abreu, ao lado do Morro da Madeira",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"132","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2634","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.427611","-3.871","-32.427611","-3.871","46","46","Sobre solo no interior de vegetação no Morro do Abreu, ao lado do Morro da Madeira",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"133","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2633","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.427611","-3.871","-32.427611","-3.871","46","46","Sobre solo no interior de vegetação no Morro do Abreu, ao lado do Morro da Madeira",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"134","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2632","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.427611","-3.871","-32.427611","-3.871","46","46","Sobre solo no interior de vegetação no Morro do Abreu, ao lado do Morro da Madeira",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"135","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2631","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.427611","-3.871","-32.427611","-3.871","46","46","Sobre solo no interior de vegetação no Morro do Abreu, ao lado do Morro da Madeira",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"136","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2630","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.427611","-3.871","-32.427611","-3.871","46","46","Sobre solo no interior de vegetação no Morro do Abreu, ao lado do Morro da Madeira",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"137","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2629","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.427611","-3.871","-32.427611","-3.871","46","46","Sobre solo no interior de vegetação no Morro do Abreu, ao lado do Morro da Madeira",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"138","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2628","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.469722","-3.879167","-32.469722","-3.879167","200","200","Sobre solo e rocha com sedimento no primeiro mirante",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"139","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2627","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.469722","-3.879167","-32.469722","-3.879167","200","200","Sobre solo e rocha com sedimento no primeiro mirante",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"140","2021-03-01 11:51:32-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2626","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.469722","-3.879167","-32.469722","-3.879167","200","200","Sobre solo e rocha com sedimento no primeiro mirante",NA,"Reis, TR",NA,NA,"2014","05",NA,NA
"141","2019-11-01 15:12:38-03","UnB","UB","202753","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Gepp","Pereira, CG; Santos, ND","237","2014","05","04","Southern America","Brasil","Pernambuco","Fernando de Noronha","-32.442778","-3.858056","-32.442778","-3.858056","52","52","Associado à Fissidens angustifolius; Hospedado em solo",NA,"Pereira, CG","Mata na estrada para Mirante dos Golfinhos",NA,"2014","06","Marchantiophyta",NA
"142","2019-11-01 15:12:38-03","UnB","UB","202755","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Gepp","Pereira, CG; Santos, ND","239","2014","05","04","Southern America","Brasil","Pernambuco","Fernando de Noronha","-32.442778","-3.858056","-32.442778","-3.858056","52","52","Associado à Fissidens lindberg; Hospedado em solo",NA,"Pereira, CG","Mata na estrada para Mirante dos Golfinhos",NA,"2014","06","Marchantiophyta",NA
"143","2019-11-01 15:12:38-03","UnB","UB","202757","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Gepp","Pereira, CG; Santos, ND","241","2014","05","04","Southern America","Brasil","Pernambuco","Fernando de Noronha","-32.442778","-3.857778","-32.442778","-3.857778","52","52","Hospedado em solo",NA,"Pereira, CG","Rochas em frente à Praia do Americano",NA,"2014","06","Marchantiophyta",NA
"144","2019-11-01 15:12:38-03","UnB","UB","202967","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Gepp","Pereira, CG; Santos, ND","451","2014","05","09","Southern America","Brasil","Pernambuco","Fernando de Noronha","-32.469722","-3.879167","-32.469722","-3.879167","200","200","Hospedado em solo",NA,"Pereira, CG","Primeiro Mirante da Sapata (Capim Açu), indo para o Mirante do Portão da Sapata",NA,"2014","08","Marchantiophyta",NA
"145","2019-11-01 15:12:38-03","UnB","UB","202988","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Gepp","Pereira, CG; Santos, ND","481","2014","05","09","Southern America","Brasil","Pernambuco","Fernando de Noronha","-32.444167","-3.8575","-32.444167","-3.8575","64","64","Hospedado em solo",NA,"Pereira, CG","2º Mirante para Baia dos Golfinhos, indo para Baia do sancho",NA,"2014","08","Marchantiophyta",NA
"146","2014-09-23 10:59:23-03","G","G","G00115790","S","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Gepp","Ridley, H. N.",NA,"1887","08","24","AMERIQUE DU SUD","Brazil","Pernambuco","Fernando de Noronha","-32.41055556","-3.83944444","-32.41055556","-3.83944444",NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00115790","?",NA,NA,NA,NA,NA,"TYPUS of Riccia ridleyi A. Gepp"
