"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","identifiedBy","locality","individualCount","yearIdentified","monthIdentified","phylum","typeStatus"
"38","2021-03-01 11:51:32-03","UFPE","UFP","78031","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2641","2014","05","10",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.855472","-32.442806","-3.855472","30","30",NA,"UFP078031","Reis, TR",NA,NA,"2014","05",NA,NA
"39","2021-03-01 11:51:32-03","UFPE","UFP","78032","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2621","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.879167","-32.442806","-3.879167","200","200","Sobre solo e rocha com sedimento no primeiro mirante","UFP078032","Reis, TR",NA,NA,"2014","05",NA,NA
"40","2021-03-01 11:51:32-03","UFPE","UFP","78033","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2639","2014","05","10",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.855472","-32.442806","-3.855472","30","30",NA,"UFP078033","Reis, TR",NA,NA,"2014","05",NA,NA
"41","2021-03-01 11:51:32-03","UFPE","UFP","78034","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2622","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.879167","-32.442806","-3.879167","200","200","Sobre solo e rocha com sedimento no primeiro mirante","UFP078034","Reis, TR",NA,NA,"2014","05",NA,NA
"42","2021-03-01 11:51:32-03","UFPE","UFP","78035","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2623","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.879167","-32.442806","-3.879167","200","200","Sobre solo e rocha com sedimento no primeiro mirante","UFP078035","Reis, TR",NA,NA,"2014","05",NA,NA
"43","2021-03-01 11:51:32-03","UFPE","UFP","78036","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2615","2014","05","08",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.856667","-32.442806","-3.856667","60","60","Sobre solo no interior de vegetação ao lado da trilha Longa Atalaia/Caieiras (trilha pelo alto da Serra)","UFP078036","Reis, TR",NA,NA,"2014","05",NA,NA
"44","2021-03-01 11:51:32-03","UFPE","UFP","78037","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2589","2014","05","04",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.858028","-32.442806","-3.858028","52","52","Sobre solo na trilha na mata próxima à estrada para a Praia do Americano","UFP078037","Reis, TR",NA,NA,"2014","05",NA,NA
"45","2021-03-01 11:51:32-03","UFPE","UFP","78038","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2625","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.879167","-32.442806","-3.879167","200","200","Sobre solo e rocha com sedimento no primeiro mirante","UFP078038","Reis, TR",NA,NA,"2014","05",NA,NA
"46","2021-03-01 11:51:32-03","UFPE","UFP","78051","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2611","2014","05","08",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.856667","-32.442806","-3.856667","60","60","Sobre solo no interior de vegetação ao lado da trilha Longa Atalaia/Caieiras (trilha pelo alto da Serra)","UFP078051","Reis, TR",NA,NA,"2014","05",NA,NA
"47","2021-03-01 11:51:32-03","UFPE","UFP","78052","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2607","2014","05","04",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.857806","-32.442806","-3.857806","52","52","Solo entre rochas no topo do morro em frente à Praia do Americano","UFP078052","Reis, TR",NA,NA,"2014","05",NA,NA
"48","2021-03-01 11:51:32-03","UFPE","UFP","78053","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2590","2014","05","04",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.858028","-32.442806","-3.858028","52","52","Sobre solo na trilha na mata próxima à estrada para a Praia do Americano","UFP078053","Reis, TR",NA,NA,"2014","05",NA,NA
"49","2021-03-01 11:51:32-03","UFPE","UFP","78054","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2612","2014","05","08",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.856667","-32.442806","-3.856667","60","60","Sobre solo no interior de vegetação ao lado da trilha Longa Atalaia/Caieiras (trilha pelo alto da Serra)","UFP078054","Reis, TR",NA,NA,"2014","05",NA,NA
"50","2021-03-01 11:51:32-03","UFPE","UFP","78055","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2601","2014","05","04",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.857806","-32.442806","-3.857806","52","52","Solo entre rochas no topo do morro em frente à Praia do Americano","UFP078055","Reis, TR",NA,NA,"2014","05",NA,NA
"51","2021-03-01 11:51:32-03","UFPE","UFP","78056","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2608","2014","05","08",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.856667","-32.442806","-3.856667","60","60","Sobre solo no interior de vegetação ao lado da trilha Longa Atalaia/Caieiras (trilha pelo alto da Serra)","UFP078056","Reis, TR",NA,NA,"2014","05",NA,NA
"52","2021-03-01 11:51:32-03","UFPE","UFP","78057","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2609","2014","05","08",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.856667","-32.442806","-3.856667","60","60","Sobre solo no interior de vegetação ao lado da trilha Longa Atalaia/Caieiras (trilha pelo alto da Serra)","UFP078057","Reis, TR",NA,NA,"2014","05",NA,NA
"53","2021-03-01 11:51:32-03","UFPE","UFP","78058","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2591","2014","05","04",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.858028","-32.442806","-3.858028","52","52","Sobre solo na trilha na mata próxima à estrada para a Praia do Americano","UFP078058","Reis, TR",NA,NA,"2014","05",NA,NA
"54","2021-03-01 11:51:32-03","UFPE","UFP","78059","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2597","2014","05","04",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.858028","-32.442806","-3.858028","52","52","Sobre solo na trilha na mata próxima à estrada para a Praia do Americano","UFP078059","Reis, TR",NA,NA,"2014","05",NA,NA
"55","2021-03-01 11:51:32-03","UFPE","UFP","78060","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2596","2014","05","04",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.858028","-32.442806","-3.858028","52","52","Sobre solo na trilha na mata próxima à estrada para a Praia do Americano","UFP078060","Reis, TR",NA,NA,"2014","05",NA,NA
"56","2021-03-01 11:51:32-03","UFPE","UFP","78061","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2626","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.879167","-32.442806","-3.879167","200","200","Sobre solo e rocha com sedimento no primeiro mirante","UFP078061","Reis, TR",NA,NA,"2014","05",NA,NA
"57","2021-03-01 11:51:32-03","UFPE","UFP","78062","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2617","2014","05","08",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.856667","-32.442806","-3.856667","60","60","Sobre solo no interior de vegetação ao lado da trilha Longa Atalaia/Caieiras (trilha pelo alto da Serra)","UFP078062","Reis, TR",NA,NA,"2014","05",NA,NA
"58","2021-03-01 11:51:32-03","UFPE","UFP","78063","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2616","2014","05","08",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.856667","-32.442806","-3.856667","60","60","Sobre solo no interior de vegetação ao lado da trilha Longa Atalaia/Caieiras (trilha pelo alto da Serra)","UFP078063","Reis, TR",NA,NA,"2014","05",NA,NA
"59","2021-03-01 11:51:32-03","UFPE","UFP","78064","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2630","2014","05","09",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.871","-32.442806","-3.871","46","46","Sobre solo no interior de vegetação no Morro do Abreu, ao lado do Morro da Madeira","UFP078064","Reis, TR",NA,NA,"2014","05",NA,NA
"60","2021-03-01 11:51:32-03","UFPE","UFP","78068","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2614","2014","05","08",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.856667","-32.442806","-3.856667","60","60","Sobre solo no interior de vegetação ao lado da trilha Longa Atalaia/Caieiras (trilha pelo alto da Serra)","UFP078068","Reis, TR",NA,NA,"2014","05",NA,NA
"61","2021-03-01 11:51:32-03","UFPE","UFP","78069","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2606","2014","05","04",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.857806","-32.442806","-3.857806","52","52","Solo entre rochas no topo do morro em frente à Praia do Americano","UFP078069","Reis, TR",NA,NA,"2014","05",NA,NA
"62","2021-03-01 11:51:32-03","UFPE","UFP","78071","PreservedSpecimen","Plantae","Ricciaceae","Riccia","ridleyi","Riccia ridleyi","A. Geep","Santos, ND; Gomes, C","2645","2014","05","10",NA,"Brasil","Pernambuco","Fernando de Noronha","-32.442806","-3.855472","-32.442806","-3.855472","30","30",NA,"UFP078071","Reis, TR",NA,NA,"2014","05",NA,NA
