"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"95","2020-09-02 16:23:24-03","Cenargen","CEN","61020","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cf. sericophylla","Ipomoea cf. sericophylla","Meisn.","C. G. Fontes","Anderson Cássio Sevilha","3863","2004","03","27",NA,"Brasil","TO","PARANA","Fazenda São João. Prop. Aldair Freire. Ponto 11.","-47.600277","-12.889722","374","374","Exsicatas",NA,"CEN00061020","CEN00061020",NA,"2007","02",NA,NA,NA,NA,"-47.600277","-12.889722",NA,NA,"4",NA,NA
"96","2020-09-02 16:23:29-03","Cenargen","CEN","110772","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","J.R.I.Wood","J. Moises Mendoza F.","4682","2015","02","07",NA,"Brasil","GO","MINEIROS","Parque Nacional das Emas, ca. 11 km da Portão 1 - Bandeira, sentido NE para a trilha Glória.","-53.990833","-18.2625","830","830","Exsicatas","Folhas verde-esbranquiçadas. Plantas dispersas localmente. Cerrado bastante preservado, rodeado de campos de cultivo, manchas de mata nos córregos.","CEN00110772","CEN00110772",NA,"2015","11",NA,NA,NA,NA,"-53.990833","-18.2625",NA,NA,"5",NA,NA
"97","2020-09-02 16:23:29-03","Cenargen","CEN","48707","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","C. Sinigaglia","Glocimar Pereira-Silva","7265","2003","02","20",NA,"Brasil","GO","ALEXANIA","Margem esquerda do rio Corumbá (próximo à ponte). Acesso secundário à Abadiânia.","-48.5071983337402","-16.0821990966797","820","820","Exsicatas","Tubo da corola branco na porção externa e vináceo na porção interna. Cálice verde. Área de Influência Direta (lago).","CEN00048707","CEN00048707",NA,"2003","11",NA,"32626","auto",NA,"-4845194.0","-1620556.0",NA,NA,"4",NA,NA
"98","2020-09-02 16:23:29-03","Cenargen","CEN","81030","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R. Simão-Bianchini","Lorrayne de Barros Bosquetti","692","2007","03","10",NA,"Brasil","GO","COCALZINHO DE GOIAS","Parque Estadual da Serra dos Pirineus.","-48.7757987976074","-15.7944002151489",NA,NA,"Exsicatas","Flores vistosas. Doação ESA 113732.","CEN00081030","CEN00081030",NA,"2017","04",NA,"56114","auto",NA,NA,NA,NA,NA,"1",NA,NA
"99","2020-09-02 16:23:29-03","Cenargen","CEN","17113","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","M. C. Silva & C. M. A. Gualda","Bruno Machado Teles Walter","1329","1992","04","14",NA,"Brasil","GO","NIQUELANDIA","Estrada vicinal a GO-237 (Niquelândia/Colinas).Entrada a 600 m da ponte sobre R. Bagagem; 28km desta. Marg. Direita.","-48.4597015380859","-14.4738998413086","440","440","Exsicatas","Folha discolor; face adaxial verde; face abaxial argenteo-sericea. Botão floral verde. Bacia de inundação da UHE Serra da Mesa.","CEN00017113","CEN00017113",NA,"1995","11",NA,"74171","auto",NA,"-4821667.0","-1416667.0",NA,NA,"4",NA,NA
"100","2020-09-02 16:23:29-03","Cenargen","CEN","7453","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","J. F. B. Pastore","Antônio Krapovickas - IBONE","38726","1983","04","03",NA,"Brasil","PI","CORRENTE","BR-135, 500 m S da ponte sobre o Rio Corrente.","-45.1622009277344","-10.4433002471924","460","460","Exsicatas","Doação.","CEN00007453","CEN00007453",NA,"2002","02",NA,"42179","auto",NA,"-4515000.0","-1045000.0",NA,NA,"1",NA,NA
"101","2020-09-02 16:23:29-03","Cenargen","CEN","17934","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","M. C. Silva & C. M. A. Gualda","Taciana Barbosa Cavalcanti","1076","1992","03","09",NA,"Brasil","GO","MINACU","2 km ao norte do antigo aeroporto do canteiro de obras da UHE Serra da Mesa.","48.3833333","-13.466666","550","550","Exsicatas","Botões imaturos alvos, tubo interno da corola lilás mais escuro na base, mais claro do terço médio para a parte superior e lobos da corola alvos.","CEN00017934","CEN00017934",NA,"1995","11",NA,NA,NA,NA,"48.3833333","-13.466666",NA,NA,"8",NA,NA
"102","2020-06-18 10:40:40-03","UFG","HJ","3437","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Diego Santos","Souza, L.F.","2964","2006","03","26",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras","-51.995278","-18.439444","620","620",NA,NA,"HJ00003437","HJ00003437",NA,"2017","03","25",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA
"103","2020-06-18 10:40:40-03","UFG","HJ","7794","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Diego Santos","Souza, L.F.","5898","2013","11","30",NA,"Brasil","Goiás","Perolândia","Assentamento Três Pontes","-52.134444","-17.448889","800","800",NA,NA,"HJ00007794","HJ00007794",NA,"2017","03","25",NA,NA,NA,"52º8'4''W","17º26'56''S",NA,NA,NA,NA,NA
"104","2020-06-18 10:40:40-03","UFG","HJ","8460","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Diego Santos","Souza, L.F.","5674","2013","05","25",NA,"Brasil","Goiás","Jataí","Pousada do Guardião","-52.018611","-18.250278","610","610",NA,NA,"HJ00008460","HJ00008460",NA,"2017","03","25",NA,NA,NA,"52º1'7''W","18º15'1''S",NA,NA,NA,NA,NA
"105","2019-11-13 11:18:16-03","USP","SPF","129287","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Simão-Bianchini, R","Atkinson, R","PCD2233","1996","03","10",NA,"Brasil","Bahia","Lençóis",NA,"-41.276111","-11.854444","1000","1000",NA,NA,"SPF00129287","SPF00129287",NA,"2000","08",NA,NA,NA,NA,"-41.276111","-11.854444",NA,NA,NA,NA,NA
"106","2020-07-03 15:41:14-03","UEFS","HUEFS","23734","PreservedSpecimen","Plantae","Angiospermae","Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R.S.Bianchini","Atkinson, R.","PCD2233","1996","03","10",NA,"Brasil","Bahia","Lençóis",NA,"-41.266667","-11.85","1000","1000",NA,NA,"HUEFS0023734","HUEFS0023734_e1",NA,"2000","08",NA,NA,NA,"Asteranae","41W16'","11S51'",NA,NA,NA,NA,NA
"107","2019-09-04 18:41:34-03","F","FMNH-SEEDPLANTS","V0054927F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla",NA,NA,"J. B. E. Pohl","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0054927F","V0054927F_01","Syntype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"108","2019-09-04 18:41:35-03","F","FMNH-SEEDPLANTS","V0054928F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla",NA,NA,"P. C. D. Clausen","289",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0054928F","V0054928F_01","Syntype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"109","2018-07-11 16:21:00-03","F","FMNH-SEEDPLANTS","V0442247F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla",NA,NA,"D. Andrade-Lima & et al.","92","1981","7","28","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0442247F","V0442247F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"110","2018-07-11 16:21:01-03","F","FMNH-SEEDPLANTS","V0442248F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla",NA,NA,"P. C. D. Clausen","681",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0442248F","V0442248F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"111","2018-07-11 16:21:01-03","F","FMNH-SEEDPLANTS","V0442249F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla",NA,NA,"P. Jörgensen","4029","1931","12",NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,"V0442249F","V0442249F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"112","2019-10-16 12:36:20-03","F","FMNH-SEEDPLANTS","V0442250F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla",NA,NA,"P. G. Lorentz & G. Hieronymus","285","1873","2",NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"V0442250F","V0442250F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"113","2019-11-01 14:56:53-03","UnB","UB","87689","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Bianchini, RS","Irwin, HS","34998","1972","01","25","Southern America","Brasil","Goiás","Niquelândia","Niquelândia, 5km ao W de Niquelândia","-48.4597","-14.4739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.4597","-14.4739",NA,NA,NA,NA,NA
"114","2019-11-01 14:56:53-03","UnB","UB","98367","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Austin, DF","Anderson, WR","6924","1973","03","12","Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-01 14:56:53-03","UnB","UB","98368","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Philcox, D","Philcox, D","3722","1967","12",NA,"Southern America","Brasil","Mato Grosso","Xavantina","2 Km S de Xavantina para Aragarças",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:09:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","nyctaginea","Ipomoea nyctaginea cordifolia","Choisy",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Piauí",NA,"Habitat in sylvis Catingas, inter Serra dos dous Irnãos et Cidade de Oreias, prov. Piauhy,m. Majo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cordifolia",NA,NA,NA,NA
"117","2017-09-11 17:09:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Burchell, WJ","6692","1828","02","11","Southern America","Brazil","Goiás",NA,"road to Cuiaba as far as the Rio Bagagem (Ribeiro Bagagem flows due south from Goiaz)",NA,NA,NA,NA,NA,NA,NA,"P07P0N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:09:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Claussen, P","289",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,"P07P0N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:09:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Habitat prope urbem Goyaz.",NA,NA,NA,NA,NA,NA,NA,"P07P0N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-08 08:52:34-03","IBt","SP","336894","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Figueiredo, MA","574","1996","04","25",NA,"Brasil","Ceará","Aiuaba",NA,"-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-08-27 12:19:39-03","IBt","SP","308701","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Irwin, HS","24228","1969","03","10",NA,"Brasil","Goiás","Cavalcante",NA,"-47.4583015441895","-13.7974996566772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92497","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-09-10 10:17:50-03","IBt","SP","315442","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Cavalcanti, TB","1076","1992","03","09",NA,"Brasil","Goiás","Minaçu",NA,"-48.2200012207031","-13.5331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54065","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-09-10 10:17:50-03","IBt","SP","315424","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Walter, BMT","1329","1992","04","14",NA,"Brasil","Goiás","Niquelândia",NA,"-48.4597015380859","-14.4738998413086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-06-04 11:03:22-03","IBt","SP","271897","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Hatschbach, G","34061","1974","02","12",NA,"Brasil","Mato Grosso","Rondonópolis",NA,"-54.6356010437012","-16.4708003997803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69781","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-09-24 08:24:27-03","IBt","SP","331951","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Lombardi, JA","2133","1998","02","15",NA,"Brasil","Minas Gerais","Januária",NA,"-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-08-27 12:19:39-03","IBt","SP","308717","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Irwin, HS","26192","1970","02","06",NA,"Brasil","Minas Gerais","Paracatu",NA,"-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-30 07:47:55-03","IBt","SP","442543","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Oliveira, DG","199","2011","07","05",NA,"Brasil","Sergipe","Porto da Folha",NA,"-37.2783012390137","-9.91722011566162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57869","auto",NA,NA,NA,NA,NA,NA,NA,NA
