"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1043511","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"P. Claussen","289","1838",NA,NA,"South America","Brazil","Minas Gerais",NA,"[From protologue: In prov. Minarum: Clausseun n. 289]",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211128' target='other'> <mi>dwc_moreinfo</mi></a>","NY01043511","NY01043511_01","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1014080","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"D. Philcox","3722","1967","12","29","South America","Brazil","Mato Grosso","Xavantina","2 km S of Xavantina on Aragarças road.","-52.23","-14.63",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107750' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014080","NY01014080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1014081","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","D. F. Austin","W. R. Anderson","6924","1973","03","12","South America","Brazil","Goiás","Monte Alegre de Goiás","Serra da Atalaia, ca. 25 km by road SW of Monte Alegre de Goiás","-47.23","-13.47","600","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107753' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014081","NY01014081_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1013892","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","J. R. I. Wood","A. Macedo","5800","2003","02","16","South America","Brazil","Minas Gerais","Campina Verde","Serra Bom Jardin.","-49.4864","-19.5358",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013892","NY01013892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1014083","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R. Simão-Bianchini","H. S. Irwin","34998","1972","01","25","South America","Brazil","Goiás","Niquelândia","ca. 5 km W. of Niquelândia","-48.49637","-14.45","750","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107755' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014083","NY01014083_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1581521","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R. Simão-Bianchini","H. S. Irwin","24228","1969","03","10","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km south of Cavalcante","-47.5","-13.98077","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1856482' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581521","NY01581521_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","688247","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"P. Clausen","289","1838",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=851292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00688247","NY00688247_01","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-06 11:42:06-03","UFPI-MRV","HDELTA","5023","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Cerqueira, E.C.","Cerqueira, E.C.; Lemos, J.R.","129","2016","07","13",NA,"Brasil","Piauí","Bom Princípio do Piauí","Sítio da Gurita","-41.6441993713379","-3.19082999229431",NA,NA,NA,NA,"HDELTA005023",NA,NA,"2017","12","10","22201","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-26 18:07:40-03","CPAN-UFMS","COR","15359","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter",NA,"Takahasi, A.; Papa, F.; Monaco, N.N.","833","2005","11","29",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Banda Alta. ilha de caraguatá; raso; plano.","-57.6533012390137","-19.0091991424561","159","159",NA,"Com Flor: branca com miolo rosa, anteras brancas",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:07:40-03","CPAN-UFMS","COR","15377","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","Rosangela Simão Bianchini","Takahasi, A.; Ribas, S.M.; Silva, R.H.","1323","2008","01","25",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Banda Alta. sobre ilhas de vegetação com caraguatá, próximo à córrego temporário; raso; plano.","-57.6533012390137","-19.0091991424561","159","159",NA,"Com Flor: rosa claro, miolo lilás, perfume adocicado",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-26 18:07:40-03","CPAN-UFMS","COR","15091","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","R. S. Bianchini","Takahasi, A.; Ribas, S.M.; Papa, F.M.","895","2006","01","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Figueira. ilha de caraguatá; raso; plano.","-57.6533012390137","-19.0091991424561","198","198",NA,"ramos e peciolo avermelhados; Com Flor: lilás. Miolo da flor roxo; estigma e anteras brancos",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:34:26-03","NBC","NL-BOTANY","U.1226094","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Mexia YEJ",NA,"1931","04","08","Southern America","Brazil",NA,NA,"State of Minas Geraes. Corinto. Fazenda do Diamante; Corriga Mucambo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1226094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1226094","NL-U1226094",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:27:26-03","MN","R","40649","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Pinto, L.J.S.","Freire Allemão, F.","1072",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"R000040649","R000040649_001 R000040649_002 R000040649_003",NA,"2016","07","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 09:18:10-03","UFPI","TEPB","19140","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","CHAVES. E. M. F","CHAVES, E. M. F","280","2003","05","03",NA,"Brasil","Piauí","Cocal","Sanharão","-41.513889","-3.530278","170","170",NA,"cipó, 7m, escadente, flores rochas, fruencia alta, substrato arenoso. Ambiente: Carrasco",NA,NA,NA,"2004","02","02",NA,NA,NA,"41°30'50W","03°31'49S",NA,NA,NA,NA,NA
"25","2021-04-02 11:40:12-03","UFPI","TEPB","19140","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","CHAVES, E. M. F.","CHAVES, E. M. F","280","2003","05","03",NA,"Brasil","Piauí","Cocal","Sanharão","-41.513889","-3.530278","170","170",NA,"Cipó; escandente; flore rôxas; muito frequente; substrato arenoso.",NA,NA,NA,"2004","02","02",NA,NA,NA,"41°30'50W","03°31'49S",NA,NA,NA,NA,NA
"26","2021-03-26 15:10:49-03","UFPI","TEPB","23312","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meissn.","M. B. Costa e Silva","R. BARROS","2907","2007","03","28",NA,"Brasil","Piauí","Guaribas","PARNA Serra das Confusões, Barreiro","-43.6866989135742","-9.39832973480225","8986554","8986554",NA,"Subarbusto escandente, flores com base lilás e extremidades rosadas, muito frequente, solo arenoso, alimentação de animais (preá)",NA,NA,NA,"2008","12","15","81784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-12 12:04:11-03","UFPI","TEPB","11655","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","G. Stapler","M. C. Mesquita","92","1999","05","20",NA,"Brasil","Piauí","São Luís do Piauí",NA,"-41.3238983154297","-6.82499980926514",NA,NA,NA,"Trepadeira. Muito frequente. Solo pedregoso Ambiente: Caatinga",NA,NA,NA,"2016","06","06","21111","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-19 10:23:13-03","CPAP","CPAP","2041","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R. Simao-Bianchini","Pott, V. J.","229","1985","03","12",NA,"Brasil","MS","Corumbá","Terreno baldio, próximo ao fundo da Embrapa/CPAP","-57.65","-19.016667",NA,NA,NA,"Trepadeira. FLOR: rosa com centro roxo. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo calcário. RELEVO: .",NA,NA,NA,"1999","09",NA,NA,NA,NA,"57°39' W","19°01' S",NA,NA,NA,NA,NA
"29","2020-11-19 10:23:13-03","CPAP","CPAP","21622","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","S. M. Salis","Almeida, A. M.","188","2011","02","14",NA,"Brasil","MS","Corumbá","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","-57.696389","-19.100556","165","165",NA,"Liana 2m~. FLOR: lilás clara. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Muito frequente. AMBIENTE: Mata beira da estrada. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,NA,"2012",NA,NA,NA,NA,NA,"57°41'47'' W","19°06'02'' S",NA,NA,NA,NA,NA
"30","2021-04-07 11:42:27-03","UFMS","CGMS","73928","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R. S. Bianchini","V.J. Pott","229","1985","03","12",NA,"Brasil","Mato Grosso do Sul","Corumbá","Corumba, Terreno Baldio, Proximo Ao Fundo Daembrapa/Cpap.","-57.65","-19.0166667",NA,NA,NA,"Flor rosa com centro roxo. CPAP - 2041. Habitat: Solo calcário. Habito: Trepadeira.","CGMS1106793",NA,NA,NA,NA,NA,NA,NA,NA,"-57,65","-19,0166667",NA,NA,NA,NA,NA
"31","2021-03-01 16:28:37-03","UNICAMP","UEC","192868","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter",NA,"Takahasi, A; et al.","833","2005","11","29",NA,"Brazil","Mato Grosso do Sul","Corumbá","Fazenda Banda Alta","-57.578361","-19.14925","159","159",NA,"Trepadeira; flor branca com miolo rosa, antera brancas; Ilha de caraguatá; Solo - raso; Relevo - plano","UEC129503","UEC129503",NA,NA,NA,NA,NA,NA,NA,"-57.578361","-19.14925",NA,NA,NA,NA,NA
"32","2021-02-05 15:05:57-03","UFRPE","PEUFR","54635","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","F.D.S. Santos; F.M.B. Gomes","E.B. Souza; J.L.C. Lima; M. Alves; F.M.B. Gomes","3947","2016","04","07",NA,"Brasil","Ceará","Sobral","Serra da Meruoca; Sítio Santa Cruz","-40.406944","-3.632222","700","800",NA,"Trepadeira herbácea volúvel; caules cinzas; folhas cartáceas, discolores; flores em botões cremes.","PEUFR054635",NA,NA,"2016","04",NA,NA,NA,NA,"40º24'25W","03º37'56S",NA,NA,NA,NA,NA
"33","2020-10-14 10:00:42-03","FURB","FURB","63739","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Briauchini, R.S.","Fonseca, M.L.; Aparecida da Silva, M.; Oliveira, F.C.A.; Cardoso, E.","3288","2002","03","22",NA,"Brasil","Goiás","Cocalzinho de Goiás","Fazenda Bombaça. Solo argiloso/pedregoso, relevo ondulado.","-48.7536111","-15.7463889","1115","1115",NA,"Trepadeira heliófita, folhas discolores, verdes, membranáceas, botões e flores brancos. Comum.","FURB63739","FURB63739",NA,"2012",NA,NA,NA,NA,NA,"-48.7536111","-15.7463889",NA,NA,NA,NA,NA
"34","2014-10-14 15:57:05-03","BS","M","M-0185009","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","nyctaginea","Ipomoea nyctaginea var. cordifolia","Choisy",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia Provinc. Piauhy. In Catingas a Serra dos dois Somaõs-Oppid. Oerias.",NA,NA,NA,NA,NA,NA,"M0185009",NA,"ISOTYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"var. cordifolia",NA,NA,NA,NA
"35","2014-10-14 15:57:05-03","BS","M","M-0185010","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","nyctaginea","Ipomoea nyctaginea var. cordifolia","Choisy",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"in sylvis Catingas inter Serra dos dois Somaõs de Oeiras. Provinciea Piah.",NA,NA,NA,NA,NA,NA,"M0185010",NA,"HOLOTYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"var. cordifolia",NA,NA,NA,NA
"36","2020-12-21 16:21:24-03","MBM","MBM","303017","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","Nee, M.","Nee, M.","49142","1998","04","26","Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM303017","MBM303017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:21:28-03","MBM","MBM","13400","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Simão-Bianchini, R.","Hatschbach, G.","23711","1970","02","17","Southern America","Brazil","Mato Grosso","Terenos","Terenos",NA,NA,NA,NA,NA,NA,"MBM013400","MBM013400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:21:28-03","MBM","MBM","99109","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Ataide, M.","Andrade-Lima, D.; et al.; et al.","92","1981","07","28","Southern America","Brazil","Pernambuco","Alagoinha","Alagoinha","-36.7757987976074","-8.46638965606689",NA,NA,NA,NA,"MBM099109","MBM099109",NA,NA,NA,NA,"16004","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 12:52:54-03","MNHN","RECOLNAT_MNHN_P","P03537066","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","Wood","Nee, M.|Chávez, E.",NA,"1998","4","7",NA,"Bolívia",NA,NA,"Depto. Santa Cruz, Prov. Andrés Ibáñez: Highway from Santa Cruz to Samaipa, 2 km SSW of bridge over Rio Piraí at Tarumá . Bolívia","-63.46667","-18.11667","600",NA,"hb",". . Supported by the Fulbright Foundation <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03537066' target='other'> <mi>dwc_moreinfo</mi></a>","P03537066","P03537066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48895",NA,NA,NA
"40","2015-09-04 12:56:32-03","MNHN","RECOLNAT_MNHN_P","P03537981","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Simão-Bianchini","s.c.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03537981' target='other'> <mi>dwc_moreinfo</mi></a>","P03537981","P03537981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-04 12:50:10-03","MNHN","RECOLNAT_MNHN_P","P03538054","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Simao-Bianchini","Claussen, P.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03538054' target='other'> <mi>dwc_moreinfo</mi></a>","P03538054","P03538054_01 P03538054_02","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"289",NA,NA,NA
"42","2015-09-04 12:32:17-03","MNHN","RECOLNAT_MNHN_P","P03560188","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Pickel, D.B.",NA,"1933","8",NA,NA,"Brésil",NA,NA,"in pasture-land, Tapera, Pernambuco",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03560188' target='other'> <mi>dwc_moreinfo</mi></a>","P03560188","P03560188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3037",NA,NA,NA
"43","2021-02-12 12:24:44-03","UFMA","MAR","2982","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"N. Figueiredo",NA,"1990","12",NA,NA,"Brasil","Maranhão","Mirador",NA,"-44.363333","-6.371389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º21'48W","06º22'17S",NA,NA,NA,NA,NA
"44","2015-07-28 10:07:00-03","MO","MOBOT","100605094","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","J.R.I. Wood (OXF)","José Steinbach","Steinbach G. 1272","1915","4",NA,"South America","Bolivia","Santa Cruz",NA,"Buena Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"45","2013-07-03 11:46:00-03","MO","MOBOT","100608723","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee (NY)","Michael H. Nee","Nee 52636","2004","6","29","South America","Bolivia","Santa Cruz","Andrés Ibáñez","1.7 Km Sw of highway intersection at Peji.","-63.2183334","-17.9677778","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
