"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","608770","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","A. M. V. de Carvalho","3282","1991","05","26","South America","Brazil","Bahia","Una","Ca. 2km S da sede do Município, entrada para o Distrito de Pedras","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608770","NY00608770_01 NY00608770_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","608782","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","S. A. Mori","13684","1981","04","21","South America","Brazil","Bahia","Ilhéus","Road from Olivença to Una, 18 km S of Olivença. Elev. near sea level","-39.0017867","-15.1062976","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608782","NY00608782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 12:22:00-03","NY","NYBG","608800","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","D. A. Folli","868","1989","01","11","South America","Brazil","Bahia",NA,"Reserva Florestal de Porto Seguro-CVRD/BA. Aceiro com posseiro, km 0,100, lado esquerdo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608800","NY00608800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","608762","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","A. M. V. de Carvalho","5467","1995","01","12","South America","Brazil","Bahia","Ilhéus","Cidade de Ilhéus. Mata de Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao. Parcela n° 33","-39.0692","-14.7819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608762","NY00608762_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1309781","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","Schott","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1546308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01309781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2218687","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand",NA,"E. J. Lucas","957","2006","12","02","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da Companhia Vale do Rio Doce, estrada Paraju, km. 1.9.","-39.8883","-19.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358521' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218687","NY02218687_01","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 16:02:00-03","NY","NYBG","2218690","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand",NA,"C. Farney","4776","2007","07","06","South America","Brazil","Bahia",NA,"Conceição da Barra. Comunidade de Lajinha, Fazenda Rancho Tropical II",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358524' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218690","NY02218690_01 NY02218690_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 12:22:00-03","NY","NYBG","608789","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","D. S. D. de Araújo","10541","1997","02","04","South America","Brazil","Rio de Janeiro",NA,"Restinga de Marambaia, enseada de Pombeba, próximo a sede da Aeronáutica",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608789","NY00608789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","608757","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","A. M. V. de Carvalho","4639","1994","09","17","South America","Brazil","Bahia","Ilhéus","Cidade de Ilhéus. Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao","-39.0692","-14.7819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608757","NY00608757_01 NY00608757_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","608780","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","G. L. Farias","246","1988","10","27","South America","Brazil","Bahia",NA,"Reserva Florestal de Porto Seguro - CVRD/BA. Aceiro com a CEPLAC, km 0,900, lado esquerdo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608780","NY00608780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 12:22:00-03","NY","NYBG","608790","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","C. A. L. de Oliveira","321","1990","02","04","South America","Brazil","Rio de Janeiro","Casimiro de Abreu","Rodovia Amaral Peixoto, estrada de acesso para a Lagoa da Coco-Cola (Iodada)","-42.2042","-22.4808","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608790","NY00608790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","608769","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","S. C. de Sant'Ana","341","1993","07","28","South America","Brazil","Bahia","Una","Entrada à direita, no km 10,4 da Rod. Una/Ilhéus","-39.0833","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608769","NY00608769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 16:02:00-03","NY","NYBG","2218689","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand",NA,"C. Farney","4656","2007","03","30","South America","Brazil","Rio de Janeiro","Cabo Frio","Restinga arbustiva próxima ao Aeroporto.","-42.0186","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358523' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218689","NY02218689_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 12:22:00-03","NY","NYBG","608785","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","J. R. Pirani","1081","1985","01","11","South America","Brazil","Espírito Santo","Guarapari","ES. 060, entre Guarapari Vila Velha a 28 km de Vila Velha","-40.5108","-20.6581","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608785","NY00608785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","886869","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba",NA,"Protium icicariba","(DC.) Marchand","D. C. Daly","B. D. Sucre","3838","1968","10","08","South America","Brazil","Rio de Janeiro","Cabo Frio","Restinga de Cabo Frio.","-42.032149","-22.874703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064807' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886869","NY00886869_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","608779","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","A. M. V. de Carvalho","3620","1991","09","08","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423429' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608779","NY00608779_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","608777","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","talmonii","Protium icicariba talmonii","Daly","D. C. Daly","D. C. Daly","4068","1985","01","14","South America","Brazil","Bahia","Una","Km 11 Ilheus-Una road (BA 001). Fazenda Barra do Manguinho","-39","-14.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608777","NY00608777_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 22:33:00-03","NY","NYBG","886868","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba",NA,"Protium icicariba",NA,NA,"H. C. de Lima","54959","1997","11","24","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca, Recreio dos Bandeirantes, entroncamento da Via 9 com avenida das Américas.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886868","NY00886868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02218686","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand",NA,"E. J. Lucas","971","2006","12","02","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da Companhia Vale do Rio Doce, estrada Paraju, km. 1.9.","-39.8883","-19.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358520' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218686","NY02218686_01","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 04:10:00-03","NY","NYBG","1309782","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","L. Dau","268","1969","12","16","South America","Brazil","Rio de Janeiro",NA,"Recreio dos Bandeirantes, Av. das Américas.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1546313' target='other'> <mi>dwc_moreinfo</mi></a>","NY01309782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","608798","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","D. S. D. de Araújo","562","1973","12","05","South America","Brazil","Rio de Janeiro",NA,"Restinga de Jacarepaguá, Pedra de Itaúna, lado sul",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608798","NY00608798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 22:33:00-03","NY","NYBG","886866","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","J. B. A. Guillemin","222",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886866","NY00886866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-29 12:22:00-03","NY","NYBG","608794","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","A. H. Gentry","49413","1985","01","11","South America","Brazil","Rio de Janeiro",NA,"Restinga de Macaé","-41.67","-22.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608794","NY00608794_01","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2218688","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand",NA,"E. J. Lucas","966","2006","12","02","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da Companhia Vale do Rio Doce, estrada Paraju, km. 1.9.","-39.8883","-19.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358522' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218688","NY02218688_01","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 12:22:00-03","NY","NYBG","608799","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","H. C. de Lima","1686","1981","12","16","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da Cia. Vale do Rio Doce","-39.961174","-19.138199","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399021' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608799","NY00608799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01131942","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","E. J. Lucas","971","2006","12","02","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da Companhia Vale do Rio Doce, estrada Paraju, km. 1.9.","-39.8883","-19.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282737' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131942","NY01131942_01","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","886865","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","H. A. Weddell","2907","1843",NA,NA,"South America","Brazil","Goiás",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886865","NY00886865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 12:22:00-03","NY","NYBG","608792","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","J. Fontella Pereira","227","1983","11","11","South America","Brazil","Rio de Janeiro",NA,"Est. da Guanabara, Recreio dos Bandeirantas, 3kms. do Canal de Sernambetiba, Próximo à Estr. dos Recreio dos Bandeirantes",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=399032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608792","NY00608792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 16:02:00-03","NY","NYBG","2218780","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand",NA,"D. A. Folli","5521","1996","11","01","South America","Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD - Linhares. Jueirana Vermelha.","-40.0719","-19.3911","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358686' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218780","NY02218780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 22:33:00-03","NY","NYBG","886867","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand","D. C. Daly","H. C. de Lima","1686","1981","12","16","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da Companhia Vale do Rio Doce","-39.961174","-19.138199","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886867","NY00886867_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-30 16:02:00-03","NY","NYBG","2218782","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand",NA,"D. A. Folli","3780","2000","12","19","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Flamengo.","-40.0722007751465","-19.3910999298096","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358688' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218782","NY02218782_01",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 16:02:00-03","NY","NYBG","02218777","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","icicariba","icicariba","Protium icicariba icicariba","(DC.) Marchand",NA,"Collector unspecified","885","1997","12","13","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Flamengo.","-40.0722007751465","-19.3910999298096","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358681' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218777","NY02218777_01",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
