"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","infraspecificEpithet","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","777131","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","R. Goldenberg",NA,NA,NA,"A. Lacerda","271","1998","10","29","Brazil","Paraná","Piraquara","Morro do Canal, Mananciais da Serra","-49.05","-25.43",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777131","NY00777131_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02499165","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","1344","2012","02","15","Brazil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia. Ultimo Adeus","-44.607312","-22.459068",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085155' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499165","NY02499165_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","685351","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","R. Goldenberg",NA,NA,NA,"R. Goldenberg","741","2005","10","17","Brazil","Paraná","Tunas do Paraná","Estrada Tunas - Parque das Lauráceas","-49.0856","-24.9744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685351","NY00685351_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02226409","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.",NA,NA,NA,NA,"M. Reginato","1344","2012","02","15","Brazil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia. Ultimo Adeus e trilha do Véu de Noiva.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499363' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226409","NY02226409_01","Magnoliophyta","Myrtales","South America","sheet","19648","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","478245","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","F. Markgraf",NA,NA,NA,"R. Reitz","4601","1952","12","27","Brazil","Santa Catarina","Palhoça","Anitápolis","-49.128424","-27.903779",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478245","NY00478245_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01874755","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","1480","2014","10","06","Brazil","Rio de Janeiro","Teresopolis","P.N. da Serra dos Orgaos, Pedra do Sino","-43.05","-22.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704508' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874755","NY01874755_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","685352","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","R. Goldenberg",NA,NA,NA,"R. Goldenberg","734","2005","10","17","Brazil","Paraná","Tunas do Paraná","Estrada Tunas - Parque das Lauráceas","-49.0856","-24.9744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685352","NY00685352_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","887325","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","S. A. C. Chiea",NA,NA,NA,"C. F. S. Muniz","146","1980","05","28","Brazil","São Paulo","Moji das Cruzes","Vila Casa Grande.","-46.1881","-23.5231",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887325","NY00887325_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","478250","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","G. G. Hatschbach",NA,NA,NA,"J. Cordeiro","340","1986","08","07","Brazil","Paraná","Morretes","Rod. BR-277, Barro Branco","-48.8342","-25.4769",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478250","NY00478250_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","478249","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","F. C. Hoehne",NA,NA,NA,"A. Gehrt","20908","1927","10","13","Brazil","São Paulo","Ribeirao Pires","Alto da Serra; mata da Estaçao Biologica","-46.4097","-23.71",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478249","NY00478249_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02711992","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.",NA,NA,NA,NA,"L. A. F. Santos Filho","199","2011","06","16","Brazil","Rio de Janeiro","Teresópolis","Trilha Pedra do Sino. Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2998974' target='other'> <mi>dwc_moreinfo</mi></a>","NY02711992","NY02711992_01","Magnoliophyta","Myrtales","South America","sheet","38539","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:20:16-03","UFRJ","RFA","10244","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","G.G. Hatschbach","1970",NA,NA,"G.G. Hatschbach","24052","1970","03","24","Brasil","Paraná","Bocaiúva do Sul","Sesmaria, Rio Capivari, 2 km ao oeste","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Árvore 5 m, flor alva Habitat: Mata pluvial.Crista de morro Habito: Arvoreta","RFA23495",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"24","2013-07-03 11:13:28-03","EBDA","BAH","110","S","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Brade","1941",NA,NA,"A.C. Brade","16000","1940","07","06","Brasil","Rio de Janeiro",NA,"Flora da Serra dos Orgãos, Conego do Frade.",NA,NA,NA,NA,"1200","1200","Pequena árvore de 3-4m, petalas alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2013-07-03 11:13:28-03","EBDA","BAH","2381","S","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Edna L.P.G. de Oliveira","1980","09",NA,"Berenice C. Bastos","59","1980","08","25","Brasil","Bahia","Santo Antônio de Jesus",NA,"-39.2614","-12.9689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16527","auto",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:02:56-03","NBC","NL-BOTANY","L 0572462","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200572462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0572462",NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 10:02:56-03","NBC","NL-BOTANY","L.1069870","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069870","NL-L1069870",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14545",NA,NA,NA,NA
"28","2020-02-08 10:02:56-03","NBC","NL-BOTANY","L.1069871","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069871","NL-L1069871",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0053677 | Uw 14545",NA,NA,NA,NA
"29","2020-02-08 10:02:56-03","NBC","NL-BOTANY","L.2534430","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Hatschbach GG",NA,"1963","05","05","Brazil",NA,NA,"Est. Parana (Brasil) Mun. Campina Grande do Sul, Serra da Lapinha.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534430","NL-L2534430",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:02:56-03","NBC","NL-BOTANY","L.2534431","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","08","21","Brazil",NA,NA,"Santa Catarina, Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534431","NL-L2534431",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 10:02:56-03","NBC","NL-BOTANY","U 0053678","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053678",NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw 14545",NA,NA,NA,NA
"32","2020-02-08 10:02:56-03","NBC","NL-BOTANY","U 0274908","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1968","01","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200274908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0274908",NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14545",NA,NA,NA,NA
"33","2020-02-08 10:02:56-03","NBC","NL-BOTANY","U.1394722","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","08","21","Brazil",NA,NA,"Santo Catarina, Morro Spitzkopm, Blumenau.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394722 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394722","NL-U1394722",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:02:56-03","NBC","NL-BOTANY","U.1394723","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.",NA,NA,NA,NA,"Reitz R",NA,"1952","12","27","Brazil",NA,NA,"Santa Catarina, Anitapolis, Palhoça.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394723 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394723","NL-U1394723",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:03:07-03","NBC","NL-BOTANY","L.2534320","PreservedSpecimen","Plantae","Melastomataceae","Leandra","trauninensis","Leandra trauninensis","Cogn.",NA,NA,NA,NA,"Glaziou AFM",NA,"1888","01","01","Brazil",NA,NA,"Prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534320 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534320","NL-L2534320",NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-11-04 10:56:04-03","ESALQ","ESA","141735","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Antonio, P.E.","2016","02","02","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2120.0","2015","11","27","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809",NA,NA,"1500","1840","Arbusto ca. 2m de alt. Flores alvas, frutos imaturos verdes, amadurecendo roxos.","ESA141735",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:56:04-03","ESALQ","ESA","141834","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Antonio, P.E.","2016","02","02","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2219.0","2015","11","28","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"Arbusto ca. 1,5m de alt. frutos imaturos verdes.","ESA141834",NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:56:04-03","ESALQ","ESA","142007","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Antonio, P.E.","2016","01","28","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","229.0","2015","09","09","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","44°48'50W","23°08'25S","1800","1800","Arbusto, ca. 2 m alt., flores brancas.","ESA142007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 10:56:04-03","ESALQ","ESA","142010","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Antonio, P.E.","2016","01","28","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","242.0","2015","09","09","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","44°48'50W","23°08'25S","1800","1800","Arbusto, ca. 1 m alt., flores cremes.","ESA142010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:13:28-03","ESALQ","ESA","89212","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","Cogn.","Pastore, J.A.",NA,NA,NA,"Rocha, F.T. et al.","135.0","1998","09","29","Brasil","São Paulo","Bananal",NA,"-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,"ESA089212","ESA089212","Magnoliophyta",NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:13:28-03","ESALQ","ESA","75201","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Souza, V.C. et al.",NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2221.0","2001","04","13","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Frutos azulados.","ESA075201","ESA075201","Magnoliophyta",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:13:28-03","ESALQ","ESA","75194","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Souza, V.C. et al.",NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2214.0","2001","04","13","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore, 5m alt. Botões alvos.","ESA075194","ESA075194","Magnoliophyta",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:13:28-03","ESALQ","ESA","34281","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Chiea, S.A.C.",NA,NA,NA,"Ferretti, A.R. et al.","135.0",NA,NA,NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"ESA034281","ESA034281","Magnoliophyta",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
